# event_ticker=KXATPMATCH-26APR01DIAMOL
# final_score=6-2 6-2
# match_winner=Alex Molcan
# fav_player=Alex Molcan
# dog_player=Gabriel Diallo
# kalshi_date=2026-04-01
timestamp,Alex Molcan,Gabriel Diallo
2026-04-01T02:51:00Z,,61.00
2026-04-01T02:53:00Z,,61.00
2026-04-01T02:56:00Z,,61.00
2026-04-01T03:01:00Z,40.00,61.00
2026-04-01T03:41:00Z,40.00,61.00
2026-04-01T03:52:00Z,40.00,60.00
2026-04-01T04:14:00Z,40.00,60.00
2026-04-01T04:19:00Z,43.00,60.00
2026-04-01T04:22:00Z,43.00,59.00
2026-04-01T04:29:00Z,43.00,59.00
2026-04-01T04:59:00Z,43.00,59.00
2026-04-01T05:04:00Z,43.00,59.00
2026-04-01T05:14:00Z,43.00,60.00
2026-04-01T05:16:00Z,42.00,60.00
2026-04-01T05:22:00Z,42.00,57.00
2026-04-01T05:23:00Z,42.00,59.00
2026-04-01T05:37:00Z,42.00,59.00
2026-04-01T05:40:00Z,43.00,59.00
2026-04-01T05:52:00Z,43.00,59.00
2026-04-01T05:59:00Z,42.00,59.00
2026-04-01T06:06:00Z,42.00,59.00
2026-04-01T06:14:00Z,42.00,58.00
2026-04-01T06:16:00Z,42.00,58.00
2026-04-01T06:21:00Z,43.00,58.00
2026-04-01T06:32:00Z,43.00,58.00
2026-04-01T06:40:00Z,43.00,58.00
2026-04-01T06:53:00Z,43.00,58.56
2026-04-01T07:02:00Z,43.00,58.56
2026-04-01T07:06:00Z,43.00,58.56
2026-04-01T07:11:00Z,43.00,58.56
2026-04-01T07:12:00Z,43.00,59.00
2026-04-01T07:16:00Z,43.00,59.00
2026-04-01T07:18:00Z,43.00,57.00
2026-04-01T07:23:00Z,43.00,57.00
2026-04-01T07:44:00Z,43.00,59.00
2026-04-01T07:47:00Z,43.00,59.00
2026-04-01T07:51:00Z,43.00,59.00
2026-04-01T08:07:00Z,43.00,59.00
2026-04-01T08:14:00Z,43.00,59.00
2026-04-01T08:22:00Z,43.00,59.00
2026-04-01T08:23:00Z,43.00,59.00
2026-04-01T08:24:00Z,43.00,58.00
2026-04-01T09:08:00Z,43.00,58.00
2026-04-01T09:11:00Z,43.00,58.00
2026-04-01T09:19:00Z,43.00,58.00
2026-04-01T09:40:00Z,43.00,58.00
2026-04-01T09:42:00Z,43.00,58.00
2026-04-01T09:50:00Z,43.00,58.00
2026-04-01T09:52:00Z,43.00,58.00
2026-04-01T10:28:00Z,43.00,58.00
2026-04-01T10:33:00Z,43.00,58.00
2026-04-01T10:34:00Z,43.00,58.00
2026-04-01T10:37:00Z,43.00,58.00
2026-04-01T10:42:00Z,43.00,58.00
2026-04-01T10:44:00Z,43.00,58.00
2026-04-01T10:45:00Z,43.00,58.00
2026-04-01T10:48:00Z,43.00,58.00
2026-04-01T10:51:00Z,43.00,58.00
2026-04-01T10:52:00Z,43.00,58.00
2026-04-01T10:54:00Z,43.00,58.00
2026-04-01T11:00:00Z,43.00,58.00
2026-04-01T11:03:00Z,43.00,58.00
2026-04-01T11:06:00Z,43.00,58.00
2026-04-01T11:08:00Z,42.00,58.00
2026-04-01T11:12:00Z,43.00,58.00
2026-04-01T11:20:00Z,43.00,58.00
2026-04-01T11:32:00Z,43.00,58.00
2026-04-01T11:34:00Z,43.00,58.00
2026-04-01T11:38:00Z,43.00,58.00
2026-04-01T11:39:00Z,43.00,58.00
2026-04-01T11:46:00Z,43.00,58.00
2026-04-01T11:53:00Z,43.00,58.00
2026-04-01T11:55:00Z,43.00,58.00
2026-04-01T11:56:00Z,43.00,58.00
2026-04-01T11:57:00Z,43.00,58.00
2026-04-01T12:04:00Z,43.00,58.00
2026-04-01T12:06:00Z,43.00,58.00
2026-04-01T12:09:00Z,43.00,58.00
2026-04-01T12:11:00Z,43.00,58.00
2026-04-01T12:12:00Z,43.00,58.00
2026-04-01T12:17:00Z,43.00,58.00
2026-04-01T12:18:00Z,43.00,58.00
2026-04-01T12:19:00Z,43.00,58.00
2026-04-01T12:20:00Z,43.00,58.00
2026-04-01T12:21:00Z,43.00,58.00
2026-04-01T12:23:00Z,43.00,58.00
2026-04-01T12:24:00Z,43.00,58.00
2026-04-01T12:26:00Z,43.00,58.00
2026-04-01T12:30:00Z,43.00,58.00
2026-04-01T12:35:00Z,43.00,58.65
2026-04-01T12:36:00Z,43.00,58.00
2026-04-01T12:38:00Z,43.00,58.00
2026-04-01T12:40:00Z,43.00,59.00
2026-04-01T12:41:00Z,43.00,59.00
2026-04-01T12:42:00Z,43.00,59.00
2026-04-01T12:43:00Z,43.00,59.00
2026-04-01T12:45:00Z,43.00,59.00
2026-04-01T12:46:00Z,43.00,59.00
2026-04-01T12:49:00Z,43.00,59.00
2026-04-01T12:50:00Z,43.00,59.00
2026-04-01T12:51:00Z,43.00,59.00
2026-04-01T12:52:00Z,43.00,59.00
2026-04-01T12:54:00Z,43.00,59.00
2026-04-01T12:55:00Z,43.00,59.00
2026-04-01T12:56:00Z,43.00,59.00
2026-04-01T12:57:00Z,43.00,59.00
