# event_ticker=KXATPMATCH-25AUG19MPEMAR
# final_score=2-6 6-3 7-6(3)
# score_resolution=2-6 6-3 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Pedro Martinez
# kalshi_date=2025-08-19
timestamp,Giovanni Mpetshi Perricard,Pedro Martinez
2025-08-19T12:31:00Z,67.00,
2025-08-19T12:33:00Z,67.00,
2025-08-19T12:48:00Z,67.00,
2025-08-19T13:01:00Z,67.00,
2025-08-19T13:15:00Z,66.00,
2025-08-19T13:25:00Z,66.00,
2025-08-19T13:43:00Z,65.00,
2025-08-19T13:53:00Z,65.00,
2025-08-19T13:59:00Z,65.00,36.00
2025-08-19T14:09:00Z,65.00,36.00
2025-08-19T14:11:00Z,65.00,36.00
2025-08-19T14:14:00Z,65.00,36.00
2025-08-19T14:19:00Z,65.00,36.00
2025-08-19T14:39:00Z,66.00,36.00
2025-08-19T14:53:00Z,66.00,35.00
2025-08-19T15:24:00Z,66.00,35.00
2025-08-19T15:34:00Z,66.00,35.00
2025-08-19T15:39:00Z,66.00,35.00
2025-08-19T15:47:00Z,66.00,35.00
2025-08-19T15:51:00Z,66.00,35.00
2025-08-19T15:56:00Z,66.00,35.00
2025-08-19T16:03:00Z,66.00,35.00
2025-08-19T16:13:00Z,66.00,35.00
2025-08-19T16:19:00Z,66.00,35.00
2025-08-19T16:24:00Z,66.54,35.00
2025-08-19T16:29:00Z,67.50,35.00
2025-08-19T16:39:00Z,67.50,34.00
2025-08-19T16:53:00Z,65.00,34.00
2025-08-19T16:57:00Z,67.00,35.00
2025-08-19T17:10:00Z,67.00,35.00
2025-08-19T17:14:00Z,67.00,35.00
2025-08-19T17:19:00Z,67.00,35.00
2025-08-19T17:24:00Z,67.00,35.00
2025-08-19T17:32:00Z,67.00,35.00
2025-08-19T17:42:00Z,67.00,35.00
2025-08-19T17:44:00Z,67.00,35.00
2025-08-19T17:51:00Z,67.00,35.00
2025-08-19T17:53:00Z,67.00,35.00
2025-08-19T17:58:00Z,67.00,35.00
2025-08-19T18:05:00Z,67.00,35.00
2025-08-19T18:09:00Z,67.00,35.00
2025-08-19T18:12:00Z,59.32,40.71
2025-08-19T18:13:00Z,53.20,47.61
2025-08-19T18:14:00Z,54.00,51.00
2025-08-19T18:15:00Z,54.00,51.82
2025-08-19T18:17:00Z,55.57,46.02
2025-08-19T18:18:00Z,64.85,34.57
2025-08-19T18:19:00Z,70.00,35.00
2025-08-19T18:20:00Z,67.64,35.00
2025-08-19T18:21:00Z,59.00,41.00
2025-08-19T18:22:00Z,59.00,53.00
2025-08-19T18:23:00Z,59.00,52.00
2025-08-19T18:24:00Z,45.00,57.65
2025-08-19T18:25:00Z,47.00,55.00
2025-08-19T18:26:00Z,44.07,57.00
2025-08-19T18:27:00Z,45.00,60.00
2025-08-19T18:28:00Z,43.00,57.00
2025-08-19T18:30:00Z,43.00,58.00
2025-08-19T18:31:00Z,43.00,58.00
2025-08-19T18:32:00Z,42.00,61.71
2025-08-19T18:33:00Z,40.89,59.66
2025-08-19T18:34:00Z,36.00,66.44
2025-08-19T18:35:00Z,37.00,77.00
2025-08-19T18:36:00Z,35.03,66.40
2025-08-19T18:37:00Z,30.00,71.00
2025-08-19T18:38:00Z,29.00,72.99
2025-08-19T18:39:00Z,29.00,72.99
2025-08-19T18:40:00Z,29.00,71.00
2025-08-19T18:41:00Z,29.00,73.00
2025-08-19T18:42:00Z,29.00,73.89
2025-08-19T18:43:00Z,29.00,75.14
2025-08-19T18:44:00Z,29.00,72.20
2025-08-19T18:45:00Z,31.00,70.00
2025-08-19T18:46:00Z,31.00,68.04
2025-08-19T18:47:00Z,35.15,68.04
2025-08-19T18:48:00Z,25.19,70.72
2025-08-19T18:49:00Z,25.19,69.00
2025-08-19T18:50:00Z,30.00,74.12
2025-08-19T18:51:00Z,30.00,72.00
2025-08-19T18:52:00Z,35.22,72.00
2025-08-19T18:53:00Z,36.01,72.00
2025-08-19T18:54:00Z,36.01,66.73
2025-08-19T18:55:00Z,40.00,62.88
2025-08-19T18:56:00Z,49.13,51.20
2025-08-19T18:57:00Z,54.00,51.20
2025-08-19T18:58:00Z,56.00,48.00
2025-08-19T18:59:00Z,56.94,48.00
2025-08-19T19:00:00Z,56.94,45.00
2025-08-19T19:01:00Z,58.00,41.00
2025-08-19T19:02:00Z,57.00,41.00
2025-08-19T19:03:00Z,52.00,48.00
2025-08-19T19:04:00Z,54.13,45.63
2025-08-19T19:05:00Z,53.57,45.00
2025-08-19T19:07:00Z,53.57,43.46
2025-08-19T19:08:00Z,57.60,40.00
2025-08-19T19:09:00Z,57.60,42.00
2025-08-19T19:10:00Z,58.00,42.00
2025-08-19T19:11:00Z,60.16,38.00
2025-08-19T19:12:00Z,60.00,38.00
2025-08-19T19:14:00Z,58.00,42.33
2025-08-19T19:15:00Z,58.00,42.38
2025-08-19T19:16:00Z,61.82,44.09
2025-08-19T19:17:00Z,50.26,45.00
2025-08-19T19:18:00Z,41.20,59.94
2025-08-19T19:19:00Z,49.91,53.29
2025-08-19T19:20:00Z,57.00,45.00
2025-08-19T19:21:00Z,53.87,47.97
2025-08-19T19:22:00Z,53.06,50.19
2025-08-19T19:23:00Z,51.98,50.48
2025-08-19T19:24:00Z,51.98,46.36
2025-08-19T19:25:00Z,51.00,50.92
2025-08-19T19:26:00Z,57.00,47.00
2025-08-19T19:27:00Z,58.00,44.08
2025-08-19T19:28:00Z,56.56,44.08
2025-08-19T19:29:00Z,49.00,53.24
2025-08-19T19:30:00Z,48.86,53.24
2025-08-19T19:31:00Z,49.12,51.71
2025-08-19T19:32:00Z,49.12,55.61
2025-08-19T19:33:00Z,53.38,48.85
2025-08-19T19:34:00Z,55.68,46.00
2025-08-19T19:35:00Z,47.94,46.00
2025-08-19T19:36:00Z,47.94,54.69
2025-08-19T19:37:00Z,45.68,55.02
2025-08-19T19:38:00Z,52.00,71.71
2025-08-19T19:39:00Z,44.88,56.01
2025-08-19T19:40:00Z,47.37,51.00
2025-08-19T19:41:00Z,47.37,55.92
2025-08-19T19:42:00Z,43.00,57.87
2025-08-19T19:43:00Z,43.00,59.07
2025-08-19T19:44:00Z,42.32,59.39
2025-08-19T19:45:00Z,46.00,64.61
2025-08-19T19:46:00Z,48.41,60.55
2025-08-19T19:47:00Z,49.39,60.72
2025-08-19T19:48:00Z,49.00,52.96
2025-08-19T19:49:00Z,42.00,59.79
2025-08-19T19:50:00Z,44.00,57.93
2025-08-19T19:51:00Z,38.34,61.40
2025-08-19T19:52:00Z,42.60,58.92
2025-08-19T19:53:00Z,41.26,58.76
2025-08-19T19:54:00Z,47.84,56.85
2025-08-19T19:55:00Z,49.00,49.05
2025-08-19T19:56:00Z,61.80,42.05
2025-08-19T19:57:00Z,80.30,17.03
2025-08-19T19:58:00Z,83.36,6.15
2025-08-19T19:59:00Z,94.99,2.39
2025-08-19T20:00:00Z,98.89,1.13
2025-08-19T20:01:00Z,99.00,1.00
2025-08-19T20:02:00Z,99.00,1.00
