# event_ticker=KXATPMATCH-26MAR18GIRLAN
# final_score=6-3 7-6(6)
# score_resolution=3-6 6-7
# match_winner=Martin Landaluce
# fav_player=Marcos Giron
# dog_player=Martin Landaluce
# kalshi_date=2026-03-18
timestamp,Marcos Giron,Martin Landaluce
2026-03-19T05:10:00Z,62.00,
2026-03-19T05:19:00Z,62.00,
2026-03-19T05:21:00Z,62.00,39.00
2026-03-19T05:23:00Z,62.00,39.00
2026-03-19T05:44:00Z,62.00,38.00
2026-03-19T06:09:00Z,62.00,38.00
2026-03-19T06:19:00Z,63.00,38.00
2026-03-19T06:23:00Z,63.00,38.00
2026-03-19T09:29:00Z,62.00,38.00
2026-03-19T10:04:00Z,63.00,38.00
2026-03-19T10:31:00Z,63.00,38.00
2026-03-19T11:02:00Z,63.00,39.00
2026-03-19T11:06:00Z,61.00,39.00
2026-03-19T11:22:00Z,63.00,39.00
2026-03-19T11:43:00Z,63.00,39.00
2026-03-19T12:05:00Z,63.00,39.00
2026-03-19T12:07:00Z,63.00,39.00
2026-03-19T12:42:00Z,63.00,39.00
2026-03-19T13:02:00Z,63.00,39.00
2026-03-19T13:09:00Z,63.00,39.00
2026-03-19T13:22:00Z,63.80,39.00
2026-03-19T13:23:00Z,63.80,38.00
2026-03-19T13:40:00Z,64.00,38.00
2026-03-19T13:43:00Z,64.00,38.00
2026-03-19T13:58:00Z,64.00,38.00
2026-03-19T14:02:00Z,64.00,38.00
2026-03-19T14:06:00Z,64.00,38.00
2026-03-19T14:11:00Z,64.00,38.00
2026-03-19T14:12:00Z,64.00,38.00
2026-03-19T14:14:00Z,64.00,38.00
2026-03-19T14:16:00Z,64.00,38.00
2026-03-19T14:28:00Z,64.00,38.00
2026-03-19T14:48:00Z,64.00,38.00
2026-03-19T14:50:00Z,64.00,38.00
2026-03-19T14:52:00Z,64.00,38.00
2026-03-19T15:02:00Z,64.00,38.00
2026-03-19T15:08:00Z,64.00,38.00
2026-03-19T15:14:00Z,64.00,38.00
2026-03-19T15:17:00Z,64.00,38.00
2026-03-19T15:18:00Z,64.00,38.00
2026-03-19T15:19:00Z,64.00,38.00
2026-03-19T15:20:00Z,64.00,38.00
2026-03-19T15:25:00Z,64.00,35.06
2026-03-19T15:30:00Z,65.00,35.06
2026-03-19T15:42:00Z,65.00,35.06
2026-03-19T15:45:00Z,65.00,35.06
2026-03-19T15:48:00Z,65.00,35.06
2026-03-19T15:52:00Z,65.00,37.00
2026-03-19T15:55:00Z,65.00,37.00
2026-03-19T16:01:00Z,65.00,37.00
2026-03-19T16:02:00Z,65.00,37.00
2026-03-19T16:03:00Z,65.00,37.00
2026-03-19T16:04:00Z,65.00,37.00
2026-03-19T16:05:00Z,65.00,37.00
2026-03-19T16:06:00Z,65.00,37.00
2026-03-19T16:07:00Z,65.00,37.00
2026-03-19T16:09:00Z,65.00,37.00
2026-03-19T16:12:00Z,65.00,37.00
2026-03-19T16:13:00Z,65.00,37.00
2026-03-19T16:14:00Z,65.00,37.00
2026-03-19T16:15:00Z,65.39,37.00
2026-03-19T16:18:00Z,65.00,37.00
2026-03-19T16:20:00Z,65.00,36.00
2026-03-19T16:22:00Z,65.00,36.00
2026-03-19T16:23:00Z,65.00,36.00
2026-03-19T16:24:00Z,65.00,36.00
2026-03-19T16:25:00Z,65.00,36.00
2026-03-19T16:27:00Z,65.00,36.00
2026-03-19T16:29:00Z,64.00,36.00
2026-03-19T16:30:00Z,65.00,36.00
2026-03-19T16:31:00Z,65.00,36.00
2026-03-19T16:32:00Z,65.00,36.00
2026-03-19T16:33:00Z,65.00,36.00
2026-03-19T16:34:00Z,65.00,36.00
2026-03-19T16:35:00Z,64.00,37.85
2026-03-19T16:37:00Z,64.00,37.84
2026-03-19T16:38:00Z,64.00,37.84
2026-03-19T16:39:00Z,64.75,37.84
2026-03-19T16:40:00Z,64.00,37.84
2026-03-19T16:41:00Z,64.99,37.99
2026-03-19T16:42:00Z,65.00,37.99
2026-03-19T16:43:00Z,65.00,37.99
2026-03-19T16:45:00Z,65.00,37.99
2026-03-19T16:47:00Z,65.00,37.99
2026-03-19T16:48:00Z,65.00,37.54
2026-03-19T16:52:00Z,64.00,37.75
2026-03-19T16:54:00Z,64.00,37.75
2026-03-19T16:56:00Z,65.00,36.86
2026-03-19T16:57:00Z,64.00,37.00
2026-03-19T16:58:00Z,64.00,37.47
2026-03-19T16:59:00Z,64.45,37.00
2026-03-19T17:00:00Z,63.57,35.00
2026-03-19T17:01:00Z,65.00,35.00
2026-03-19T17:02:00Z,61.91,37.89
2026-03-19T17:03:00Z,61.12,39.03
2026-03-19T17:04:00Z,63.71,36.80
2026-03-19T17:05:00Z,63.00,37.68
2026-03-19T17:06:00Z,63.26,38.00
2026-03-19T17:07:00Z,61.57,39.83
2026-03-19T17:09:00Z,60.00,39.83
2026-03-19T17:10:00Z,60.00,41.00
2026-03-19T17:11:00Z,61.00,39.10
2026-03-19T17:12:00Z,63.00,34.38
2026-03-19T17:13:00Z,64.44,37.00
2026-03-19T17:14:00Z,65.62,35.00
2026-03-19T17:15:00Z,66.00,35.00
2026-03-19T17:16:00Z,62.01,39.00
2026-03-19T17:17:00Z,62.00,38.96
2026-03-19T17:18:00Z,61.61,40.77
2026-03-19T17:19:00Z,55.79,49.77
2026-03-19T17:20:00Z,55.36,43.45
2026-03-19T17:21:00Z,59.00,37.31
2026-03-19T17:22:00Z,52.16,48.42
2026-03-19T17:23:00Z,54.21,47.09
2026-03-19T17:24:00Z,52.81,53.63
2026-03-19T17:25:00Z,40.79,60.00
2026-03-19T17:26:00Z,40.95,59.83
2026-03-19T17:27:00Z,38.49,58.59
2026-03-19T17:28:00Z,38.07,62.00
2026-03-19T17:29:00Z,36.49,62.27
2026-03-19T17:30:00Z,35.67,65.04
2026-03-19T17:31:00Z,37.26,64.00
2026-03-19T17:32:00Z,32.96,65.73
2026-03-19T17:33:00Z,38.24,66.00
2026-03-19T17:34:00Z,34.48,66.46
2026-03-19T17:35:00Z,35.43,65.63
2026-03-19T17:36:00Z,35.00,66.00
2026-03-19T17:37:00Z,29.07,70.60
2026-03-19T17:38:00Z,26.28,74.24
2026-03-19T17:39:00Z,35.94,64.65
2026-03-19T17:40:00Z,37.13,64.29
2026-03-19T17:41:00Z,38.02,63.93
2026-03-19T17:42:00Z,35.15,65.95
2026-03-19T17:43:00Z,36.38,65.07
2026-03-19T17:44:00Z,39.32,59.93
2026-03-19T17:45:00Z,41.95,59.00
2026-03-19T17:46:00Z,39.27,60.71
2026-03-19T17:47:00Z,36.00,64.66
2026-03-19T17:48:00Z,36.79,65.89
2026-03-19T17:49:00Z,33.78,67.99
2026-03-19T17:50:00Z,29.74,72.73
2026-03-19T17:51:00Z,31.41,71.93
2026-03-19T17:52:00Z,27.91,72.22
2026-03-19T17:53:00Z,27.64,77.09
2026-03-19T17:54:00Z,28.43,73.27
2026-03-19T17:55:00Z,27.02,71.40
2026-03-19T17:56:00Z,31.71,69.98
2026-03-19T17:57:00Z,33.98,67.59
2026-03-19T17:58:00Z,34.71,67.14
2026-03-19T17:59:00Z,41.60,57.47
2026-03-19T18:00:00Z,49.12,48.57
2026-03-19T18:01:00Z,55.25,43.77
2026-03-19T18:02:00Z,56.16,44.02
2026-03-19T18:03:00Z,51.15,49.46
2026-03-19T18:04:00Z,47.79,48.32
2026-03-19T18:05:00Z,37.15,63.65
2026-03-19T18:06:00Z,32.77,67.26
2026-03-19T18:07:00Z,33.51,66.56
2026-03-19T18:08:00Z,31.81,70.77
2026-03-19T18:09:00Z,28.98,70.75
2026-03-19T18:10:00Z,26.12,74.88
2026-03-19T18:11:00Z,33.46,65.87
2026-03-19T18:12:00Z,35.95,65.53
2026-03-19T18:13:00Z,36.64,63.91
2026-03-19T18:14:00Z,39.82,60.49
2026-03-19T18:15:00Z,35.63,67.88
2026-03-19T18:16:00Z,30.77,68.43
2026-03-19T18:17:00Z,32.96,69.94
2026-03-19T18:18:00Z,26.65,75.14
2026-03-19T18:19:00Z,22.99,75.89
2026-03-19T18:20:00Z,20.62,73.98
2026-03-19T18:21:00Z,34.28,67.50
2026-03-19T18:22:00Z,34.92,65.96
2026-03-19T18:23:00Z,37.51,66.00
2026-03-19T18:24:00Z,36.10,62.32
2026-03-19T18:25:00Z,33.57,65.76
2026-03-19T18:26:00Z,38.67,65.22
2026-03-19T18:27:00Z,45.39,55.99
2026-03-19T18:28:00Z,34.39,64.97
