# event_ticker=KXATPCHALLENGERMATCH-26MAY08BAXERH
# final_score=6-3 6-4
# match_winner=Florent Bax
# fav_player=Florent Bax
# dog_player=Mathys Erhard
# kalshi_date=2026-05-08
timestamp,Florent Bax,Mathys Erhard
2026-05-08T14:34:00Z,59.00,44.29
2026-05-08T14:35:00Z,60.59,44.29
2026-05-08T14:36:00Z,57.00,43.00
2026-05-08T14:37:00Z,54.01,45.96
2026-05-08T14:38:00Z,51.17,49.24
2026-05-08T14:39:00Z,48.71,51.00
2026-05-08T14:41:00Z,55.00,51.00
2026-05-08T14:42:00Z,56.00,49.86
2026-05-08T14:43:00Z,56.00,49.86
2026-05-08T14:44:00Z,55.88,45.00
2026-05-08T14:45:00Z,56.00,45.00
2026-05-08T14:46:00Z,54.00,45.00
2026-05-08T14:48:00Z,54.00,46.00
2026-05-08T14:49:00Z,53.01,46.00
2026-05-08T14:50:00Z,53.47,46.00
2026-05-08T14:51:00Z,55.53,46.00
2026-05-08T14:52:00Z,57.01,44.19
2026-05-08T14:53:00Z,69.26,34.15
2026-05-08T14:54:00Z,75.03,24.00
2026-05-08T14:55:00Z,76.47,24.00
2026-05-08T14:56:00Z,79.29,21.50
2026-05-08T14:57:00Z,78.00,21.00
2026-05-08T14:58:00Z,80.00,21.11
2026-05-08T14:59:00Z,78.18,21.93
2026-05-08T15:01:00Z,78.00,21.93
2026-05-08T15:02:00Z,79.32,21.93
2026-05-08T15:03:00Z,79.99,22.79
2026-05-08T15:04:00Z,76.00,24.00
2026-05-08T15:05:00Z,75.30,25.00
2026-05-08T15:06:00Z,75.00,28.12
2026-05-08T15:07:00Z,75.06,27.44
2026-05-08T15:08:00Z,73.86,26.00
2026-05-08T15:09:00Z,77.00,24.00
2026-05-08T15:10:00Z,80.51,20.00
2026-05-08T15:11:00Z,83.48,19.33
2026-05-08T15:12:00Z,84.89,16.63
2026-05-08T15:13:00Z,88.90,15.00
2026-05-08T15:14:00Z,91.09,8.44
2026-05-08T15:15:00Z,92.43,9.09
2026-05-08T15:16:00Z,94.39,8.00
2026-05-08T15:17:00Z,93.67,7.00
2026-05-08T15:18:00Z,93.07,7.00
2026-05-08T15:19:00Z,91.83,7.00
2026-05-08T15:20:00Z,93.11,7.00
2026-05-08T15:21:00Z,92.00,7.00
2026-05-08T15:22:00Z,93.00,8.00
2026-05-08T15:23:00Z,93.00,7.00
2026-05-08T15:24:00Z,92.10,7.78
2026-05-08T15:25:00Z,90.81,10.18
2026-05-08T15:26:00Z,93.78,7.47
2026-05-08T15:27:00Z,94.78,6.00
2026-05-08T15:28:00Z,94.17,6.00
2026-05-08T15:29:00Z,95.36,6.00
2026-05-08T15:30:00Z,95.00,6.00
2026-05-08T15:31:00Z,94.97,6.00
2026-05-08T15:32:00Z,95.00,6.00
2026-05-08T15:33:00Z,95.00,6.00
2026-05-08T15:34:00Z,95.91,4.69
2026-05-08T15:35:00Z,94.73,5.08
2026-05-08T15:36:00Z,89.53,11.28
2026-05-08T15:37:00Z,91.18,9.71
2026-05-08T15:38:00Z,94.59,4.72
2026-05-08T15:39:00Z,96.96,3.21
2026-05-08T15:40:00Z,97.00,4.00
2026-05-08T15:41:00Z,96.51,3.89
2026-05-08T15:42:00Z,97.00,4.00
2026-05-08T15:43:00Z,97.00,4.00
2026-05-08T15:44:00Z,97.34,4.60
2026-05-08T15:45:00Z,95.14,5.10
2026-05-08T15:46:00Z,98.49,7.19
2026-05-08T15:47:00Z,98.02,2.22
2026-05-08T15:48:00Z,98.03,3.53
2026-05-08T15:49:00Z,98.50,4.12
2026-05-08T15:50:00Z,97.73,4.02
2026-05-08T15:51:00Z,99.00,1.00
2026-05-08T15:52:00Z,99.00,1.00
