# event_ticker=KXATPCHALLENGERMATCH-26APR15JUSSOT
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Matias Soto
# fav_player=Guido Ivan Justo
# dog_player=Matias Soto
# kalshi_date=2026-04-15
timestamp,Guido Ivan Justo,Matias Soto
2026-04-15T23:56:00Z,4.80,96.06
2026-04-15T23:57:00Z,2.32,97.70
2026-04-15T23:58:00Z,1.87,98.11
2026-04-15T23:59:00Z,3.25,97.68
2026-04-16T00:00:00Z,3.67,96.01
2026-04-16T00:01:00Z,1.34,98.86
2026-04-16T00:02:00Z,1.00,99.00
2026-04-16T00:03:00Z,1.00,99.00
2026-04-16T00:04:00Z,1.00,99.00
2026-04-16T00:05:00Z,1.00,99.00
2026-04-16T00:06:00Z,1.00,99.00
2026-04-16T00:07:00Z,1.01,99.00
2026-04-16T00:08:00Z,2.01,98.90
2026-04-16T00:09:00Z,3.40,97.28
2026-04-16T00:10:00Z,4.25,97.01
2026-04-16T00:11:00Z,4.76,95.97
2026-04-16T00:12:00Z,3.10,97.60
2026-04-16T00:13:00Z,3.09,98.25
2026-04-16T00:14:00Z,3.55,95.56
2026-04-16T00:15:00Z,1.27,98.88
2026-04-16T00:16:00Z,1.27,99.00
2026-04-16T00:17:00Z,1.27,99.00
2026-04-16T00:18:00Z,1.27,99.00
2026-04-16T00:20:00Z,1.27,99.00
2026-04-16T00:21:00Z,1.27,99.00
2026-04-16T00:22:00Z,1.00,99.00
2026-04-16T00:24:00Z,1.00,99.00
2026-04-16T00:25:00Z,1.00,99.00
2026-04-16T00:26:00Z,1.00,99.00
