# event_ticker=KXATPCHALLENGERMATCH-26APR15JUSSOT
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Matias Soto
# fav_player=Guido Ivan Justo
# dog_player=Matias Soto
# kalshi_date=2026-04-15
timestamp,Guido Ivan Justo,Matias Soto
2026-04-15T11:07:00Z,,47.00
2026-04-15T11:56:00Z,,47.00
2026-04-15T13:37:00Z,55.00,47.00
2026-04-15T13:38:00Z,55.37,47.00
2026-04-15T13:50:00Z,56.00,47.00
2026-04-15T14:17:00Z,55.00,47.00
2026-04-15T14:18:00Z,55.00,47.00
2026-04-15T14:30:00Z,55.00,46.00
2026-04-15T15:25:00Z,55.00,46.00
2026-04-15T15:29:00Z,55.00,46.00
2026-04-15T15:41:00Z,55.00,46.00
2026-04-15T15:59:00Z,55.00,46.00
2026-04-15T16:14:00Z,55.00,44.50
2026-04-15T16:34:00Z,55.00,46.00
2026-04-15T17:03:00Z,54.00,46.00
2026-04-15T17:54:00Z,53.00,46.00
2026-04-15T17:57:00Z,53.00,46.00
2026-04-15T18:25:00Z,54.00,46.00
2026-04-15T18:53:00Z,54.00,46.00
2026-04-15T19:04:00Z,54.00,46.00
2026-04-15T20:20:00Z,54.00,46.00
2026-04-15T20:24:00Z,54.00,45.00
2026-04-15T20:37:00Z,54.00,45.00
2026-04-15T20:42:00Z,54.00,45.00
2026-04-15T20:50:00Z,54.00,45.00
2026-04-15T20:51:00Z,54.00,45.00
2026-04-15T20:56:00Z,54.00,45.11
2026-04-15T20:59:00Z,54.69,45.11
2026-04-15T21:00:00Z,56.00,45.11
2026-04-15T21:04:00Z,57.00,45.11
2026-04-15T21:10:00Z,57.00,45.00
2026-04-15T21:11:00Z,56.50,45.00
2026-04-15T21:13:00Z,56.50,45.00
2026-04-15T21:17:00Z,56.50,44.00
2026-04-15T21:18:00Z,56.00,44.00
2026-04-15T21:21:00Z,56.00,44.71
2026-04-15T21:24:00Z,57.00,44.71
2026-04-15T21:25:00Z,57.00,46.28
2026-04-15T21:26:00Z,56.00,46.28
2026-04-15T21:28:00Z,56.00,46.28
2026-04-15T21:32:00Z,56.00,47.00
2026-04-15T21:36:00Z,56.00,47.00
2026-04-15T21:44:00Z,56.00,47.00
2026-04-15T21:45:00Z,56.00,47.00
2026-04-15T21:52:00Z,56.50,47.00
2026-04-15T21:56:00Z,56.50,47.00
2026-04-15T22:01:00Z,56.00,47.00
2026-04-15T22:02:00Z,56.00,45.00
2026-04-15T22:03:00Z,56.00,47.12
2026-04-15T22:09:00Z,56.00,47.00
2026-04-15T22:12:00Z,56.00,47.00
2026-04-15T22:13:00Z,56.00,47.00
2026-04-15T22:16:00Z,56.00,47.00
2026-04-15T22:20:00Z,56.00,47.00
2026-04-15T22:22:00Z,56.00,47.00
2026-04-15T22:23:00Z,56.00,47.00
2026-04-15T22:26:00Z,56.00,47.00
2026-04-15T22:29:00Z,56.00,47.00
2026-04-15T22:33:00Z,56.00,47.00
2026-04-15T22:34:00Z,56.00,47.00
2026-04-15T22:35:00Z,56.00,47.00
2026-04-15T22:38:00Z,56.00,47.00
2026-04-15T22:39:00Z,56.00,47.00
2026-04-15T22:40:00Z,56.00,47.00
2026-04-15T22:41:00Z,56.00,47.00
2026-04-15T22:42:00Z,56.00,47.00
2026-04-15T22:43:00Z,55.81,47.00
2026-04-15T22:44:00Z,55.00,47.00
2026-04-15T22:45:00Z,54.84,47.00
2026-04-15T22:46:00Z,56.00,47.00
2026-04-15T22:47:00Z,56.38,47.00
2026-04-15T22:48:00Z,55.88,47.00
2026-04-15T22:49:00Z,57.00,47.00
2026-04-15T22:50:00Z,57.00,47.00
2026-04-15T22:51:00Z,56.62,47.00
2026-04-15T22:52:00Z,57.00,46.01
2026-04-15T22:53:00Z,56.87,46.95
2026-04-15T22:54:00Z,56.98,45.19
2026-04-15T22:55:00Z,58.21,44.01
2026-04-15T22:56:00Z,58.02,44.25
2026-04-15T22:57:00Z,60.00,41.14
2026-04-15T22:58:00Z,60.41,40.96
2026-04-15T22:59:00Z,64.81,39.70
2026-04-15T23:00:00Z,62.87,39.39
2026-04-15T23:01:00Z,56.55,44.75
2026-04-15T23:02:00Z,55.94,45.33
2026-04-15T23:03:00Z,60.28,44.00
2026-04-15T23:04:00Z,56.86,43.05
2026-04-15T23:05:00Z,55.19,45.65
2026-04-15T23:06:00Z,50.42,48.22
2026-04-15T23:07:00Z,51.79,48.44
2026-04-15T23:08:00Z,41.46,57.85
2026-04-15T23:09:00Z,43.84,55.20
2026-04-15T23:10:00Z,43.75,56.67
2026-04-15T23:11:00Z,47.13,53.74
2026-04-15T23:12:00Z,44.92,56.98
2026-04-15T23:13:00Z,43.30,59.23
2026-04-15T23:14:00Z,42.16,60.52
2026-04-15T23:15:00Z,43.33,56.98
2026-04-15T23:16:00Z,38.26,62.02
2026-04-15T23:17:00Z,31.77,67.66
2026-04-15T23:18:00Z,28.19,72.85
2026-04-15T23:19:00Z,26.46,74.21
2026-04-15T23:20:00Z,27.27,74.72
2026-04-15T23:21:00Z,31.42,70.08
2026-04-15T23:22:00Z,33.82,67.92
2026-04-15T23:23:00Z,33.58,66.98
2026-04-15T23:24:00Z,34.84,69.23
2026-04-15T23:25:00Z,36.74,63.97
2026-04-15T23:26:00Z,37.34,63.85
2026-04-15T23:27:00Z,33.90,67.87
2026-04-15T23:28:00Z,38.62,63.69
2026-04-15T23:29:00Z,32.08,69.77
2026-04-15T23:30:00Z,26.02,74.91
2026-04-15T23:31:00Z,25.86,72.80
2026-04-15T23:32:00Z,23.94,75.87
2026-04-15T23:33:00Z,25.09,73.76
2026-04-15T23:34:00Z,23.12,75.09
2026-04-15T23:35:00Z,25.21,75.75
2026-04-15T23:36:00Z,26.33,75.82
2026-04-15T23:37:00Z,24.90,76.79
2026-04-15T23:38:00Z,23.22,79.75
2026-04-15T23:39:00Z,16.61,85.14
2026-04-15T23:40:00Z,12.67,89.31
2026-04-15T23:41:00Z,10.31,90.95
2026-04-15T23:42:00Z,9.06,92.22
2026-04-15T23:43:00Z,9.12,92.36
2026-04-15T23:44:00Z,9.87,90.74
2026-04-15T23:45:00Z,12.07,88.08
2026-04-15T23:46:00Z,11.98,89.47
2026-04-15T23:47:00Z,13.00,87.72
2026-04-15T23:48:00Z,12.17,88.80
2026-04-15T23:49:00Z,11.41,88.95
2026-04-15T23:50:00Z,9.90,90.24
2026-04-15T23:51:00Z,13.95,87.26
2026-04-15T23:52:00Z,11.58,88.65
2026-04-15T23:53:00Z,8.97,91.48
2026-04-15T23:54:00Z,11.21,89.98
2026-04-15T23:55:00Z,9.16,90.36
