# event_ticker=KXATPMATCH-26MAY08KHASHE
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Karen Khachanov
# fav_player=Alexander Shevchenko
# dog_player=Karen Khachanov
# kalshi_date=2026-05-08
timestamp,Karen Khachanov,Alexander Shevchenko
2026-05-07T21:28:00Z,69.00,
2026-05-07T21:29:00Z,69.00,
2026-05-07T21:40:00Z,69.00,32.00
2026-05-07T21:52:00Z,69.00,32.00
2026-05-07T22:01:00Z,69.00,32.00
2026-05-07T22:04:00Z,69.00,32.00
2026-05-07T22:14:00Z,69.00,32.00
2026-05-07T22:27:00Z,69.00,32.00
2026-05-07T22:31:00Z,69.00,32.00
2026-05-07T22:34:00Z,69.00,32.00
2026-05-07T22:42:00Z,69.00,32.00
2026-05-07T22:46:00Z,69.00,32.00
2026-05-07T23:00:00Z,69.00,32.00
2026-05-07T23:01:00Z,69.00,32.00
2026-05-07T23:04:00Z,69.00,32.00
2026-05-07T23:08:00Z,69.00,32.00
2026-05-07T23:10:00Z,69.00,32.00
2026-05-08T00:03:00Z,69.00,32.00
2026-05-08T00:08:00Z,69.00,32.00
2026-05-08T00:23:00Z,69.00,32.00
2026-05-08T00:24:00Z,69.00,32.00
2026-05-08T00:35:00Z,69.00,31.00
2026-05-08T00:39:00Z,69.00,31.00
2026-05-08T00:51:00Z,69.00,32.00
2026-05-08T00:56:00Z,69.00,32.00
2026-05-08T01:09:00Z,69.00,32.00
2026-05-08T01:18:00Z,69.00,32.00
2026-05-08T01:19:00Z,69.00,32.00
2026-05-08T01:30:00Z,69.00,32.00
2026-05-08T01:37:00Z,69.00,32.00
2026-05-08T01:50:00Z,69.00,32.00
2026-05-08T01:53:00Z,69.00,32.00
2026-05-08T01:58:00Z,69.00,32.00
2026-05-08T02:01:00Z,69.00,32.00
2026-05-08T02:04:00Z,69.00,32.00
2026-05-08T02:16:00Z,69.00,32.00
2026-05-08T02:19:00Z,69.00,32.00
2026-05-08T02:20:00Z,69.00,32.00
2026-05-08T02:22:00Z,69.00,32.00
2026-05-08T02:23:00Z,69.00,32.00
2026-05-08T02:26:00Z,69.00,32.00
2026-05-08T02:27:00Z,69.00,32.00
2026-05-08T02:30:00Z,69.00,32.00
2026-05-08T02:31:00Z,69.00,32.00
2026-05-08T02:34:00Z,69.00,32.00
2026-05-08T02:44:00Z,69.00,32.00
2026-05-08T02:49:00Z,69.00,32.00
2026-05-08T02:52:00Z,69.00,32.00
2026-05-08T02:54:00Z,69.00,32.00
2026-05-08T02:58:00Z,69.00,32.00
2026-05-08T02:59:00Z,69.00,32.00
2026-05-08T03:00:00Z,69.00,32.00
2026-05-08T03:09:00Z,69.00,32.00
2026-05-08T03:12:00Z,69.00,32.00
2026-05-08T03:13:00Z,69.00,32.00
2026-05-08T03:21:00Z,69.00,32.00
2026-05-08T03:23:00Z,69.00,32.00
2026-05-08T03:29:00Z,69.00,32.00
2026-05-08T03:35:00Z,69.00,32.00
2026-05-08T03:43:00Z,69.00,32.00
2026-05-08T03:49:00Z,69.00,32.00
2026-05-08T03:55:00Z,69.00,32.00
2026-05-08T03:59:00Z,69.00,32.00
2026-05-08T04:00:00Z,69.00,31.00
2026-05-08T04:05:00Z,69.00,31.00
2026-05-08T04:11:00Z,69.00,31.00
2026-05-08T04:12:00Z,69.00,32.00
2026-05-08T04:18:00Z,69.00,32.00
2026-05-08T04:20:00Z,69.00,32.00
2026-05-08T04:21:00Z,69.00,32.00
2026-05-08T04:22:00Z,69.00,32.00
2026-05-08T04:25:00Z,69.00,32.00
2026-05-08T04:26:00Z,69.00,32.00
2026-05-08T04:27:00Z,69.00,32.00
2026-05-08T04:29:00Z,69.00,32.00
2026-05-08T04:30:00Z,69.00,32.00
2026-05-08T04:31:00Z,69.00,32.00
2026-05-08T04:34:00Z,69.00,32.00
2026-05-08T04:37:00Z,69.00,32.00
2026-05-08T04:38:00Z,69.00,32.00
2026-05-08T04:40:00Z,69.00,32.00
2026-05-08T04:41:00Z,69.00,32.00
2026-05-08T04:42:00Z,69.00,32.00
2026-05-08T04:44:00Z,69.00,32.00
2026-05-08T04:46:00Z,69.00,32.00
2026-05-08T04:48:00Z,69.00,32.00
2026-05-08T04:49:00Z,69.00,32.00
2026-05-08T04:50:00Z,69.00,32.00
2026-05-08T04:52:00Z,69.00,32.00
2026-05-08T04:53:00Z,69.00,32.00
2026-05-08T04:54:00Z,69.00,31.00
2026-05-08T04:55:00Z,69.00,31.00
2026-05-08T04:57:00Z,69.00,31.00
2026-05-08T04:58:00Z,69.00,32.00
2026-05-08T05:03:00Z,69.00,32.00
2026-05-08T05:05:00Z,69.00,32.00
2026-05-08T05:06:00Z,69.00,32.00
2026-05-08T05:09:00Z,69.00,32.00
2026-05-08T05:11:00Z,69.00,32.00
2026-05-08T05:17:00Z,69.00,32.00
2026-05-08T05:19:00Z,69.00,32.00
2026-05-08T05:20:00Z,69.00,32.00
2026-05-08T05:21:00Z,69.00,32.00
2026-05-08T05:24:00Z,69.00,32.00
2026-05-08T05:25:00Z,69.00,32.00
2026-05-08T05:26:00Z,69.00,32.00
2026-05-08T05:30:00Z,69.00,32.00
2026-05-08T05:33:00Z,69.00,32.00
2026-05-08T05:35:00Z,69.00,32.00
2026-05-08T05:36:00Z,69.00,32.00
2026-05-08T05:38:00Z,69.00,32.00
2026-05-08T05:39:00Z,69.00,32.00
2026-05-08T05:41:00Z,69.00,32.00
2026-05-08T05:45:00Z,69.00,32.00
2026-05-08T05:58:00Z,69.00,32.00
2026-05-08T05:59:00Z,69.00,32.00
2026-05-08T06:00:00Z,69.00,32.00
2026-05-08T06:01:00Z,69.98,32.00
2026-05-08T06:02:00Z,68.00,32.00
2026-05-08T06:04:00Z,70.00,32.00
2026-05-08T06:10:00Z,70.00,32.00
2026-05-08T06:12:00Z,70.95,32.00
2026-05-08T06:13:00Z,71.00,32.00
2026-05-08T06:21:00Z,71.00,31.00
2026-05-08T06:22:00Z,71.00,31.00
2026-05-08T06:23:00Z,70.00,31.00
