# event_ticker=KXATPMATCH-25NOV16ALCSIN
# final_score=7-6(4) 7-5
# score_resolution=6-7 5-7
# match_winner=Jannik Sinner
# fav_player=Carlos Alcaraz
# dog_player=Jannik Sinner
# kalshi_date=2025-11-16
timestamp,Carlos Alcaraz,Jannik Sinner
2025-11-16T05:21:00Z,40.00,
2025-11-16T05:22:00Z,40.00,
2025-11-16T05:23:00Z,40.00,62.00
2025-11-16T05:25:00Z,40.00,61.00
2025-11-16T05:26:00Z,40.00,62.00
2025-11-16T05:27:00Z,40.00,62.00
2025-11-16T05:32:00Z,40.00,62.00
2025-11-16T05:33:00Z,40.00,62.00
2025-11-16T05:36:00Z,40.00,62.00
2025-11-16T05:40:00Z,40.00,62.00
2025-11-16T05:41:00Z,40.00,62.00
2025-11-16T05:42:00Z,40.00,62.00
2025-11-16T05:43:00Z,39.00,62.00
2025-11-16T05:48:00Z,40.00,62.00
2025-11-16T05:50:00Z,40.00,62.00
2025-11-16T05:52:00Z,40.00,62.00
2025-11-16T05:53:00Z,40.00,62.00
2025-11-16T05:54:00Z,40.00,62.00
2025-11-16T05:55:00Z,40.00,62.00
2025-11-16T05:56:00Z,40.00,62.00
2025-11-16T05:57:00Z,40.00,62.00
2025-11-16T05:58:00Z,40.00,62.00
2025-11-16T05:59:00Z,40.00,62.00
2025-11-16T06:00:00Z,40.00,62.00
2025-11-16T06:01:00Z,40.00,62.00
2025-11-16T06:02:00Z,40.00,62.00
2025-11-16T06:03:00Z,40.00,62.00
2025-11-16T06:05:00Z,40.00,62.00
2025-11-16T06:06:00Z,40.00,62.00
2025-11-16T06:07:00Z,40.00,62.00
2025-11-16T06:08:00Z,40.00,62.00
2025-11-16T06:10:00Z,39.98,62.00
2025-11-16T06:11:00Z,40.00,62.00
2025-11-16T06:13:00Z,40.00,62.00
2025-11-16T06:14:00Z,40.00,62.00
2025-11-16T06:15:00Z,40.00,62.00
2025-11-16T06:16:00Z,40.00,62.00
2025-11-16T06:17:00Z,40.00,62.00
2025-11-16T06:18:00Z,40.00,62.00
2025-11-16T06:20:00Z,40.00,62.00
2025-11-16T06:21:00Z,40.00,60.32
2025-11-16T06:22:00Z,40.00,62.00
2025-11-16T06:23:00Z,40.00,62.00
2025-11-16T06:24:00Z,40.00,62.00
2025-11-16T06:25:00Z,40.00,62.00
2025-11-16T06:26:00Z,40.00,62.00
2025-11-16T06:27:00Z,40.00,62.00
2025-11-16T06:28:00Z,40.00,62.00
2025-11-16T06:29:00Z,40.00,62.00
2025-11-16T06:30:00Z,40.00,62.00
2025-11-16T06:31:00Z,40.00,62.00
2025-11-16T06:32:00Z,40.00,62.00
2025-11-16T06:35:00Z,40.00,61.09
2025-11-16T06:36:00Z,40.00,61.09
2025-11-16T06:37:00Z,40.00,62.00
2025-11-16T06:38:00Z,40.00,62.00
2025-11-16T06:39:00Z,40.00,62.00
2025-11-16T06:40:00Z,40.00,61.00
2025-11-16T06:41:00Z,40.00,61.00
2025-11-16T06:42:00Z,39.88,62.00
2025-11-16T06:43:00Z,40.00,62.00
2025-11-16T06:44:00Z,40.00,62.00
2025-11-16T06:46:00Z,40.00,62.00
2025-11-16T06:47:00Z,40.00,62.00
2025-11-16T06:48:00Z,40.00,62.00
2025-11-16T06:49:00Z,40.00,62.00
2025-11-16T06:50:00Z,40.00,62.00
2025-11-16T06:51:00Z,40.00,62.00
2025-11-16T06:52:00Z,40.00,62.00
2025-11-16T06:53:00Z,40.00,62.00
2025-11-16T06:54:00Z,40.00,62.00
2025-11-16T06:55:00Z,40.00,62.00
2025-11-16T06:56:00Z,39.39,62.00
2025-11-16T06:57:00Z,40.00,62.00
2025-11-16T06:58:00Z,40.00,62.00
2025-11-16T06:59:00Z,40.00,62.00
2025-11-16T07:00:00Z,40.00,62.00
2025-11-16T07:01:00Z,40.00,62.00
2025-11-16T07:03:00Z,40.00,62.00
2025-11-16T07:04:00Z,40.00,62.00
2025-11-16T07:05:00Z,40.00,62.00
2025-11-16T07:07:00Z,40.00,62.00
2025-11-16T07:08:00Z,40.00,62.00
2025-11-16T07:09:00Z,40.00,62.00
2025-11-16T07:10:00Z,40.00,62.00
2025-11-16T07:14:00Z,39.71,62.00
2025-11-16T07:15:00Z,40.00,62.00
2025-11-16T07:16:00Z,40.00,62.00
2025-11-16T07:17:00Z,40.00,62.00
2025-11-16T07:18:00Z,39.00,62.00
2025-11-16T07:19:00Z,39.00,62.00
2025-11-16T07:20:00Z,40.00,61.15
2025-11-16T07:22:00Z,40.00,61.00
2025-11-16T07:23:00Z,40.00,61.00
2025-11-16T07:25:00Z,39.97,61.00
2025-11-16T07:26:00Z,40.00,61.00
2025-11-16T07:27:00Z,40.00,62.00
2025-11-16T07:30:00Z,40.00,62.00
2025-11-16T07:31:00Z,40.00,62.00
2025-11-16T07:32:00Z,40.00,62.00
2025-11-16T07:33:00Z,39.77,63.00
2025-11-16T07:35:00Z,39.00,62.00
2025-11-16T07:38:00Z,40.00,62.00
2025-11-16T07:39:00Z,40.00,62.00
2025-11-16T07:43:00Z,40.00,62.00
2025-11-16T07:44:00Z,40.00,62.00
2025-11-16T07:50:00Z,40.00,62.00
2025-11-16T07:51:00Z,40.00,62.00
2025-11-16T07:52:00Z,39.00,62.00
2025-11-16T07:53:00Z,40.00,62.00
2025-11-16T07:55:00Z,40.00,62.00
2025-11-16T07:56:00Z,40.00,61.00
2025-11-16T07:57:00Z,39.00,62.81
2025-11-16T07:58:00Z,40.00,62.81
2025-11-16T07:59:00Z,40.00,62.81
2025-11-16T08:00:00Z,40.00,62.81
2025-11-16T08:01:00Z,40.00,63.00
2025-11-16T08:02:00Z,40.00,63.00
2025-11-16T08:04:00Z,40.00,63.00
2025-11-16T08:06:00Z,40.00,63.00
2025-11-16T08:07:00Z,40.00,63.00
2025-11-16T08:08:00Z,40.00,63.00
2025-11-16T08:10:00Z,40.00,63.00
2025-11-16T08:11:00Z,40.00,63.00
2025-11-16T08:13:00Z,40.00,61.00
2025-11-16T08:15:00Z,40.00,63.00
2025-11-16T08:16:00Z,40.00,63.00
2025-11-16T08:19:00Z,40.00,63.00
2025-11-16T08:20:00Z,40.00,63.00
2025-11-16T08:21:00Z,40.00,63.00
2025-11-16T08:22:00Z,40.00,63.00
2025-11-16T08:23:00Z,40.00,63.00
2025-11-16T08:24:00Z,40.00,63.00
2025-11-16T08:25:00Z,40.00,63.00
2025-11-16T08:26:00Z,40.00,63.00
2025-11-16T08:27:00Z,40.00,63.00
2025-11-16T08:30:00Z,40.00,63.00
2025-11-16T08:32:00Z,40.00,63.00
2025-11-16T08:33:00Z,39.00,63.00
2025-11-16T08:37:00Z,40.00,63.00
2025-11-16T08:38:00Z,40.00,63.00
2025-11-16T08:39:00Z,40.00,63.00
2025-11-16T08:40:00Z,40.00,62.01
2025-11-16T08:43:00Z,40.00,62.01
2025-11-16T08:46:00Z,40.00,62.01
2025-11-16T08:50:00Z,40.00,62.01
2025-11-16T08:51:00Z,40.00,62.01
2025-11-16T08:53:00Z,40.00,62.01
2025-11-16T08:54:00Z,40.00,62.01
2025-11-16T08:56:00Z,40.00,63.00
2025-11-16T08:59:00Z,40.00,63.00
