# event_ticker=KXATPCHALLENGERMATCH-26APR30KOVGIR
# final_score=6-2 3-6 6-4
# score_resolution=2-6 6-3 4-6
# match_winner=Marcos Giron
# fav_player=Aleksandar Kovacevic
# dog_player=Marcos Giron
# kalshi_date=2026-04-30
timestamp,Aleksandar Kovacevic,Marcos Giron
2026-04-30T16:36:00Z,22.00,78.74
2026-04-30T16:37:00Z,23.90,78.74
2026-04-30T16:38:00Z,25.00,76.00
2026-04-30T16:39:00Z,24.00,75.16
2026-04-30T16:40:00Z,22.97,77.60
2026-04-30T16:41:00Z,23.00,77.47
2026-04-30T16:42:00Z,20.78,80.41
2026-04-30T16:43:00Z,21.13,80.90
2026-04-30T16:44:00Z,22.67,77.14
2026-04-30T16:45:00Z,22.65,80.00
2026-04-30T16:46:00Z,23.00,78.02
2026-04-30T16:47:00Z,22.51,78.04
2026-04-30T16:48:00Z,22.99,77.43
2026-04-30T16:49:00Z,24.00,77.00
2026-04-30T16:50:00Z,23.21,77.00
2026-04-30T16:51:00Z,22.00,78.45
2026-04-30T16:52:00Z,21.22,80.00
2026-04-30T16:53:00Z,21.63,80.02
2026-04-30T16:54:00Z,19.45,81.04
2026-04-30T16:55:00Z,19.17,80.67
2026-04-30T16:56:00Z,16.89,84.13
2026-04-30T16:57:00Z,15.09,85.00
2026-04-30T16:58:00Z,15.00,85.25
2026-04-30T16:59:00Z,14.76,85.42
2026-04-30T17:00:00Z,13.23,87.00
2026-04-30T17:01:00Z,14.00,86.67
2026-04-30T17:02:00Z,14.00,86.17
2026-04-30T17:03:00Z,12.98,87.00
2026-04-30T17:04:00Z,10.18,90.39
2026-04-30T17:05:00Z,12.39,89.87
2026-04-30T17:06:00Z,13.65,85.43
2026-04-30T17:07:00Z,15.98,86.59
2026-04-30T17:08:00Z,14.00,86.99
2026-04-30T17:09:00Z,14.63,86.00
2026-04-30T17:10:00Z,14.00,86.00
2026-04-30T17:11:00Z,14.21,87.67
2026-04-30T17:12:00Z,16.00,85.00
2026-04-30T17:13:00Z,17.97,84.00
2026-04-30T17:14:00Z,18.10,83.83
2026-04-30T17:15:00Z,16.27,85.42
2026-04-30T17:16:00Z,15.24,86.95
2026-04-30T17:17:00Z,13.26,87.99
2026-04-30T17:18:00Z,16.12,84.00
2026-04-30T17:19:00Z,16.00,84.28
2026-04-30T17:20:00Z,17.00,84.28
2026-04-30T17:21:00Z,15.83,84.01
2026-04-30T17:22:00Z,16.83,82.94
2026-04-30T17:23:00Z,20.00,82.31
2026-04-30T17:24:00Z,15.00,85.00
2026-04-30T17:25:00Z,14.00,85.42
2026-04-30T17:26:00Z,18.23,82.00
2026-04-30T17:27:00Z,18.34,82.00
2026-04-30T17:28:00Z,19.00,82.00
2026-04-30T17:29:00Z,18.58,82.37
2026-04-30T17:30:00Z,18.76,82.00
2026-04-30T17:31:00Z,20.03,80.28
2026-04-30T17:32:00Z,26.98,71.35
2026-04-30T17:33:00Z,37.86,62.88
2026-04-30T17:34:00Z,39.81,59.89
2026-04-30T17:35:00Z,43.63,57.92
2026-04-30T17:36:00Z,43.86,58.00
2026-04-30T17:37:00Z,43.52,58.00
2026-04-30T17:38:00Z,49.00,53.97
2026-04-30T17:39:00Z,53.83,46.70
2026-04-30T17:40:00Z,47.75,52.74
2026-04-30T17:41:00Z,47.70,53.47
2026-04-30T17:42:00Z,44.70,55.82
2026-04-30T17:43:00Z,46.84,54.23
2026-04-30T17:44:00Z,41.48,59.89
2026-04-30T17:45:00Z,44.35,57.71
2026-04-30T17:46:00Z,47.11,53.14
2026-04-30T17:47:00Z,47.93,51.61
2026-04-30T17:48:00Z,52.02,48.11
2026-04-30T17:49:00Z,51.15,49.82
2026-04-30T17:50:00Z,48.35,50.33
2026-04-30T17:51:00Z,44.19,56.21
2026-04-30T17:52:00Z,42.95,57.76
2026-04-30T17:53:00Z,38.49,68.32
2026-04-30T17:54:00Z,29.41,71.71
2026-04-30T17:55:00Z,21.33,78.92
2026-04-30T17:56:00Z,29.10,70.38
2026-04-30T17:57:00Z,36.42,70.20
2026-04-30T17:58:00Z,39.94,59.20
2026-04-30T17:59:00Z,30.56,69.02
2026-04-30T18:00:00Z,39.10,62.01
2026-04-30T18:01:00Z,33.62,64.11
2026-04-30T18:02:00Z,39.19,60.82
2026-04-30T18:03:00Z,36.94,62.97
2026-04-30T18:04:00Z,37.11,67.40
2026-04-30T18:05:00Z,24.81,76.52
2026-04-30T18:06:00Z,11.38,88.04
2026-04-30T18:07:00Z,9.89,90.35
2026-04-30T18:08:00Z,7.70,92.37
2026-04-30T18:09:00Z,7.52,92.52
2026-04-30T18:10:00Z,9.79,90.17
2026-04-30T18:11:00Z,9.51,90.83
2026-04-30T18:12:00Z,7.03,92.11
2026-04-30T18:13:00Z,4.65,95.59
2026-04-30T18:14:00Z,5.22,95.93
2026-04-30T18:15:00Z,4.21,95.54
2026-04-30T18:16:00Z,4.18,95.72
2026-04-30T18:17:00Z,4.64,95.82
2026-04-30T18:18:00Z,5.99,94.94
2026-04-30T18:19:00Z,9.68,90.82
2026-04-30T18:20:00Z,9.55,96.55
2026-04-30T18:21:00Z,8.10,94.04
2026-04-30T18:22:00Z,28.25,71.04
2026-04-30T18:23:00Z,35.97,64.09
2026-04-30T18:24:00Z,39.44,66.05
2026-04-30T18:25:00Z,27.17,77.15
2026-04-30T18:26:00Z,7.41,91.52
2026-04-30T18:27:00Z,1.33,98.62
2026-04-30T18:28:00Z,1.33,99.00
2026-04-30T18:29:00Z,1.33,99.00
2026-04-30T18:30:00Z,1.33,99.00
2026-04-30T18:31:00Z,1.33,99.00
2026-04-30T18:32:00Z,1.33,99.00
2026-04-30T18:33:00Z,1.00,99.00
