# event_ticker=KXATPMATCH-26APR22HANGIR
# final_score=6-4 6-7(3) 7-5
# score_resolution=4-6 7-6 5-7
# match_winner=Yannick Hanfmann
# fav_player=Marcos Giron
# dog_player=Yannick Hanfmann
# kalshi_date=2026-04-22
timestamp,Yannick Hanfmann,Marcos Giron
2026-04-22T21:22:00Z,71.00,
2026-04-22T21:27:00Z,71.00,30.00
2026-04-22T22:11:00Z,71.00,30.00
2026-04-22T22:33:00Z,72.00,30.00
2026-04-22T23:01:00Z,71.00,30.00
2026-04-22T23:02:00Z,71.00,30.00
2026-04-22T23:11:00Z,71.00,30.00
2026-04-22T23:41:00Z,71.00,30.00
2026-04-23T00:02:00Z,71.00,30.00
2026-04-23T00:04:00Z,71.00,30.00
2026-04-23T00:12:00Z,71.00,30.00
2026-04-23T00:14:00Z,71.00,30.00
2026-04-23T00:22:00Z,71.00,30.00
2026-04-23T00:41:00Z,71.00,30.00
2026-04-23T00:49:00Z,71.00,29.00
2026-04-23T01:02:00Z,71.00,31.00
2026-04-23T01:29:00Z,71.00,31.00
2026-04-23T01:32:00Z,71.00,31.00
2026-04-23T01:47:00Z,71.00,31.00
2026-04-23T01:48:00Z,71.00,31.00
2026-04-23T02:06:00Z,71.00,31.00
2026-04-23T02:10:00Z,71.00,31.00
2026-04-23T02:13:00Z,71.00,31.00
2026-04-23T02:16:00Z,71.00,30.00
2026-04-23T02:36:00Z,71.00,30.00
2026-04-23T02:40:00Z,71.00,30.00
2026-04-23T02:43:00Z,71.00,30.00
2026-04-23T02:48:00Z,71.00,30.00
2026-04-23T02:51:00Z,71.00,30.00
2026-04-23T02:52:00Z,71.00,30.00
2026-04-23T02:54:00Z,71.00,30.00
2026-04-23T02:59:00Z,71.00,30.00
2026-04-23T03:05:00Z,71.00,30.00
2026-04-23T03:25:00Z,71.00,30.00
2026-04-23T03:32:00Z,71.00,30.00
2026-04-23T03:38:00Z,71.00,30.00
2026-04-23T03:40:00Z,71.00,30.00
2026-04-23T03:47:00Z,71.00,30.00
2026-04-23T03:52:00Z,71.00,30.00
2026-04-23T04:00:00Z,71.00,30.00
2026-04-23T04:10:00Z,71.00,30.00
2026-04-23T04:12:00Z,71.00,30.00
2026-04-23T04:16:00Z,71.00,30.00
2026-04-23T04:22:00Z,71.00,30.00
2026-04-23T04:27:00Z,71.00,30.00
2026-04-23T04:31:00Z,71.00,30.00
2026-04-23T04:33:00Z,71.00,30.00
2026-04-23T04:34:00Z,71.00,30.00
2026-04-23T04:37:00Z,71.00,30.00
2026-04-23T04:41:00Z,71.00,30.00
2026-04-23T04:50:00Z,71.00,30.00
2026-04-23T04:52:00Z,71.00,30.00
2026-04-23T04:55:00Z,71.00,30.28
2026-04-23T04:56:00Z,71.00,31.00
2026-04-23T04:57:00Z,71.00,31.00
2026-04-23T05:00:00Z,71.00,31.00
2026-04-23T05:02:00Z,71.00,31.00
2026-04-23T05:05:00Z,71.00,31.00
2026-04-23T05:06:00Z,71.00,31.00
2026-04-23T05:10:00Z,70.01,31.00
2026-04-23T05:11:00Z,70.01,30.00
2026-04-23T05:12:00Z,71.00,30.00
2026-04-23T05:17:00Z,71.00,30.00
2026-04-23T05:19:00Z,71.00,30.00
2026-04-23T05:20:00Z,71.00,30.00
2026-04-23T05:22:00Z,71.00,29.00
2026-04-23T05:24:00Z,71.00,29.00
2026-04-23T05:25:00Z,71.00,29.00
2026-04-23T05:26:00Z,71.00,29.35
2026-04-23T05:28:00Z,71.00,31.00
2026-04-23T05:31:00Z,71.00,31.00
2026-04-23T05:32:00Z,71.00,31.00
2026-04-23T05:33:00Z,71.00,31.00
2026-04-23T05:35:00Z,71.00,31.00
2026-04-23T05:37:00Z,71.00,31.00
2026-04-23T05:38:00Z,71.00,31.00
2026-04-23T05:39:00Z,71.00,31.00
2026-04-23T05:40:00Z,71.00,31.00
2026-04-23T05:41:00Z,71.00,31.00
2026-04-23T05:43:00Z,71.00,31.00
2026-04-23T05:45:00Z,71.00,31.00
2026-04-23T05:47:00Z,71.00,31.00
2026-04-23T05:51:00Z,71.00,31.00
2026-04-23T05:55:00Z,71.00,31.00
2026-04-23T05:59:00Z,71.77,31.00
2026-04-23T06:00:00Z,72.00,31.00
2026-04-23T06:02:00Z,72.00,31.00
2026-04-23T06:03:00Z,72.00,31.00
2026-04-23T06:05:00Z,72.00,31.00
2026-04-23T06:07:00Z,72.00,31.00
2026-04-23T06:10:00Z,72.00,31.00
2026-04-23T06:12:00Z,72.00,31.00
2026-04-23T06:26:00Z,72.00,31.00
2026-04-23T06:27:00Z,72.00,31.00
2026-04-23T06:32:00Z,72.00,31.00
2026-04-23T06:34:00Z,72.00,31.00
2026-04-23T06:41:00Z,72.00,31.00
2026-04-23T06:42:00Z,72.00,30.00
2026-04-23T06:43:00Z,72.00,30.00
2026-04-23T06:47:00Z,72.00,30.00
2026-04-23T06:48:00Z,72.00,30.00
2026-04-23T06:49:00Z,72.00,30.00
2026-04-23T06:50:00Z,72.00,29.00
2026-04-23T06:55:00Z,72.00,29.00
