# event_ticker=KXATPMATCH-25AUG10TIERUB
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Learner Tien
# kalshi_date=2025-08-10
timestamp,Andrey Rublev,Learner Tien
2025-08-10T18:27:00Z,96.91,3.88
2025-08-10T18:28:00Z,98.96,1.27
2025-08-10T18:29:00Z,98.00,3.34
2025-08-10T18:30:00Z,98.00,6.99
2025-08-10T18:31:00Z,97.00,3.90
2025-08-10T18:32:00Z,98.00,2.57
2025-08-10T18:33:00Z,97.00,2.00
2025-08-10T18:34:00Z,98.28,2.00
2025-08-10T18:35:00Z,98.28,1.00
2025-08-10T18:36:00Z,99.00,2.26
2025-08-10T18:37:00Z,99.00,1.43
2025-08-10T18:38:00Z,99.00,2.87
2025-08-10T18:39:00Z,99.00,3.76
2025-08-10T18:40:00Z,95.86,3.31
2025-08-10T18:41:00Z,95.86,3.00
2025-08-10T18:42:00Z,99.00,2.15
2025-08-10T18:43:00Z,99.00,1.00
2025-08-10T18:45:00Z,99.00,1.00
2025-08-10T18:46:00Z,99.00,1.12
2025-08-10T18:47:00Z,99.00,3.61
2025-08-10T18:48:00Z,99.00,3.70
2025-08-10T18:49:00Z,97.00,3.70
2025-08-10T18:50:00Z,98.00,2.00
2025-08-10T18:51:00Z,98.19,4.00
2025-08-10T18:52:00Z,97.00,4.00
2025-08-10T18:53:00Z,97.00,2.94
2025-08-10T18:54:00Z,99.00,2.94
2025-08-10T18:56:00Z,99.00,2.94
2025-08-10T18:58:00Z,99.00,2.94
2025-08-10T19:00:00Z,99.00,2.94
