# event_ticker=KXATPMATCH-25AUG10TIERUB
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Learner Tien
# kalshi_date=2025-08-10
timestamp,Andrey Rublev,Learner Tien
2025-08-10T06:20:00Z,,47.00
2025-08-10T06:26:00Z,71.82,47.00
2025-08-10T06:29:00Z,71.82,46.00
2025-08-10T06:36:00Z,71.82,44.00
2025-08-10T06:48:00Z,68.52,44.00
2025-08-10T07:08:00Z,67.00,44.00
2025-08-10T07:37:00Z,70.00,44.00
2025-08-10T08:37:00Z,70.00,38.00
2025-08-10T08:52:00Z,69.00,38.00
2025-08-10T09:34:00Z,69.00,38.49
2025-08-10T09:40:00Z,69.00,39.00
2025-08-10T10:22:00Z,69.00,39.00
2025-08-10T11:00:00Z,69.95,39.00
2025-08-10T11:38:00Z,75.38,39.00
2025-08-10T12:08:00Z,65.00,39.00
2025-08-10T12:10:00Z,65.00,39.00
2025-08-10T12:22:00Z,65.00,37.00
2025-08-10T12:27:00Z,65.00,37.00
2025-08-10T12:33:00Z,65.00,37.00
2025-08-10T12:45:00Z,65.00,37.00
2025-08-10T12:46:00Z,65.00,37.00
2025-08-10T13:04:00Z,64.00,37.00
2025-08-10T13:09:00Z,64.00,37.00
2025-08-10T13:15:00Z,65.00,37.00
2025-08-10T13:29:00Z,65.00,35.00
2025-08-10T13:31:00Z,66.00,35.00
2025-08-10T13:40:00Z,66.00,36.00
2025-08-10T13:44:00Z,66.00,36.00
2025-08-10T13:55:00Z,66.00,36.00
2025-08-10T14:06:00Z,66.00,36.00
2025-08-10T14:11:00Z,66.00,36.00
2025-08-10T14:42:00Z,67.00,36.00
2025-08-10T14:48:00Z,65.00,35.00
2025-08-10T14:53:00Z,65.00,35.00
2025-08-10T14:58:00Z,65.00,35.00
2025-08-10T14:59:00Z,65.00,35.00
2025-08-10T15:07:00Z,67.00,35.00
2025-08-10T15:14:00Z,67.00,35.00
2025-08-10T15:15:00Z,67.00,35.00
2025-08-10T15:16:00Z,67.00,35.00
2025-08-10T15:20:00Z,66.00,35.00
2025-08-10T15:31:00Z,66.00,35.00
2025-08-10T15:33:00Z,66.00,35.00
2025-08-10T15:39:00Z,66.00,36.00
2025-08-10T15:50:00Z,66.00,36.00
2025-08-10T15:52:00Z,66.00,36.00
2025-08-10T15:59:00Z,66.00,35.00
2025-08-10T16:02:00Z,65.00,35.00
2025-08-10T16:09:00Z,65.00,35.00
2025-08-10T16:10:00Z,65.00,35.00
2025-08-10T16:19:00Z,67.00,35.00
2025-08-10T16:21:00Z,67.00,35.00
2025-08-10T16:26:00Z,67.00,35.00
2025-08-10T16:39:00Z,67.00,35.00
2025-08-10T16:43:00Z,67.00,35.00
2025-08-10T16:44:00Z,64.00,35.00
2025-08-10T16:45:00Z,64.00,35.00
2025-08-10T16:47:00Z,67.00,35.00
2025-08-10T16:49:00Z,67.00,35.48
2025-08-10T16:51:00Z,65.00,35.48
2025-08-10T16:52:00Z,65.00,37.00
2025-08-10T16:55:00Z,65.00,37.00
2025-08-10T16:57:00Z,65.00,37.00
2025-08-10T17:03:00Z,66.92,37.00
2025-08-10T17:04:00Z,66.92,36.00
2025-08-10T17:05:00Z,66.92,36.00
2025-08-10T17:07:00Z,67.00,36.00
2025-08-10T17:08:00Z,67.00,36.00
2025-08-10T17:09:00Z,67.00,36.00
2025-08-10T17:10:00Z,67.00,36.00
2025-08-10T17:11:00Z,66.00,36.00
2025-08-10T17:12:00Z,66.13,36.00
2025-08-10T17:13:00Z,69.00,36.00
2025-08-10T17:14:00Z,69.00,35.00
2025-08-10T17:15:00Z,69.00,36.00
2025-08-10T17:16:00Z,64.29,36.00
2025-08-10T17:17:00Z,64.04,36.06
2025-08-10T17:18:00Z,69.83,33.36
2025-08-10T17:19:00Z,70.00,32.30
2025-08-10T17:20:00Z,72.00,32.30
2025-08-10T17:21:00Z,69.03,34.00
2025-08-10T17:22:00Z,77.10,22.84
2025-08-10T17:23:00Z,78.00,19.00
2025-08-10T17:24:00Z,82.96,20.35
2025-08-10T17:25:00Z,79.00,21.13
2025-08-10T17:26:00Z,82.44,21.00
2025-08-10T17:27:00Z,82.98,19.35
2025-08-10T17:28:00Z,83.51,19.00
2025-08-10T17:29:00Z,83.51,19.00
2025-08-10T17:30:00Z,83.51,18.83
2025-08-10T17:31:00Z,86.12,20.00
2025-08-10T17:32:00Z,84.12,17.00
2025-08-10T17:33:00Z,82.23,21.00
2025-08-10T17:34:00Z,83.00,21.00
2025-08-10T17:35:00Z,83.80,17.42
2025-08-10T17:36:00Z,85.64,17.42
2025-08-10T17:37:00Z,85.10,17.42
2025-08-10T17:38:00Z,85.99,18.00
2025-08-10T17:39:00Z,84.00,19.00
2025-08-10T17:40:00Z,84.00,20.42
2025-08-10T17:41:00Z,83.00,19.00
2025-08-10T17:42:00Z,84.00,19.00
2025-08-10T17:43:00Z,84.00,13.28
2025-08-10T17:44:00Z,85.12,13.28
2025-08-10T17:45:00Z,85.12,16.00
2025-08-10T17:46:00Z,85.12,16.80
2025-08-10T17:47:00Z,85.12,17.00
2025-08-10T17:48:00Z,85.00,17.00
2025-08-10T17:49:00Z,81.85,22.00
2025-08-10T17:50:00Z,74.22,26.20
2025-08-10T17:51:00Z,70.72,26.83
2025-08-10T17:52:00Z,70.72,27.82
2025-08-10T17:53:00Z,67.14,32.74
2025-08-10T17:54:00Z,71.10,29.98
2025-08-10T17:55:00Z,73.83,26.26
2025-08-10T17:56:00Z,73.83,33.58
2025-08-10T17:57:00Z,67.00,33.00
2025-08-10T17:58:00Z,67.00,34.00
2025-08-10T17:59:00Z,67.00,39.00
2025-08-10T18:00:00Z,62.00,41.00
2025-08-10T18:01:00Z,60.90,45.00
2025-08-10T18:02:00Z,67.74,36.55
2025-08-10T18:03:00Z,72.15,28.98
2025-08-10T18:04:00Z,71.00,27.80
2025-08-10T18:05:00Z,68.54,32.86
2025-08-10T18:06:00Z,68.91,30.88
2025-08-10T18:07:00Z,68.54,29.43
2025-08-10T18:08:00Z,71.52,31.00
2025-08-10T18:09:00Z,80.69,21.91
2025-08-10T18:10:00Z,75.90,21.91
2025-08-10T18:11:00Z,84.09,16.01
2025-08-10T18:12:00Z,87.97,15.00
2025-08-10T18:13:00Z,88.00,15.00
2025-08-10T18:14:00Z,85.00,15.00
2025-08-10T18:15:00Z,85.00,15.00
2025-08-10T18:16:00Z,85.00,15.00
2025-08-10T18:17:00Z,85.00,14.00
2025-08-10T18:18:00Z,90.00,12.00
2025-08-10T18:19:00Z,90.78,12.60
2025-08-10T18:20:00Z,91.00,11.96
2025-08-10T18:21:00Z,90.95,10.75
2025-08-10T18:22:00Z,93.80,6.00
2025-08-10T18:23:00Z,93.93,3.75
2025-08-10T18:24:00Z,97.00,3.75
2025-08-10T18:25:00Z,96.10,3.88
2025-08-10T18:26:00Z,96.00,3.88
