# event_ticker=KXATPMATCH-26MAR31MOLARN
# final_score=6-3 6-1
# match_winner=Alex Molcan
# fav_player=Alex Molcan
# dog_player=Matteo Arnaldi
# kalshi_date=2026-03-31
timestamp,Alex Molcan,Matteo Arnaldi
2026-03-31T14:26:00Z,41.00,62.00
2026-03-31T14:27:00Z,37.00,62.00
2026-03-31T14:28:00Z,40.00,62.00
2026-03-31T14:29:00Z,40.00,63.82
2026-03-31T14:30:00Z,39.00,63.82
2026-03-31T14:31:00Z,40.00,60.00
2026-03-31T14:32:00Z,40.00,60.00
2026-03-31T14:41:00Z,36.00,60.00
2026-03-31T14:42:00Z,36.00,64.00
2026-03-31T14:44:00Z,36.00,63.00
2026-03-31T14:46:00Z,39.94,63.00
2026-03-31T14:47:00Z,40.27,63.00
2026-03-31T14:49:00Z,46.09,65.03
2026-03-31T14:50:00Z,35.23,65.03
2026-03-31T14:56:00Z,35.23,63.93
2026-03-31T15:01:00Z,37.00,63.93
2026-03-31T15:02:00Z,37.00,63.93
2026-03-31T15:08:00Z,37.00,64.00
2026-03-31T15:09:00Z,36.00,64.00
2026-03-31T15:10:00Z,36.00,64.00
2026-03-31T15:11:00Z,36.00,65.96
2026-03-31T15:12:00Z,36.00,66.00
2026-03-31T15:13:00Z,36.00,66.00
2026-03-31T15:23:00Z,36.00,67.00
2026-03-31T15:24:00Z,36.00,68.86
2026-03-31T15:26:00Z,35.00,68.86
2026-03-31T15:27:00Z,35.00,67.00
2026-03-31T15:28:00Z,34.00,68.00
2026-03-31T15:30:00Z,34.00,68.00
2026-03-31T15:31:00Z,34.99,68.00
2026-03-31T15:36:00Z,34.99,69.44
2026-03-31T15:37:00Z,32.00,67.97
2026-03-31T15:38:00Z,34.00,67.97
2026-03-31T15:39:00Z,34.00,67.97
2026-03-31T15:40:00Z,34.00,68.97
2026-03-31T15:41:00Z,33.86,68.44
2026-03-31T15:42:00Z,33.86,75.86
2026-03-31T15:43:00Z,42.32,63.97
2026-03-31T15:44:00Z,42.88,65.00
2026-03-31T15:45:00Z,35.00,67.31
2026-03-31T15:46:00Z,34.00,68.00
2026-03-31T15:47:00Z,32.77,69.67
2026-03-31T15:48:00Z,30.19,72.17
2026-03-31T15:49:00Z,34.11,71.00
2026-03-31T15:50:00Z,33.00,71.00
2026-03-31T15:51:00Z,35.56,68.48
2026-03-31T15:52:00Z,35.00,67.00
2026-03-31T15:53:00Z,37.78,63.22
2026-03-31T15:54:00Z,41.00,64.25
2026-03-31T15:55:00Z,39.27,65.28
2026-03-31T15:56:00Z,40.59,68.76
2026-03-31T15:57:00Z,35.14,64.71
2026-03-31T15:58:00Z,37.17,66.00
2026-03-31T15:59:00Z,37.17,64.32
2026-03-31T16:00:00Z,39.90,62.93
2026-03-31T16:01:00Z,39.72,61.99
2026-03-31T16:02:00Z,47.26,53.07
2026-03-31T16:03:00Z,48.73,52.00
2026-03-31T16:04:00Z,48.10,51.85
2026-03-31T16:05:00Z,45.66,58.67
2026-03-31T16:06:00Z,38.00,61.04
2026-03-31T16:07:00Z,42.33,60.00
2026-03-31T16:08:00Z,39.23,64.05
2026-03-31T16:09:00Z,41.85,62.96
2026-03-31T16:10:00Z,46.69,55.83
2026-03-31T16:11:00Z,45.76,57.08
2026-03-31T16:12:00Z,45.43,50.92
2026-03-31T16:13:00Z,50.39,51.00
2026-03-31T16:14:00Z,51.68,51.00
2026-03-31T16:15:00Z,52.07,50.87
2026-03-31T16:16:00Z,49.64,50.30
2026-03-31T16:17:00Z,57.24,44.00
2026-03-31T16:18:00Z,55.30,45.23
2026-03-31T16:19:00Z,55.00,48.51
2026-03-31T16:20:00Z,53.00,48.82
2026-03-31T16:21:00Z,52.91,48.93
2026-03-31T16:22:00Z,53.00,46.50
2026-03-31T16:23:00Z,57.50,47.86
2026-03-31T16:24:00Z,55.03,53.17
2026-03-31T16:25:00Z,56.36,46.22
2026-03-31T16:26:00Z,58.84,41.71
2026-03-31T16:27:00Z,63.91,38.18
2026-03-31T16:28:00Z,68.29,33.02
2026-03-31T16:29:00Z,69.16,33.00
2026-03-31T16:30:00Z,70.50,32.25
2026-03-31T16:31:00Z,71.18,25.59
2026-03-31T16:32:00Z,75.27,24.78
2026-03-31T16:33:00Z,72.77,27.73
2026-03-31T16:34:00Z,74.74,27.72
2026-03-31T16:35:00Z,76.80,25.89
2026-03-31T16:36:00Z,85.44,19.76
2026-03-31T16:37:00Z,88.11,13.40
2026-03-31T16:38:00Z,91.65,8.46
2026-03-31T16:39:00Z,92.49,7.92
2026-03-31T16:40:00Z,93.40,7.37
2026-03-31T16:41:00Z,93.41,6.53
2026-03-31T16:42:00Z,93.87,6.64
2026-03-31T16:43:00Z,94.96,4.92
2026-03-31T16:44:00Z,98.16,1.77
2026-03-31T16:45:00Z,98.70,1.00
2026-03-31T16:46:00Z,99.00,1.00
2026-03-31T16:47:00Z,99.00,1.00
2026-03-31T16:48:00Z,99.00,1.00
2026-03-31T16:49:00Z,99.00,1.00
2026-03-31T16:50:00Z,99.00,1.00
2026-03-31T16:51:00Z,99.00,1.00
2026-03-31T16:52:00Z,99.00,1.00
2026-03-31T16:53:00Z,99.00,1.00
2026-03-31T16:56:00Z,99.00,1.00
2026-03-31T16:58:00Z,99.00,1.00
2026-03-31T16:59:00Z,99.00,1.00
2026-03-31T17:01:00Z,99.00,1.00
2026-03-31T17:02:00Z,99.00,1.00
