# event_ticker=KXATPMATCH-26APR05FONDIA
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Joao Fonseca
# fav_player=Gabriel Diallo
# dog_player=Joao Fonseca
# kalshi_date=2026-04-05
timestamp,Gabriel Diallo,Joao Fonseca
2026-04-06T02:50:00Z,,75.00
2026-04-06T02:56:00Z,,75.60
2026-04-06T03:00:00Z,,76.32
2026-04-06T03:07:00Z,,77.00
2026-04-06T03:08:00Z,27.00,77.00
2026-04-06T03:14:00Z,27.00,77.00
2026-04-06T03:16:00Z,27.00,77.00
2026-04-06T03:17:00Z,27.00,77.00
2026-04-06T03:24:00Z,27.00,77.00
2026-04-06T03:25:00Z,27.00,77.00
2026-04-06T03:29:00Z,26.00,77.00
2026-04-06T03:40:00Z,27.00,77.00
2026-04-06T03:48:00Z,27.00,77.00
2026-04-06T03:51:00Z,27.00,77.00
2026-04-06T04:02:00Z,27.00,77.00
2026-04-06T04:08:00Z,26.00,77.00
2026-04-06T04:17:00Z,26.00,77.00
2026-04-06T04:42:00Z,26.00,77.00
2026-04-06T04:44:00Z,26.00,76.55
2026-04-06T04:45:00Z,26.00,76.00
2026-04-06T04:57:00Z,26.00,77.00
2026-04-06T04:59:00Z,26.00,77.00
2026-04-06T05:00:00Z,27.00,77.00
2026-04-06T05:03:00Z,27.00,77.00
2026-04-06T05:05:00Z,26.00,77.00
2026-04-06T05:08:00Z,26.00,77.00
2026-04-06T05:11:00Z,26.00,77.00
2026-04-06T05:26:00Z,26.00,77.00
2026-04-06T05:27:00Z,26.00,77.00
2026-04-06T05:45:00Z,26.00,77.00
2026-04-06T05:49:00Z,26.00,77.00
2026-04-06T05:52:00Z,26.00,77.00
2026-04-06T06:02:00Z,26.00,76.00
2026-04-06T06:05:00Z,26.00,77.00
2026-04-06T06:16:00Z,26.00,77.00
2026-04-06T06:20:00Z,26.00,77.00
2026-04-06T06:28:00Z,26.00,77.00
2026-04-06T06:39:00Z,26.00,77.00
2026-04-06T06:54:00Z,26.00,77.00
2026-04-06T07:05:00Z,26.00,77.00
2026-04-06T07:31:00Z,26.00,77.00
2026-04-06T07:32:00Z,26.00,77.00
2026-04-06T07:35:00Z,26.00,77.00
2026-04-06T07:37:00Z,26.00,76.00
2026-04-06T07:42:00Z,26.00,76.00
2026-04-06T07:46:00Z,26.00,76.00
2026-04-06T07:47:00Z,26.00,77.00
2026-04-06T07:49:00Z,26.00,76.00
2026-04-06T08:14:00Z,25.96,76.00
2026-04-06T08:22:00Z,25.96,77.00
2026-04-06T08:31:00Z,25.96,77.00
2026-04-06T08:38:00Z,25.96,77.00
2026-04-06T08:44:00Z,25.00,77.00
2026-04-06T08:51:00Z,24.00,77.00
2026-04-06T08:57:00Z,24.00,77.00
2026-04-06T09:06:00Z,24.00,77.00
2026-04-06T09:15:00Z,24.00,77.00
2026-04-06T09:16:00Z,24.00,77.00
2026-04-06T09:40:00Z,24.00,77.00
2026-04-06T09:55:00Z,24.00,77.00
2026-04-06T10:01:00Z,24.00,77.00
2026-04-06T10:04:00Z,24.00,77.00
2026-04-06T10:22:00Z,24.00,77.00
2026-04-06T10:29:00Z,24.00,77.00
2026-04-06T10:30:00Z,24.00,77.00
2026-04-06T10:40:00Z,24.00,77.00
2026-04-06T10:43:00Z,24.00,77.00
2026-04-06T10:45:00Z,24.00,77.00
2026-04-06T10:53:00Z,24.00,77.00
2026-04-06T10:59:00Z,24.00,77.00
2026-04-06T11:00:00Z,24.00,77.00
2026-04-06T11:01:00Z,24.00,77.00
2026-04-06T11:02:00Z,24.00,77.00
2026-04-06T11:05:00Z,24.00,77.00
2026-04-06T11:10:00Z,24.00,77.00
2026-04-06T11:17:00Z,24.00,77.00
2026-04-06T11:18:00Z,24.00,77.00
2026-04-06T11:20:00Z,24.00,77.00
2026-04-06T11:27:00Z,24.00,77.00
2026-04-06T11:29:00Z,24.00,77.00
2026-04-06T11:32:00Z,24.00,77.00
2026-04-06T11:37:00Z,24.00,77.00
2026-04-06T11:39:00Z,24.00,77.00
2026-04-06T11:44:00Z,24.00,77.00
2026-04-06T11:47:00Z,24.00,77.00
2026-04-06T11:51:00Z,24.00,77.00
2026-04-06T11:57:00Z,24.00,77.00
2026-04-06T11:58:00Z,24.00,77.00
2026-04-06T12:00:00Z,24.00,77.00
2026-04-06T12:01:00Z,24.00,77.00
2026-04-06T12:07:00Z,24.00,77.96
2026-04-06T12:10:00Z,24.00,78.00
2026-04-06T12:12:00Z,24.00,78.00
2026-04-06T12:13:00Z,24.00,78.00
2026-04-06T12:14:00Z,23.00,78.00
2026-04-06T12:15:00Z,23.00,78.00
2026-04-06T12:16:00Z,23.00,78.00
2026-04-06T12:17:00Z,23.00,78.67
2026-04-06T12:18:00Z,22.00,79.00
2026-04-06T12:20:00Z,22.00,79.00
2026-04-06T12:21:00Z,22.70,79.00
2026-04-06T12:22:00Z,22.70,79.00
2026-04-06T12:23:00Z,22.70,79.00
2026-04-06T12:25:00Z,22.00,79.00
2026-04-06T12:26:00Z,22.00,79.00
2026-04-06T12:27:00Z,22.00,79.00
2026-04-06T12:28:00Z,23.00,79.00
2026-04-06T12:30:00Z,23.00,79.00
2026-04-06T12:31:00Z,23.00,79.70
2026-04-06T12:32:00Z,22.00,79.00
