# event_ticker=KXATPMATCH-26MAR07CERBON
# final_score=6-4 5-7 7-6(5)
# score_resolution=4-6 7-5 6-7
# match_winner=Francisco Cerundolo
# fav_player=Benjamin Bonzi
# dog_player=Francisco Cerundolo
# kalshi_date=2026-03-07
timestamp,Benjamin Bonzi,Francisco Cerundolo
2026-03-07T07:27:00Z,28.00,
2026-03-07T07:31:00Z,28.00,72.00
2026-03-07T07:35:00Z,28.00,72.00
2026-03-07T07:43:00Z,28.00,71.00
2026-03-07T07:45:00Z,28.00,71.00
2026-03-07T08:06:00Z,28.00,72.00
2026-03-07T08:11:00Z,28.00,72.00
2026-03-07T08:12:00Z,28.00,72.00
2026-03-07T08:16:00Z,28.00,72.67
2026-03-07T08:23:00Z,28.00,73.00
2026-03-07T08:32:00Z,28.00,73.00
2026-03-07T09:01:00Z,28.00,73.00
2026-03-07T09:08:00Z,28.00,73.00
2026-03-07T09:09:00Z,28.00,73.00
2026-03-07T09:10:00Z,29.97,73.00
2026-03-07T09:15:00Z,30.00,73.00
2026-03-07T09:16:00Z,30.00,73.00
2026-03-07T09:25:00Z,30.00,72.00
2026-03-07T10:05:00Z,30.00,70.00
2026-03-07T10:10:00Z,30.00,70.00
2026-03-07T10:12:00Z,30.00,72.00
2026-03-07T10:32:00Z,30.00,72.00
2026-03-07T10:59:00Z,30.00,72.00
2026-03-07T11:19:00Z,30.00,72.00
2026-03-07T11:28:00Z,30.00,72.00
2026-03-07T11:36:00Z,30.00,72.00
2026-03-07T11:58:00Z,30.00,72.00
2026-03-07T12:18:00Z,30.00,72.00
2026-03-07T12:23:00Z,30.00,72.00
2026-03-07T12:33:00Z,30.00,72.00
2026-03-07T12:43:00Z,30.00,72.00
2026-03-07T12:46:00Z,30.00,72.00
2026-03-07T12:52:00Z,30.00,72.00
2026-03-07T13:06:00Z,29.00,72.00
2026-03-07T13:12:00Z,29.00,72.00
2026-03-07T13:13:00Z,29.00,72.00
2026-03-07T13:18:00Z,29.00,73.00
2026-03-07T13:32:00Z,29.00,73.00
2026-03-07T13:58:00Z,29.00,73.00
2026-03-07T14:02:00Z,29.00,73.00
2026-03-07T14:08:00Z,29.00,73.00
2026-03-07T14:11:00Z,28.00,73.00
2026-03-07T14:16:00Z,28.00,73.00
2026-03-07T14:20:00Z,28.00,73.00
2026-03-07T14:26:00Z,28.00,72.00
2026-03-07T14:27:00Z,28.00,73.00
2026-03-07T14:28:00Z,28.00,73.00
2026-03-07T14:34:00Z,29.00,73.00
2026-03-07T14:51:00Z,29.00,73.00
2026-03-07T14:59:00Z,29.00,73.00
2026-03-07T15:04:00Z,29.00,73.00
2026-03-07T15:30:00Z,29.00,73.00
2026-03-07T15:35:00Z,29.00,73.00
2026-03-07T15:41:00Z,29.00,73.00
2026-03-07T15:47:00Z,29.00,74.00
2026-03-07T15:55:00Z,29.00,74.00
2026-03-07T16:01:00Z,29.00,74.00
2026-03-07T16:07:00Z,29.00,74.00
2026-03-07T16:12:00Z,29.00,74.00
2026-03-07T16:14:00Z,29.00,74.00
2026-03-07T16:15:00Z,29.00,74.00
2026-03-07T16:19:00Z,28.00,74.00
2026-03-07T16:23:00Z,28.00,74.00
2026-03-07T16:25:00Z,28.00,74.00
2026-03-07T16:30:00Z,28.00,74.00
2026-03-07T16:32:00Z,28.00,74.00
2026-03-07T16:34:00Z,28.00,74.00
2026-03-07T16:35:00Z,28.00,74.00
2026-03-07T16:37:00Z,28.00,74.00
2026-03-07T16:38:00Z,28.00,73.95
2026-03-07T16:41:00Z,28.00,74.00
2026-03-07T16:43:00Z,28.00,72.00
2026-03-07T16:53:00Z,28.00,72.00
2026-03-07T16:59:00Z,28.00,72.00
