# event_ticker=KXATPCHALLENGERMATCH-26APR07COLTOB
# final_score=1-6 6-3 6-3
# score_resolution=6-1 3-6 3-6
# match_winner=Tibo Colson
# fav_player=Miguel Tobon
# dog_player=Tibo Colson
# kalshi_date=2026-04-07
timestamp,Miguel Tobon,Tibo Colson
2026-04-08T00:53:00Z,63.00,39.56
2026-04-08T00:54:00Z,63.00,39.78
2026-04-08T00:55:00Z,63.00,39.78
2026-04-08T00:56:00Z,60.08,39.78
2026-04-08T00:57:00Z,62.22,39.78
2026-04-08T00:58:00Z,62.00,39.78
2026-04-08T00:59:00Z,62.00,40.57
2026-04-08T01:00:00Z,62.96,40.89
2026-04-08T01:01:00Z,62.98,40.89
2026-04-08T01:02:00Z,62.98,39.87
2026-04-08T01:03:00Z,63.00,39.99
2026-04-08T01:04:00Z,63.00,39.92
2026-04-08T01:05:00Z,63.00,40.54
2026-04-08T01:06:00Z,63.00,40.00
2026-04-08T01:07:00Z,63.00,40.00
2026-04-08T01:08:00Z,59.28,40.00
2026-04-08T01:09:00Z,59.28,40.12
2026-04-08T01:10:00Z,60.00,40.47
2026-04-08T01:11:00Z,61.89,40.63
2026-04-08T01:12:00Z,61.89,41.33
2026-04-08T01:14:00Z,61.00,41.33
2026-04-08T01:15:00Z,61.35,41.33
2026-04-08T01:17:00Z,60.00,41.33
2026-04-08T01:18:00Z,59.00,41.33
2026-04-08T01:19:00Z,57.37,44.67
2026-04-08T01:20:00Z,57.00,44.84
2026-04-08T01:21:00Z,56.00,44.84
2026-04-08T01:22:00Z,56.00,44.92
2026-04-08T01:23:00Z,56.64,44.92
2026-04-08T01:24:00Z,56.00,44.92
2026-04-08T01:25:00Z,56.00,46.85
2026-04-08T01:26:00Z,56.00,46.63
2026-04-08T01:27:00Z,55.00,47.00
2026-04-08T01:28:00Z,55.00,46.00
2026-04-08T01:29:00Z,56.93,44.71
2026-04-08T01:30:00Z,57.46,42.85
2026-04-08T01:31:00Z,64.13,39.28
2026-04-08T01:32:00Z,64.08,37.84
2026-04-08T01:33:00Z,67.40,32.86
2026-04-08T01:34:00Z,69.22,31.75
2026-04-08T01:35:00Z,70.10,30.06
2026-04-08T01:36:00Z,69.65,32.41
2026-04-08T01:37:00Z,70.77,30.71
2026-04-08T01:38:00Z,69.37,32.13
2026-04-08T01:39:00Z,64.90,37.79
2026-04-08T01:40:00Z,70.02,31.27
2026-04-08T01:41:00Z,73.55,27.59
2026-04-08T01:42:00Z,75.67,23.89
2026-04-08T01:43:00Z,79.97,19.67
2026-04-08T01:44:00Z,80.76,20.03
2026-04-08T01:45:00Z,74.44,28.03
2026-04-08T01:46:00Z,71.59,29.71
2026-04-08T01:47:00Z,78.23,22.66
2026-04-08T01:48:00Z,81.44,21.24
2026-04-08T01:49:00Z,80.15,18.54
2026-04-08T01:50:00Z,77.97,21.98
2026-04-08T01:51:00Z,76.92,23.92
2026-04-08T01:52:00Z,78.89,23.24
2026-04-08T01:53:00Z,79.87,19.48
2026-04-08T01:54:00Z,79.79,21.59
2026-04-08T01:55:00Z,80.75,20.17
2026-04-08T01:56:00Z,81.70,17.70
2026-04-08T01:57:00Z,83.92,17.00
2026-04-08T01:58:00Z,84.00,17.92
2026-04-08T01:59:00Z,83.86,17.98
2026-04-08T02:00:00Z,83.96,17.61
2026-04-08T02:01:00Z,84.68,14.70
2026-04-08T02:02:00Z,84.37,14.84
2026-04-08T02:03:00Z,84.89,15.58
2026-04-08T02:04:00Z,85.20,16.08
2026-04-08T02:05:00Z,87.08,12.58
2026-04-08T02:06:00Z,88.75,12.50
2026-04-08T02:07:00Z,84.34,15.03
2026-04-08T02:08:00Z,84.62,14.03
2026-04-08T02:09:00Z,81.42,16.76
2026-04-08T02:10:00Z,81.94,19.17
2026-04-08T02:11:00Z,77.05,23.50
2026-04-08T02:12:00Z,68.68,32.77
2026-04-08T02:13:00Z,67.53,32.89
2026-04-08T02:14:00Z,67.79,32.80
2026-04-08T02:15:00Z,65.79,34.77
2026-04-08T02:16:00Z,71.10,30.85
2026-04-08T02:17:00Z,79.99,19.80
2026-04-08T02:18:00Z,82.79,19.23
2026-04-08T02:19:00Z,73.43,25.09
2026-04-08T02:20:00Z,68.03,33.99
2026-04-08T02:21:00Z,64.01,37.43
2026-04-08T02:22:00Z,60.88,41.01
2026-04-08T02:23:00Z,57.35,42.27
2026-04-08T02:24:00Z,60.31,40.80
2026-04-08T02:25:00Z,61.95,38.98
2026-04-08T02:26:00Z,64.75,37.41
2026-04-08T02:27:00Z,60.47,39.86
2026-04-08T02:28:00Z,55.18,44.68
2026-04-08T02:29:00Z,51.18,46.82
2026-04-08T02:30:00Z,49.78,51.01
2026-04-08T02:31:00Z,49.08,48.88
2026-04-08T02:32:00Z,50.58,51.77
2026-04-08T02:33:00Z,49.84,52.71
2026-04-08T02:34:00Z,45.47,55.36
2026-04-08T02:35:00Z,45.22,56.19
2026-04-08T02:36:00Z,45.67,57.18
2026-04-08T02:37:00Z,44.63,59.35
2026-04-08T02:38:00Z,44.33,59.90
2026-04-08T02:39:00Z,35.92,67.08
2026-04-08T02:40:00Z,35.28,66.96
2026-04-08T02:41:00Z,30.22,71.87
2026-04-08T02:42:00Z,40.77,60.44
2026-04-08T02:43:00Z,43.55,60.65
2026-04-08T02:44:00Z,49.37,50.48
2026-04-08T02:45:00Z,35.58,65.16
2026-04-08T02:46:00Z,35.46,67.51
2026-04-08T02:47:00Z,36.75,65.11
2026-04-08T02:48:00Z,42.38,57.95
2026-04-08T02:49:00Z,42.84,59.56
2026-04-08T02:50:00Z,40.31,59.94
2026-04-08T02:51:00Z,38.18,61.67
2026-04-08T02:52:00Z,41.20,57.09
2026-04-08T02:53:00Z,44.00,54.47
2026-04-08T02:54:00Z,44.44,55.40
2026-04-08T02:55:00Z,36.60,65.67
2026-04-08T02:56:00Z,39.84,66.19
2026-04-08T02:57:00Z,45.81,54.62
2026-04-08T02:58:00Z,44.32,54.73
2026-04-08T02:59:00Z,50.75,49.34
2026-04-08T03:00:00Z,46.51,53.16
2026-04-08T03:01:00Z,36.80,61.19
2026-04-08T03:02:00Z,34.20,69.26
2026-04-08T03:03:00Z,21.68,78.50
2026-04-08T03:04:00Z,24.79,75.56
2026-04-08T03:05:00Z,16.10,88.10
2026-04-08T03:06:00Z,5.20,94.77
2026-04-08T03:07:00Z,1.51,98.96
2026-04-08T03:08:00Z,1.00,99.00
2026-04-08T03:09:00Z,1.00,99.00
2026-04-08T03:10:00Z,1.00,99.00
2026-04-08T03:11:00Z,1.00,99.00
2026-04-08T03:12:00Z,1.00,99.00
