# event_ticker=KXATPCHALLENGERMATCH-26MAR30NAGSAM
# final_score=6-1 7-6(3)
# score_resolution=1-6 6-7
# match_winner=Toby Samuel
# fav_player=Sumit Nagal
# dog_player=Toby Samuel
# kalshi_date=2026-03-30
timestamp,Sumit Nagal,Toby Samuel
2026-03-30T11:37:00Z,56.00,45.00
2026-03-30T11:47:00Z,56.00,45.00
2026-03-30T11:50:00Z,56.00,45.00
2026-03-30T11:52:00Z,56.00,45.00
2026-03-30T11:53:00Z,56.00,45.00
2026-03-30T11:54:00Z,56.00,44.33
2026-03-30T11:56:00Z,56.00,45.75
2026-03-30T11:57:00Z,55.00,47.00
2026-03-30T11:58:00Z,55.00,47.00
2026-03-30T11:59:00Z,55.00,47.00
2026-03-30T12:00:00Z,55.00,47.00
2026-03-30T12:01:00Z,55.00,48.00
2026-03-30T12:03:00Z,55.00,48.00
2026-03-30T12:07:00Z,55.00,46.90
2026-03-30T12:09:00Z,55.00,46.90
2026-03-30T12:10:00Z,55.00,47.60
2026-03-30T12:11:00Z,55.00,47.00
2026-03-30T12:12:00Z,55.00,47.33
2026-03-30T12:13:00Z,55.00,48.00
2026-03-30T12:14:00Z,55.00,48.00
2026-03-30T12:15:00Z,55.00,48.00
2026-03-30T12:17:00Z,55.00,48.00
2026-03-30T12:20:00Z,54.00,48.00
2026-03-30T12:21:00Z,53.70,48.00
2026-03-30T12:22:00Z,54.00,48.97
2026-03-30T12:23:00Z,54.00,48.00
2026-03-30T12:24:00Z,54.00,48.90
2026-03-30T12:27:00Z,54.20,49.00
2026-03-30T12:28:00Z,54.00,49.00
2026-03-30T12:29:00Z,54.97,46.34
2026-03-30T12:30:00Z,58.61,38.60
2026-03-30T12:31:00Z,67.00,34.48
2026-03-30T12:32:00Z,63.91,35.00
2026-03-30T12:33:00Z,64.56,38.79
2026-03-30T12:34:00Z,59.80,43.97
2026-03-30T12:35:00Z,53.00,47.27
2026-03-30T12:36:00Z,52.00,49.18
2026-03-30T12:37:00Z,47.00,49.18
2026-03-30T12:38:00Z,45.72,55.35
2026-03-30T12:39:00Z,40.19,60.76
2026-03-30T12:40:00Z,36.97,62.06
2026-03-30T12:41:00Z,36.97,66.40
2026-03-30T12:42:00Z,29.29,70.53
2026-03-30T12:43:00Z,25.00,75.90
2026-03-30T12:44:00Z,21.00,77.99
2026-03-30T12:45:00Z,22.00,78.74
2026-03-30T12:46:00Z,17.00,81.00
2026-03-30T12:47:00Z,16.05,82.86
2026-03-30T12:48:00Z,17.09,82.07
2026-03-30T12:49:00Z,21.91,80.20
2026-03-30T12:50:00Z,17.00,84.81
2026-03-30T12:51:00Z,17.00,84.02
2026-03-30T12:52:00Z,16.00,85.20
2026-03-30T12:53:00Z,18.00,81.00
2026-03-30T12:54:00Z,17.76,82.01
2026-03-30T12:55:00Z,17.25,84.16
2026-03-30T12:56:00Z,16.00,84.14
2026-03-30T12:57:00Z,16.00,84.04
2026-03-30T12:58:00Z,16.43,84.22
2026-03-30T12:59:00Z,12.00,88.04
2026-03-30T13:00:00Z,8.02,91.40
2026-03-30T13:01:00Z,15.00,91.40
2026-03-30T13:02:00Z,19.36,83.00
2026-03-30T13:03:00Z,21.37,80.01
2026-03-30T13:04:00Z,25.43,77.96
2026-03-30T13:05:00Z,29.24,72.34
2026-03-30T13:06:00Z,25.70,75.58
2026-03-30T13:07:00Z,29.69,74.97
2026-03-30T13:08:00Z,30.91,69.00
2026-03-30T13:09:00Z,30.39,70.97
2026-03-30T13:10:00Z,33.90,67.87
2026-03-30T13:11:00Z,37.11,62.96
2026-03-30T13:12:00Z,39.00,61.21
2026-03-30T13:13:00Z,39.90,61.93
2026-03-30T13:14:00Z,35.15,63.48
2026-03-30T13:15:00Z,34.69,67.26
2026-03-30T13:16:00Z,34.77,70.97
2026-03-30T13:17:00Z,31.54,68.56
2026-03-30T13:18:00Z,35.21,64.24
2026-03-30T13:19:00Z,38.25,61.75
2026-03-30T13:20:00Z,40.87,60.04
2026-03-30T13:21:00Z,40.30,59.94
2026-03-30T13:22:00Z,43.67,57.64
2026-03-30T13:23:00Z,42.82,63.46
2026-03-30T13:24:00Z,35.34,62.93
2026-03-30T13:25:00Z,36.72,65.70
2026-03-30T13:26:00Z,35.67,65.09
2026-03-30T13:27:00Z,38.70,61.68
2026-03-30T13:28:00Z,42.09,58.62
2026-03-30T13:29:00Z,42.19,58.44
2026-03-30T13:30:00Z,40.15,60.79
2026-03-30T13:31:00Z,40.48,63.10
2026-03-30T13:32:00Z,33.42,65.22
2026-03-30T13:33:00Z,29.01,75.00
2026-03-30T13:34:00Z,26.78,74.83
2026-03-30T13:35:00Z,25.96,75.77
2026-03-30T13:36:00Z,25.26,75.99
2026-03-30T13:37:00Z,28.04,73.16
2026-03-30T13:38:00Z,30.28,75.30
2026-03-30T13:39:00Z,19.07,80.12
2026-03-30T13:40:00Z,22.02,79.28
2026-03-30T13:41:00Z,17.73,85.36
2026-03-30T13:42:00Z,14.17,88.73
2026-03-30T13:43:00Z,20.50,84.02
2026-03-30T13:44:00Z,21.97,77.83
2026-03-30T13:45:00Z,24.95,74.48
2026-03-30T13:46:00Z,27.23,74.99
2026-03-30T13:47:00Z,25.52,76.63
2026-03-30T13:48:00Z,21.41,80.22
2026-03-30T13:49:00Z,19.72,82.52
2026-03-30T13:50:00Z,20.95,81.81
2026-03-30T13:51:00Z,14.48,86.35
2026-03-30T13:52:00Z,11.11,91.81
2026-03-30T13:53:00Z,8.34,93.59
2026-03-30T13:54:00Z,13.41,86.98
2026-03-30T13:55:00Z,4.58,96.06
2026-03-30T13:56:00Z,1.38,98.90
2026-03-30T13:57:00Z,1.38,99.00
