# event_ticker=KXATPMATCH-26JAN09COLNAK
# final_score=6-3 6-3
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Raphael Collignon
# kalshi_date=2026-01-09
timestamp,Brandon Nakashima,Raphael Collignon
2026-01-09T04:27:00Z,58.00,44.00
2026-01-09T04:28:00Z,58.00,44.00
2026-01-09T04:29:00Z,58.00,42.56
2026-01-09T04:30:00Z,58.00,42.56
2026-01-09T04:31:00Z,58.00,42.56
2026-01-09T04:32:00Z,58.00,42.56
2026-01-09T04:33:00Z,58.00,44.00
2026-01-09T04:34:00Z,58.00,44.00
2026-01-09T04:35:00Z,58.00,44.00
2026-01-09T04:36:00Z,58.00,43.32
2026-01-09T04:37:00Z,58.00,43.32
2026-01-09T04:39:00Z,58.00,43.15
2026-01-09T04:40:00Z,58.00,43.15
2026-01-09T04:41:00Z,58.00,42.00
2026-01-09T04:42:00Z,58.00,44.00
2026-01-09T04:43:00Z,58.00,44.00
2026-01-09T04:44:00Z,58.00,44.00
2026-01-09T04:45:00Z,58.00,44.00
2026-01-09T04:46:00Z,58.00,44.00
2026-01-09T04:47:00Z,58.00,44.00
2026-01-09T04:48:00Z,58.00,44.00
2026-01-09T04:49:00Z,58.00,44.00
2026-01-09T04:50:00Z,58.00,44.00
2026-01-09T04:51:00Z,58.00,44.00
2026-01-09T04:52:00Z,58.00,44.00
2026-01-09T04:53:00Z,58.00,44.00
2026-01-09T04:54:00Z,58.00,44.00
2026-01-09T04:55:00Z,58.00,44.00
2026-01-09T04:56:00Z,58.00,44.00
2026-01-09T04:57:00Z,58.00,44.00
2026-01-09T04:58:00Z,58.00,44.00
2026-01-09T04:59:00Z,57.73,44.00
2026-01-09T05:00:00Z,58.00,44.00
2026-01-09T05:01:00Z,58.00,44.00
2026-01-09T05:02:00Z,58.00,44.00
2026-01-09T05:03:00Z,58.00,44.00
2026-01-09T05:04:00Z,58.00,44.00
2026-01-09T05:05:00Z,58.00,44.00
2026-01-09T05:06:00Z,58.00,44.00
2026-01-09T05:07:00Z,58.00,43.00
2026-01-09T05:08:00Z,58.00,43.03
2026-01-09T05:09:00Z,58.87,43.00
2026-01-09T05:10:00Z,59.00,43.00
2026-01-09T05:11:00Z,59.00,44.00
2026-01-09T05:12:00Z,58.00,44.00
2026-01-09T05:13:00Z,59.00,44.00
2026-01-09T05:14:00Z,59.00,44.00
2026-01-09T05:15:00Z,59.00,42.99
2026-01-09T05:16:00Z,59.00,43.49
2026-01-09T05:17:00Z,59.00,43.49
2026-01-09T05:18:00Z,59.00,43.00
2026-01-09T05:19:00Z,59.00,42.71
2026-01-09T05:20:00Z,59.00,41.00
2026-01-09T05:21:00Z,60.00,41.00
2026-01-09T05:22:00Z,60.00,43.37
2026-01-09T05:23:00Z,59.00,43.00
2026-01-09T05:24:00Z,59.00,43.35
2026-01-09T05:25:00Z,59.04,43.00
2026-01-09T05:26:00Z,59.00,43.00
2026-01-09T05:27:00Z,59.00,43.00
2026-01-09T05:28:00Z,59.00,43.00
2026-01-09T05:29:00Z,59.25,43.00
2026-01-09T05:30:00Z,60.00,42.65
2026-01-09T05:31:00Z,60.00,43.00
2026-01-09T05:32:00Z,60.00,43.00
2026-01-09T05:33:00Z,60.05,43.00
2026-01-09T05:34:00Z,62.96,39.38
2026-01-09T05:35:00Z,62.91,40.33
2026-01-09T05:36:00Z,62.20,37.86
2026-01-09T05:37:00Z,60.18,39.76
2026-01-09T05:38:00Z,59.71,43.71
2026-01-09T05:39:00Z,51.38,50.09
2026-01-09T05:40:00Z,56.04,43.41
2026-01-09T05:41:00Z,57.32,44.74
2026-01-09T05:42:00Z,51.03,49.20
2026-01-09T05:43:00Z,56.09,47.53
2026-01-09T05:44:00Z,57.96,45.57
2026-01-09T05:45:00Z,59.81,42.00
2026-01-09T05:46:00Z,57.45,43.42
2026-01-09T05:47:00Z,57.04,46.10
2026-01-09T05:48:00Z,55.92,45.09
2026-01-09T05:49:00Z,56.10,45.07
2026-01-09T05:50:00Z,54.98,45.28
2026-01-09T05:51:00Z,53.89,46.66
2026-01-09T05:52:00Z,55.38,47.35
2026-01-09T05:53:00Z,50.88,48.82
2026-01-09T05:54:00Z,47.23,53.75
2026-01-09T05:55:00Z,49.22,52.24
2026-01-09T05:56:00Z,55.55,46.09
2026-01-09T05:57:00Z,55.31,46.00
2026-01-09T05:58:00Z,56.35,46.00
2026-01-09T05:59:00Z,57.37,43.40
2026-01-09T06:00:00Z,55.61,47.89
2026-01-09T06:01:00Z,52.74,48.48
2026-01-09T06:02:00Z,52.23,47.65
2026-01-09T06:03:00Z,54.00,47.00
2026-01-09T06:04:00Z,55.63,45.01
2026-01-09T06:05:00Z,56.00,45.29
2026-01-09T06:06:00Z,56.03,45.00
2026-01-09T06:07:00Z,55.95,43.61
2026-01-09T06:08:00Z,56.43,42.21
2026-01-09T06:09:00Z,58.43,40.89
2026-01-09T06:10:00Z,64.64,33.93
2026-01-09T06:11:00Z,72.27,28.03
2026-01-09T06:12:00Z,75.42,26.28
2026-01-09T06:13:00Z,77.17,20.92
2026-01-09T06:14:00Z,77.56,21.46
2026-01-09T06:15:00Z,77.96,21.98
2026-01-09T06:16:00Z,79.00,21.85
2026-01-09T06:17:00Z,77.63,23.93
2026-01-09T06:18:00Z,77.85,21.33
2026-01-09T06:19:00Z,80.77,20.14
2026-01-09T06:20:00Z,80.79,20.00
2026-01-09T06:21:00Z,80.58,19.65
2026-01-09T06:22:00Z,81.09,20.71
2026-01-09T06:23:00Z,82.53,16.14
2026-01-09T06:24:00Z,82.59,16.94
2026-01-09T06:25:00Z,80.39,20.02
2026-01-09T06:26:00Z,81.11,18.97
2026-01-09T06:27:00Z,85.49,15.31
2026-01-09T06:28:00Z,90.57,8.71
2026-01-09T06:29:00Z,93.51,7.40
2026-01-09T06:30:00Z,94.55,3.92
2026-01-09T06:31:00Z,94.86,5.69
2026-01-09T06:32:00Z,93.81,7.60
2026-01-09T06:33:00Z,93.47,7.76
2026-01-09T06:34:00Z,93.00,6.95
2026-01-09T06:35:00Z,92.35,7.44
2026-01-09T06:36:00Z,93.87,7.17
2026-01-09T06:37:00Z,93.22,7.82
2026-01-09T06:38:00Z,95.00,5.02
2026-01-09T06:39:00Z,95.57,4.00
2026-01-09T06:40:00Z,94.97,5.46
2026-01-09T06:41:00Z,94.49,7.00
2026-01-09T06:42:00Z,93.34,6.31
2026-01-09T06:43:00Z,93.24,5.99
2026-01-09T06:44:00Z,94.00,6.00
2026-01-09T06:45:00Z,93.31,6.81
2026-01-09T06:46:00Z,90.48,9.38
2026-01-09T06:47:00Z,88.80,11.51
2026-01-09T06:48:00Z,92.85,6.71
2026-01-09T06:49:00Z,94.99,4.83
2026-01-09T06:50:00Z,94.14,5.77
2026-01-09T06:51:00Z,95.00,5.49
2026-01-09T06:52:00Z,95.37,6.00
2026-01-09T06:53:00Z,95.00,5.01
2026-01-09T06:54:00Z,95.98,5.37
2026-01-09T06:55:00Z,96.94,3.85
2026-01-09T06:56:00Z,97.96,1.39
2026-01-09T06:57:00Z,98.67,1.24
2026-01-09T06:58:00Z,98.99,1.00
2026-01-09T06:59:00Z,99.00,1.00
2026-01-09T07:00:00Z,99.00,1.00
2026-01-09T07:01:00Z,99.00,1.00
2026-01-09T07:02:00Z,99.00,1.00
2026-01-09T07:03:00Z,99.00,1.00
2026-01-09T07:04:00Z,99.00,1.00
2026-01-09T07:05:00Z,99.00,1.00
2026-01-09T07:06:00Z,99.00,1.00
