# event_ticker=KXATPCHALLENGERMATCH-26APR08ZHOPEA
# final_score=6-4 6-4
# match_winner=Kody Pearson
# fav_player=Kody Pearson
# dog_player=Yi Zhou
# kalshi_date=2026-04-08
timestamp,Kody Pearson,Yi Zhou
2026-04-08T15:22:00Z,7.00,93.00
2026-04-08T15:27:00Z,6.00,93.00
2026-04-08T15:31:00Z,6.00,93.00
2026-04-08T15:35:00Z,8.00,93.00
2026-04-08T15:44:00Z,6.00,94.00
2026-04-08T15:47:00Z,8.00,93.00
2026-04-08T15:58:00Z,8.00,92.00
2026-04-08T15:59:00Z,8.00,92.00
2026-04-08T16:08:00Z,8.00,92.00
2026-04-08T16:10:00Z,8.00,92.00
2026-04-08T16:11:00Z,8.00,92.00
2026-04-08T16:19:00Z,8.00,92.00
2026-04-08T16:22:00Z,8.00,92.00
2026-04-08T16:45:00Z,8.00,94.00
2026-04-08T16:56:00Z,8.00,92.00
2026-04-08T17:13:00Z,8.00,92.00
2026-04-08T17:22:00Z,7.00,92.00
2026-04-08T17:24:00Z,7.00,92.00
2026-04-08T17:25:00Z,7.00,94.00
2026-04-08T17:26:00Z,7.00,94.00
2026-04-08T17:30:00Z,7.00,92.00
2026-04-08T17:33:00Z,7.57,94.00
2026-04-08T18:00:00Z,7.57,94.00
2026-04-08T18:04:00Z,8.00,94.00
2026-04-08T18:18:00Z,6.00,94.00
2026-04-08T18:21:00Z,8.00,94.00
2026-04-08T18:27:00Z,8.00,94.00
2026-04-08T18:41:00Z,8.00,94.00
2026-04-08T18:42:00Z,8.00,94.00
2026-04-08T18:46:00Z,8.00,94.00
2026-04-08T18:52:00Z,8.00,94.00
2026-04-08T19:06:00Z,8.00,94.00
2026-04-08T19:09:00Z,8.00,94.00
2026-04-08T19:12:00Z,7.91,94.00
2026-04-08T19:15:00Z,8.00,94.00
2026-04-08T19:18:00Z,8.00,93.00
2026-04-08T19:19:00Z,8.00,94.00
2026-04-08T19:20:00Z,8.00,94.00
2026-04-08T19:25:00Z,8.00,94.00
2026-04-08T19:29:00Z,8.00,94.00
2026-04-08T19:36:00Z,8.00,94.00
2026-04-08T19:41:00Z,8.00,94.00
2026-04-08T19:48:00Z,8.00,94.00
2026-04-08T19:51:00Z,8.00,94.00
2026-04-08T19:54:00Z,8.00,92.14
2026-04-08T20:32:00Z,8.00,92.14
2026-04-08T20:38:00Z,8.00,92.14
2026-04-08T20:39:00Z,8.00,92.14
2026-04-08T20:42:00Z,8.00,92.14
2026-04-08T20:47:00Z,8.00,92.14
2026-04-08T21:02:00Z,7.00,92.14
2026-04-08T21:03:00Z,8.00,92.14
2026-04-08T21:04:00Z,8.00,92.14
2026-04-08T21:05:00Z,7.97,93.00
2026-04-08T21:07:00Z,8.00,92.00
2026-04-08T21:10:00Z,8.80,92.00
2026-04-08T21:11:00Z,9.00,92.00
2026-04-08T21:13:00Z,9.00,92.00
2026-04-08T21:14:00Z,9.00,93.00
2026-04-08T21:18:00Z,7.00,93.00
2026-04-08T21:21:00Z,8.00,93.00
2026-04-08T21:22:00Z,9.47,93.00
2026-04-08T21:25:00Z,9.72,93.00
2026-04-08T21:26:00Z,9.00,93.00
2026-04-08T21:27:00Z,10.00,93.00
2026-04-08T21:33:00Z,10.00,93.00
2026-04-08T21:34:00Z,10.00,93.00
2026-04-08T21:35:00Z,10.00,93.00
2026-04-08T21:37:00Z,10.00,93.00
2026-04-08T21:38:00Z,10.00,93.00
2026-04-08T21:39:00Z,8.11,93.00
2026-04-08T21:43:00Z,9.00,93.00
2026-04-08T21:45:00Z,9.00,93.00
2026-04-08T21:59:00Z,8.00,93.00
2026-04-08T22:03:00Z,8.00,93.00
2026-04-08T22:05:00Z,8.00,93.00
2026-04-08T22:06:00Z,8.00,93.00
2026-04-08T22:07:00Z,8.00,93.00
2026-04-08T22:09:00Z,8.00,93.00
2026-04-08T22:14:00Z,8.00,93.00
2026-04-08T22:32:00Z,8.56,93.00
2026-04-08T22:36:00Z,9.00,93.00
2026-04-08T22:40:00Z,7.00,93.00
2026-04-08T22:42:00Z,10.00,93.00
2026-04-08T22:43:00Z,10.00,92.00
2026-04-08T22:45:00Z,9.87,92.00
2026-04-08T22:47:00Z,9.20,92.00
2026-04-08T22:48:00Z,8.06,93.00
2026-04-08T22:49:00Z,9.00,93.00
2026-04-08T22:52:00Z,8.78,93.00
2026-04-08T22:54:00Z,9.83,93.00
2026-04-08T22:55:00Z,10.00,93.00
2026-04-08T22:56:00Z,9.00,93.00
2026-04-08T22:57:00Z,10.00,93.00
2026-04-08T22:59:00Z,8.00,93.00
2026-04-08T23:03:00Z,8.00,92.00
2026-04-08T23:04:00Z,9.00,92.00
2026-04-08T23:11:00Z,9.00,92.00
2026-04-08T23:13:00Z,9.00,92.00
2026-04-08T23:15:00Z,9.00,92.00
2026-04-08T23:17:00Z,7.96,92.00
2026-04-08T23:19:00Z,8.00,92.00
2026-04-08T23:21:00Z,9.00,92.00
2026-04-08T23:27:00Z,7.00,92.00
2026-04-08T23:31:00Z,8.00,93.00
2026-04-08T23:32:00Z,8.00,93.00
2026-04-08T23:35:00Z,8.00,93.00
2026-04-08T23:36:00Z,8.00,93.00
2026-04-08T23:37:00Z,8.00,93.00
2026-04-08T23:40:00Z,8.00,93.00
2026-04-08T23:47:00Z,8.00,93.00
2026-04-08T23:49:00Z,8.00,93.00
2026-04-08T23:50:00Z,8.00,93.00
2026-04-08T23:53:00Z,8.00,93.00
2026-04-08T23:58:00Z,8.00,93.00
2026-04-08T23:59:00Z,8.00,93.00
2026-04-09T00:06:00Z,8.27,93.00
2026-04-09T00:11:00Z,9.00,93.00
2026-04-09T00:13:00Z,8.00,93.00
2026-04-09T00:14:00Z,9.00,93.00
2026-04-09T00:15:00Z,9.00,93.00
2026-04-09T00:16:00Z,9.00,93.00
2026-04-09T00:17:00Z,9.00,93.00
