# event_ticker=KXATPCHALLENGERMATCH-26MAR26JUSNIK
# final_score=6-2 6-0
# match_winner=Guido Ivan Justo
# fav_player=Guido Ivan Justo
# dog_player=Johan Nikles
# kalshi_date=2026-03-26
timestamp,Guido Ivan Justo,Johan Nikles
2026-03-26T10:31:00Z,71.00,
2026-03-26T11:33:00Z,71.00,32.00
2026-03-26T11:51:00Z,71.00,32.00
2026-03-26T12:12:00Z,71.00,32.00
2026-03-26T12:57:00Z,71.00,32.00
2026-03-26T13:21:00Z,71.00,32.00
2026-03-26T13:22:00Z,71.00,32.00
2026-03-26T13:25:00Z,71.00,32.00
2026-03-26T13:36:00Z,72.00,32.00
2026-03-26T13:47:00Z,71.00,32.00
2026-03-26T14:14:00Z,71.00,31.00
2026-03-26T14:23:00Z,71.00,28.00
2026-03-26T14:25:00Z,71.70,28.00
2026-03-26T14:37:00Z,72.00,28.00
2026-03-26T14:53:00Z,72.00,31.77
2026-03-26T15:00:00Z,72.00,31.77
2026-03-26T15:17:00Z,71.00,31.77
2026-03-26T15:45:00Z,71.00,32.00
2026-03-26T15:47:00Z,73.12,28.00
2026-03-26T15:49:00Z,73.00,28.00
2026-03-26T15:56:00Z,73.00,28.00
2026-03-26T16:06:00Z,72.00,28.00
2026-03-26T16:10:00Z,72.00,28.00
2026-03-26T16:12:00Z,72.00,28.00
2026-03-26T16:19:00Z,72.00,28.00
2026-03-26T16:41:00Z,72.00,29.00
2026-03-26T16:42:00Z,72.00,28.00
2026-03-26T16:46:00Z,72.00,28.00
2026-03-26T17:05:00Z,72.00,28.00
2026-03-26T17:06:00Z,72.00,28.00
2026-03-26T17:08:00Z,72.00,28.00
2026-03-26T17:11:00Z,72.00,28.00
2026-03-26T17:13:00Z,72.00,28.00
2026-03-26T17:17:00Z,72.00,28.00
2026-03-26T17:21:00Z,72.00,28.00
2026-03-26T17:31:00Z,72.00,28.00
2026-03-26T17:39:00Z,72.00,28.00
2026-03-26T17:57:00Z,72.00,28.00
2026-03-26T18:24:00Z,72.00,29.00
2026-03-26T18:31:00Z,72.00,29.00
2026-03-26T18:36:00Z,72.00,29.00
2026-03-26T18:37:00Z,72.00,29.00
2026-03-26T18:38:00Z,72.00,29.00
2026-03-26T18:43:00Z,72.00,29.00
2026-03-26T18:55:00Z,72.00,29.00
2026-03-26T18:57:00Z,72.00,29.00
2026-03-26T18:59:00Z,72.00,29.00
2026-03-26T19:06:00Z,72.00,29.00
2026-03-26T19:07:00Z,72.00,29.00
2026-03-26T19:09:00Z,72.00,29.00
2026-03-26T19:12:00Z,72.00,29.00
2026-03-26T19:15:00Z,72.00,29.00
2026-03-26T19:18:00Z,72.00,27.43
2026-03-26T19:19:00Z,72.00,27.43
2026-03-26T19:20:00Z,72.00,27.43
2026-03-26T19:25:00Z,72.00,27.43
2026-03-26T19:28:00Z,72.00,28.86
2026-03-26T19:33:00Z,72.00,29.00
2026-03-26T19:40:00Z,72.00,30.00
2026-03-26T19:41:00Z,72.00,30.00
2026-03-26T19:44:00Z,72.00,30.00
2026-03-26T19:47:00Z,72.00,30.00
2026-03-26T19:52:00Z,72.00,30.00
2026-03-26T19:55:00Z,72.00,30.00
2026-03-26T20:00:00Z,72.00,30.00
2026-03-26T20:05:00Z,72.00,30.00
2026-03-26T20:07:00Z,72.00,30.42
2026-03-26T20:10:00Z,72.00,31.00
2026-03-26T20:11:00Z,72.00,30.92
2026-03-26T20:13:00Z,70.00,30.92
2026-03-26T20:15:00Z,70.00,30.67
2026-03-26T20:18:00Z,72.00,30.67
2026-03-26T20:20:00Z,72.00,30.67
2026-03-26T20:21:00Z,72.00,31.43
2026-03-26T20:23:00Z,72.00,31.00
2026-03-26T20:25:00Z,72.00,30.00
2026-03-26T20:26:00Z,71.16,30.17
2026-03-26T20:27:00Z,71.94,30.00
2026-03-26T20:28:00Z,71.00,30.97
2026-03-26T20:29:00Z,71.00,30.73
2026-03-26T20:30:00Z,74.62,32.00
2026-03-26T20:31:00Z,73.00,27.82
2026-03-26T20:32:00Z,75.13,26.84
2026-03-26T20:33:00Z,76.88,24.91
2026-03-26T20:34:00Z,80.00,22.04
2026-03-26T20:35:00Z,81.96,20.00
2026-03-26T20:36:00Z,79.08,21.95
2026-03-26T20:37:00Z,80.94,19.36
2026-03-26T20:38:00Z,82.19,18.01
2026-03-26T20:39:00Z,81.00,19.42
2026-03-26T20:40:00Z,84.74,16.50
2026-03-26T20:41:00Z,85.83,15.89
2026-03-26T20:42:00Z,86.15,14.04
2026-03-26T20:43:00Z,86.96,14.00
2026-03-26T20:44:00Z,88.57,11.43
2026-03-26T20:45:00Z,90.02,10.94
2026-03-26T20:46:00Z,89.42,10.40
2026-03-26T20:47:00Z,90.90,8.47
2026-03-26T20:48:00Z,91.15,9.81
2026-03-26T20:49:00Z,89.17,11.40
2026-03-26T20:50:00Z,90.82,10.06
2026-03-26T20:51:00Z,88.43,9.61
2026-03-26T20:52:00Z,88.00,10.75
2026-03-26T20:53:00Z,89.83,11.00
2026-03-26T20:54:00Z,90.90,10.71
2026-03-26T20:55:00Z,91.00,8.00
2026-03-26T20:56:00Z,89.51,9.85
2026-03-26T20:57:00Z,90.44,11.00
2026-03-26T20:58:00Z,90.44,11.19
2026-03-26T20:59:00Z,90.00,11.00
2026-03-26T21:00:00Z,89.09,10.22
2026-03-26T21:01:00Z,88.59,11.54
2026-03-26T21:02:00Z,86.00,15.00
2026-03-26T21:03:00Z,86.30,14.00
2026-03-26T21:04:00Z,88.95,11.19
2026-03-26T21:05:00Z,90.04,10.10
2026-03-26T21:06:00Z,89.00,11.83
2026-03-26T21:07:00Z,88.77,12.63
2026-03-26T21:08:00Z,86.89,13.99
2026-03-26T21:09:00Z,88.65,10.45
2026-03-26T21:10:00Z,89.64,11.00
2026-03-26T21:11:00Z,89.64,11.00
2026-03-26T21:12:00Z,90.00,11.00
2026-03-26T21:13:00Z,89.00,10.96
2026-03-26T21:14:00Z,88.71,12.80
2026-03-26T21:15:00Z,88.87,11.00
2026-03-26T21:16:00Z,90.93,8.81
2026-03-26T21:17:00Z,92.95,8.00
2026-03-26T21:18:00Z,94.11,6.47
2026-03-26T21:19:00Z,94.73,4.01
2026-03-26T21:20:00Z,96.24,3.87
2026-03-26T21:21:00Z,96.00,4.00
2026-03-26T21:22:00Z,96.01,3.54
2026-03-26T21:23:00Z,96.01,3.96
2026-03-26T21:24:00Z,97.04,3.00
2026-03-26T21:25:00Z,97.95,2.35
2026-03-26T21:26:00Z,98.01,2.00
2026-03-26T21:27:00Z,98.99,1.20
2026-03-26T21:28:00Z,99.00,1.00
2026-03-26T21:29:00Z,99.00,1.00
2026-03-26T21:31:00Z,99.00,1.00
2026-03-26T21:34:00Z,99.00,1.00
