# event_ticker=KXATPCHALLENGERMATCH-26MAY12BAECAR
# final_score=6-4 6-2
# match_winner=Sebastian Baez
# fav_player=Sebastian Baez
# dog_player=Roberto Carballes Baena
# kalshi_date=2026-05-12
timestamp,Sebastian Baez,Roberto Carballes Baena
2026-05-11T23:26:00Z,74.00,
2026-05-11T23:35:00Z,74.00,
2026-05-12T02:26:00Z,74.00,
2026-05-12T02:37:00Z,74.00,29.00
2026-05-12T03:05:00Z,74.00,28.00
2026-05-12T03:06:00Z,73.00,28.00
2026-05-12T04:01:00Z,74.00,28.00
2026-05-12T04:13:00Z,71.00,28.00
2026-05-12T04:39:00Z,71.00,28.00
2026-05-12T04:46:00Z,74.00,28.00
2026-05-12T04:55:00Z,74.00,28.00
2026-05-12T04:56:00Z,74.00,28.00
2026-05-12T05:18:00Z,74.00,28.00
2026-05-12T06:20:00Z,74.00,26.00
2026-05-12T06:29:00Z,74.00,26.00
2026-05-12T07:20:00Z,74.00,26.00
2026-05-12T08:23:00Z,74.00,26.00
2026-05-12T08:42:00Z,74.00,26.00
2026-05-12T09:12:00Z,73.00,26.00
2026-05-12T10:08:00Z,74.00,26.00
2026-05-12T10:11:00Z,75.00,26.00
2026-05-12T10:33:00Z,75.00,26.00
2026-05-12T10:42:00Z,75.00,26.00
2026-05-12T10:45:00Z,75.00,28.00
2026-05-12T10:46:00Z,75.00,28.00
2026-05-12T10:56:00Z,74.00,28.00
2026-05-12T10:57:00Z,73.00,27.92
2026-05-12T10:58:00Z,71.37,27.92
2026-05-12T10:59:00Z,70.00,30.00
2026-05-12T11:02:00Z,67.33,34.00
2026-05-12T11:03:00Z,60.73,41.00
2026-05-12T11:04:00Z,61.00,36.21
2026-05-12T11:05:00Z,61.00,36.00
2026-05-12T11:06:00Z,56.36,42.93
2026-05-12T11:07:00Z,52.00,46.00
2026-05-12T11:08:00Z,58.00,45.00
2026-05-12T11:10:00Z,60.53,45.00
2026-05-12T11:11:00Z,66.00,35.00
2026-05-12T11:12:00Z,66.00,35.00
2026-05-12T11:13:00Z,66.00,31.00
2026-05-12T11:14:00Z,73.00,31.00
2026-05-12T11:15:00Z,73.00,26.00
2026-05-12T11:18:00Z,72.55,26.00
2026-05-12T11:19:00Z,72.78,26.00
2026-05-12T11:20:00Z,77.89,23.83
2026-05-12T11:21:00Z,74.00,24.47
2026-05-12T11:22:00Z,82.53,20.24
2026-05-12T11:23:00Z,82.71,18.31
2026-05-12T11:27:00Z,84.16,16.00
2026-05-12T11:28:00Z,85.32,16.00
2026-05-12T11:29:00Z,86.00,16.00
2026-05-12T11:30:00Z,86.00,16.00
2026-05-12T11:31:00Z,82.00,16.00
2026-05-12T11:32:00Z,82.00,16.00
2026-05-12T11:33:00Z,82.00,16.00
2026-05-12T11:34:00Z,82.00,12.06
2026-05-12T11:35:00Z,87.78,13.00
2026-05-12T11:36:00Z,88.10,13.00
2026-05-12T11:37:00Z,88.01,12.00
2026-05-12T11:38:00Z,88.01,15.00
2026-05-12T11:40:00Z,85.30,15.00
2026-05-12T11:41:00Z,86.09,15.00
2026-05-12T11:42:00Z,87.94,12.00
2026-05-12T11:43:00Z,87.94,12.00
2026-05-12T11:44:00Z,87.94,12.00
2026-05-12T11:45:00Z,90.00,11.00
2026-05-12T11:46:00Z,90.00,11.00
2026-05-12T11:47:00Z,90.00,12.75
2026-05-12T11:48:00Z,89.50,11.00
2026-05-12T11:49:00Z,89.24,11.00
2026-05-12T11:50:00Z,92.00,11.00
2026-05-12T11:51:00Z,93.00,10.00
2026-05-12T11:52:00Z,93.00,6.80
2026-05-12T11:53:00Z,94.59,5.05
2026-05-12T11:54:00Z,95.18,5.00
2026-05-12T11:55:00Z,95.90,6.00
2026-05-12T11:56:00Z,96.08,5.00
2026-05-12T11:57:00Z,97.00,4.00
2026-05-12T11:58:00Z,95.00,5.00
2026-05-12T11:59:00Z,95.86,5.00
2026-05-12T12:00:00Z,94.00,5.00
2026-05-12T12:01:00Z,93.00,5.00
2026-05-12T12:02:00Z,90.97,10.57
2026-05-12T12:04:00Z,87.00,14.00
2026-05-12T12:05:00Z,86.49,16.55
2026-05-12T12:06:00Z,87.20,12.00
2026-05-12T12:07:00Z,87.20,13.00
2026-05-12T12:08:00Z,94.00,6.19
2026-05-12T12:09:00Z,94.00,7.00
2026-05-12T12:10:00Z,96.00,7.00
2026-05-12T12:11:00Z,95.01,7.00
2026-05-12T12:12:00Z,97.00,4.00
2026-05-12T12:13:00Z,96.00,4.00
2026-05-12T12:14:00Z,96.02,5.00
2026-05-12T12:15:00Z,98.00,5.00
2026-05-12T12:16:00Z,97.04,2.91
2026-05-12T12:17:00Z,97.00,2.91
2026-05-12T12:18:00Z,98.00,3.00
2026-05-12T12:19:00Z,98.00,4.00
2026-05-12T12:20:00Z,96.00,5.51
2026-05-12T12:21:00Z,97.65,5.51
2026-05-12T12:22:00Z,99.00,1.00
2026-05-12T12:26:00Z,99.00,1.00
