# event_ticker=KXATPCHALLENGERMATCH-26FEB25BOULOK
# final_score=6-4 6-7(4) 6-2
# score_resolution=4-6 7-6 2-6
# match_winner=Laurent Lokoli
# fav_player=Arthur Bouquier
# dog_player=Laurent Lokoli
# kalshi_date=2026-02-25
timestamp,Arthur Bouquier,Laurent Lokoli
2026-02-25T09:16:00Z,66.00,
2026-02-25T10:42:00Z,66.00,
2026-02-25T10:43:00Z,66.00,
2026-02-25T11:03:00Z,66.00,37.00
2026-02-25T11:16:00Z,65.00,37.00
2026-02-25T11:29:00Z,65.00,37.00
2026-02-25T11:33:00Z,65.00,35.00
2026-02-25T11:40:00Z,65.00,35.00
2026-02-25T12:19:00Z,65.00,35.00
2026-02-25T12:32:00Z,64.57,35.00
2026-02-25T12:44:00Z,65.00,35.00
2026-02-25T13:51:00Z,66.00,35.00
2026-02-25T14:23:00Z,65.00,35.00
2026-02-25T14:34:00Z,65.00,35.00
2026-02-25T14:45:00Z,65.00,35.00
2026-02-25T15:06:00Z,65.00,36.00
2026-02-25T15:16:00Z,66.00,36.00
2026-02-25T15:21:00Z,66.00,36.00
2026-02-25T15:23:00Z,66.00,36.00
2026-02-25T15:33:00Z,66.00,36.00
2026-02-25T15:52:00Z,66.00,37.00
2026-02-25T16:07:00Z,66.00,37.00
2026-02-25T16:15:00Z,66.00,37.00
2026-02-25T16:25:00Z,66.00,37.00
2026-02-25T16:28:00Z,66.00,37.00
2026-02-25T16:34:00Z,65.00,37.00
2026-02-25T16:41:00Z,65.00,37.00
2026-02-25T16:55:00Z,65.00,37.00
2026-02-25T17:19:00Z,65.00,37.00
2026-02-25T17:21:00Z,65.00,37.00
2026-02-25T17:24:00Z,65.00,37.00
2026-02-25T17:30:00Z,64.00,37.00
2026-02-25T17:38:00Z,64.00,37.00
2026-02-25T17:47:00Z,65.00,35.00
2026-02-25T17:56:00Z,65.00,36.00
2026-02-25T18:00:00Z,65.00,36.00
2026-02-25T18:01:00Z,65.00,36.00
2026-02-25T18:02:00Z,65.00,36.00
2026-02-25T18:04:00Z,65.00,36.00
2026-02-25T18:07:00Z,65.00,36.00
2026-02-25T18:11:00Z,65.00,36.00
2026-02-25T18:14:00Z,65.00,36.00
2026-02-25T18:19:00Z,65.00,36.00
2026-02-25T18:23:00Z,65.00,36.00
2026-02-25T18:27:00Z,65.00,36.00
2026-02-25T18:32:00Z,65.00,36.00
2026-02-25T18:41:00Z,66.00,36.00
2026-02-25T18:46:00Z,66.00,36.00
2026-02-25T18:47:00Z,66.00,36.00
2026-02-25T19:04:00Z,67.00,36.00
2026-02-25T19:05:00Z,67.00,36.00
2026-02-25T19:07:00Z,67.00,36.00
2026-02-25T19:17:00Z,67.00,35.99
2026-02-25T19:18:00Z,67.00,35.99
2026-02-25T19:27:00Z,67.00,35.99
2026-02-25T19:28:00Z,67.00,35.99
2026-02-25T19:30:00Z,67.00,35.00
2026-02-25T19:33:00Z,67.00,35.00
2026-02-25T19:34:00Z,67.00,35.00
2026-02-25T19:41:00Z,67.00,36.00
2026-02-25T19:43:00Z,67.00,36.00
2026-02-25T19:46:00Z,67.00,36.00
2026-02-25T19:47:00Z,66.88,36.00
2026-02-25T19:48:00Z,66.88,36.00
2026-02-25T19:50:00Z,66.88,36.00
2026-02-25T19:52:00Z,67.00,36.00
2026-02-25T20:03:00Z,67.00,36.00
2026-02-25T20:05:00Z,66.00,36.00
2026-02-25T20:06:00Z,67.00,36.00
2026-02-25T20:12:00Z,66.00,36.00
2026-02-25T20:17:00Z,66.00,36.00
2026-02-25T20:21:00Z,66.00,36.00
2026-02-25T20:23:00Z,66.00,36.00
2026-02-25T20:24:00Z,66.00,36.00
2026-02-25T20:26:00Z,66.00,36.00
2026-02-25T20:31:00Z,66.00,36.00
2026-02-25T20:32:00Z,66.00,36.00
2026-02-25T20:34:00Z,66.00,36.00
2026-02-25T20:37:00Z,66.00,36.00
2026-02-25T20:40:00Z,66.00,36.00
2026-02-25T20:41:00Z,66.00,36.00
2026-02-25T20:43:00Z,66.00,36.00
2026-02-25T20:46:00Z,66.00,35.00
2026-02-25T20:47:00Z,67.00,35.00
2026-02-25T20:48:00Z,67.00,35.75
2026-02-25T20:49:00Z,67.96,35.00
2026-02-25T20:50:00Z,67.96,35.01
2026-02-25T20:51:00Z,67.96,36.00
2026-02-25T20:52:00Z,68.46,36.00
2026-02-25T20:53:00Z,71.98,30.00
2026-02-25T20:54:00Z,66.79,35.00
2026-02-25T20:55:00Z,69.00,33.00
2026-02-25T20:56:00Z,71.00,27.97
2026-02-25T20:57:00Z,72.07,27.00
2026-02-25T20:58:00Z,70.00,29.95
2026-02-25T20:59:00Z,65.29,34.00
2026-02-25T21:00:00Z,63.96,39.10
2026-02-25T21:01:00Z,55.65,44.51
2026-02-25T21:02:00Z,68.52,33.71
2026-02-25T21:03:00Z,69.00,32.77
2026-02-25T21:04:00Z,66.69,34.17
2026-02-25T21:05:00Z,63.80,37.23
2026-02-25T21:06:00Z,62.87,38.06
2026-02-25T21:07:00Z,63.01,38.80
2026-02-25T21:08:00Z,64.63,37.00
2026-02-25T21:09:00Z,62.21,38.67
2026-02-25T21:10:00Z,62.75,43.12
2026-02-25T21:11:00Z,47.33,54.65
2026-02-25T21:12:00Z,45.88,55.69
2026-02-25T21:13:00Z,42.00,58.81
2026-02-25T21:14:00Z,44.08,59.32
2026-02-25T21:15:00Z,51.01,48.99
2026-02-25T21:16:00Z,49.33,52.60
2026-02-25T21:17:00Z,44.27,59.58
2026-02-25T21:18:00Z,41.68,59.46
2026-02-25T21:19:00Z,43.07,57.50
2026-02-25T21:20:00Z,44.29,56.32
2026-02-25T21:21:00Z,43.79,57.74
2026-02-25T21:22:00Z,42.35,60.59
2026-02-25T21:23:00Z,45.02,59.31
2026-02-25T21:24:00Z,51.41,48.75
2026-02-25T21:25:00Z,43.29,59.30
2026-02-25T21:26:00Z,39.85,61.18
2026-02-25T21:27:00Z,35.38,63.76
2026-02-25T21:28:00Z,38.93,62.70
2026-02-25T21:29:00Z,41.00,60.92
2026-02-25T21:30:00Z,41.26,60.69
2026-02-25T21:31:00Z,40.85,61.60
2026-02-25T21:32:00Z,40.98,62.29
2026-02-25T21:33:00Z,41.80,57.23
2026-02-25T21:34:00Z,40.40,62.12
2026-02-25T21:35:00Z,36.55,64.71
2026-02-25T21:36:00Z,36.23,64.25
2026-02-25T21:37:00Z,34.38,65.28
2026-02-25T21:38:00Z,22.82,78.70
2026-02-25T21:39:00Z,17.89,82.14
2026-02-25T21:40:00Z,20.11,81.08
2026-02-25T21:41:00Z,21.23,80.47
2026-02-25T21:42:00Z,23.79,77.60
2026-02-25T21:43:00Z,34.94,67.58
2026-02-25T21:44:00Z,36.10,62.41
2026-02-25T21:45:00Z,36.25,64.26
2026-02-25T21:46:00Z,38.20,62.81
2026-02-25T21:47:00Z,39.32,61.94
2026-02-25T21:48:00Z,38.61,63.36
2026-02-25T21:49:00Z,39.01,61.66
2026-02-25T21:50:00Z,36.55,64.44
2026-02-25T21:51:00Z,34.56,63.98
2026-02-25T21:52:00Z,37.58,63.25
2026-02-25T21:53:00Z,39.68,62.34
2026-02-25T21:54:00Z,40.19,62.06
2026-02-25T21:55:00Z,40.00,60.93
2026-02-25T21:56:00Z,37.14,63.41
2026-02-25T21:57:00Z,36.53,63.44
2026-02-25T21:58:00Z,37.73,64.41
2026-02-25T21:59:00Z,34.47,67.77
2026-02-25T22:00:00Z,28.06,72.74
2026-02-25T22:01:00Z,19.89,79.29
2026-02-25T22:02:00Z,26.13,73.30
2026-02-25T22:03:00Z,24.25,74.00
2026-02-25T22:04:00Z,30.68,68.18
2026-02-25T22:05:00Z,35.83,65.00
2026-02-25T22:06:00Z,37.56,63.29
2026-02-25T22:07:00Z,31.57,68.43
2026-02-25T22:08:00Z,32.18,66.25
2026-02-25T22:09:00Z,33.60,68.97
2026-02-25T22:10:00Z,38.50,64.42
