# event_ticker=KXATPCHALLENGERMATCH-26MAY25SUNBOB
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Fajing Sun
# fav_player=Dakotah Bobo
# dog_player=Fajing Sun
# kalshi_date=2026-05-25
timestamp,Fajing Sun,Dakotah Bobo
2026-05-25T12:01:00Z,93.00,
2026-05-25T12:33:00Z,93.00,
2026-05-25T12:49:00Z,93.00,8.00
2026-05-25T13:05:00Z,93.00,10.94
2026-05-25T13:07:00Z,92.39,10.94
2026-05-25T13:08:00Z,92.49,10.94
2026-05-25T13:16:00Z,92.00,10.94
2026-05-25T14:29:00Z,92.00,11.00
2026-05-25T14:54:00Z,92.50,10.00
2026-05-25T14:56:00Z,94.95,10.00
2026-05-25T15:00:00Z,94.95,7.00
2026-05-25T15:31:00Z,94.95,5.00
2026-05-25T15:32:00Z,94.95,5.00
2026-05-25T15:53:00Z,94.95,5.00
2026-05-25T16:15:00Z,94.95,5.00
2026-05-25T16:38:00Z,94.95,5.00
2026-05-25T16:49:00Z,94.95,5.00
2026-05-25T16:51:00Z,94.95,5.00
2026-05-25T17:12:00Z,94.95,6.00
2026-05-25T17:30:00Z,94.95,6.00
2026-05-25T17:32:00Z,94.95,6.00
2026-05-25T17:56:00Z,94.95,6.00
2026-05-25T17:57:00Z,94.95,6.00
2026-05-25T18:07:00Z,94.95,6.00
2026-05-25T18:18:00Z,94.95,6.00
2026-05-25T18:19:00Z,94.00,6.00
2026-05-25T18:24:00Z,94.00,6.00
2026-05-25T18:40:00Z,94.00,6.00
2026-05-25T18:45:00Z,94.00,6.00
2026-05-25T18:48:00Z,94.00,6.00
2026-05-25T19:08:00Z,94.00,6.00
2026-05-25T19:13:00Z,94.00,6.00
2026-05-25T19:14:00Z,94.00,6.00
2026-05-25T19:17:00Z,94.00,6.00
2026-05-25T19:21:00Z,94.00,6.00
2026-05-25T19:25:00Z,95.00,6.00
2026-05-25T19:30:00Z,95.00,6.00
2026-05-25T19:31:00Z,94.00,6.00
2026-05-25T19:34:00Z,94.00,6.00
2026-05-25T19:36:00Z,94.00,6.00
2026-05-25T19:40:00Z,94.00,6.54
2026-05-25T19:41:00Z,94.00,6.00
2026-05-25T19:43:00Z,94.00,6.00
2026-05-25T19:44:00Z,94.00,6.00
2026-05-25T19:46:00Z,94.00,6.00
2026-05-25T19:47:00Z,94.00,6.00
2026-05-25T19:57:00Z,93.00,7.00
2026-05-25T20:02:00Z,93.00,7.00
2026-05-25T20:07:00Z,93.00,6.02
2026-05-25T20:11:00Z,93.00,6.00
2026-05-25T20:12:00Z,93.00,7.00
2026-05-25T20:16:00Z,93.00,7.35
2026-05-25T20:17:00Z,95.00,7.00
2026-05-25T20:18:00Z,95.00,7.00
2026-05-25T20:19:00Z,93.00,7.00
2026-05-25T20:20:00Z,93.00,7.00
2026-05-25T20:21:00Z,93.00,7.00
2026-05-25T20:22:00Z,93.00,7.96
2026-05-25T20:23:00Z,93.00,8.00
2026-05-25T20:25:00Z,94.00,7.00
2026-05-25T20:27:00Z,94.00,8.00
2026-05-25T20:32:00Z,94.00,8.00
2026-05-25T20:33:00Z,94.00,8.00
2026-05-25T20:36:00Z,94.00,8.00
2026-05-25T20:43:00Z,94.00,8.00
2026-05-25T20:45:00Z,94.00,8.00
2026-05-25T20:47:00Z,93.00,8.00
2026-05-25T20:52:00Z,93.00,8.00
2026-05-25T20:53:00Z,93.00,8.00
2026-05-25T20:54:00Z,93.00,7.00
2026-05-25T20:55:00Z,93.00,7.00
2026-05-25T20:56:00Z,93.00,7.86
2026-05-25T20:57:00Z,93.00,8.00
2026-05-25T21:03:00Z,93.00,7.94
2026-05-25T21:05:00Z,93.00,7.99
2026-05-25T21:06:00Z,93.00,8.00
2026-05-25T21:07:00Z,93.00,7.54
2026-05-25T21:08:00Z,93.00,6.00
2026-05-25T21:09:00Z,94.00,7.00
2026-05-25T21:10:00Z,94.00,6.99
2026-05-25T21:13:00Z,94.00,8.00
2026-05-25T21:15:00Z,94.00,7.00
2026-05-25T21:17:00Z,94.00,7.00
2026-05-25T21:18:00Z,94.00,7.00
2026-05-25T21:19:00Z,94.00,7.00
2026-05-25T21:21:00Z,94.00,7.00
2026-05-25T21:24:00Z,94.00,7.00
2026-05-25T21:25:00Z,94.00,7.00
2026-05-25T21:26:00Z,94.00,7.00
2026-05-25T21:31:00Z,94.00,7.00
2026-05-25T21:33:00Z,94.00,7.43
2026-05-25T21:34:00Z,94.00,7.23
2026-05-25T21:35:00Z,94.00,7.23
2026-05-25T21:37:00Z,94.00,6.00
2026-05-25T21:38:00Z,94.00,7.00
2026-05-25T21:42:00Z,93.00,7.00
2026-05-25T21:44:00Z,93.00,7.00
2026-05-25T21:46:00Z,93.00,7.00
2026-05-25T21:47:00Z,93.00,7.00
2026-05-25T21:48:00Z,93.00,7.44
2026-05-25T21:49:00Z,93.00,7.47
2026-05-25T21:50:00Z,93.00,8.00
2026-05-25T21:51:00Z,94.00,8.00
2026-05-25T21:52:00Z,94.00,8.00
2026-05-25T21:53:00Z,92.27,8.61
2026-05-25T21:54:00Z,92.35,10.11
2026-05-25T21:55:00Z,91.24,10.15
2026-05-25T21:56:00Z,93.16,8.45
2026-05-25T21:57:00Z,91.37,9.62
2026-05-25T21:58:00Z,89.48,10.96
2026-05-25T21:59:00Z,89.50,10.73
2026-05-25T22:00:00Z,91.00,10.63
2026-05-25T22:01:00Z,91.13,9.91
2026-05-25T22:02:00Z,93.00,6.91
2026-05-25T22:03:00Z,93.04,7.22
2026-05-25T22:04:00Z,95.00,5.17
2026-05-25T22:05:00Z,95.00,4.72
2026-05-25T22:06:00Z,95.00,5.16
2026-05-25T22:07:00Z,94.00,6.23
2026-05-25T22:08:00Z,94.00,7.57
2026-05-25T22:09:00Z,92.85,8.52
2026-05-25T22:10:00Z,90.01,10.64
2026-05-25T22:11:00Z,88.46,11.52
2026-05-25T22:12:00Z,88.98,10.73
2026-05-25T22:13:00Z,92.56,8.39
2026-05-25T22:14:00Z,91.53,9.49
2026-05-25T22:15:00Z,90.64,10.77
2026-05-25T22:16:00Z,94.16,6.91
2026-05-25T22:17:00Z,95.00,6.00
2026-05-25T22:18:00Z,94.00,6.37
2026-05-25T22:19:00Z,93.14,7.26
2026-05-25T22:20:00Z,92.45,8.96
2026-05-25T22:21:00Z,94.19,6.47
2026-05-25T22:22:00Z,95.08,4.74
2026-05-25T22:23:00Z,95.00,5.30
2026-05-25T22:24:00Z,95.93,4.71
2026-05-25T22:25:00Z,96.10,3.53
2026-05-25T22:26:00Z,97.00,3.13
2026-05-25T22:27:00Z,97.00,3.89
2026-05-25T22:28:00Z,97.00,4.00
2026-05-25T22:29:00Z,97.85,3.43
2026-05-25T22:30:00Z,98.00,2.47
2026-05-25T22:31:00Z,98.44,1.99
2026-05-25T22:32:00Z,98.82,1.80
2026-05-25T22:33:00Z,98.97,1.21
2026-05-25T22:34:00Z,98.99,1.00
2026-05-25T22:35:00Z,98.96,1.00
2026-05-25T22:36:00Z,98.96,1.00
2026-05-25T22:37:00Z,98.99,1.14
2026-05-25T22:38:00Z,99.00,1.00
2026-05-25T22:39:00Z,99.00,1.00
2026-05-25T22:40:00Z,99.00,1.00
2026-05-25T22:41:00Z,99.00,1.00
2026-05-25T22:42:00Z,99.00,1.00
2026-05-25T22:43:00Z,99.00,1.00
