# event_ticker=KXATPCHALLENGERMATCH-26APR30MILSUN
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Fajing Sun
# fav_player=Ognjen Milic
# dog_player=Fajing Sun
# kalshi_date=2026-04-30
timestamp,Ognjen Milic,Fajing Sun
2026-04-29T16:26:00Z,,55.33
2026-04-29T16:31:00Z,,56.00
2026-04-29T16:59:00Z,,54.00
2026-04-29T17:38:00Z,,54.00
2026-04-29T17:46:00Z,,54.00
2026-04-29T18:18:00Z,,54.00
2026-04-29T19:03:00Z,,58.00
2026-04-29T19:19:00Z,,58.00
2026-04-29T19:50:00Z,,59.00
2026-04-29T19:52:00Z,,59.00
2026-04-29T20:16:00Z,,59.00
2026-04-29T20:17:00Z,,58.00
2026-04-29T20:28:00Z,,59.00
2026-04-29T20:55:00Z,,59.00
2026-04-29T21:06:00Z,,59.00
2026-04-29T21:28:00Z,,59.00
2026-04-29T21:54:00Z,,59.00
2026-04-29T22:02:00Z,,59.95
2026-04-29T22:09:00Z,,60.00
2026-04-29T22:13:00Z,,59.00
2026-04-29T22:14:00Z,,60.81
2026-04-29T22:33:00Z,,61.29
2026-04-29T22:39:00Z,,61.00
2026-04-29T22:44:00Z,,61.00
2026-04-29T22:49:00Z,,61.00
2026-04-29T22:55:00Z,41.00,61.00
2026-04-29T22:56:00Z,41.00,61.00
2026-04-29T23:02:00Z,41.00,61.00
2026-04-29T23:08:00Z,41.00,61.00
2026-04-29T23:14:00Z,41.00,61.00
2026-04-29T23:15:00Z,41.00,61.53
2026-04-29T23:20:00Z,41.00,61.00
2026-04-29T23:38:00Z,41.00,61.00
2026-04-29T23:42:00Z,40.00,61.00
2026-04-29T23:50:00Z,40.00,61.00
2026-04-29T23:51:00Z,40.00,61.00
2026-04-29T23:55:00Z,40.00,61.00
2026-04-30T00:01:00Z,40.00,61.00
2026-04-30T00:13:00Z,40.00,61.00
2026-04-30T00:16:00Z,40.00,61.00
2026-04-30T00:19:00Z,41.00,61.00
2026-04-30T00:21:00Z,41.00,61.00
2026-04-30T00:23:00Z,41.00,61.00
2026-04-30T00:27:00Z,41.00,61.00
2026-04-30T00:34:00Z,41.00,61.00
2026-04-30T00:53:00Z,41.00,61.00
2026-04-30T01:10:00Z,41.00,61.00
2026-04-30T01:25:00Z,41.00,61.00
2026-04-30T01:29:00Z,40.00,61.00
2026-04-30T01:31:00Z,40.00,61.00
2026-04-30T01:32:00Z,40.00,61.00
2026-04-30T01:33:00Z,40.00,61.00
2026-04-30T01:36:00Z,40.00,61.00
2026-04-30T01:38:00Z,40.00,61.00
2026-04-30T01:45:00Z,40.00,61.00
2026-04-30T01:52:00Z,40.00,61.00
2026-04-30T01:58:00Z,40.00,61.00
2026-04-30T01:59:00Z,40.00,61.00
2026-04-30T02:01:00Z,40.00,61.00
2026-04-30T02:03:00Z,40.00,61.00
2026-04-30T02:05:00Z,40.00,61.00
2026-04-30T02:06:00Z,40.00,61.00
2026-04-30T02:07:00Z,40.00,61.00
2026-04-30T02:08:00Z,40.00,61.00
2026-04-30T02:10:00Z,40.00,61.00
2026-04-30T02:11:00Z,40.00,61.00
2026-04-30T02:14:00Z,40.00,61.00
2026-04-30T02:20:00Z,40.00,61.00
2026-04-30T02:32:00Z,40.00,61.00
2026-04-30T02:33:00Z,40.00,61.00
2026-04-30T02:36:00Z,40.00,61.00
2026-04-30T02:41:00Z,40.00,61.00
2026-04-30T02:44:00Z,41.00,61.00
2026-04-30T02:45:00Z,41.00,61.00
2026-04-30T02:46:00Z,41.00,61.00
2026-04-30T02:48:00Z,41.00,61.00
2026-04-30T02:52:00Z,41.00,61.00
2026-04-30T02:53:00Z,41.00,61.00
2026-04-30T02:55:00Z,41.00,60.00
2026-04-30T02:56:00Z,41.00,61.00
2026-04-30T02:57:00Z,41.00,61.00
2026-04-30T02:58:00Z,40.00,61.00
2026-04-30T03:06:00Z,40.00,61.00
2026-04-30T03:11:00Z,40.00,61.29
2026-04-30T03:14:00Z,40.00,61.00
2026-04-30T03:17:00Z,40.00,61.19
2026-04-30T03:19:00Z,40.00,61.00
2026-04-30T03:20:00Z,40.00,61.00
2026-04-30T03:22:00Z,40.00,61.00
2026-04-30T03:23:00Z,40.00,61.00
2026-04-30T03:25:00Z,40.00,61.00
2026-04-30T03:28:00Z,40.00,60.00
2026-04-30T03:29:00Z,40.00,60.00
2026-04-30T03:39:00Z,40.00,60.00
2026-04-30T03:40:00Z,40.00,60.00
2026-04-30T03:41:00Z,40.00,60.00
2026-04-30T03:43:00Z,40.00,60.00
2026-04-30T03:46:00Z,40.00,60.00
2026-04-30T03:47:00Z,40.00,60.00
2026-04-30T03:50:00Z,40.00,60.00
2026-04-30T03:51:00Z,40.00,60.00
2026-04-30T03:52:00Z,40.00,60.00
2026-04-30T03:53:00Z,40.00,60.00
2026-04-30T03:54:00Z,40.00,60.00
2026-04-30T03:55:00Z,41.00,60.00
2026-04-30T03:56:00Z,41.00,60.00
2026-04-30T03:58:00Z,41.00,60.00
2026-04-30T03:59:00Z,41.00,60.00
2026-04-30T04:00:00Z,41.00,60.00
2026-04-30T04:01:00Z,41.00,61.89
2026-04-30T04:03:00Z,41.00,61.97
2026-04-30T04:04:00Z,41.00,63.00
2026-04-30T04:05:00Z,41.00,62.98
2026-04-30T04:06:00Z,41.00,63.00
2026-04-30T04:07:00Z,38.50,64.19
2026-04-30T04:08:00Z,38.50,63.37
2026-04-30T04:09:00Z,38.63,62.82
2026-04-30T04:10:00Z,38.63,61.09
2026-04-30T04:11:00Z,40.00,58.70
2026-04-30T04:12:00Z,40.13,61.84
2026-04-30T04:13:00Z,40.00,62.11
2026-04-30T04:14:00Z,40.00,64.65
2026-04-30T04:15:00Z,36.42,64.59
2026-04-30T04:16:00Z,36.00,65.00
2026-04-30T04:17:00Z,32.81,68.89
2026-04-30T04:18:00Z,30.31,70.16
2026-04-30T04:19:00Z,26.00,76.01
2026-04-30T04:20:00Z,22.67,77.15
2026-04-30T04:21:00Z,23.00,80.27
2026-04-30T04:22:00Z,20.00,80.28
2026-04-30T04:23:00Z,22.00,78.42
2026-04-30T04:24:00Z,24.00,77.04
