# event_ticker=KXATPCHALLENGERMATCH-26APR13WEBHUS
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Giles Hussey
# fav_player=Arthur Weber
# dog_player=Giles Hussey
# kalshi_date=2026-04-13
timestamp,Arthur Weber,Giles Hussey
2026-04-14T05:24:00Z,5.00,96.00
2026-04-14T05:26:00Z,4.90,96.00
2026-04-14T05:27:00Z,4.00,96.00
2026-04-14T05:28:00Z,4.00,95.09
2026-04-14T05:29:00Z,5.00,95.09
2026-04-14T05:30:00Z,5.00,95.00
2026-04-14T05:31:00Z,5.00,96.00
2026-04-14T05:32:00Z,4.19,95.30
2026-04-14T05:33:00Z,5.00,95.30
2026-04-14T05:35:00Z,4.95,95.00
2026-04-14T05:36:00Z,4.09,95.00
2026-04-14T05:37:00Z,5.00,95.00
2026-04-14T05:38:00Z,4.00,95.00
2026-04-14T05:39:00Z,5.00,94.15
2026-04-14T05:40:00Z,5.00,94.15
2026-04-14T05:41:00Z,5.00,94.15
2026-04-14T05:42:00Z,5.00,94.15
2026-04-14T05:43:00Z,5.00,96.00
2026-04-14T05:44:00Z,5.00,96.00
2026-04-14T05:46:00Z,5.00,94.00
2026-04-14T05:47:00Z,4.00,96.00
2026-04-14T05:48:00Z,4.00,96.00
2026-04-14T05:49:00Z,5.00,96.00
2026-04-14T05:50:00Z,5.00,95.00
2026-04-14T05:51:00Z,4.00,95.00
2026-04-14T05:52:00Z,5.00,96.00
2026-04-14T05:53:00Z,5.00,96.00
2026-04-14T05:54:00Z,5.00,95.99
2026-04-14T05:55:00Z,5.00,95.00
2026-04-14T05:57:00Z,5.80,95.00
2026-04-14T05:58:00Z,6.00,95.00
2026-04-14T05:59:00Z,6.00,96.00
2026-04-14T06:01:00Z,6.00,96.00
2026-04-14T06:03:00Z,6.00,96.00
2026-04-14T06:04:00Z,6.00,96.00
2026-04-14T06:06:00Z,6.00,96.00
2026-04-14T06:07:00Z,4.03,96.00
2026-04-14T06:08:00Z,5.95,96.00
2026-04-14T06:09:00Z,5.95,94.06
2026-04-14T06:10:00Z,4.46,96.00
2026-04-14T06:11:00Z,4.46,96.00
2026-04-14T06:12:00Z,5.00,96.00
2026-04-14T06:13:00Z,4.00,96.00
2026-04-14T06:14:00Z,4.00,96.00
2026-04-14T06:16:00Z,5.00,96.00
2026-04-14T06:17:00Z,5.00,96.00
2026-04-14T06:18:00Z,5.00,96.00
2026-04-14T06:19:00Z,5.00,96.00
2026-04-14T06:20:00Z,5.00,96.00
2026-04-14T06:21:00Z,4.00,96.00
2026-04-14T06:24:00Z,4.00,96.00
2026-04-14T06:25:00Z,4.00,96.00
2026-04-14T06:26:00Z,4.25,96.00
2026-04-14T06:27:00Z,4.01,96.00
2026-04-14T06:28:00Z,5.00,96.00
2026-04-14T06:31:00Z,5.00,96.00
2026-04-14T06:32:00Z,5.13,96.00
2026-04-14T06:33:00Z,5.13,96.00
2026-04-14T06:34:00Z,4.00,96.00
2026-04-14T06:36:00Z,4.00,96.00
2026-04-14T06:37:00Z,5.00,96.00
2026-04-14T06:38:00Z,5.00,96.00
2026-04-14T06:41:00Z,5.00,96.00
2026-04-14T06:43:00Z,4.00,95.28
2026-04-14T06:44:00Z,5.00,96.00
2026-04-14T06:45:00Z,5.00,95.00
2026-04-14T06:48:00Z,5.00,95.00
2026-04-14T06:49:00Z,5.00,95.00
2026-04-14T06:51:00Z,5.00,96.00
2026-04-14T06:52:00Z,5.00,96.00
2026-04-14T06:53:00Z,5.00,95.00
2026-04-14T06:55:00Z,5.00,96.00
2026-04-14T06:56:00Z,5.00,96.00
2026-04-14T06:58:00Z,5.00,96.00
2026-04-14T07:01:00Z,5.00,95.00
2026-04-14T07:02:00Z,5.00,95.00
2026-04-14T07:04:00Z,5.00,95.00
2026-04-14T07:06:00Z,5.00,96.00
2026-04-14T07:07:00Z,5.00,96.00
2026-04-14T07:09:00Z,5.00,96.00
2026-04-14T07:10:00Z,5.00,96.00
2026-04-14T07:11:00Z,4.00,96.00
2026-04-14T07:12:00Z,5.62,96.00
2026-04-14T07:13:00Z,5.19,95.00
2026-04-14T07:14:00Z,6.00,95.00
2026-04-14T07:15:00Z,6.07,95.00
2026-04-14T07:16:00Z,5.00,95.00
2026-04-14T07:17:00Z,5.00,96.00
2026-04-14T07:18:00Z,5.00,96.00
2026-04-14T07:20:00Z,6.00,95.00
2026-04-14T07:21:00Z,6.00,94.64
2026-04-14T07:22:00Z,6.00,94.64
2026-04-14T07:24:00Z,6.00,96.00
2026-04-14T07:25:00Z,6.44,95.00
2026-04-14T07:26:00Z,7.86,95.22
2026-04-14T07:27:00Z,7.00,94.00
2026-04-14T07:28:00Z,7.00,94.00
2026-04-14T07:29:00Z,7.00,94.00
2026-04-14T07:30:00Z,7.83,94.00
2026-04-14T07:32:00Z,6.00,95.00
2026-04-14T07:34:00Z,6.00,95.00
2026-04-14T07:35:00Z,5.05,95.00
2026-04-14T07:36:00Z,5.05,94.73
2026-04-14T07:37:00Z,6.00,94.73
2026-04-14T07:39:00Z,5.00,95.00
2026-04-14T07:40:00Z,6.00,95.00
2026-04-14T07:41:00Z,5.50,95.00
2026-04-14T07:42:00Z,5.10,95.00
2026-04-14T07:45:00Z,7.00,94.00
2026-04-14T07:47:00Z,5.99,94.00
2026-04-14T07:48:00Z,5.32,95.49
2026-04-14T07:49:00Z,4.29,96.00
2026-04-14T07:50:00Z,6.00,97.03
2026-04-14T07:51:00Z,2.84,97.79
2026-04-14T07:52:00Z,2.00,98.13
2026-04-14T07:54:00Z,1.00,98.99
2026-04-14T07:55:00Z,1.00,99.00
2026-04-14T07:56:00Z,1.00,99.00
2026-04-14T07:57:00Z,1.00,99.00
2026-04-14T07:59:00Z,1.00,99.00
2026-04-14T08:00:00Z,1.00,99.00
