# event_ticker=KXATPCHALLENGERMATCH-26APR13WEBHUS
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Giles Hussey
# fav_player=Arthur Weber
# dog_player=Giles Hussey
# kalshi_date=2026-04-13
timestamp,Arthur Weber,Giles Hussey
2026-04-13T19:23:00Z,,67.00
2026-04-13T20:44:00Z,36.00,67.00
2026-04-13T20:47:00Z,36.00,66.00
2026-04-13T21:01:00Z,36.00,66.00
2026-04-13T21:19:00Z,36.00,66.57
2026-04-13T21:21:00Z,36.00,67.00
2026-04-13T21:25:00Z,36.00,67.00
2026-04-13T22:35:00Z,36.00,67.00
2026-04-13T23:14:00Z,36.00,67.00
2026-04-13T23:29:00Z,36.00,67.00
2026-04-14T00:15:00Z,36.00,67.00
2026-04-14T00:43:00Z,36.00,67.00
2026-04-14T01:18:00Z,36.00,67.00
2026-04-14T01:28:00Z,36.00,67.00
2026-04-14T01:51:00Z,36.00,67.00
2026-04-14T01:52:00Z,36.00,67.00
2026-04-14T02:41:00Z,36.00,67.00
2026-04-14T02:42:00Z,36.00,67.00
2026-04-14T02:44:00Z,35.00,67.00
2026-04-14T03:02:00Z,35.00,67.00
2026-04-14T03:03:00Z,35.00,67.00
2026-04-14T03:07:00Z,35.00,67.00
2026-04-14T03:12:00Z,35.00,68.00
2026-04-14T03:25:00Z,35.00,68.00
2026-04-14T03:26:00Z,35.00,68.00
2026-04-14T03:29:00Z,35.00,68.00
2026-04-14T03:31:00Z,35.00,68.00
2026-04-14T03:32:00Z,34.90,68.00
2026-04-14T03:33:00Z,34.90,68.00
2026-04-14T03:34:00Z,34.90,67.00
2026-04-14T03:38:00Z,34.90,66.47
2026-04-14T03:40:00Z,34.90,68.00
2026-04-14T03:41:00Z,34.00,68.00
2026-04-14T03:42:00Z,34.89,68.00
2026-04-14T03:43:00Z,35.00,67.97
2026-04-14T03:44:00Z,35.00,67.00
2026-04-14T03:45:00Z,34.50,70.56
2026-04-14T03:46:00Z,34.00,70.91
2026-04-14T03:47:00Z,25.21,77.07
2026-04-14T03:48:00Z,25.00,79.67
2026-04-14T03:49:00Z,23.71,80.13
2026-04-14T03:50:00Z,22.95,81.22
2026-04-14T03:51:00Z,18.47,82.00
2026-04-14T03:52:00Z,21.65,80.00
2026-04-14T03:53:00Z,22.00,80.00
2026-04-14T03:54:00Z,23.00,79.18
2026-04-14T03:55:00Z,23.00,79.85
2026-04-14T03:56:00Z,24.45,76.00
2026-04-14T03:57:00Z,27.55,73.11
2026-04-14T03:58:00Z,33.54,66.36
2026-04-14T03:59:00Z,37.00,64.00
2026-04-14T04:00:00Z,33.00,70.65
2026-04-14T04:01:00Z,33.00,71.48
2026-04-14T04:02:00Z,33.00,73.99
2026-04-14T04:03:00Z,33.00,76.91
2026-04-14T04:05:00Z,21.00,80.00
2026-04-14T04:06:00Z,20.46,80.00
2026-04-14T04:07:00Z,20.46,83.00
2026-04-14T04:08:00Z,22.00,83.00
2026-04-14T04:09:00Z,19.00,83.00
2026-04-14T04:10:00Z,18.95,83.00
2026-04-14T04:11:00Z,13.00,86.36
2026-04-14T04:12:00Z,9.50,88.65
2026-04-14T04:13:00Z,9.86,90.00
2026-04-14T04:14:00Z,11.00,93.39
2026-04-14T04:15:00Z,7.71,93.03
2026-04-14T04:16:00Z,11.27,90.00
2026-04-14T04:17:00Z,12.00,90.00
2026-04-14T04:18:00Z,10.39,91.31
2026-04-14T04:19:00Z,5.84,94.96
2026-04-14T04:20:00Z,5.06,97.54
2026-04-14T04:21:00Z,5.35,97.84
2026-04-14T04:22:00Z,5.64,97.76
2026-04-14T04:23:00Z,4.95,96.84
2026-04-14T04:24:00Z,7.90,94.90
2026-04-14T04:25:00Z,5.16,96.00
2026-04-14T04:26:00Z,6.87,95.70
2026-04-14T04:27:00Z,4.96,95.70
2026-04-14T04:28:00Z,3.43,97.01
2026-04-14T04:29:00Z,2.03,98.37
2026-04-14T04:30:00Z,4.02,97.00
2026-04-14T04:31:00Z,2.22,97.21
2026-04-14T04:32:00Z,4.68,97.00
2026-04-14T04:33:00Z,6.20,95.72
2026-04-14T04:34:00Z,6.00,96.00
2026-04-14T04:35:00Z,6.00,95.02
2026-04-14T04:36:00Z,7.00,96.00
2026-04-14T04:37:00Z,6.65,96.00
2026-04-14T04:38:00Z,6.00,95.83
2026-04-14T04:39:00Z,6.26,94.65
2026-04-14T04:40:00Z,6.36,95.00
2026-04-14T04:41:00Z,7.00,95.00
2026-04-14T04:42:00Z,7.00,93.00
2026-04-14T04:43:00Z,7.00,95.00
2026-04-14T04:44:00Z,6.72,95.00
2026-04-14T04:45:00Z,7.00,95.00
2026-04-14T04:46:00Z,7.00,95.00
2026-04-14T04:47:00Z,6.89,95.00
2026-04-14T04:48:00Z,7.00,95.00
2026-04-14T04:49:00Z,7.00,93.19
2026-04-14T04:50:00Z,6.97,94.66
2026-04-14T04:51:00Z,6.12,94.66
2026-04-14T04:52:00Z,6.00,96.00
2026-04-14T04:53:00Z,4.05,95.28
2026-04-14T04:54:00Z,4.55,96.00
2026-04-14T04:55:00Z,6.00,95.34
2026-04-14T04:56:00Z,6.00,95.34
2026-04-14T04:57:00Z,6.00,96.38
2026-04-14T04:58:00Z,6.00,96.38
2026-04-14T04:59:00Z,6.00,96.38
2026-04-14T05:00:00Z,6.00,96.00
2026-04-14T05:01:00Z,6.00,95.71
2026-04-14T05:02:00Z,6.00,94.26
2026-04-14T05:04:00Z,5.80,95.51
2026-04-14T05:05:00Z,3.67,96.00
2026-04-14T05:06:00Z,4.75,96.00
2026-04-14T05:07:00Z,5.00,96.00
2026-04-14T05:08:00Z,5.00,96.00
2026-04-14T05:09:00Z,6.00,96.00
2026-04-14T05:10:00Z,5.62,96.00
2026-04-14T05:11:00Z,5.00,96.00
2026-04-14T05:12:00Z,5.00,96.00
2026-04-14T05:13:00Z,5.00,95.42
2026-04-14T05:14:00Z,5.00,96.00
2026-04-14T05:15:00Z,4.00,95.33
2026-04-14T05:16:00Z,3.44,95.33
2026-04-14T05:17:00Z,4.96,95.33
2026-04-14T05:18:00Z,4.96,95.08
2026-04-14T05:19:00Z,4.96,95.50
2026-04-14T05:20:00Z,4.96,96.00
2026-04-14T05:21:00Z,5.00,95.38
2026-04-14T05:22:00Z,5.00,96.00
2026-04-14T05:23:00Z,5.00,96.00
