# event_ticker=KXATPMATCH-25AUG07MOUMCD
# final_score=7-5 6-3
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Mackenzie McDonald
# kalshi_date=2025-08-07
timestamp,Corentin Moutet,Mackenzie McDonald
2025-08-07T13:52:00Z,61.00,
2025-08-07T13:56:00Z,61.00,41.00
2025-08-07T14:57:00Z,61.00,41.00
2025-08-07T15:00:00Z,61.00,41.00
2025-08-07T16:19:00Z,61.00,41.00
2025-08-07T16:33:00Z,61.00,41.00
2025-08-07T17:51:00Z,61.00,41.00
2025-08-07T17:54:00Z,61.00,41.00
2025-08-07T17:56:00Z,61.00,41.00
2025-08-07T18:18:00Z,61.00,41.00
2025-08-07T18:34:00Z,61.00,41.00
2025-08-07T18:43:00Z,61.00,41.00
2025-08-07T18:53:00Z,61.00,41.00
2025-08-07T19:24:00Z,61.00,41.00
2025-08-07T19:38:00Z,61.00,41.00
2025-08-07T19:41:00Z,61.00,41.00
2025-08-07T20:11:00Z,60.00,41.00
2025-08-07T20:30:00Z,60.00,41.00
2025-08-07T20:34:00Z,60.00,41.00
2025-08-07T20:37:00Z,60.00,41.00
2025-08-07T20:45:00Z,60.00,41.00
2025-08-07T21:05:00Z,60.00,41.00
2025-08-07T21:07:00Z,60.00,41.00
2025-08-07T21:14:00Z,60.00,41.00
2025-08-07T21:16:00Z,60.00,41.00
2025-08-07T21:22:00Z,60.00,41.00
2025-08-07T21:27:00Z,60.40,41.00
2025-08-07T21:31:00Z,61.00,41.00
2025-08-07T21:45:00Z,59.00,41.00
2025-08-07T22:01:00Z,59.00,41.00
2025-08-07T22:17:00Z,59.00,40.00
2025-08-07T22:26:00Z,59.00,41.00
2025-08-07T22:38:00Z,59.00,41.00
2025-08-07T22:51:00Z,60.00,41.00
2025-08-07T23:09:00Z,59.96,41.00
2025-08-07T23:11:00Z,59.96,40.00
2025-08-07T23:12:00Z,60.31,40.00
2025-08-07T23:13:00Z,56.00,44.00
2025-08-07T23:19:00Z,56.00,46.00
2025-08-07T23:20:00Z,60.00,46.00
2025-08-07T23:23:00Z,67.00,46.00
2025-08-07T23:24:00Z,58.75,46.00
2025-08-07T23:25:00Z,58.75,47.00
2025-08-07T23:26:00Z,58.75,49.00
2025-08-07T23:28:00Z,46.00,49.00
2025-08-07T23:32:00Z,46.00,49.00
2025-08-07T23:35:00Z,57.00,43.00
2025-08-07T23:36:00Z,64.00,43.00
2025-08-07T23:37:00Z,64.00,39.00
2025-08-07T23:39:00Z,67.00,34.00
2025-08-07T23:43:00Z,75.00,26.02
2025-08-07T23:44:00Z,81.40,26.02
2025-08-07T23:45:00Z,80.14,20.00
2025-08-07T23:46:00Z,77.27,20.00
2025-08-07T23:47:00Z,75.02,25.00
2025-08-07T23:48:00Z,68.99,31.00
2025-08-07T23:49:00Z,64.90,31.00
2025-08-07T23:52:00Z,64.90,44.00
2025-08-07T23:53:00Z,56.00,44.00
2025-08-07T23:54:00Z,59.00,44.97
2025-08-07T23:56:00Z,63.00,44.97
2025-08-07T23:57:00Z,63.00,38.00
2025-08-07T23:58:00Z,65.65,36.04
2025-08-07T23:59:00Z,61.00,37.00
2025-08-08T00:01:00Z,66.00,33.74
2025-08-08T00:02:00Z,75.40,24.96
2025-08-08T00:03:00Z,78.00,24.96
2025-08-08T00:04:00Z,80.00,24.96
2025-08-08T00:05:00Z,80.00,21.22
2025-08-08T00:07:00Z,80.00,18.92
2025-08-08T00:08:00Z,85.00,14.00
2025-08-08T00:09:00Z,88.60,14.00
2025-08-08T00:10:00Z,90.00,12.00
2025-08-08T00:11:00Z,90.00,5.00
2025-08-08T00:12:00Z,94.00,7.00
2025-08-08T00:13:00Z,94.00,7.82
2025-08-08T00:14:00Z,97.28,7.04
2025-08-08T00:16:00Z,96.00,3.95
2025-08-08T00:17:00Z,95.06,6.96
2025-08-08T00:18:00Z,93.36,6.74
2025-08-08T00:19:00Z,94.47,7.90
2025-08-08T00:20:00Z,94.47,7.60
2025-08-08T00:21:00Z,96.81,4.00
2025-08-08T00:22:00Z,98.74,4.00
2025-08-08T00:23:00Z,98.23,3.09
2025-08-08T00:24:00Z,97.00,3.21
2025-08-08T00:25:00Z,98.00,4.00
2025-08-08T00:26:00Z,97.15,4.71
2025-08-08T00:27:00Z,97.15,2.03
2025-08-08T00:28:00Z,98.00,3.79
2025-08-08T00:29:00Z,98.96,2.97
2025-08-08T00:30:00Z,97.00,3.20
2025-08-08T00:31:00Z,98.00,3.00
2025-08-08T00:32:00Z,98.00,2.00
2025-08-08T00:33:00Z,98.00,3.00
2025-08-08T00:34:00Z,98.09,5.00
2025-08-08T00:35:00Z,93.00,8.18
2025-08-08T00:36:00Z,97.72,9.73
2025-08-08T00:37:00Z,97.72,8.06
2025-08-08T00:38:00Z,98.21,2.65
2025-08-08T00:39:00Z,99.00,2.74
2025-08-08T00:40:00Z,99.00,1.00
2025-08-08T00:43:00Z,99.00,1.00
2025-08-08T00:44:00Z,99.00,1.00
