# event_ticker=KXATPMATCH-26APR24GRIDZU
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Tallon Griekspoor
# fav_player=Damir Dzumhur
# dog_player=Tallon Griekspoor
# kalshi_date=2026-04-24
timestamp,Tallon Griekspoor,Damir Dzumhur
2026-04-24T06:45:00Z,64.00,37.00
2026-04-24T06:47:00Z,64.00,37.00
2026-04-24T06:55:00Z,64.00,37.00
2026-04-24T06:57:00Z,64.00,37.00
2026-04-24T07:03:00Z,64.00,37.00
2026-04-24T07:06:00Z,64.00,37.00
2026-04-24T07:08:00Z,64.00,37.00
2026-04-24T07:14:00Z,64.00,37.00
2026-04-24T07:16:00Z,64.00,37.00
2026-04-24T07:24:00Z,64.00,37.00
2026-04-24T07:31:00Z,64.00,37.00
2026-04-24T07:32:00Z,64.00,37.00
2026-04-24T07:33:00Z,64.00,37.00
2026-04-24T07:34:00Z,64.00,37.00
2026-04-24T07:43:00Z,64.00,37.00
2026-04-24T07:45:00Z,64.00,37.00
2026-04-24T07:51:00Z,64.00,37.00
2026-04-24T07:53:00Z,64.00,37.00
2026-04-24T07:57:00Z,64.00,37.00
2026-04-24T07:58:00Z,64.00,37.00
2026-04-24T08:02:00Z,64.00,37.00
2026-04-24T08:04:00Z,64.00,37.00
2026-04-24T08:07:00Z,64.00,37.00
2026-04-24T08:08:00Z,64.00,37.00
2026-04-24T08:11:00Z,64.00,37.00
2026-04-24T08:13:00Z,64.00,37.00
2026-04-24T08:16:00Z,64.00,37.00
2026-04-24T08:17:00Z,64.00,37.00
2026-04-24T08:21:00Z,64.00,37.00
2026-04-24T08:24:00Z,64.00,37.00
2026-04-24T08:25:00Z,64.00,37.00
2026-04-24T08:30:00Z,64.00,37.00
2026-04-24T08:31:00Z,64.00,37.00
2026-04-24T08:34:00Z,64.00,37.00
2026-04-24T08:40:00Z,64.00,37.00
2026-04-24T08:43:00Z,64.00,37.00
2026-04-24T08:47:00Z,64.00,37.00
2026-04-24T08:49:00Z,64.00,37.00
2026-04-24T08:58:00Z,64.00,37.00
2026-04-24T08:59:00Z,64.00,37.00
2026-04-24T09:00:00Z,64.00,37.00
2026-04-24T09:01:00Z,64.00,37.00
2026-04-24T09:03:00Z,64.00,37.00
2026-04-24T09:04:00Z,64.00,37.00
2026-04-24T09:05:00Z,64.00,37.00
2026-04-24T09:06:00Z,64.00,37.00
2026-04-24T09:07:00Z,64.00,37.00
2026-04-24T09:08:00Z,63.95,37.00
2026-04-24T09:09:00Z,64.00,37.00
2026-04-24T09:10:00Z,64.04,37.00
2026-04-24T09:11:00Z,64.18,37.00
2026-04-24T09:12:00Z,64.10,37.00
2026-04-24T09:13:00Z,66.17,35.68
2026-04-24T09:14:00Z,65.07,35.68
2026-04-24T09:15:00Z,62.37,37.68
2026-04-24T09:16:00Z,63.61,38.97
2026-04-24T09:17:00Z,61.98,42.42
2026-04-24T09:18:00Z,55.25,45.92
2026-04-24T09:19:00Z,54.84,50.26
2026-04-24T09:20:00Z,48.80,48.04
2026-04-24T09:21:00Z,43.00,56.00
2026-04-24T09:22:00Z,44.30,57.92
2026-04-24T09:23:00Z,44.23,56.14
2026-04-24T09:24:00Z,52.92,50.34
2026-04-24T09:25:00Z,52.84,46.01
2026-04-24T09:26:00Z,60.99,41.00
2026-04-24T09:27:00Z,60.44,41.05
2026-04-24T09:28:00Z,61.71,41.05
2026-04-24T09:29:00Z,63.64,41.00
2026-04-24T09:30:00Z,64.00,36.63
2026-04-24T09:31:00Z,63.01,37.00
2026-04-24T09:32:00Z,69.19,30.37
2026-04-24T09:33:00Z,77.57,25.46
2026-04-24T09:34:00Z,72.46,25.95
2026-04-24T09:35:00Z,77.63,21.40
2026-04-24T09:36:00Z,81.00,20.00
2026-04-24T09:37:00Z,79.83,21.00
2026-04-24T09:38:00Z,81.65,20.00
2026-04-24T09:39:00Z,81.91,20.00
2026-04-24T09:40:00Z,82.33,19.05
2026-04-24T09:41:00Z,80.81,19.22
2026-04-24T09:42:00Z,79.24,21.63
2026-04-24T09:43:00Z,75.44,23.45
2026-04-24T09:44:00Z,79.00,21.32
2026-04-24T09:45:00Z,81.13,21.32
2026-04-24T09:46:00Z,80.33,19.00
2026-04-24T09:47:00Z,81.00,19.00
2026-04-24T09:48:00Z,82.00,19.00
2026-04-24T09:49:00Z,83.02,18.00
2026-04-24T09:50:00Z,81.09,20.00
2026-04-24T09:51:00Z,82.00,20.00
2026-04-24T09:52:00Z,91.37,9.47
2026-04-24T09:53:00Z,93.68,7.22
2026-04-24T09:54:00Z,93.21,6.00
2026-04-24T09:55:00Z,94.53,6.84
2026-04-24T09:56:00Z,94.00,6.00
2026-04-24T09:57:00Z,95.16,5.00
2026-04-24T09:58:00Z,94.00,6.00
2026-04-24T09:59:00Z,94.00,6.83
2026-04-24T10:00:00Z,94.54,4.54
2026-04-24T10:01:00Z,95.00,6.00
2026-04-24T10:02:00Z,94.00,7.00
2026-04-24T10:03:00Z,94.00,6.97
2026-04-24T10:04:00Z,94.00,6.91
2026-04-24T10:05:00Z,92.32,8.44
2026-04-24T10:06:00Z,88.92,13.37
2026-04-24T10:07:00Z,84.13,12.59
2026-04-24T10:08:00Z,81.71,19.76
2026-04-24T10:09:00Z,80.82,21.46
2026-04-24T10:10:00Z,79.01,22.51
2026-04-24T10:11:00Z,79.00,21.30
2026-04-24T10:12:00Z,78.80,19.00
2026-04-24T10:13:00Z,82.95,18.75
2026-04-24T10:14:00Z,81.06,20.00
2026-04-24T10:15:00Z,82.00,20.00
2026-04-24T10:16:00Z,80.00,21.16
2026-04-24T10:17:00Z,78.63,22.99
2026-04-24T10:18:00Z,81.54,18.99
2026-04-24T10:19:00Z,82.57,17.79
2026-04-24T10:20:00Z,80.13,20.00
2026-04-24T10:21:00Z,79.00,23.00
2026-04-24T10:22:00Z,80.00,22.65
2026-04-24T10:23:00Z,81.00,21.00
2026-04-24T10:24:00Z,81.57,17.13
2026-04-24T10:25:00Z,81.01,20.49
2026-04-24T10:26:00Z,79.83,21.31
2026-04-24T10:27:00Z,84.19,17.48
2026-04-24T10:28:00Z,89.45,9.77
2026-04-24T10:29:00Z,90.63,13.08
2026-04-24T10:30:00Z,88.97,14.49
2026-04-24T10:31:00Z,82.85,16.10
2026-04-24T10:32:00Z,85.97,19.00
2026-04-24T10:33:00Z,93.96,6.40
2026-04-24T10:34:00Z,97.40,2.75
2026-04-24T10:35:00Z,97.00,3.00
2026-04-24T10:36:00Z,99.00,1.02
2026-04-24T10:37:00Z,99.00,1.00
2026-04-24T10:38:00Z,99.00,1.00
2026-04-24T10:40:00Z,99.00,1.00
2026-04-24T10:41:00Z,99.00,1.00
