# event_ticker=KXATPMATCH-26APR02MERMAN
# final_score=4-6 6-2 6-2
# score_resolution=6-4 2-6 2-6
# match_winner=Daniel Merida
# fav_player=Adrian Mannarino
# dog_player=Daniel Merida
# kalshi_date=2026-04-02
timestamp,Adrian Mannarino,Daniel Merida
2026-04-02T20:11:00Z,23.00,
2026-04-02T20:25:00Z,23.00,
2026-04-02T20:43:00Z,23.00,78.00
2026-04-02T20:47:00Z,23.00,78.00
2026-04-02T20:50:00Z,23.00,78.00
2026-04-02T20:54:00Z,23.00,78.00
2026-04-02T21:01:00Z,23.00,78.00
2026-04-02T21:03:00Z,23.00,78.00
2026-04-02T21:20:00Z,23.00,77.00
2026-04-02T21:27:00Z,23.00,77.00
2026-04-02T21:33:00Z,23.00,77.00
2026-04-02T21:34:00Z,23.00,77.00
2026-04-02T21:36:00Z,23.00,78.00
2026-04-02T21:43:00Z,23.00,78.00
2026-04-02T21:44:00Z,23.00,78.00
2026-04-02T21:47:00Z,23.00,78.00
2026-04-02T21:50:00Z,23.00,78.00
2026-04-02T22:20:00Z,23.00,78.00
2026-04-02T23:31:00Z,23.00,78.00
2026-04-02T23:51:00Z,23.00,78.00
2026-04-03T00:00:00Z,23.00,78.00
2026-04-03T00:06:00Z,23.00,78.00
2026-04-03T00:08:00Z,23.00,78.00
2026-04-03T00:13:00Z,23.00,77.00
2026-04-03T00:25:00Z,23.00,78.00
2026-04-03T00:32:00Z,23.00,78.00
2026-04-03T00:51:00Z,23.00,77.00
2026-04-03T00:59:00Z,23.00,77.00
2026-04-03T01:12:00Z,23.00,77.00
2026-04-03T01:23:00Z,23.00,77.00
2026-04-03T01:24:00Z,23.00,77.00
2026-04-03T01:31:00Z,23.00,80.00
2026-04-03T01:38:00Z,22.00,80.00
2026-04-03T01:49:00Z,23.00,80.00
2026-04-03T01:54:00Z,23.00,80.00
2026-04-03T02:14:00Z,23.00,79.00
2026-04-03T02:38:00Z,22.00,79.00
2026-04-03T02:39:00Z,22.00,78.00
2026-04-03T02:51:00Z,22.00,79.30
2026-04-03T02:52:00Z,22.00,80.00
2026-04-03T02:57:00Z,22.00,78.00
2026-04-03T02:59:00Z,23.00,78.00
2026-04-03T03:07:00Z,23.00,78.00
2026-04-03T03:08:00Z,23.00,78.00
2026-04-03T03:16:00Z,23.00,78.00
2026-04-03T03:17:00Z,23.00,80.00
2026-04-03T03:28:00Z,23.00,80.00
2026-04-03T03:31:00Z,23.00,80.00
2026-04-03T03:32:00Z,23.00,80.00
2026-04-03T03:34:00Z,23.00,80.00
2026-04-03T03:47:00Z,22.00,80.00
2026-04-03T03:48:00Z,23.00,80.00
2026-04-03T03:51:00Z,23.00,80.00
2026-04-03T04:01:00Z,23.00,80.00
2026-04-03T04:07:00Z,23.00,80.00
2026-04-03T04:13:00Z,23.00,80.00
2026-04-03T04:14:00Z,23.00,80.00
2026-04-03T04:15:00Z,23.00,80.00
2026-04-03T04:24:00Z,23.00,80.00
2026-04-03T04:26:00Z,23.00,80.00
2026-04-03T04:27:00Z,23.00,80.00
2026-04-03T04:31:00Z,23.00,79.00
2026-04-03T04:32:00Z,23.00,79.00
2026-04-03T04:34:00Z,23.00,79.00
2026-04-03T04:36:00Z,23.00,79.00
2026-04-03T04:38:00Z,23.00,79.00
2026-04-03T04:39:00Z,23.00,79.00
2026-04-03T04:40:00Z,23.00,79.00
2026-04-03T04:44:00Z,23.00,79.00
2026-04-03T04:48:00Z,23.00,79.00
2026-04-03T04:49:00Z,23.00,79.00
2026-04-03T04:50:00Z,22.00,79.00
2026-04-03T04:51:00Z,23.00,79.00
2026-04-03T04:56:00Z,23.00,78.00
2026-04-03T04:58:00Z,23.00,79.00
2026-04-03T04:59:00Z,23.00,78.00
2026-04-03T05:02:00Z,23.00,78.00
2026-04-03T05:04:00Z,23.00,79.00
2026-04-03T05:07:00Z,23.00,79.00
2026-04-03T05:08:00Z,23.00,79.00
2026-04-03T05:09:00Z,23.00,79.00
2026-04-03T05:10:00Z,23.00,79.00
2026-04-03T05:11:00Z,23.00,79.00
2026-04-03T05:12:00Z,23.00,79.00
2026-04-03T05:15:00Z,23.00,78.00
2026-04-03T05:23:00Z,22.00,78.00
2026-04-03T05:26:00Z,23.00,78.00
2026-04-03T05:27:00Z,22.00,78.00
2026-04-03T05:29:00Z,22.00,78.00
2026-04-03T05:30:00Z,22.00,78.00
2026-04-03T05:32:00Z,22.00,77.02
2026-04-03T05:33:00Z,23.00,78.00
2026-04-03T05:36:00Z,23.00,78.00
2026-04-03T05:37:00Z,23.00,78.00
2026-04-03T05:42:00Z,23.00,78.00
2026-04-03T05:50:00Z,23.00,78.00
2026-04-03T05:51:00Z,23.00,78.00
2026-04-03T05:52:00Z,23.00,78.00
2026-04-03T05:55:00Z,23.00,78.00
2026-04-03T05:56:00Z,23.00,78.00
2026-04-03T05:57:00Z,23.00,78.00
2026-04-03T05:59:00Z,23.00,78.00
2026-04-03T06:00:00Z,23.00,78.00
2026-04-03T06:02:00Z,23.00,78.00
2026-04-03T06:04:00Z,23.00,78.00
2026-04-03T06:05:00Z,23.00,78.00
2026-04-03T06:06:00Z,23.00,78.00
2026-04-03T06:07:00Z,23.00,78.00
2026-04-03T06:09:00Z,23.00,78.00
2026-04-03T06:10:00Z,23.00,78.00
2026-04-03T06:11:00Z,23.00,78.28
2026-04-03T06:12:00Z,23.00,79.00
2026-04-03T06:13:00Z,23.00,79.00
2026-04-03T06:14:00Z,23.00,79.00
2026-04-03T06:15:00Z,23.00,79.00
2026-04-03T06:16:00Z,23.00,79.00
2026-04-03T06:17:00Z,23.00,78.00
2026-04-03T06:18:00Z,23.00,79.00
2026-04-03T06:19:00Z,23.00,79.00
2026-04-03T06:21:00Z,23.00,79.00
2026-04-03T06:22:00Z,23.00,79.00
2026-04-03T06:23:00Z,23.00,79.00
2026-04-03T06:25:00Z,23.00,79.00
2026-04-03T06:26:00Z,23.00,79.00
2026-04-03T06:27:00Z,23.00,79.00
2026-04-03T06:29:00Z,23.00,79.00
2026-04-03T06:30:00Z,23.00,79.00
2026-04-03T06:31:00Z,23.00,79.00
2026-04-03T06:32:00Z,23.00,80.00
2026-04-03T06:33:00Z,23.00,80.00
2026-04-03T06:34:00Z,23.00,80.00
2026-04-03T06:36:00Z,23.00,80.00
2026-04-03T06:37:00Z,23.00,80.00
2026-04-03T06:38:00Z,23.00,80.00
2026-04-03T06:40:00Z,23.00,80.00
2026-04-03T06:41:00Z,23.00,80.00
2026-04-03T06:42:00Z,23.00,79.57
