# event_ticker=KXATPMATCH-25AUG10BASZVE
# final_score=6-3 6-3
# match_winner=Alexander Zverev
# fav_player=Alexander Zverev
# dog_player=Nishesh Basavareddy
# kalshi_date=2025-08-10
timestamp,Alexander Zverev,Nishesh Basavareddy
2025-08-10T15:28:00Z,88.00,
2025-08-10T15:58:00Z,88.00,
2025-08-10T16:33:00Z,88.00,15.00
2025-08-10T17:41:00Z,87.00,15.00
2025-08-10T17:57:00Z,87.00,15.56
2025-08-10T18:02:00Z,87.00,16.00
2025-08-10T18:23:00Z,86.00,16.00
2025-08-10T18:33:00Z,86.00,16.00
2025-08-10T18:49:00Z,85.00,16.00
2025-08-10T18:55:00Z,85.00,16.00
2025-08-10T18:59:00Z,85.63,16.00
2025-08-10T19:08:00Z,87.72,16.00
2025-08-10T19:12:00Z,82.17,16.00
2025-08-10T19:32:00Z,88.00,16.00
2025-08-10T19:35:00Z,88.00,16.00
2025-08-10T19:49:00Z,88.00,16.00
2025-08-10T20:09:00Z,88.00,13.00
2025-08-10T20:10:00Z,88.00,13.00
2025-08-10T20:32:00Z,88.00,13.00
2025-08-10T20:37:00Z,88.00,13.00
2025-08-10T20:40:00Z,88.00,13.00
2025-08-10T21:06:00Z,88.00,13.00
2025-08-10T21:10:00Z,87.48,13.00
2025-08-10T21:13:00Z,87.48,14.39
2025-08-10T21:14:00Z,88.00,14.39
2025-08-10T21:18:00Z,88.00,14.39
2025-08-10T21:33:00Z,88.00,16.00
2025-08-10T21:48:00Z,88.00,15.80
2025-08-10T21:50:00Z,88.00,12.50
2025-08-10T22:17:00Z,88.00,15.97
2025-08-10T22:18:00Z,88.00,15.80
2025-08-10T22:19:00Z,88.00,15.92
2025-08-10T22:26:00Z,87.00,15.92
2025-08-10T22:33:00Z,87.00,15.80
2025-08-10T22:39:00Z,87.00,15.80
2025-08-10T22:41:00Z,87.00,15.99
2025-08-10T23:02:00Z,86.60,15.99
2025-08-10T23:04:00Z,87.00,15.99
2025-08-10T23:09:00Z,87.00,15.30
2025-08-10T23:11:00Z,87.00,16.00
2025-08-10T23:12:00Z,87.00,16.00
2025-08-10T23:17:00Z,87.00,17.00
2025-08-10T23:24:00Z,87.00,17.00
2025-08-10T23:30:00Z,84.00,17.00
2025-08-10T23:32:00Z,84.00,17.00
2025-08-10T23:34:00Z,84.00,17.00
2025-08-10T23:36:00Z,84.00,17.00
2025-08-10T23:37:00Z,84.00,17.00
2025-08-10T23:39:00Z,84.00,17.00
2025-08-10T23:40:00Z,84.00,17.00
2025-08-10T23:43:00Z,84.00,17.00
2025-08-10T23:44:00Z,84.00,17.00
2025-08-10T23:45:00Z,84.00,17.00
2025-08-10T23:48:00Z,84.55,17.00
2025-08-10T23:49:00Z,85.63,16.39
2025-08-10T23:51:00Z,85.00,16.39
2025-08-10T23:54:00Z,85.00,16.00
2025-08-10T23:55:00Z,85.00,16.94
2025-08-10T23:58:00Z,84.15,16.94
2025-08-10T23:59:00Z,84.15,14.00
2025-08-11T00:00:00Z,84.15,16.00
2025-08-11T00:03:00Z,84.15,16.00
2025-08-11T00:05:00Z,84.15,13.89
2025-08-11T00:06:00Z,85.00,13.89
2025-08-11T00:09:00Z,85.00,16.00
2025-08-11T00:11:00Z,85.00,16.00
2025-08-11T00:12:00Z,85.00,16.00
2025-08-11T00:14:00Z,85.00,29.00
2025-08-11T00:19:00Z,85.00,29.00
2025-08-11T00:20:00Z,85.00,16.00
2025-08-11T00:22:00Z,85.00,17.00
2025-08-11T00:23:00Z,85.00,17.00
2025-08-11T00:24:00Z,83.00,17.00
2025-08-11T00:28:00Z,85.00,17.00
2025-08-11T00:30:00Z,85.00,17.00
2025-08-11T00:31:00Z,85.00,17.00
2025-08-11T00:35:00Z,85.00,17.00
2025-08-11T00:38:00Z,85.00,17.00
2025-08-11T00:39:00Z,85.00,17.00
2025-08-11T00:41:00Z,88.34,16.00
2025-08-11T00:42:00Z,88.34,14.00
2025-08-11T00:43:00Z,88.96,14.00
2025-08-11T00:44:00Z,88.96,15.00
2025-08-11T00:45:00Z,87.98,15.00
2025-08-11T00:46:00Z,87.80,15.00
2025-08-11T00:48:00Z,87.80,16.99
2025-08-11T00:49:00Z,87.80,16.90
2025-08-11T00:52:00Z,87.80,16.98
2025-08-11T00:53:00Z,87.80,17.53
2025-08-11T00:54:00Z,92.89,17.53
2025-08-11T00:55:00Z,88.88,17.53
2025-08-11T00:57:00Z,87.00,17.53
2025-08-11T00:59:00Z,87.00,12.00
2025-08-11T01:01:00Z,87.00,12.00
2025-08-11T01:02:00Z,87.00,12.00
2025-08-11T01:05:00Z,87.99,12.00
2025-08-11T01:06:00Z,87.99,16.00
2025-08-11T01:07:00Z,87.99,16.00
2025-08-11T01:10:00Z,87.99,16.00
2025-08-11T01:11:00Z,87.17,15.00
2025-08-11T01:13:00Z,88.00,15.00
2025-08-11T01:16:00Z,88.00,14.63
2025-08-11T01:17:00Z,86.00,23.00
2025-08-11T01:18:00Z,86.32,23.00
2025-08-11T01:19:00Z,87.85,23.00
2025-08-11T01:20:00Z,87.85,15.01
2025-08-11T01:21:00Z,88.00,15.83
2025-08-11T01:22:00Z,88.00,14.00
2025-08-11T01:23:00Z,88.00,14.00
2025-08-11T01:26:00Z,88.00,14.15
2025-08-11T01:27:00Z,88.00,15.00
2025-08-11T01:28:00Z,88.00,15.00
2025-08-11T01:29:00Z,88.00,15.00
2025-08-11T01:30:00Z,87.12,14.91
2025-08-11T01:31:00Z,89.00,13.57
2025-08-11T01:32:00Z,88.00,14.91
2025-08-11T01:33:00Z,88.00,15.52
2025-08-11T01:34:00Z,86.95,18.83
2025-08-11T01:35:00Z,83.50,19.79
2025-08-11T01:36:00Z,84.00,17.25
2025-08-11T01:37:00Z,84.86,16.00
2025-08-11T01:38:00Z,83.00,17.00
2025-08-11T01:39:00Z,82.00,19.81
2025-08-11T01:40:00Z,83.00,19.00
2025-08-11T01:41:00Z,84.00,18.00
2025-08-11T01:42:00Z,83.54,19.18
2025-08-11T01:43:00Z,86.23,16.10
2025-08-11T01:44:00Z,86.23,17.88
2025-08-11T01:45:00Z,86.00,18.19
2025-08-11T01:46:00Z,86.00,18.07
2025-08-11T01:47:00Z,87.57,15.94
2025-08-11T01:48:00Z,89.89,9.72
2025-08-11T01:49:00Z,93.00,9.97
2025-08-11T01:50:00Z,92.00,10.00
2025-08-11T01:51:00Z,90.00,10.60
2025-08-11T01:52:00Z,94.16,7.57
2025-08-11T01:53:00Z,94.16,8.00
2025-08-11T01:54:00Z,94.16,7.04
2025-08-11T01:55:00Z,94.16,9.42
2025-08-11T01:56:00Z,93.25,11.00
2025-08-11T01:57:00Z,92.00,6.41
2025-08-11T01:58:00Z,93.00,7.06
2025-08-11T01:59:00Z,93.00,8.82
2025-08-11T02:00:00Z,92.00,7.39
2025-08-11T02:01:00Z,93.00,8.17
2025-08-11T02:02:00Z,94.17,8.80
2025-08-11T02:03:00Z,94.00,6.34
2025-08-11T02:04:00Z,94.00,6.66
2025-08-11T02:05:00Z,94.00,4.48
2025-08-11T02:06:00Z,96.00,5.00
2025-08-11T02:07:00Z,96.00,5.00
2025-08-11T02:08:00Z,96.00,5.00
2025-08-11T02:09:00Z,96.00,4.21
2025-08-11T02:10:00Z,95.65,5.00
2025-08-11T02:11:00Z,95.00,7.00
2025-08-11T02:12:00Z,95.00,6.92
2025-08-11T02:13:00Z,97.39,3.49
2025-08-11T02:14:00Z,97.83,5.00
2025-08-11T02:15:00Z,95.00,3.35
2025-08-11T02:16:00Z,97.00,5.18
2025-08-11T02:17:00Z,95.00,6.00
2025-08-11T02:18:00Z,96.00,6.00
2025-08-11T02:19:00Z,93.00,8.83
2025-08-11T02:20:00Z,93.56,8.83
2025-08-11T02:21:00Z,95.00,5.86
2025-08-11T02:22:00Z,95.00,4.56
2025-08-11T02:23:00Z,94.00,4.56
2025-08-11T02:25:00Z,98.00,4.00
2025-08-11T02:26:00Z,98.68,1.66
2025-08-11T02:27:00Z,98.00,2.18
2025-08-11T02:28:00Z,98.75,2.17
2025-08-11T02:29:00Z,99.00,1.90
2025-08-11T02:30:00Z,99.00,1.90
2025-08-11T02:33:00Z,99.00,1.06
2025-08-11T02:34:00Z,99.00,1.06
2025-08-11T02:35:00Z,98.63,2.00
2025-08-11T02:36:00Z,99.00,2.09
2025-08-11T02:37:00Z,99.00,2.09
2025-08-11T02:38:00Z,99.00,2.09
