# event_ticker=KXATPCHALLENGERMATCH-26MAY27GIUNAR
# final_score=6-7(2) 6-4 6-4
# score_resolution=7-6 4-6 4-6
# match_winner=Luca Nardi
# fav_player=Lorenzo Giustino
# dog_player=Luca Nardi
# kalshi_date=2026-05-27
timestamp,Lorenzo Giustino,Luca Nardi
2026-05-26T20:33:00Z,,69.63
2026-05-26T21:26:00Z,,72.00
2026-05-26T21:27:00Z,,72.00
2026-05-26T21:28:00Z,30.00,72.00
2026-05-26T21:34:00Z,30.00,72.00
2026-05-26T21:36:00Z,30.00,72.00
2026-05-26T21:39:00Z,30.00,72.00
2026-05-26T21:41:00Z,30.00,72.00
2026-05-26T21:46:00Z,30.00,72.00
2026-05-26T22:06:00Z,30.00,72.00
2026-05-26T22:08:00Z,30.00,72.00
2026-05-26T22:09:00Z,30.00,72.00
2026-05-26T22:29:00Z,30.00,72.00
2026-05-27T00:08:00Z,30.00,72.00
2026-05-27T00:12:00Z,30.00,72.00
2026-05-27T00:14:00Z,30.00,72.00
2026-05-27T00:18:00Z,30.00,72.00
2026-05-27T00:21:00Z,30.00,72.00
2026-05-27T02:02:00Z,30.00,72.00
2026-05-27T02:03:00Z,30.00,71.00
2026-05-27T02:47:00Z,30.00,71.00
2026-05-27T02:53:00Z,30.00,71.00
2026-05-27T02:54:00Z,30.00,71.00
2026-05-27T02:56:00Z,30.00,72.00
2026-05-27T02:58:00Z,30.00,72.00
2026-05-27T03:00:00Z,30.00,72.00
2026-05-27T03:02:00Z,30.00,72.00
2026-05-27T03:05:00Z,30.00,75.24
2026-05-27T03:06:00Z,30.00,72.00
2026-05-27T03:08:00Z,30.00,72.00
2026-05-27T03:09:00Z,30.00,72.00
2026-05-27T03:10:00Z,30.00,72.00
2026-05-27T03:11:00Z,30.00,72.00
2026-05-27T03:13:00Z,30.00,72.00
2026-05-27T03:25:00Z,30.00,72.00
2026-05-27T03:31:00Z,30.00,72.00
2026-05-27T03:32:00Z,30.00,72.00
2026-05-27T03:34:00Z,30.00,72.07
2026-05-27T03:35:00Z,30.00,73.00
2026-05-27T03:37:00Z,30.00,72.00
2026-05-27T03:38:00Z,29.05,72.51
2026-05-27T03:39:00Z,29.05,72.00
2026-05-27T03:41:00Z,29.05,72.00
2026-05-27T03:46:00Z,29.05,72.00
2026-05-27T03:48:00Z,30.00,72.00
2026-05-27T03:49:00Z,30.00,72.00
2026-05-27T03:50:00Z,30.00,73.00
2026-05-27T03:51:00Z,30.00,73.00
2026-05-27T03:55:00Z,30.00,73.00
2026-05-27T03:57:00Z,30.00,72.00
2026-05-27T03:59:00Z,30.00,73.00
2026-05-27T04:00:00Z,30.00,72.00
2026-05-27T04:01:00Z,30.00,71.00
2026-05-27T04:05:00Z,30.00,71.00
2026-05-27T04:07:00Z,30.00,71.00
2026-05-27T04:09:00Z,30.00,71.00
2026-05-27T04:12:00Z,30.00,71.00
2026-05-27T04:13:00Z,30.00,71.00
2026-05-27T04:18:00Z,30.00,71.00
2026-05-27T04:19:00Z,30.00,71.00
2026-05-27T04:21:00Z,30.00,71.00
2026-05-27T04:25:00Z,30.00,71.00
2026-05-27T04:26:00Z,30.00,71.00
2026-05-27T04:27:00Z,30.00,71.00
2026-05-27T04:29:00Z,30.00,71.00
2026-05-27T04:32:00Z,30.00,71.00
2026-05-27T04:33:00Z,30.00,71.00
2026-05-27T04:34:00Z,30.00,71.00
2026-05-27T04:36:00Z,30.00,71.00
2026-05-27T04:37:00Z,31.00,71.00
2026-05-27T04:38:00Z,31.00,71.00
2026-05-27T04:40:00Z,31.00,71.00
2026-05-27T04:47:00Z,31.00,71.00
2026-05-27T04:50:00Z,31.00,71.00
2026-05-27T04:51:00Z,31.00,71.00
2026-05-27T04:54:00Z,31.00,71.00
2026-05-27T04:55:00Z,31.00,71.00
2026-05-27T04:56:00Z,31.00,71.00
2026-05-27T04:58:00Z,29.68,71.00
2026-05-27T04:59:00Z,29.68,71.00
2026-05-27T05:02:00Z,29.68,71.00
2026-05-27T05:05:00Z,31.00,71.00
2026-05-27T05:07:00Z,31.00,71.00
2026-05-27T05:09:00Z,31.00,71.00
2026-05-27T05:12:00Z,31.00,70.00
2026-05-27T05:14:00Z,31.00,70.00
2026-05-27T05:15:00Z,31.00,70.00
2026-05-27T05:16:00Z,31.00,70.00
2026-05-27T05:18:00Z,31.00,70.00
2026-05-27T05:23:00Z,31.00,70.48
2026-05-27T05:24:00Z,31.00,71.00
2026-05-27T05:25:00Z,31.00,71.00
2026-05-27T05:26:00Z,30.32,71.00
2026-05-27T05:30:00Z,30.32,71.00
2026-05-27T05:36:00Z,31.00,71.00
2026-05-27T05:41:00Z,32.00,70.00
2026-05-27T05:42:00Z,32.00,70.00
2026-05-27T05:43:00Z,32.00,70.00
2026-05-27T05:44:00Z,32.00,70.00
2026-05-27T05:45:00Z,32.00,71.00
2026-05-27T05:46:00Z,31.00,71.00
2026-05-27T05:47:00Z,31.00,71.00
2026-05-27T05:48:00Z,31.00,71.00
2026-05-27T05:58:00Z,31.00,71.00
2026-05-27T06:00:00Z,31.00,72.00
2026-05-27T06:03:00Z,31.00,71.77
2026-05-27T06:05:00Z,31.00,72.00
2026-05-27T06:06:00Z,31.00,72.00
2026-05-27T06:10:00Z,31.00,72.00
2026-05-27T06:13:00Z,31.00,72.00
2026-05-27T06:17:00Z,31.00,72.00
2026-05-27T06:20:00Z,31.00,71.00
2026-05-27T06:27:00Z,31.00,72.00
2026-05-27T06:29:00Z,31.00,72.00
2026-05-27T06:31:00Z,31.00,72.00
2026-05-27T06:32:00Z,31.00,72.00
2026-05-27T06:38:00Z,30.00,72.00
2026-05-27T06:45:00Z,30.00,71.00
2026-05-27T06:49:00Z,30.00,72.00
2026-05-27T06:50:00Z,30.00,71.81
2026-05-27T06:58:00Z,30.00,72.00
2026-05-27T06:59:00Z,30.00,72.00
2026-05-27T07:00:00Z,30.00,72.00
2026-05-27T07:02:00Z,30.00,71.00
2026-05-27T07:04:00Z,31.00,71.00
2026-05-27T07:07:00Z,31.00,71.00
2026-05-27T07:08:00Z,31.00,71.00
2026-05-27T07:11:00Z,31.00,71.00
2026-05-27T07:14:00Z,31.00,69.00
2026-05-27T07:15:00Z,31.00,71.00
2026-05-27T07:21:00Z,31.00,71.00
2026-05-27T07:25:00Z,31.00,71.00
2026-05-27T07:26:00Z,31.00,71.00
2026-05-27T07:28:00Z,31.00,71.00
2026-05-27T07:29:00Z,31.00,71.00
2026-05-27T07:30:00Z,31.00,71.00
2026-05-27T07:31:00Z,31.00,71.00
2026-05-27T07:34:00Z,31.00,71.00
2026-05-27T07:36:00Z,31.00,71.00
2026-05-27T07:39:00Z,31.00,71.00
2026-05-27T07:40:00Z,31.16,71.00
2026-05-27T07:41:00Z,31.16,71.00
2026-05-27T07:45:00Z,32.00,71.00
2026-05-27T07:47:00Z,32.00,71.00
2026-05-27T07:50:00Z,32.00,71.00
2026-05-27T07:52:00Z,32.00,68.14
2026-05-27T07:53:00Z,32.00,68.14
2026-05-27T07:54:00Z,32.00,68.14
2026-05-27T07:55:00Z,32.00,70.00
2026-05-27T07:57:00Z,32.00,70.00
2026-05-27T07:58:00Z,32.00,70.00
2026-05-27T07:59:00Z,32.00,70.00
2026-05-27T08:00:00Z,32.00,70.00
2026-05-27T08:02:00Z,32.00,70.00
2026-05-27T08:03:00Z,32.00,70.00
2026-05-27T08:04:00Z,32.85,70.00
2026-05-27T08:05:00Z,33.00,69.00
2026-05-27T08:06:00Z,33.00,70.00
2026-05-27T08:07:00Z,32.24,70.00
2026-05-27T08:08:00Z,32.00,70.00
2026-05-27T08:09:00Z,32.00,70.00
2026-05-27T08:10:00Z,32.00,70.00
2026-05-27T08:11:00Z,31.35,72.61
2026-05-27T08:12:00Z,25.94,73.92
2026-05-27T08:13:00Z,25.76,75.15
2026-05-27T08:14:00Z,24.29,74.42
2026-05-27T08:15:00Z,25.22,78.45
2026-05-27T08:16:00Z,20.00,80.00
2026-05-27T08:17:00Z,20.00,82.69
2026-05-27T08:18:00Z,19.32,81.13
2026-05-27T08:19:00Z,20.66,81.74
2026-05-27T08:20:00Z,16.64,80.44
2026-05-27T08:21:00Z,20.35,79.43
2026-05-27T08:22:00Z,18.74,84.65
2026-05-27T08:23:00Z,19.04,80.38
2026-05-27T08:24:00Z,20.00,81.00
2026-05-27T08:25:00Z,20.01,79.46
2026-05-27T08:26:00Z,21.00,80.00
2026-05-27T08:27:00Z,21.00,79.08
2026-05-27T08:28:00Z,19.00,79.92
2026-05-27T08:29:00Z,20.06,78.00
2026-05-27T08:30:00Z,22.00,80.58
2026-05-27T08:31:00Z,21.72,78.07
2026-05-27T08:32:00Z,27.21,77.25
2026-05-27T08:33:00Z,30.89,70.87
2026-05-27T08:34:00Z,29.32,71.84
2026-05-27T08:35:00Z,23.12,75.17
2026-05-27T08:36:00Z,26.13,73.35
2026-05-27T08:37:00Z,21.00,79.04
2026-05-27T08:38:00Z,21.00,80.62
2026-05-27T08:39:00Z,23.07,76.82
2026-05-27T08:40:00Z,23.10,76.78
2026-05-27T08:41:00Z,25.36,72.72
2026-05-27T08:42:00Z,30.67,65.42
2026-05-27T08:43:00Z,29.95,71.90
2026-05-27T08:44:00Z,23.20,78.00
2026-05-27T08:45:00Z,19.62,80.97
2026-05-27T08:46:00Z,21.07,78.94
2026-05-27T08:47:00Z,26.95,72.35
2026-05-27T08:48:00Z,29.10,69.59
2026-05-27T08:49:00Z,28.46,72.71
2026-05-27T08:50:00Z,24.97,74.85
2026-05-27T08:51:00Z,22.13,76.63
2026-05-27T08:52:00Z,26.75,71.04
2026-05-27T08:53:00Z,31.91,68.00
2026-05-27T08:54:00Z,33.69,66.72
2026-05-27T08:55:00Z,33.88,63.14
2026-05-27T08:56:00Z,41.19,59.83
2026-05-27T08:57:00Z,41.61,59.66
2026-05-27T08:58:00Z,43.30,59.02
2026-05-27T08:59:00Z,34.91,62.18
2026-05-27T09:00:00Z,32.15,65.38
2026-05-27T09:01:00Z,35.74,66.58
2026-05-27T09:02:00Z,32.92,67.00
2026-05-27T09:03:00Z,37.14,60.51
2026-05-27T09:04:00Z,38.91,61.29
2026-05-27T09:05:00Z,38.42,62.60
2026-05-27T09:06:00Z,39.24,64.37
2026-05-27T09:07:00Z,40.00,60.45
2026-05-27T09:08:00Z,38.80,61.76
2026-05-27T09:09:00Z,37.50,64.26
2026-05-27T09:10:00Z,32.02,68.66
2026-05-27T09:11:00Z,34.20,67.31
2026-05-27T09:12:00Z,40.35,62.37
2026-05-27T09:13:00Z,47.05,51.81
2026-05-27T09:14:00Z,49.79,48.67
2026-05-27T09:15:00Z,54.08,45.64
2026-05-27T09:16:00Z,57.48,43.11
2026-05-27T09:17:00Z,50.99,43.79
2026-05-27T09:18:00Z,59.25,40.76
2026-05-27T09:19:00Z,59.15,41.00
2026-05-27T09:20:00Z,59.73,40.17
2026-05-27T09:21:00Z,59.12,40.19
2026-05-27T09:22:00Z,54.15,43.22
2026-05-27T09:23:00Z,55.90,42.98
2026-05-27T09:24:00Z,53.81,45.75
2026-05-27T09:25:00Z,54.00,47.00
2026-05-27T09:26:00Z,50.81,49.12
2026-05-27T09:27:00Z,50.98,45.65
2026-05-27T09:28:00Z,55.16,45.83
2026-05-27T09:29:00Z,57.00,43.86
2026-05-27T09:30:00Z,55.71,42.61
2026-05-27T09:31:00Z,53.03,46.41
2026-05-27T09:32:00Z,53.24,45.61
2026-05-27T09:33:00Z,55.00,46.00
