# event_ticker=KXATPCHALLENGERMATCH-26FEB12KLEECH
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Moez Echargui
# fav_player=Lukas Klein
# dog_player=Moez Echargui
# kalshi_date=2026-02-12
timestamp,Lukas Klein,Moez Echargui
2026-02-12T04:03:00Z,,29.00
2026-02-12T04:43:00Z,,28.00
2026-02-12T04:48:00Z,74.00,28.00
2026-02-12T04:59:00Z,75.00,28.00
2026-02-12T05:02:00Z,75.00,28.00
2026-02-12T05:38:00Z,75.00,28.00
2026-02-12T05:44:00Z,75.00,28.00
2026-02-12T05:58:00Z,75.00,25.00
2026-02-12T06:17:00Z,75.00,25.00
2026-02-12T06:30:00Z,75.00,25.00
2026-02-12T06:41:00Z,75.00,25.00
2026-02-12T06:44:00Z,75.00,25.00
2026-02-12T07:03:00Z,75.00,25.00
2026-02-12T07:06:00Z,75.00,25.00
2026-02-12T07:08:00Z,75.00,27.00
2026-02-12T07:14:00Z,75.00,28.00
2026-02-12T07:22:00Z,74.00,28.00
2026-02-12T07:24:00Z,74.00,28.00
2026-02-12T07:26:00Z,74.00,28.14
2026-02-12T07:29:00Z,74.00,28.14
2026-02-12T07:30:00Z,74.00,28.14
2026-02-12T07:34:00Z,74.00,28.25
2026-02-12T07:49:00Z,74.00,29.00
2026-02-12T10:02:00Z,75.00,29.00
2026-02-12T10:03:00Z,75.00,29.00
2026-02-12T10:06:00Z,74.00,29.00
2026-02-12T10:18:00Z,74.00,28.00
2026-02-12T10:19:00Z,74.00,28.00
2026-02-12T10:21:00Z,74.00,28.00
2026-02-12T10:28:00Z,74.00,28.00
2026-02-12T10:34:00Z,74.00,28.00
2026-02-12T10:42:00Z,74.00,28.00
2026-02-12T10:51:00Z,74.00,28.00
2026-02-12T10:53:00Z,74.00,27.00
2026-02-12T10:57:00Z,74.00,27.33
2026-02-12T10:59:00Z,74.00,28.00
2026-02-12T11:04:00Z,74.00,28.00
2026-02-12T11:05:00Z,75.00,28.00
2026-02-12T11:07:00Z,75.00,28.00
2026-02-12T11:08:00Z,72.00,28.00
2026-02-12T11:09:00Z,75.00,28.00
2026-02-12T11:10:00Z,75.00,26.26
2026-02-12T11:11:00Z,75.00,28.00
2026-02-12T11:12:00Z,75.00,27.66
2026-02-12T11:13:00Z,71.00,27.00
2026-02-12T11:14:00Z,71.00,27.00
2026-02-12T11:15:00Z,70.34,29.02
2026-02-12T11:16:00Z,73.00,28.17
2026-02-12T11:17:00Z,73.00,33.07
2026-02-12T11:18:00Z,69.00,30.00
2026-02-12T11:19:00Z,71.00,36.61
2026-02-12T11:20:00Z,71.00,32.00
2026-02-12T11:21:00Z,69.31,30.94
2026-02-12T11:22:00Z,75.35,24.73
2026-02-12T11:23:00Z,74.00,26.09
2026-02-12T11:24:00Z,68.00,32.41
2026-02-12T11:25:00Z,75.00,26.56
2026-02-12T11:26:00Z,69.00,33.00
2026-02-12T11:27:00Z,66.00,34.40
2026-02-12T11:28:00Z,68.00,33.00
2026-02-12T11:29:00Z,68.00,31.60
2026-02-12T11:30:00Z,62.70,39.17
2026-02-12T11:31:00Z,60.15,36.54
2026-02-12T11:32:00Z,52.07,44.88
2026-02-12T11:33:00Z,49.98,52.10
2026-02-12T11:34:00Z,56.69,47.00
2026-02-12T11:35:00Z,56.57,58.00
2026-02-12T11:36:00Z,52.33,43.00
2026-02-12T11:37:00Z,61.40,39.65
2026-02-12T11:38:00Z,61.40,36.00
2026-02-12T11:39:00Z,61.40,45.52
2026-02-12T11:40:00Z,61.40,42.00
2026-02-12T11:41:00Z,57.63,44.02
2026-02-12T11:42:00Z,47.87,54.10
2026-02-12T11:43:00Z,42.00,58.34
2026-02-12T11:44:00Z,41.96,60.56
2026-02-12T11:45:00Z,40.61,62.33
2026-02-12T11:46:00Z,38.02,62.33
2026-02-12T11:47:00Z,38.02,66.94
2026-02-12T11:48:00Z,32.15,69.20
2026-02-12T11:49:00Z,33.00,69.00
2026-02-12T11:50:00Z,31.81,71.11
2026-02-12T11:51:00Z,28.42,73.83
2026-02-12T11:52:00Z,27.51,73.65
2026-02-12T11:53:00Z,26.39,74.44
2026-02-12T11:54:00Z,27.51,77.43
2026-02-12T11:55:00Z,18.78,81.19
2026-02-12T11:56:00Z,15.91,85.32
2026-02-12T11:57:00Z,11.82,90.37
2026-02-12T11:58:00Z,9.07,94.00
2026-02-12T11:59:00Z,6.56,93.89
2026-02-12T12:00:00Z,9.11,92.27
2026-02-12T12:01:00Z,9.88,91.89
2026-02-12T12:02:00Z,7.51,93.47
2026-02-12T12:03:00Z,7.00,95.74
2026-02-12T12:04:00Z,7.43,95.15
2026-02-12T12:05:00Z,7.00,94.99
2026-02-12T12:06:00Z,7.00,95.15
2026-02-12T12:07:00Z,6.69,95.61
2026-02-12T12:08:00Z,3.90,97.98
2026-02-12T12:09:00Z,3.31,98.62
2026-02-12T12:10:00Z,1.17,98.37
2026-02-12T12:11:00Z,1.23,98.51
2026-02-12T12:12:00Z,2.00,98.97
2026-02-12T12:13:00Z,1.00,99.00
2026-02-12T12:14:00Z,1.62,99.00
2026-02-12T12:15:00Z,1.62,99.00
2026-02-12T12:16:00Z,1.62,99.00
2026-02-12T12:17:00Z,1.62,99.00
2026-02-12T12:18:00Z,1.00,99.00
2026-02-12T12:20:00Z,1.00,99.00
2026-02-12T12:22:00Z,1.00,99.00
