# event_ticker=KXATPCHALLENGERMATCH-26MAY12KOLZHA
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Zdenek Kolar
# fav_player=Zhizhen Zhang
# dog_player=Zdenek Kolar
# kalshi_date=2026-05-12
timestamp,Zdenek Kolar,Zhizhen Zhang
2026-05-12T17:22:00Z,48.00,54.00
2026-05-12T17:24:00Z,48.00,54.00
2026-05-12T17:25:00Z,48.00,54.00
2026-05-12T17:27:00Z,48.00,55.00
2026-05-12T17:28:00Z,48.00,53.09
2026-05-12T17:29:00Z,47.98,55.00
2026-05-12T17:30:00Z,48.00,52.38
2026-05-12T17:32:00Z,47.00,52.38
2026-05-12T17:33:00Z,47.38,52.38
2026-05-12T17:34:00Z,47.38,55.00
2026-05-12T17:36:00Z,47.38,55.00
2026-05-12T17:37:00Z,47.00,55.00
2026-05-12T17:38:00Z,47.00,54.91
2026-05-12T17:40:00Z,48.00,54.91
2026-05-12T17:44:00Z,50.00,50.40
2026-05-12T17:45:00Z,52.19,49.74
2026-05-12T17:46:00Z,46.82,53.19
2026-05-12T17:47:00Z,50.89,48.54
2026-05-12T17:48:00Z,50.89,54.93
2026-05-12T17:49:00Z,46.36,56.00
2026-05-12T17:50:00Z,48.82,53.01
2026-05-12T17:51:00Z,44.60,58.62
2026-05-12T17:52:00Z,40.07,63.02
2026-05-12T17:53:00Z,42.52,60.76
2026-05-12T17:54:00Z,47.09,54.79
2026-05-12T17:55:00Z,49.06,51.05
2026-05-12T17:56:00Z,53.57,48.63
2026-05-12T17:57:00Z,62.05,39.75
2026-05-12T17:58:00Z,64.94,37.00
2026-05-12T17:59:00Z,67.21,33.76
2026-05-12T18:00:00Z,68.55,31.00
2026-05-12T18:01:00Z,69.99,30.00
2026-05-12T18:02:00Z,68.00,32.00
2026-05-12T18:03:00Z,69.26,32.86
2026-05-12T18:04:00Z,68.84,32.42
2026-05-12T18:05:00Z,68.00,33.00
2026-05-12T18:06:00Z,61.81,34.84
2026-05-12T18:07:00Z,63.01,38.11
2026-05-12T18:08:00Z,68.87,34.39
2026-05-12T18:09:00Z,70.98,28.05
2026-05-12T18:10:00Z,73.21,28.00
2026-05-12T18:11:00Z,73.74,28.60
2026-05-12T18:12:00Z,72.01,29.00
2026-05-12T18:13:00Z,71.68,27.86
2026-05-12T18:14:00Z,72.64,28.01
2026-05-12T18:15:00Z,74.01,25.50
2026-05-12T18:16:00Z,73.08,27.19
2026-05-12T18:17:00Z,73.57,27.00
2026-05-12T18:18:00Z,77.58,20.23
2026-05-12T18:19:00Z,80.00,19.05
2026-05-12T18:20:00Z,78.42,21.99
2026-05-12T18:21:00Z,77.16,23.59
2026-05-12T18:22:00Z,76.69,23.76
2026-05-12T18:23:00Z,78.07,22.00
2026-05-12T18:24:00Z,77.95,25.80
2026-05-12T18:25:00Z,73.00,26.30
2026-05-12T18:26:00Z,73.42,26.67
2026-05-12T18:27:00Z,78.70,21.81
2026-05-12T18:28:00Z,81.00,19.98
2026-05-12T18:29:00Z,80.67,20.00
2026-05-12T18:30:00Z,81.97,21.17
2026-05-12T18:31:00Z,83.02,17.99
2026-05-12T18:32:00Z,84.00,16.79
2026-05-12T18:33:00Z,84.00,16.98
2026-05-12T18:34:00Z,85.45,15.61
2026-05-12T18:35:00Z,89.38,11.27
2026-05-12T18:36:00Z,91.27,8.17
2026-05-12T18:37:00Z,93.64,6.47
2026-05-12T18:38:00Z,93.93,8.26
2026-05-12T18:39:00Z,92.76,8.09
2026-05-12T18:40:00Z,95.62,5.84
2026-05-12T18:41:00Z,96.00,4.70
2026-05-12T18:42:00Z,95.14,4.97
2026-05-12T18:43:00Z,95.79,5.70
2026-05-12T18:44:00Z,95.93,5.16
2026-05-12T18:45:00Z,95.02,5.75
2026-05-12T18:46:00Z,95.74,5.72
2026-05-12T18:47:00Z,95.66,4.99
2026-05-12T18:48:00Z,97.00,3.36
2026-05-12T18:49:00Z,96.65,4.25
2026-05-12T18:50:00Z,96.39,4.09
2026-05-12T18:51:00Z,97.00,3.86
2026-05-12T18:52:00Z,97.06,2.12
2026-05-12T18:53:00Z,97.77,3.89
2026-05-12T18:54:00Z,96.02,3.00
2026-05-12T18:55:00Z,94.94,5.40
2026-05-12T18:56:00Z,92.54,8.22
2026-05-12T18:57:00Z,96.06,7.20
2026-05-12T18:58:00Z,91.39,7.76
2026-05-12T18:59:00Z,95.05,2.94
2026-05-12T19:00:00Z,93.88,7.48
2026-05-12T19:01:00Z,84.97,12.85
2026-05-12T19:02:00Z,83.55,16.32
2026-05-12T19:03:00Z,84.83,17.34
2026-05-12T19:04:00Z,83.03,18.06
2026-05-12T19:05:00Z,80.88,20.13
2026-05-12T19:06:00Z,80.12,20.31
2026-05-12T19:07:00Z,82.99,17.87
2026-05-12T19:08:00Z,84.34,15.94
2026-05-12T19:09:00Z,85.00,15.27
2026-05-12T19:10:00Z,83.32,18.63
2026-05-12T19:11:00Z,81.19,19.93
2026-05-12T19:12:00Z,83.31,18.22
2026-05-12T19:13:00Z,94.57,6.23
2026-05-12T19:14:00Z,99.00,1.00
2026-05-12T19:15:00Z,99.00,1.00
2026-05-12T19:16:00Z,99.00,1.00
2026-05-12T19:17:00Z,99.00,1.00
2026-05-12T19:18:00Z,99.00,1.00
2026-05-12T19:19:00Z,99.00,1.00
2026-05-12T19:21:00Z,99.00,1.00
2026-05-12T19:22:00Z,99.00,1.00
