# event_ticker=KXATPCHALLENGERMATCH-26MAY15TABLAJ
# final_score=4-6 7-5 6-4
# score_resolution=6-4 5-7 4-6
# match_winner=Alejandro Tabilo
# fav_player=Dusan Lajovic
# dog_player=Alejandro Tabilo
# kalshi_date=2026-05-15
timestamp,Alejandro Tabilo,Dusan Lajovic
2026-05-15T04:33:00Z,78.00,24.00
2026-05-15T04:40:00Z,78.00,24.00
2026-05-15T04:45:00Z,78.00,24.00
2026-05-15T04:53:00Z,78.00,23.00
2026-05-15T05:01:00Z,78.00,23.00
2026-05-15T05:12:00Z,78.00,23.00
2026-05-15T05:13:00Z,78.00,23.00
2026-05-15T05:17:00Z,78.00,23.00
2026-05-15T05:20:00Z,78.00,22.00
2026-05-15T05:21:00Z,79.00,22.00
2026-05-15T05:23:00Z,78.00,22.00
2026-05-15T05:25:00Z,79.00,22.00
2026-05-15T05:26:00Z,79.00,22.00
2026-05-15T05:32:00Z,79.00,22.00
2026-05-15T05:33:00Z,79.00,22.00
2026-05-15T05:35:00Z,79.00,22.00
2026-05-15T05:36:00Z,78.00,22.00
2026-05-15T05:38:00Z,78.00,22.00
2026-05-15T05:43:00Z,78.00,22.00
2026-05-15T05:58:00Z,79.00,22.00
2026-05-15T06:01:00Z,79.00,22.00
2026-05-15T06:06:00Z,79.00,22.00
2026-05-15T06:20:00Z,79.00,22.00
2026-05-15T06:24:00Z,79.00,22.00
2026-05-15T06:45:00Z,79.00,22.00
2026-05-15T06:47:00Z,79.00,21.00
2026-05-15T06:48:00Z,80.00,21.00
2026-05-15T06:52:00Z,80.00,21.00
2026-05-15T06:53:00Z,80.00,21.00
2026-05-15T07:02:00Z,80.00,21.00
2026-05-15T07:10:00Z,80.00,21.00
2026-05-15T07:11:00Z,80.00,21.00
2026-05-15T07:13:00Z,80.00,22.00
2026-05-15T07:14:00Z,80.00,22.00
2026-05-15T07:18:00Z,80.00,22.00
2026-05-15T07:42:00Z,80.00,22.00
2026-05-15T07:51:00Z,80.00,22.00
2026-05-15T08:09:00Z,80.00,22.00
2026-05-15T08:10:00Z,80.00,21.00
2026-05-15T08:25:00Z,80.00,21.00
2026-05-15T08:31:00Z,80.00,21.00
2026-05-15T08:36:00Z,80.00,21.00
2026-05-15T08:37:00Z,80.00,21.00
2026-05-15T08:40:00Z,80.00,21.00
2026-05-15T08:46:00Z,80.00,21.00
2026-05-15T08:48:00Z,80.00,21.00
2026-05-15T08:56:00Z,81.00,21.00
2026-05-15T09:00:00Z,81.00,21.00
2026-05-15T09:07:00Z,82.00,20.00
2026-05-15T09:09:00Z,82.00,21.00
2026-05-15T09:10:00Z,82.00,20.00
2026-05-15T09:11:00Z,82.00,17.72
2026-05-15T09:12:00Z,81.21,18.64
2026-05-15T09:13:00Z,78.00,22.57
2026-05-15T09:14:00Z,77.01,25.32
2026-05-15T09:15:00Z,76.07,23.90
2026-05-15T09:16:00Z,79.00,21.00
2026-05-15T09:17:00Z,80.42,20.00
2026-05-15T09:18:00Z,84.32,13.66
2026-05-15T09:19:00Z,87.00,13.02
2026-05-15T09:20:00Z,89.32,11.67
2026-05-15T09:21:00Z,89.32,11.38
2026-05-15T09:22:00Z,90.00,12.00
2026-05-15T09:24:00Z,91.00,10.00
2026-05-15T09:25:00Z,89.00,11.00
2026-05-15T09:26:00Z,88.00,12.98
2026-05-15T09:27:00Z,86.00,12.98
2026-05-15T09:28:00Z,89.00,12.00
2026-05-15T09:29:00Z,89.00,12.00
2026-05-15T09:30:00Z,89.00,12.40
2026-05-15T09:31:00Z,89.00,11.47
2026-05-15T09:32:00Z,89.00,11.00
2026-05-15T09:33:00Z,89.00,11.00
2026-05-15T09:34:00Z,90.00,11.00
2026-05-15T09:35:00Z,90.00,10.89
2026-05-15T09:36:00Z,90.00,11.05
2026-05-15T09:37:00Z,88.00,13.30
2026-05-15T09:38:00Z,88.00,12.89
2026-05-15T09:39:00Z,86.47,14.97
2026-05-15T09:40:00Z,83.00,17.16
2026-05-15T09:41:00Z,78.10,23.27
2026-05-15T09:42:00Z,77.56,25.00
2026-05-15T09:43:00Z,73.70,25.87
2026-05-15T09:44:00Z,72.00,29.43
2026-05-15T09:45:00Z,70.00,29.61
2026-05-15T09:46:00Z,69.26,31.66
2026-05-15T09:47:00Z,65.02,35.51
2026-05-15T09:48:00Z,54.82,47.35
2026-05-15T09:49:00Z,50.99,50.00
2026-05-15T09:50:00Z,50.12,51.93
2026-05-15T09:51:00Z,43.56,54.33
2026-05-15T09:52:00Z,40.81,58.81
2026-05-15T09:53:00Z,39.07,60.96
2026-05-15T09:54:00Z,38.65,61.18
2026-05-15T09:55:00Z,39.34,60.46
2026-05-15T09:56:00Z,43.42,58.63
2026-05-15T09:57:00Z,44.96,56.00
2026-05-15T09:58:00Z,48.58,50.01
2026-05-15T09:59:00Z,49.70,51.73
2026-05-15T10:00:00Z,51.93,44.96
2026-05-15T10:01:00Z,48.42,49.82
2026-05-15T10:02:00Z,55.95,40.21
2026-05-15T10:03:00Z,61.74,39.62
2026-05-15T10:04:00Z,60.99,40.42
2026-05-15T10:05:00Z,62.22,37.60
2026-05-15T10:06:00Z,63.00,37.00
2026-05-15T10:07:00Z,65.44,37.00
2026-05-15T10:08:00Z,66.24,34.10
2026-05-15T10:09:00Z,67.15,34.10
2026-05-15T10:10:00Z,69.63,30.87
2026-05-15T10:11:00Z,70.50,30.01
2026-05-15T10:12:00Z,69.54,30.50
2026-05-15T10:13:00Z,66.56,34.00
2026-05-15T10:14:00Z,64.73,36.93
2026-05-15T10:15:00Z,65.00,36.48
2026-05-15T10:16:00Z,63.60,36.19
2026-05-15T10:17:00Z,64.84,34.00
2026-05-15T10:18:00Z,64.08,35.68
2026-05-15T10:19:00Z,67.69,35.00
2026-05-15T10:20:00Z,67.07,32.69
2026-05-15T10:21:00Z,70.00,32.00
2026-05-15T10:22:00Z,70.00,31.07
2026-05-15T10:23:00Z,69.46,32.13
2026-05-15T10:24:00Z,67.00,34.05
2026-05-15T10:25:00Z,66.35,35.00
2026-05-15T10:26:00Z,63.98,35.66
2026-05-15T10:27:00Z,61.66,37.00
2026-05-15T10:28:00Z,61.00,38.73
2026-05-15T10:29:00Z,66.06,38.73
2026-05-15T10:30:00Z,63.24,38.73
2026-05-15T10:31:00Z,61.24,38.54
2026-05-15T10:32:00Z,52.70,49.34
2026-05-15T10:33:00Z,43.05,56.94
2026-05-15T10:34:00Z,42.96,57.24
2026-05-15T10:35:00Z,37.46,63.14
2026-05-15T10:36:00Z,37.66,63.61
2026-05-15T10:37:00Z,38.16,63.08
2026-05-15T10:38:00Z,34.10,70.62
2026-05-15T10:39:00Z,16.78,83.54
2026-05-15T10:40:00Z,13.13,82.58
2026-05-15T10:41:00Z,28.60,66.62
2026-05-15T10:42:00Z,41.06,61.08
2026-05-15T10:43:00Z,42.80,57.99
2026-05-15T10:44:00Z,47.05,55.48
2026-05-15T10:45:00Z,55.47,45.15
2026-05-15T10:46:00Z,56.46,43.60
2026-05-15T10:47:00Z,56.73,44.30
2026-05-15T10:48:00Z,54.12,46.72
2026-05-15T10:49:00Z,54.05,45.82
2026-05-15T10:50:00Z,58.13,34.02
2026-05-15T10:51:00Z,67.38,31.40
2026-05-15T10:52:00Z,69.80,30.98
2026-05-15T10:53:00Z,70.87,29.73
2026-05-15T10:54:00Z,73.55,27.92
2026-05-15T10:55:00Z,74.53,25.99
2026-05-15T10:56:00Z,74.11,26.29
2026-05-15T10:57:00Z,69.82,30.63
2026-05-15T10:58:00Z,68.66,31.50
2026-05-15T10:59:00Z,67.80,32.15
2026-05-15T11:00:00Z,71.32,28.92
2026-05-15T11:01:00Z,73.50,27.36
2026-05-15T11:02:00Z,74.00,27.00
2026-05-15T11:03:00Z,74.08,27.52
2026-05-15T11:04:00Z,71.60,30.55
2026-05-15T11:05:00Z,72.03,31.77
2026-05-15T11:06:00Z,69.31,33.67
2026-05-15T11:07:00Z,66.29,32.91
2026-05-15T11:08:00Z,70.32,30.08
2026-05-15T11:09:00Z,71.96,29.04
2026-05-15T11:10:00Z,70.78,28.81
2026-05-15T11:11:00Z,72.46,28.00
2026-05-15T11:12:00Z,73.27,28.16
2026-05-15T11:13:00Z,79.00,18.82
2026-05-15T11:14:00Z,78.15,22.40
2026-05-15T11:15:00Z,66.67,33.41
2026-05-15T11:16:00Z,64.39,36.44
2026-05-15T11:17:00Z,69.35,30.56
2026-05-15T11:18:00Z,71.64,28.89
2026-05-15T11:19:00Z,71.59,29.00
2026-05-15T11:20:00Z,70.58,29.31
2026-05-15T11:21:00Z,68.26,35.20
2026-05-15T11:22:00Z,71.88,30.52
2026-05-15T11:23:00Z,64.89,36.19
2026-05-15T11:24:00Z,62.28,39.36
2026-05-15T11:25:00Z,61.64,38.16
2026-05-15T11:26:00Z,68.72,31.51
2026-05-15T11:27:00Z,65.84,38.20
2026-05-15T11:28:00Z,48.54,51.68
2026-05-15T11:29:00Z,62.34,40.47
2026-05-15T11:30:00Z,68.50,33.26
2026-05-15T11:31:00Z,69.60,30.98
2026-05-15T11:32:00Z,68.47,33.50
2026-05-15T11:33:00Z,78.65,23.10
2026-05-15T11:34:00Z,89.63,9.61
2026-05-15T11:35:00Z,85.25,13.75
2026-05-15T11:36:00Z,98.11,4.38
2026-05-15T11:37:00Z,99.00,4.38
