# event_ticker=KXATPMATCH-25OCT27MULNAK
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Alexandre Muller
# fav_player=Brandon Nakashima
# dog_player=Alexandre Muller
# kalshi_date=2025-10-27
timestamp,Brandon Nakashima,Alexandre Muller
2025-10-27T05:56:00Z,77.00,
2025-10-27T06:28:00Z,77.00,
2025-10-27T07:24:00Z,77.00,
2025-10-27T07:49:00Z,77.00,
2025-10-27T08:35:00Z,77.00,24.00
2025-10-27T08:48:00Z,77.00,24.00
2025-10-27T09:24:00Z,77.00,24.00
2025-10-27T09:54:00Z,77.00,24.00
2025-10-27T10:12:00Z,77.00,24.00
2025-10-27T11:02:00Z,77.00,24.00
2025-10-27T11:28:00Z,77.00,24.00
2025-10-27T11:58:00Z,77.00,24.00
2025-10-27T11:59:00Z,77.00,24.00
2025-10-27T12:18:00Z,77.00,24.00
2025-10-27T12:34:00Z,77.00,24.00
2025-10-27T12:36:00Z,77.00,23.00
2025-10-27T12:42:00Z,77.00,23.00
2025-10-27T12:46:00Z,77.00,24.00
2025-10-27T12:47:00Z,77.00,24.00
2025-10-27T12:49:00Z,77.00,24.00
2025-10-27T12:53:00Z,77.00,24.00
2025-10-27T12:55:00Z,77.00,24.00
2025-10-27T13:04:00Z,77.00,24.00
2025-10-27T13:05:00Z,77.00,24.00
2025-10-27T13:07:00Z,77.00,24.00
2025-10-27T13:14:00Z,77.00,24.00
2025-10-27T13:17:00Z,77.00,24.00
2025-10-27T13:19:00Z,77.00,24.00
2025-10-27T13:20:00Z,77.00,24.00
2025-10-27T13:27:00Z,77.00,24.00
2025-10-27T13:40:00Z,77.00,24.00
2025-10-27T13:42:00Z,77.00,24.00
2025-10-27T13:43:00Z,77.00,24.00
2025-10-27T13:44:00Z,77.00,24.00
2025-10-27T13:47:00Z,77.00,24.00
2025-10-27T13:49:00Z,77.00,24.00
2025-10-27T13:50:00Z,77.00,24.00
2025-10-27T13:54:00Z,77.00,24.00
2025-10-27T13:56:00Z,77.00,24.00
2025-10-27T13:58:00Z,77.00,24.00
2025-10-27T14:01:00Z,77.00,24.00
2025-10-27T14:03:00Z,77.00,24.00
2025-10-27T14:06:00Z,77.00,24.00
2025-10-27T14:08:00Z,77.00,24.00
2025-10-27T14:12:00Z,77.00,24.00
2025-10-27T14:17:00Z,77.00,24.00
2025-10-27T14:18:00Z,77.00,24.00
2025-10-27T14:20:00Z,77.00,24.00
2025-10-27T14:23:00Z,77.00,24.00
