# event_ticker=KXATPMATCH-26FEB04GRICAR
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tallon Griekspoor
# fav_player=Pablo Carreno Busta
# dog_player=Tallon Griekspoor
# kalshi_date=2026-02-04
timestamp,Pablo Carreno Busta,Tallon Griekspoor
2026-02-05T01:54:00Z,,59.00
2026-02-05T01:56:00Z,,59.00
2026-02-05T02:02:00Z,,59.00
2026-02-05T02:06:00Z,42.00,59.00
2026-02-05T02:07:00Z,43.00,59.00
2026-02-05T02:20:00Z,41.00,59.00
2026-02-05T03:06:00Z,41.50,59.00
2026-02-05T03:07:00Z,41.50,59.00
2026-02-05T03:14:00Z,42.00,59.00
2026-02-05T03:16:00Z,42.00,59.00
2026-02-05T03:22:00Z,42.00,59.00
2026-02-05T03:27:00Z,42.00,59.00
2026-02-05T03:33:00Z,42.00,59.00
2026-02-05T03:45:00Z,42.00,59.00
2026-02-05T03:48:00Z,42.00,59.00
2026-02-05T03:53:00Z,42.00,59.00
2026-02-05T03:55:00Z,42.00,59.00
2026-02-05T03:59:00Z,42.00,59.00
2026-02-05T04:00:00Z,43.00,59.00
2026-02-05T04:01:00Z,43.00,58.00
2026-02-05T04:05:00Z,43.00,58.00
2026-02-05T04:14:00Z,43.00,58.00
2026-02-05T04:20:00Z,43.00,58.00
2026-02-05T04:25:00Z,43.00,58.86
2026-02-05T04:29:00Z,42.00,58.86
2026-02-05T04:34:00Z,42.00,59.51
2026-02-05T04:36:00Z,42.00,60.00
2026-02-05T04:41:00Z,42.00,59.00
2026-02-05T04:45:00Z,42.00,59.75
2026-02-05T04:51:00Z,42.00,60.00
2026-02-05T04:55:00Z,42.00,59.00
2026-02-05T04:57:00Z,42.00,59.96
2026-02-05T04:58:00Z,42.00,60.00
2026-02-05T05:04:00Z,42.00,60.00
2026-02-05T05:05:00Z,42.00,60.00
2026-02-05T05:08:00Z,42.00,60.00
2026-02-05T05:10:00Z,41.00,60.00
2026-02-05T05:11:00Z,41.00,60.00
2026-02-05T05:14:00Z,41.00,60.00
2026-02-05T05:16:00Z,41.00,60.00
2026-02-05T05:19:00Z,41.00,60.00
2026-02-05T05:23:00Z,42.00,60.00
2026-02-05T05:28:00Z,42.00,60.00
2026-02-05T05:30:00Z,42.00,60.00
2026-02-05T05:31:00Z,42.00,60.00
2026-02-05T05:34:00Z,42.00,60.00
2026-02-05T05:36:00Z,42.00,60.00
2026-02-05T05:38:00Z,42.00,60.00
2026-02-05T05:40:00Z,42.00,60.00
2026-02-05T05:41:00Z,42.00,60.00
2026-02-05T05:42:00Z,42.00,60.00
2026-02-05T05:44:00Z,42.00,60.00
2026-02-05T05:45:00Z,42.00,60.00
2026-02-05T05:46:00Z,42.00,60.00
2026-02-05T05:50:00Z,42.00,60.00
2026-02-05T05:51:00Z,40.01,60.00
2026-02-05T05:52:00Z,40.01,60.00
2026-02-05T05:53:00Z,40.01,60.90
2026-02-05T05:54:00Z,41.00,60.31
2026-02-05T05:55:00Z,41.00,60.00
2026-02-05T05:56:00Z,41.00,60.00
2026-02-05T05:58:00Z,41.00,60.00
2026-02-05T06:03:00Z,41.00,60.00
2026-02-05T06:04:00Z,41.00,60.00
2026-02-05T06:06:00Z,42.35,59.04
2026-02-05T06:07:00Z,42.87,59.04
2026-02-05T06:08:00Z,42.87,59.00
2026-02-05T06:09:00Z,42.00,59.00
2026-02-05T06:10:00Z,41.00,59.00
2026-02-05T06:11:00Z,41.00,59.00
2026-02-05T06:12:00Z,41.00,59.00
2026-02-05T06:13:00Z,42.00,59.00
2026-02-05T06:14:00Z,42.00,59.00
2026-02-05T06:15:00Z,42.00,59.00
2026-02-05T06:16:00Z,40.00,59.00
2026-02-05T06:17:00Z,42.00,60.00
2026-02-05T06:18:00Z,41.00,60.00
2026-02-05T06:19:00Z,41.21,60.00
2026-02-05T06:20:00Z,41.21,60.00
2026-02-05T06:21:00Z,41.21,59.11
2026-02-05T06:22:00Z,41.00,60.00
2026-02-05T06:23:00Z,41.00,60.92
2026-02-05T06:24:00Z,41.00,60.00
2026-02-05T06:25:00Z,41.00,60.94
2026-02-05T06:27:00Z,41.00,60.98
2026-02-05T06:28:00Z,41.00,61.00
2026-02-05T06:29:00Z,41.00,61.00
2026-02-05T06:30:00Z,41.00,61.00
2026-02-05T06:31:00Z,41.00,61.00
2026-02-05T06:33:00Z,41.00,59.00
2026-02-05T06:37:00Z,41.00,60.00
2026-02-05T06:38:00Z,41.00,60.00
2026-02-05T06:39:00Z,41.00,60.00
2026-02-05T06:40:00Z,41.00,60.11
2026-02-05T06:41:00Z,41.00,61.00
2026-02-05T06:42:00Z,41.00,60.00
2026-02-05T06:43:00Z,41.00,60.00
2026-02-05T06:44:00Z,41.00,60.00
2026-02-05T06:46:00Z,41.00,60.00
2026-02-05T06:47:00Z,41.00,60.00
2026-02-05T06:48:00Z,41.00,60.00
2026-02-05T06:49:00Z,41.00,60.00
2026-02-05T06:50:00Z,41.00,60.00
2026-02-05T06:51:00Z,41.00,60.00
2026-02-05T06:54:00Z,41.00,60.00
2026-02-05T06:56:00Z,41.00,60.00
2026-02-05T06:57:00Z,41.00,60.10
2026-02-05T06:58:00Z,41.00,61.00
2026-02-05T06:59:00Z,41.00,61.00
2026-02-05T07:00:00Z,41.00,59.81
2026-02-05T07:02:00Z,41.00,59.81
2026-02-05T07:03:00Z,41.00,60.00
2026-02-05T07:04:00Z,41.00,60.19
2026-02-05T07:06:00Z,41.00,60.00
2026-02-05T07:09:00Z,41.00,60.00
2026-02-05T07:10:00Z,41.00,59.99
2026-02-05T07:11:00Z,41.00,61.00
2026-02-05T07:12:00Z,41.00,61.00
2026-02-05T07:16:00Z,41.00,60.00
