# event_ticker=KXATPCHALLENGERMATCH-26FEB17SEKKUZ
# final_score=6-4 7-5
# match_winner=Dimitar Kuzmanov
# fav_player=Dimitar Kuzmanov
# dog_player=Philip Sekulic
# kalshi_date=2026-02-17
timestamp,Dimitar Kuzmanov,Philip Sekulic
2026-02-16T23:03:00Z,58.00,
2026-02-17T00:03:00Z,57.00,
2026-02-17T01:44:00Z,57.00,45.00
2026-02-17T02:10:00Z,57.00,45.00
2026-02-17T02:25:00Z,57.00,45.00
2026-02-17T03:03:00Z,57.00,45.00
2026-02-17T03:14:00Z,58.00,45.00
2026-02-17T03:16:00Z,58.00,45.00
2026-02-17T03:21:00Z,58.00,45.00
2026-02-17T03:53:00Z,58.00,45.00
2026-02-17T04:03:00Z,58.00,45.00
2026-02-17T04:19:00Z,59.00,45.00
2026-02-17T04:21:00Z,59.00,45.00
2026-02-17T04:27:00Z,59.00,45.00
2026-02-17T04:30:00Z,59.00,45.00
2026-02-17T04:34:00Z,59.00,45.00
2026-02-17T04:35:00Z,59.00,45.00
2026-02-17T04:37:00Z,59.00,43.00
2026-02-17T04:40:00Z,59.00,43.00
2026-02-17T04:43:00Z,59.00,43.00
2026-02-17T04:46:00Z,59.00,43.00
2026-02-17T04:52:00Z,59.00,43.00
2026-02-17T04:58:00Z,59.00,43.00
2026-02-17T05:00:00Z,59.00,43.00
2026-02-17T05:01:00Z,59.00,43.00
2026-02-17T05:02:00Z,59.00,43.00
2026-02-17T05:03:00Z,59.00,43.00
2026-02-17T05:16:00Z,59.00,43.00
2026-02-17T05:32:00Z,59.00,43.00
2026-02-17T05:41:00Z,59.00,43.00
2026-02-17T05:43:00Z,59.00,43.00
2026-02-17T05:46:00Z,59.00,41.00
2026-02-17T06:09:00Z,59.00,41.00
2026-02-17T06:10:00Z,59.00,41.00
2026-02-17T06:12:00Z,59.00,41.00
2026-02-17T06:14:00Z,57.97,41.00
2026-02-17T06:17:00Z,59.00,41.00
2026-02-17T06:27:00Z,59.00,41.00
2026-02-17T06:29:00Z,59.00,41.00
2026-02-17T06:35:00Z,59.00,41.00
2026-02-17T06:38:00Z,59.00,41.00
2026-02-17T06:40:00Z,59.00,41.00
2026-02-17T06:42:00Z,58.83,45.48
2026-02-17T06:44:00Z,57.00,45.48
2026-02-17T06:46:00Z,57.00,45.48
2026-02-17T06:48:00Z,57.00,45.00
2026-02-17T06:49:00Z,57.00,45.00
2026-02-17T06:53:00Z,57.00,45.00
2026-02-17T06:58:00Z,56.00,45.00
2026-02-17T06:59:00Z,56.00,45.00
2026-02-17T07:01:00Z,56.00,45.00
2026-02-17T07:07:00Z,56.00,45.00
2026-02-17T07:08:00Z,56.00,45.00
2026-02-17T07:15:00Z,56.00,45.00
2026-02-17T07:18:00Z,56.80,45.00
2026-02-17T07:47:00Z,57.00,45.00
2026-02-17T07:59:00Z,56.00,45.00
2026-02-17T08:07:00Z,57.00,45.00
2026-02-17T08:19:00Z,57.00,44.00
2026-02-17T08:25:00Z,57.00,44.00
2026-02-17T08:29:00Z,57.00,45.00
2026-02-17T08:30:00Z,57.00,45.00
2026-02-17T08:31:00Z,57.00,45.00
2026-02-17T08:37:00Z,57.00,45.00
2026-02-17T08:38:00Z,57.00,45.00
2026-02-17T08:39:00Z,57.00,45.00
2026-02-17T08:43:00Z,57.00,45.00
2026-02-17T08:44:00Z,57.00,45.00
2026-02-17T08:47:00Z,57.00,45.00
2026-02-17T08:49:00Z,57.00,45.00
2026-02-17T08:51:00Z,57.00,45.00
2026-02-17T08:52:00Z,57.00,45.00
2026-02-17T08:54:00Z,57.00,45.00
2026-02-17T08:57:00Z,58.00,45.00
2026-02-17T08:58:00Z,58.00,45.00
2026-02-17T08:59:00Z,58.00,45.00
2026-02-17T09:00:00Z,58.00,45.00
2026-02-17T09:01:00Z,58.00,45.00
2026-02-17T09:03:00Z,58.00,45.00
2026-02-17T09:05:00Z,58.00,45.00
2026-02-17T09:06:00Z,58.00,45.00
2026-02-17T09:08:00Z,58.00,45.00
2026-02-17T09:10:00Z,58.00,45.00
2026-02-17T09:20:00Z,58.00,45.00
2026-02-17T09:23:00Z,58.00,45.00
2026-02-17T09:26:00Z,58.00,45.00
2026-02-17T09:30:00Z,58.00,45.00
2026-02-17T09:31:00Z,58.00,45.00
2026-02-17T09:32:00Z,58.00,45.00
2026-02-17T09:33:00Z,58.80,45.00
2026-02-17T09:38:00Z,58.80,44.00
2026-02-17T09:40:00Z,59.00,44.00
2026-02-17T09:42:00Z,59.00,44.00
2026-02-17T09:44:00Z,59.00,41.00
2026-02-17T09:48:00Z,59.00,44.00
2026-02-17T09:53:00Z,59.00,44.00
2026-02-17T09:56:00Z,59.00,44.00
2026-02-17T09:57:00Z,59.00,44.20
2026-02-17T10:00:00Z,59.00,44.98
2026-02-17T10:01:00Z,59.00,45.00
2026-02-17T10:05:00Z,59.00,45.00
2026-02-17T10:07:00Z,59.00,45.00
2026-02-17T10:08:00Z,59.00,45.00
2026-02-17T10:10:00Z,59.00,45.00
2026-02-17T10:11:00Z,59.00,44.49
2026-02-17T10:12:00Z,59.00,44.00
2026-02-17T10:16:00Z,59.00,44.00
