# event_ticker=KXATPCHALLENGERMATCH-26FEB17SEKKUZ
# final_score=6-4 7-5
# match_winner=Dimitar Kuzmanov
# fav_player=Dimitar Kuzmanov
# dog_player=Philip Sekulic
# kalshi_date=2026-02-17
timestamp,Dimitar Kuzmanov,Philip Sekulic
2026-02-17T10:19:00Z,59.00,43.00
2026-02-17T10:20:00Z,60.00,43.00
2026-02-17T10:21:00Z,60.00,43.00
2026-02-17T10:23:00Z,60.97,43.00
2026-02-17T10:24:00Z,60.00,43.00
2026-02-17T10:25:00Z,60.00,43.00
2026-02-17T10:27:00Z,60.64,43.00
2026-02-17T10:28:00Z,61.11,42.00
2026-02-17T10:29:00Z,58.97,41.78
2026-02-17T10:30:00Z,61.00,42.00
2026-02-17T10:31:00Z,61.17,42.00
2026-02-17T10:32:00Z,61.66,40.00
2026-02-17T10:33:00Z,61.00,40.64
2026-02-17T10:34:00Z,58.35,40.00
2026-02-17T10:35:00Z,62.00,40.52
2026-02-17T10:36:00Z,60.45,39.73
2026-02-17T10:37:00Z,60.45,43.08
2026-02-17T10:38:00Z,56.05,46.93
2026-02-17T10:39:00Z,56.00,46.40
2026-02-17T10:40:00Z,57.11,43.69
2026-02-17T10:41:00Z,56.25,44.47
2026-02-17T10:42:00Z,54.22,44.47
2026-02-17T10:43:00Z,58.00,44.47
2026-02-17T10:44:00Z,58.00,43.00
2026-02-17T10:45:00Z,56.90,48.65
2026-02-17T10:46:00Z,57.39,44.00
2026-02-17T10:47:00Z,61.24,44.00
2026-02-17T10:48:00Z,64.99,35.00
2026-02-17T10:49:00Z,58.31,42.43
2026-02-17T10:50:00Z,55.00,46.94
2026-02-17T10:51:00Z,55.00,45.00
2026-02-17T10:52:00Z,54.00,45.00
2026-02-17T10:54:00Z,56.00,44.16
2026-02-17T10:55:00Z,55.00,44.16
2026-02-17T10:56:00Z,64.89,44.16
2026-02-17T10:57:00Z,57.01,42.45
2026-02-17T10:58:00Z,54.14,42.45
2026-02-17T10:59:00Z,54.00,48.98
2026-02-17T11:00:00Z,56.00,46.56
2026-02-17T11:01:00Z,56.00,47.00
2026-02-17T11:02:00Z,56.70,47.00
2026-02-17T11:03:00Z,58.00,47.00
2026-02-17T11:04:00Z,54.28,46.01
2026-02-17T11:05:00Z,52.85,46.64
2026-02-17T11:06:00Z,53.60,46.00
2026-02-17T11:08:00Z,54.00,46.00
2026-02-17T11:09:00Z,55.79,45.00
2026-02-17T11:10:00Z,54.78,45.00
2026-02-17T11:11:00Z,51.00,51.46
2026-02-17T11:12:00Z,54.00,49.00
2026-02-17T11:13:00Z,56.96,45.01
2026-02-17T11:14:00Z,58.12,40.55
2026-02-17T11:15:00Z,67.91,38.79
2026-02-17T11:16:00Z,75.12,22.37
2026-02-17T11:17:00Z,77.78,23.00
2026-02-17T11:18:00Z,77.00,23.93
2026-02-17T11:19:00Z,80.00,21.00
2026-02-17T11:20:00Z,79.41,20.60
2026-02-17T11:21:00Z,82.74,20.60
2026-02-17T11:22:00Z,78.78,21.36
2026-02-17T11:23:00Z,79.42,22.50
2026-02-17T11:24:00Z,84.28,19.00
2026-02-17T11:25:00Z,83.67,19.67
2026-02-17T11:26:00Z,89.80,12.75
2026-02-17T11:27:00Z,86.85,13.97
2026-02-17T11:28:00Z,84.00,17.38
2026-02-17T11:29:00Z,83.22,14.95
2026-02-17T11:30:00Z,85.00,13.72
2026-02-17T11:31:00Z,84.81,16.00
2026-02-17T11:32:00Z,84.81,16.00
2026-02-17T11:33:00Z,83.00,16.74
2026-02-17T11:34:00Z,84.11,16.86
2026-02-17T11:35:00Z,85.00,13.96
2026-02-17T11:36:00Z,87.51,14.08
2026-02-17T11:38:00Z,87.51,7.70
2026-02-17T11:39:00Z,89.46,10.91
2026-02-17T11:40:00Z,88.00,12.00
2026-02-17T11:41:00Z,90.00,13.13
2026-02-17T11:42:00Z,82.00,17.17
2026-02-17T11:43:00Z,80.00,19.09
2026-02-17T11:44:00Z,81.00,20.00
2026-02-17T11:45:00Z,81.00,20.00
2026-02-17T11:46:00Z,79.26,22.34
2026-02-17T11:47:00Z,81.13,22.34
2026-02-17T11:48:00Z,81.00,24.96
2026-02-17T11:49:00Z,81.00,24.98
2026-02-17T11:50:00Z,84.88,20.00
2026-02-17T11:51:00Z,87.87,13.08
2026-02-17T11:52:00Z,93.81,10.02
2026-02-17T11:53:00Z,84.47,14.44
2026-02-17T11:54:00Z,90.82,8.27
2026-02-17T11:55:00Z,91.07,7.98
2026-02-17T11:56:00Z,93.11,8.00
2026-02-17T11:57:00Z,96.00,4.00
2026-02-17T11:58:00Z,95.96,5.63
2026-02-17T11:59:00Z,94.76,7.00
2026-02-17T12:00:00Z,90.74,12.07
2026-02-17T12:01:00Z,88.32,16.00
2026-02-17T12:02:00Z,79.13,18.01
2026-02-17T12:03:00Z,81.77,17.96
2026-02-17T12:04:00Z,88.35,11.94
2026-02-17T12:05:00Z,86.23,17.03
2026-02-17T12:06:00Z,79.00,21.64
2026-02-17T12:07:00Z,74.18,21.64
2026-02-17T12:08:00Z,77.69,22.20
2026-02-17T12:09:00Z,79.04,20.25
2026-02-17T12:10:00Z,82.00,19.07
2026-02-17T12:11:00Z,83.02,15.12
2026-02-17T12:12:00Z,82.42,17.41
2026-02-17T12:13:00Z,80.51,18.18
2026-02-17T12:14:00Z,79.72,20.29
2026-02-17T12:15:00Z,81.65,18.10
2026-02-17T12:16:00Z,81.62,21.83
2026-02-17T12:17:00Z,86.09,11.96
2026-02-17T12:18:00Z,84.65,17.99
2026-02-17T12:19:00Z,77.37,24.43
2026-02-17T12:20:00Z,77.00,24.40
2026-02-17T12:21:00Z,77.01,20.99
2026-02-17T12:22:00Z,82.59,18.15
2026-02-17T12:23:00Z,80.60,25.87
2026-02-17T12:24:00Z,83.05,17.66
2026-02-17T12:25:00Z,84.23,17.49
2026-02-17T12:26:00Z,89.44,9.98
2026-02-17T12:27:00Z,88.92,12.16
2026-02-17T12:28:00Z,86.22,14.15
2026-02-17T12:29:00Z,95.06,5.70
2026-02-17T12:30:00Z,95.89,5.07
2026-02-17T12:31:00Z,96.84,2.48
2026-02-17T12:32:00Z,98.94,1.00
2026-02-17T12:33:00Z,99.00,1.00
2026-02-17T12:34:00Z,99.00,1.00
2026-02-17T12:35:00Z,99.00,1.00
2026-02-17T12:36:00Z,99.00,1.00
2026-02-17T12:37:00Z,99.00,1.00
2026-02-17T12:38:00Z,99.00,1.00
2026-02-17T12:39:00Z,99.00,1.00
2026-02-17T12:40:00Z,99.00,1.00
2026-02-17T12:42:00Z,99.00,1.00
