# event_ticker=KXATPCHALLENGERMATCH-26APR15RYBBOS
# final_score=2-6 7-5 7-5
# score_resolution=6-2 5-7 5-7
# match_winner=Pedro Boscardin Dias
# fav_player=Alex Rybakov
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-04-15
timestamp,Alex Rybakov,Pedro Boscardin Dias
2026-04-15T08:33:00Z,,54.00
2026-04-15T08:57:00Z,,54.00
2026-04-15T09:25:00Z,,55.00
2026-04-15T09:26:00Z,,58.00
2026-04-15T09:27:00Z,42.00,58.00
2026-04-15T10:23:00Z,42.00,58.00
2026-04-15T11:23:00Z,42.00,58.00
2026-04-15T11:42:00Z,42.00,58.00
2026-04-15T11:57:00Z,42.00,58.00
2026-04-15T12:17:00Z,42.00,58.00
2026-04-15T12:21:00Z,42.00,56.00
2026-04-15T13:13:00Z,42.00,58.00
2026-04-15T13:37:00Z,42.00,58.00
2026-04-15T13:49:00Z,43.00,58.00
2026-04-15T13:50:00Z,43.00,58.00
2026-04-15T14:10:00Z,43.00,57.00
2026-04-15T14:13:00Z,43.00,57.00
2026-04-15T14:50:00Z,43.00,57.00
2026-04-15T15:07:00Z,43.00,57.17
2026-04-15T15:09:00Z,43.00,58.00
2026-04-15T15:13:00Z,43.00,58.00
2026-04-15T15:27:00Z,43.00,58.00
2026-04-15T15:28:00Z,43.00,58.00
2026-04-15T15:36:00Z,43.00,58.00
2026-04-15T15:42:00Z,43.00,57.00
2026-04-15T16:15:00Z,42.00,57.00
2026-04-15T16:18:00Z,43.00,57.00
2026-04-15T16:19:00Z,43.00,58.00
2026-04-15T16:30:00Z,43.00,56.00
2026-04-15T16:38:00Z,43.00,58.00
2026-04-15T16:45:00Z,43.00,58.00
2026-04-15T16:52:00Z,43.00,58.00
2026-04-15T16:55:00Z,43.00,57.00
2026-04-15T17:00:00Z,43.00,58.00
2026-04-15T17:02:00Z,43.00,58.00
2026-04-15T17:14:00Z,43.00,58.00
2026-04-15T17:15:00Z,44.00,58.00
2026-04-15T17:18:00Z,44.00,58.00
2026-04-15T17:20:00Z,44.00,56.00
2026-04-15T17:27:00Z,44.00,58.00
2026-04-15T17:29:00Z,44.00,58.00
2026-04-15T17:30:00Z,44.00,58.00
2026-04-15T17:33:00Z,44.00,58.00
2026-04-15T17:37:00Z,44.00,58.00
2026-04-15T17:38:00Z,44.00,56.00
2026-04-15T17:42:00Z,44.00,56.00
2026-04-15T17:43:00Z,44.00,58.00
2026-04-15T17:44:00Z,44.00,56.00
2026-04-15T17:48:00Z,44.00,58.99
2026-04-15T17:50:00Z,44.00,58.62
2026-04-15T17:51:00Z,44.00,58.62
2026-04-15T17:54:00Z,44.00,58.00
2026-04-15T17:55:00Z,44.00,58.76
2026-04-15T18:01:00Z,44.00,58.76
2026-04-15T18:02:00Z,44.00,59.00
2026-04-15T18:06:00Z,44.00,59.00
2026-04-15T18:08:00Z,44.97,59.00
2026-04-15T18:10:00Z,44.00,59.00
2026-04-15T18:11:00Z,44.94,59.00
2026-04-15T18:17:00Z,44.94,59.00
2026-04-15T18:20:00Z,44.94,59.00
2026-04-15T18:21:00Z,44.00,59.00
2026-04-15T18:27:00Z,44.00,59.00
2026-04-15T18:28:00Z,44.00,59.00
2026-04-15T18:30:00Z,44.00,59.00
2026-04-15T18:31:00Z,44.00,58.00
2026-04-15T18:34:00Z,44.00,58.99
2026-04-15T18:43:00Z,44.00,58.97
2026-04-15T18:45:00Z,44.00,58.95
2026-04-15T18:47:00Z,44.00,58.00
2026-04-15T18:48:00Z,45.00,58.77
2026-04-15T18:49:00Z,45.00,58.77
2026-04-15T18:50:00Z,45.00,59.00
2026-04-15T18:53:00Z,45.00,59.00
2026-04-15T18:54:00Z,45.00,59.00
2026-04-15T18:57:00Z,45.00,59.00
2026-04-15T18:58:00Z,45.00,59.00
2026-04-15T18:59:00Z,45.00,59.00
2026-04-15T19:00:00Z,45.00,59.00
2026-04-15T19:01:00Z,45.00,59.00
2026-04-15T19:02:00Z,45.00,59.00
2026-04-15T19:03:00Z,45.00,59.00
2026-04-15T19:05:00Z,45.00,58.50
2026-04-15T19:06:00Z,45.00,59.00
2026-04-15T19:07:00Z,45.00,59.00
2026-04-15T19:08:00Z,45.00,59.00
2026-04-15T19:09:00Z,45.00,59.00
2026-04-15T19:10:00Z,45.00,59.00
2026-04-15T19:11:00Z,45.00,56.00
2026-04-15T19:12:00Z,45.00,58.82
2026-04-15T19:13:00Z,45.00,58.82
2026-04-15T19:14:00Z,45.00,58.94
2026-04-15T19:15:00Z,44.07,59.00
2026-04-15T19:16:00Z,44.00,59.00
2026-04-15T19:17:00Z,44.00,59.42
2026-04-15T19:18:00Z,44.00,59.00
2026-04-15T19:20:00Z,44.00,59.00
2026-04-15T19:56:00Z,44.73,59.00
2026-04-15T19:57:00Z,40.07,59.00
2026-04-15T19:58:00Z,40.07,59.00
2026-04-15T19:59:00Z,44.00,59.00
2026-04-15T20:00:00Z,44.00,59.00
2026-04-15T20:01:00Z,44.18,59.79
2026-04-15T20:03:00Z,43.00,60.64
2026-04-15T20:04:00Z,43.00,60.96
2026-04-15T20:05:00Z,42.08,61.60
2026-04-15T20:06:00Z,40.00,61.00
2026-04-15T20:07:00Z,39.00,60.00
2026-04-15T20:08:00Z,44.00,59.73
2026-04-15T20:09:00Z,44.93,60.78
