# event_ticker=KXATPCHALLENGERMATCH-26APR21MARTAB
# final_score=6-4 3-6 6-3
# score_resolution=4-6 6-3 3-6
# match_winner=Clement Tabur
# fav_player=Andres Martin
# dog_player=Clement Tabur
# kalshi_date=2026-04-21
timestamp,Andres Martin,Clement Tabur
2026-04-21T04:32:00Z,,79.00
2026-04-21T04:33:00Z,27.07,79.00
2026-04-21T04:40:00Z,27.07,79.00
2026-04-21T04:46:00Z,22.00,80.00
2026-04-21T05:46:00Z,22.00,80.00
2026-04-21T06:13:00Z,22.00,80.00
2026-04-21T07:46:00Z,23.00,79.00
2026-04-21T10:51:00Z,23.00,79.00
2026-04-21T10:55:00Z,23.00,79.00
2026-04-21T12:32:00Z,23.00,79.00
2026-04-21T13:51:00Z,22.00,79.00
2026-04-21T14:50:00Z,22.00,76.00
2026-04-21T14:52:00Z,22.00,76.00
2026-04-21T14:56:00Z,22.00,76.00
2026-04-21T15:05:00Z,26.50,76.00
2026-04-21T15:07:00Z,26.50,76.00
2026-04-21T15:10:00Z,26.50,76.00
2026-04-21T15:22:00Z,26.50,76.00
2026-04-21T15:23:00Z,26.50,76.00
2026-04-21T15:27:00Z,26.50,77.00
2026-04-21T15:30:00Z,26.50,76.00
2026-04-21T15:32:00Z,26.50,77.00
2026-04-21T15:35:00Z,26.50,77.00
2026-04-21T15:37:00Z,26.50,77.00
2026-04-21T15:40:00Z,26.50,77.00
2026-04-21T15:43:00Z,25.00,77.00
2026-04-21T15:48:00Z,25.00,77.00
2026-04-21T15:49:00Z,25.00,77.00
2026-04-21T15:52:00Z,25.00,77.00
2026-04-21T15:55:00Z,24.95,77.00
2026-04-21T15:56:00Z,24.00,77.00
2026-04-21T15:57:00Z,26.32,75.86
2026-04-21T15:58:00Z,28.00,72.32
2026-04-21T15:59:00Z,28.65,75.00
2026-04-21T16:00:00Z,27.35,75.00
2026-04-21T16:01:00Z,29.89,70.10
2026-04-21T16:02:00Z,32.98,66.88
2026-04-21T16:03:00Z,36.13,67.27
2026-04-21T16:04:00Z,35.58,65.58
2026-04-21T16:05:00Z,31.04,69.88
2026-04-21T16:06:00Z,28.00,73.96
2026-04-21T16:07:00Z,24.26,75.26
2026-04-21T16:08:00Z,20.14,78.71
2026-04-21T16:09:00Z,24.07,75.76
2026-04-21T16:10:00Z,27.86,75.76
2026-04-21T16:11:00Z,30.00,71.72
2026-04-21T16:12:00Z,35.20,67.22
2026-04-21T16:13:00Z,32.08,65.89
2026-04-21T16:14:00Z,38.13,61.87
2026-04-21T16:15:00Z,32.81,69.34
2026-04-21T16:16:00Z,29.15,72.04
2026-04-21T16:17:00Z,31.47,70.03
2026-04-21T16:18:00Z,27.97,73.00
2026-04-21T16:19:00Z,24.33,75.00
2026-04-21T16:20:00Z,25.75,71.55
2026-04-21T16:21:00Z,31.82,68.02
2026-04-21T16:22:00Z,32.00,68.99
2026-04-21T16:23:00Z,31.38,71.00
2026-04-21T16:24:00Z,33.52,64.16
2026-04-21T16:25:00Z,41.57,60.00
2026-04-21T16:26:00Z,38.18,62.66
2026-04-21T16:27:00Z,31.79,69.31
2026-04-21T16:28:00Z,32.73,67.58
2026-04-21T16:29:00Z,28.00,71.00
2026-04-21T16:30:00Z,23.30,74.90
2026-04-21T16:31:00Z,18.94,80.19
2026-04-21T16:32:00Z,18.22,82.29
2026-04-21T16:33:00Z,15.37,84.10
2026-04-21T16:34:00Z,16.00,84.00
2026-04-21T16:35:00Z,13.13,85.00
2026-04-21T16:36:00Z,13.16,86.59
2026-04-21T16:37:00Z,11.43,88.24
2026-04-21T16:38:00Z,12.59,87.00
2026-04-21T16:39:00Z,10.39,89.00
2026-04-21T16:40:00Z,10.00,91.00
2026-04-21T16:41:00Z,9.86,89.00
2026-04-21T16:42:00Z,10.99,90.55
2026-04-21T16:43:00Z,12.19,89.00
2026-04-21T16:44:00Z,13.00,89.00
2026-04-21T16:45:00Z,17.33,81.30
2026-04-21T16:46:00Z,17.99,83.41
2026-04-21T16:47:00Z,13.44,88.00
2026-04-21T16:48:00Z,10.15,89.97
2026-04-21T16:49:00Z,10.00,90.00
2026-04-21T16:50:00Z,9.99,90.00
2026-04-21T16:51:00Z,10.00,90.10
2026-04-21T16:52:00Z,9.94,90.96
2026-04-21T16:53:00Z,10.00,91.00
2026-04-21T16:54:00Z,9.94,91.00
2026-04-21T16:55:00Z,11.43,89.82
2026-04-21T16:56:00Z,11.83,88.00
2026-04-21T16:57:00Z,11.86,89.00
2026-04-21T16:58:00Z,12.62,89.00
2026-04-21T16:59:00Z,14.15,88.06
2026-04-21T17:00:00Z,12.87,88.94
2026-04-21T17:01:00Z,12.56,89.00
2026-04-21T17:02:00Z,16.61,79.00
2026-04-21T17:03:00Z,20.88,81.38
2026-04-21T17:04:00Z,21.61,79.00
2026-04-21T17:05:00Z,19.18,83.00
2026-04-21T17:06:00Z,19.68,81.56
2026-04-21T17:07:00Z,18.46,82.01
2026-04-21T17:08:00Z,21.77,75.66
2026-04-21T17:09:00Z,23.54,75.24
2026-04-21T17:10:00Z,26.61,75.84
2026-04-21T17:11:00Z,30.86,69.93
2026-04-21T17:12:00Z,31.19,70.13
2026-04-21T17:13:00Z,32.52,68.93
2026-04-21T17:14:00Z,32.38,65.57
2026-04-21T17:15:00Z,33.99,66.83
2026-04-21T17:16:00Z,34.87,65.00
2026-04-21T17:17:00Z,34.96,64.97
2026-04-21T17:18:00Z,35.90,63.81
2026-04-21T17:19:00Z,36.88,63.43
2026-04-21T17:20:00Z,35.08,65.84
2026-04-21T17:21:00Z,32.90,68.72
2026-04-21T17:22:00Z,30.54,70.12
2026-04-21T17:23:00Z,28.15,71.97
2026-04-21T17:24:00Z,27.46,73.01
2026-04-21T17:25:00Z,28.45,72.03
2026-04-21T17:26:00Z,28.07,73.09
2026-04-21T17:27:00Z,26.49,74.32
2026-04-21T17:28:00Z,28.89,72.82
2026-04-21T17:29:00Z,29.07,72.57
2026-04-21T17:30:00Z,30.28,69.96
2026-04-21T17:31:00Z,29.05,72.00
2026-04-21T17:32:00Z,31.97,70.51
2026-04-21T17:33:00Z,30.74,69.99
2026-04-21T17:34:00Z,30.92,70.00
2026-04-21T17:35:00Z,30.91,70.00
2026-04-21T17:36:00Z,31.00,70.00
2026-04-21T17:37:00Z,30.84,69.95
2026-04-21T17:38:00Z,30.80,70.00
2026-04-21T17:39:00Z,28.60,72.83
2026-04-21T17:40:00Z,24.47,74.17
2026-04-21T17:41:00Z,24.92,76.00
2026-04-21T17:42:00Z,21.42,78.38
2026-04-21T17:43:00Z,21.39,80.04
2026-04-21T17:44:00Z,21.66,78.44
2026-04-21T17:45:00Z,20.87,78.00
2026-04-21T17:46:00Z,29.99,72.65
2026-04-21T17:47:00Z,32.09,66.34
2026-04-21T17:48:00Z,33.23,67.75
2026-04-21T17:49:00Z,44.91,50.30
2026-04-21T17:50:00Z,56.50,43.92
2026-04-21T17:51:00Z,56.87,43.95
2026-04-21T17:52:00Z,64.53,35.60
2026-04-21T17:53:00Z,63.45,39.34
2026-04-21T17:54:00Z,54.27,46.69
2026-04-21T17:55:00Z,59.11,45.60
2026-04-21T17:56:00Z,44.13,56.93
2026-04-21T17:57:00Z,35.41,68.27
2026-04-21T17:58:00Z,31.80,68.59
2026-04-21T17:59:00Z,29.41,71.98
2026-04-21T18:00:00Z,32.28,69.01
2026-04-21T18:01:00Z,25.57,73.63
2026-04-21T18:02:00Z,23.16,75.89
2026-04-21T18:03:00Z,25.07,75.97
2026-04-21T18:04:00Z,28.13,74.53
2026-04-21T18:05:00Z,24.99,77.52
2026-04-21T18:06:00Z,25.58,76.03
2026-04-21T18:07:00Z,15.25,83.01
2026-04-21T18:08:00Z,7.31,93.30
2026-04-21T18:09:00Z,7.68,91.77
2026-04-21T18:10:00Z,6.97,93.61
2026-04-21T18:11:00Z,9.31,95.49
2026-04-21T18:12:00Z,6.04,95.01
2026-04-21T18:13:00Z,4.37,96.62
2026-04-21T18:14:00Z,3.68,95.80
2026-04-21T18:15:00Z,5.82,94.50
2026-04-21T18:16:00Z,4.71,95.37
2026-04-21T18:17:00Z,5.81,95.02
2026-04-21T18:18:00Z,1.82,97.98
2026-04-21T18:19:00Z,1.00,99.00
2026-04-21T18:20:00Z,1.00,99.00
2026-04-21T18:21:00Z,1.00,99.00
2026-04-21T18:22:00Z,1.00,99.00
2026-04-21T18:23:00Z,1.00,99.00
