# event_ticker=KXATPMATCH-25NOV06GIRHAN
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Yannick Hanfmann
# fav_player=Marcos Giron
# dog_player=Yannick Hanfmann
# kalshi_date=2025-11-06
timestamp,Marcos Giron,Yannick Hanfmann
2025-11-06T06:29:00Z,,30.56
2025-11-06T06:34:00Z,,35.00
2025-11-06T06:40:00Z,,35.00
2025-11-06T06:41:00Z,,35.00
2025-11-06T06:43:00Z,,35.00
2025-11-06T06:56:00Z,65.00,35.00
2025-11-06T07:03:00Z,63.00,35.00
2025-11-06T07:04:00Z,63.00,35.00
2025-11-06T07:09:00Z,63.00,40.00
2025-11-06T07:10:00Z,63.00,40.00
2025-11-06T07:12:00Z,63.00,40.00
2025-11-06T07:14:00Z,63.00,40.00
2025-11-06T07:15:00Z,63.00,40.00
2025-11-06T07:17:00Z,63.00,40.00
2025-11-06T07:21:00Z,63.00,40.00
2025-11-06T07:30:00Z,63.00,40.00
2025-11-06T07:33:00Z,62.90,40.00
2025-11-06T07:49:00Z,62.90,40.00
2025-11-06T07:56:00Z,62.90,40.00
2025-11-06T07:58:00Z,62.90,40.00
2025-11-06T08:00:00Z,62.90,40.00
2025-11-06T08:04:00Z,60.00,40.00
2025-11-06T10:01:00Z,59.00,40.00
2025-11-06T10:02:00Z,59.00,40.00
2025-11-06T10:03:00Z,59.00,40.00
2025-11-06T10:06:00Z,59.00,40.00
2025-11-06T10:14:00Z,65.00,40.00
2025-11-06T10:22:00Z,65.00,40.00
2025-11-06T10:24:00Z,65.00,40.00
2025-11-06T10:27:00Z,65.00,40.00
2025-11-06T10:49:00Z,65.00,42.00
2025-11-06T10:53:00Z,65.00,43.00
2025-11-06T10:58:00Z,60.00,43.00
2025-11-06T11:03:00Z,60.00,43.00
2025-11-06T11:06:00Z,60.00,43.00
2025-11-06T11:43:00Z,60.00,43.00
2025-11-06T11:50:00Z,60.00,43.00
2025-11-06T11:59:00Z,60.00,43.00
2025-11-06T12:10:00Z,60.00,43.00
2025-11-06T12:13:00Z,60.00,43.00
2025-11-06T12:17:00Z,60.00,43.00
2025-11-06T12:18:00Z,60.00,43.00
2025-11-06T12:20:00Z,60.00,43.00
2025-11-06T12:21:00Z,60.00,43.00
2025-11-06T12:27:00Z,60.00,43.00
2025-11-06T12:37:00Z,59.00,43.00
2025-11-06T12:38:00Z,59.02,43.00
2025-11-06T12:42:00Z,59.02,41.00
2025-11-06T12:44:00Z,60.00,41.00
2025-11-06T12:48:00Z,60.00,41.00
2025-11-06T12:49:00Z,59.00,41.00
2025-11-06T12:58:00Z,60.00,41.00
2025-11-06T13:02:00Z,60.00,41.00
2025-11-06T13:16:00Z,60.00,41.00
2025-11-06T13:20:00Z,59.54,41.00
2025-11-06T13:23:00Z,60.00,41.00
2025-11-06T13:24:00Z,60.00,41.00
2025-11-06T13:28:00Z,60.00,41.00
2025-11-06T13:49:00Z,60.00,41.00
2025-11-06T13:53:00Z,60.00,41.00
2025-11-06T13:54:00Z,60.00,41.00
2025-11-06T14:04:00Z,60.00,41.00
2025-11-06T14:05:00Z,60.00,41.00
2025-11-06T14:15:00Z,61.00,41.00
2025-11-06T14:22:00Z,61.00,41.00
2025-11-06T14:28:00Z,61.00,41.00
2025-11-06T14:45:00Z,61.00,41.00
2025-11-06T14:48:00Z,61.00,41.00
2025-11-06T15:06:00Z,61.00,41.00
2025-11-06T15:14:00Z,61.00,41.00
2025-11-06T15:15:00Z,61.00,41.00
2025-11-06T15:16:00Z,61.00,41.00
2025-11-06T15:21:00Z,61.00,41.00
2025-11-06T15:27:00Z,61.00,41.00
2025-11-06T15:28:00Z,61.00,41.00
2025-11-06T15:40:00Z,61.00,41.00
2025-11-06T15:44:00Z,61.00,41.00
2025-11-06T15:45:00Z,61.00,41.00
2025-11-06T15:47:00Z,61.00,41.00
2025-11-06T15:53:00Z,61.00,41.00
2025-11-06T16:01:00Z,61.00,41.00
2025-11-06T16:05:00Z,61.00,41.00
2025-11-06T16:12:00Z,60.00,41.00
2025-11-06T16:22:00Z,60.00,41.00
2025-11-06T16:23:00Z,60.00,41.00
2025-11-06T16:24:00Z,60.00,41.00
2025-11-06T16:26:00Z,60.00,41.00
2025-11-06T16:27:00Z,60.00,41.00
2025-11-06T16:28:00Z,60.00,41.00
2025-11-06T16:29:00Z,60.00,41.00
2025-11-06T16:39:00Z,60.00,41.00
2025-11-06T16:40:00Z,60.00,41.00
2025-11-06T16:42:00Z,60.00,41.00
2025-11-06T16:43:00Z,60.00,41.00
2025-11-06T16:47:00Z,60.00,41.00
2025-11-06T16:49:00Z,60.00,42.00
2025-11-06T16:50:00Z,60.00,42.00
2025-11-06T16:52:00Z,60.00,42.00
2025-11-06T16:54:00Z,59.00,41.99
2025-11-06T16:55:00Z,60.00,41.99
2025-11-06T16:57:00Z,60.00,41.00
2025-11-06T16:58:00Z,60.00,41.00
2025-11-06T17:00:00Z,60.00,41.00
2025-11-06T17:01:00Z,60.00,41.00
2025-11-06T17:03:00Z,60.00,41.00
2025-11-06T17:04:00Z,60.00,41.00
2025-11-06T17:05:00Z,60.00,41.00
2025-11-06T17:06:00Z,60.00,41.00
2025-11-06T17:07:00Z,60.00,41.00
2025-11-06T17:08:00Z,60.00,41.00
2025-11-06T17:09:00Z,60.00,41.00
2025-11-06T17:10:00Z,60.00,41.00
2025-11-06T17:11:00Z,60.00,41.00
2025-11-06T17:12:00Z,60.00,41.00
2025-11-06T17:13:00Z,60.00,41.00
2025-11-06T17:14:00Z,60.00,41.00
2025-11-06T17:15:00Z,60.00,41.00
2025-11-06T17:16:00Z,60.00,41.00
2025-11-06T17:17:00Z,60.00,41.89
2025-11-06T17:18:00Z,60.00,42.00
2025-11-06T17:19:00Z,60.00,42.00
2025-11-06T17:20:00Z,60.00,42.00
2025-11-06T17:21:00Z,60.00,42.00
2025-11-06T17:22:00Z,60.00,41.00
2025-11-06T17:23:00Z,60.00,41.00
2025-11-06T17:24:00Z,60.00,41.00
2025-11-06T17:25:00Z,60.00,41.00
2025-11-06T17:27:00Z,60.00,41.00
2025-11-06T17:28:00Z,60.00,41.00
2025-11-06T17:29:00Z,60.00,41.35
2025-11-06T17:30:00Z,60.00,41.35
2025-11-06T17:31:00Z,60.00,41.35
2025-11-06T17:32:00Z,60.00,41.35
2025-11-06T17:33:00Z,60.00,42.00
2025-11-06T17:34:00Z,60.00,42.00
2025-11-06T17:36:00Z,60.00,42.00
2025-11-06T17:37:00Z,60.00,42.00
2025-11-06T17:38:00Z,60.00,42.00
2025-11-06T17:40:00Z,60.00,42.00
2025-11-06T17:44:00Z,60.00,40.00
2025-11-06T17:46:00Z,60.00,42.00
2025-11-06T17:47:00Z,60.00,42.00
2025-11-06T17:48:00Z,60.00,42.00
2025-11-06T17:49:00Z,60.00,42.00
2025-11-06T17:50:00Z,60.00,42.00
2025-11-06T17:52:00Z,60.00,42.00
2025-11-06T17:56:00Z,60.00,42.00
2025-11-06T17:57:00Z,60.00,42.00
2025-11-06T17:58:00Z,60.00,42.00
2025-11-06T17:59:00Z,60.00,42.00
2025-11-06T18:00:00Z,60.00,40.90
2025-11-06T18:01:00Z,60.00,41.84
2025-11-06T18:02:00Z,60.00,42.00
2025-11-06T18:03:00Z,60.00,42.00
2025-11-06T18:04:00Z,60.00,42.00
2025-11-06T18:05:00Z,60.00,42.00
2025-11-06T18:06:00Z,60.00,42.00
2025-11-06T18:07:00Z,60.00,42.00
2025-11-06T18:08:00Z,60.00,42.00
2025-11-06T18:09:00Z,60.00,42.00
2025-11-06T18:10:00Z,60.00,42.00
2025-11-06T18:11:00Z,59.06,42.00
2025-11-06T18:12:00Z,59.62,41.87
2025-11-06T18:13:00Z,60.00,42.00
2025-11-06T18:14:00Z,60.00,43.00
2025-11-06T18:15:00Z,59.52,42.40
2025-11-06T18:16:00Z,59.61,43.73
2025-11-06T18:17:00Z,58.06,44.54
2025-11-06T18:18:00Z,59.00,43.82
2025-11-06T18:19:00Z,58.10,43.06
2025-11-06T18:20:00Z,58.04,42.17
2025-11-06T18:21:00Z,60.32,40.73
2025-11-06T18:22:00Z,60.96,39.40
2025-11-06T18:23:00Z,61.57,39.01
2025-11-06T18:24:00Z,64.18,38.06
2025-11-06T18:25:00Z,61.00,38.44
2025-11-06T18:26:00Z,59.12,42.55
2025-11-06T18:27:00Z,59.00,42.81
2025-11-06T18:28:00Z,57.61,43.67
2025-11-06T18:29:00Z,56.45,45.15
2025-11-06T18:30:00Z,58.71,45.00
2025-11-06T18:31:00Z,59.97,40.40
2025-11-06T18:32:00Z,58.48,43.28
2025-11-06T18:33:00Z,59.03,42.76
2025-11-06T18:34:00Z,57.00,44.20
2025-11-06T18:35:00Z,57.00,44.82
2025-11-06T18:36:00Z,59.40,42.04
2025-11-06T18:37:00Z,57.98,44.22
2025-11-06T18:38:00Z,58.48,42.60
2025-11-06T18:39:00Z,58.91,45.00
2025-11-06T18:40:00Z,58.00,44.57
2025-11-06T18:41:00Z,57.00,45.00
2025-11-06T18:42:00Z,56.00,45.00
2025-11-06T18:43:00Z,55.69,46.80
2025-11-06T18:44:00Z,54.47,45.48
2025-11-06T18:45:00Z,57.97,42.05
2025-11-06T18:46:00Z,60.01,40.91
2025-11-06T18:47:00Z,57.10,46.96
2025-11-06T18:48:00Z,54.00,47.00
2025-11-06T18:49:00Z,54.00,46.88
2025-11-06T18:50:00Z,54.01,46.17
2025-11-06T18:51:00Z,51.61,50.31
2025-11-06T18:52:00Z,40.47,61.08
2025-11-06T18:53:00Z,47.21,54.26
2025-11-06T18:54:00Z,44.27,55.13
2025-11-06T18:55:00Z,55.28,47.43
2025-11-06T18:56:00Z,56.06,44.50
2025-11-06T18:57:00Z,53.33,48.27
2025-11-06T18:58:00Z,52.58,47.40
2025-11-06T18:59:00Z,51.30,49.88
2025-11-06T19:00:00Z,53.75,46.89
2025-11-06T19:01:00Z,53.63,46.28
2025-11-06T19:02:00Z,55.86,43.81
2025-11-06T19:03:00Z,50.70,48.77
2025-11-06T19:04:00Z,45.99,58.14
2025-11-06T19:05:00Z,50.14,56.05
2025-11-06T19:06:00Z,48.92,51.15
2025-11-06T19:07:00Z,43.91,60.81
2025-11-06T19:08:00Z,32.70,68.27
2025-11-06T19:09:00Z,33.56,68.50
2025-11-06T19:10:00Z,33.26,68.03
2025-11-06T19:11:00Z,33.89,65.46
2025-11-06T19:12:00Z,35.98,65.46
2025-11-06T19:13:00Z,35.97,64.43
2025-11-06T19:14:00Z,33.42,64.19
2025-11-06T19:15:00Z,34.64,64.23
2025-11-06T19:16:00Z,35.33,68.47
2025-11-06T19:17:00Z,28.15,71.09
2025-11-06T19:18:00Z,29.21,70.25
2025-11-06T19:19:00Z,33.94,66.53
2025-11-06T19:20:00Z,35.19,65.00
2025-11-06T19:21:00Z,35.00,65.00
2025-11-06T19:22:00Z,33.85,66.05
2025-11-06T19:23:00Z,32.96,66.44
2025-11-06T19:24:00Z,32.02,69.88
2025-11-06T19:25:00Z,33.87,65.77
2025-11-06T19:26:00Z,35.41,65.05
2025-11-06T19:27:00Z,36.25,66.00
2025-11-06T19:28:00Z,35.23,65.02
2025-11-06T19:29:00Z,36.48,65.00
2025-11-06T19:30:00Z,34.86,64.03
2025-11-06T19:31:00Z,28.36,74.50
2025-11-06T19:32:00Z,15.11,84.05
2025-11-06T19:33:00Z,11.80,90.07
2025-11-06T19:34:00Z,7.46,91.93
2025-11-06T19:35:00Z,9.54,93.04
2025-11-06T19:36:00Z,5.20,94.88
2025-11-06T19:37:00Z,3.14,97.47
2025-11-06T19:38:00Z,2.73,97.71
2025-11-06T19:39:00Z,1.69,97.69
2025-11-06T19:40:00Z,2.47,97.00
2025-11-06T19:41:00Z,3.98,96.76
2025-11-06T19:42:00Z,4.09,95.00
2025-11-06T19:43:00Z,2.26,98.12
2025-11-06T19:44:00Z,1.00,99.00
2025-11-06T19:45:00Z,1.00,99.00
2025-11-06T19:46:00Z,1.00,99.00
2025-11-06T19:47:00Z,1.00,99.00
2025-11-06T19:48:00Z,1.00,99.00
2025-11-06T19:49:00Z,1.00,99.00
2025-11-06T19:50:00Z,1.00,99.00
2025-11-06T19:51:00Z,1.00,99.00
2025-11-06T19:52:00Z,1.00,99.00
