# event_ticker=KXATPCHALLENGERMATCH-26MAR18KICCIG
# final_score=5-7 6-2 6-4
# score_resolution=7-5 2-6 4-6
# match_winner=Thiago Cigarran
# fav_player=Nicolas Kicker
# dog_player=Thiago Cigarran
# kalshi_date=2026-03-18
timestamp,Nicolas Kicker,Thiago Cigarran
2026-03-18T08:40:00Z,90.00,12.00
2026-03-18T08:50:00Z,90.00,12.00
2026-03-18T09:15:00Z,90.00,12.00
2026-03-18T09:25:00Z,90.00,12.00
2026-03-18T09:35:00Z,90.00,12.00
2026-03-18T09:50:00Z,90.00,12.00
2026-03-18T09:58:00Z,90.00,12.00
2026-03-18T10:00:00Z,90.00,12.00
2026-03-18T10:10:00Z,90.00,12.00
2026-03-18T10:20:00Z,89.00,12.00
2026-03-18T10:35:00Z,89.00,12.00
2026-03-18T10:45:00Z,89.00,12.00
2026-03-18T10:47:00Z,89.00,12.00
2026-03-18T11:10:00Z,89.00,12.00
2026-03-18T12:17:00Z,89.00,12.00
2026-03-18T12:32:00Z,89.00,11.00
2026-03-18T13:28:00Z,89.00,11.00
2026-03-18T13:30:00Z,89.00,11.00
2026-03-18T13:44:00Z,89.00,12.00
2026-03-18T13:45:00Z,89.00,12.00
2026-03-18T13:51:00Z,89.00,12.00
2026-03-18T13:52:00Z,89.00,12.00
2026-03-18T14:14:00Z,88.00,12.00
2026-03-18T14:17:00Z,88.00,12.00
2026-03-18T14:31:00Z,89.00,12.00
2026-03-18T14:38:00Z,89.00,12.00
2026-03-18T14:52:00Z,89.00,12.00
2026-03-18T15:17:00Z,89.00,12.00
2026-03-18T15:38:00Z,89.00,12.00
2026-03-18T15:46:00Z,89.00,12.00
2026-03-18T15:47:00Z,89.00,11.00
2026-03-18T16:42:00Z,88.00,11.00
2026-03-18T16:58:00Z,88.00,12.00
2026-03-18T17:24:00Z,88.00,11.00
2026-03-18T17:26:00Z,88.00,12.00
2026-03-18T17:52:00Z,88.00,12.00
2026-03-18T18:05:00Z,88.00,12.00
2026-03-18T18:12:00Z,88.00,12.00
2026-03-18T18:43:00Z,88.00,12.00
2026-03-18T18:57:00Z,88.00,12.00
2026-03-18T19:26:00Z,89.13,12.00
2026-03-18T19:29:00Z,89.13,12.00
2026-03-18T19:35:00Z,89.13,12.00
2026-03-18T19:38:00Z,89.13,12.00
2026-03-18T19:40:00Z,89.13,12.00
2026-03-18T19:41:00Z,88.00,12.00
2026-03-18T19:44:00Z,90.00,12.00
2026-03-18T19:45:00Z,90.00,12.00
2026-03-18T19:46:00Z,90.00,12.50
2026-03-18T19:55:00Z,90.00,12.00
2026-03-18T19:58:00Z,90.00,12.00
2026-03-18T19:59:00Z,90.00,12.35
2026-03-18T20:00:00Z,90.00,12.05
2026-03-18T20:01:00Z,90.00,12.00
2026-03-18T20:02:00Z,90.00,12.00
2026-03-18T20:03:00Z,88.00,12.00
2026-03-18T20:04:00Z,88.00,12.00
2026-03-18T20:05:00Z,90.00,10.23
2026-03-18T20:06:00Z,90.00,10.65
2026-03-18T20:07:00Z,92.00,8.01
2026-03-18T20:08:00Z,94.00,7.00
2026-03-18T20:09:00Z,95.00,6.00
2026-03-18T20:10:00Z,95.00,5.35
2026-03-18T20:11:00Z,95.00,5.00
2026-03-18T20:12:00Z,96.00,5.17
2026-03-18T20:13:00Z,97.00,3.99
2026-03-18T20:14:00Z,97.00,2.82
2026-03-18T20:15:00Z,97.00,4.00
2026-03-18T20:16:00Z,95.00,5.45
2026-03-18T20:17:00Z,94.86,6.17
2026-03-18T20:18:00Z,94.24,6.87
2026-03-18T20:19:00Z,91.00,9.10
2026-03-18T20:20:00Z,90.00,11.94
2026-03-18T20:21:00Z,87.90,12.60
2026-03-18T20:22:00Z,86.84,13.55
2026-03-18T20:23:00Z,87.05,12.26
2026-03-18T20:24:00Z,90.02,9.95
2026-03-18T20:25:00Z,92.06,6.97
2026-03-18T20:26:00Z,93.00,7.55
2026-03-18T20:27:00Z,93.51,6.15
2026-03-18T20:28:00Z,91.14,9.26
2026-03-18T20:29:00Z,90.83,10.03
2026-03-18T20:30:00Z,92.71,8.26
2026-03-18T20:31:00Z,93.00,7.00
2026-03-18T20:32:00Z,92.71,8.00
2026-03-18T20:33:00Z,92.00,8.86
2026-03-18T20:34:00Z,91.17,10.00
2026-03-18T20:35:00Z,91.00,8.70
2026-03-18T20:36:00Z,92.08,8.44
2026-03-18T20:37:00Z,91.02,9.03
2026-03-18T20:38:00Z,88.16,17.96
2026-03-18T20:39:00Z,80.67,19.68
2026-03-18T20:40:00Z,74.74,27.16
2026-03-18T20:41:00Z,72.00,28.99
2026-03-18T20:42:00Z,72.00,28.00
2026-03-18T20:43:00Z,65.90,34.08
2026-03-18T20:44:00Z,63.54,35.26
2026-03-18T20:45:00Z,76.84,28.79
2026-03-18T20:46:00Z,78.36,22.79
2026-03-18T20:47:00Z,81.02,15.25
2026-03-18T20:48:00Z,88.00,11.76
2026-03-18T20:49:00Z,87.58,14.13
2026-03-18T20:50:00Z,84.00,16.32
2026-03-18T20:51:00Z,87.84,11.20
2026-03-18T20:52:00Z,90.00,10.97
