# event_ticker=KXATPCHALLENGERMATCH-26MAR18KICCIG
# final_score=5-7 6-2 6-4
# score_resolution=7-5 2-6 4-6
# match_winner=Thiago Cigarran
# fav_player=Nicolas Kicker
# dog_player=Thiago Cigarran
# kalshi_date=2026-03-18
timestamp,Nicolas Kicker,Thiago Cigarran
2026-03-18T20:53:00Z,91.63,9.56
2026-03-18T20:54:00Z,89.11,13.36
2026-03-18T20:55:00Z,91.01,7.11
2026-03-18T20:56:00Z,93.71,6.90
2026-03-18T20:57:00Z,93.67,7.00
2026-03-18T20:58:00Z,94.00,7.00
2026-03-18T20:59:00Z,93.60,6.99
2026-03-18T21:00:00Z,94.00,6.99
2026-03-18T21:01:00Z,94.00,7.98
2026-03-18T21:02:00Z,93.00,8.00
2026-03-18T21:03:00Z,93.00,8.10
2026-03-18T21:04:00Z,92.60,7.08
2026-03-18T21:05:00Z,90.00,9.96
2026-03-18T21:06:00Z,90.00,10.38
2026-03-18T21:07:00Z,91.39,9.99
2026-03-18T21:08:00Z,92.82,8.01
2026-03-18T21:09:00Z,93.00,8.23
2026-03-18T21:10:00Z,90.07,9.74
2026-03-18T21:11:00Z,91.00,9.31
2026-03-18T21:12:00Z,89.00,11.67
2026-03-18T21:13:00Z,89.00,11.95
2026-03-18T21:14:00Z,90.00,10.33
2026-03-18T21:15:00Z,90.02,10.99
2026-03-18T21:16:00Z,87.78,15.34
2026-03-18T21:17:00Z,79.47,20.57
2026-03-18T21:18:00Z,76.97,22.67
2026-03-18T21:19:00Z,78.31,22.15
2026-03-18T21:20:00Z,76.64,26.31
2026-03-18T21:21:00Z,72.40,28.45
2026-03-18T21:22:00Z,72.11,28.68
2026-03-18T21:23:00Z,73.80,26.84
2026-03-18T21:24:00Z,75.51,24.25
2026-03-18T21:25:00Z,76.72,23.90
2026-03-18T21:26:00Z,78.11,22.80
2026-03-18T21:27:00Z,75.49,26.45
2026-03-18T21:28:00Z,71.01,29.77
2026-03-18T21:29:00Z,71.05,29.71
2026-03-18T21:30:00Z,70.57,29.02
2026-03-18T21:31:00Z,70.62,29.73
2026-03-18T21:32:00Z,68.84,31.40
2026-03-18T21:33:00Z,68.92,31.04
2026-03-18T21:34:00Z,69.10,30.65
2026-03-18T21:35:00Z,68.36,34.94
2026-03-18T21:36:00Z,62.24,35.88
2026-03-18T21:37:00Z,62.74,36.54
2026-03-18T21:38:00Z,63.00,36.49
2026-03-18T21:39:00Z,62.85,36.83
2026-03-18T21:40:00Z,62.22,40.57
2026-03-18T21:41:00Z,54.33,46.63
2026-03-18T21:42:00Z,52.92,47.39
2026-03-18T21:43:00Z,57.53,43.70
2026-03-18T21:44:00Z,58.15,42.55
2026-03-18T21:45:00Z,59.63,43.13
2026-03-18T21:46:00Z,59.55,41.89
2026-03-18T21:47:00Z,55.75,44.15
2026-03-18T21:48:00Z,54.44,46.20
2026-03-18T21:49:00Z,53.79,48.17
2026-03-18T21:50:00Z,56.13,44.77
2026-03-18T21:51:00Z,51.43,47.23
2026-03-18T21:52:00Z,52.00,48.14
2026-03-18T21:53:00Z,54.34,46.80
2026-03-18T21:54:00Z,58.92,40.25
2026-03-18T21:55:00Z,60.87,38.05
2026-03-18T21:56:00Z,66.89,32.67
2026-03-18T21:57:00Z,64.71,37.02
2026-03-18T21:58:00Z,63.44,38.88
2026-03-18T21:59:00Z,57.39,43.74
2026-03-18T22:00:00Z,55.19,46.15
2026-03-18T22:01:00Z,54.69,45.81
2026-03-18T22:02:00Z,55.73,44.64
2026-03-18T22:03:00Z,55.13,43.72
2026-03-18T22:04:00Z,60.77,42.10
2026-03-18T22:05:00Z,60.13,41.92
2026-03-18T22:06:00Z,64.44,36.20
2026-03-18T22:07:00Z,71.38,35.82
2026-03-18T22:08:00Z,72.39,31.07
2026-03-18T22:09:00Z,79.76,19.31
2026-03-18T22:10:00Z,70.36,32.22
2026-03-18T22:11:00Z,75.34,26.58
2026-03-18T22:12:00Z,61.56,37.29
2026-03-18T22:13:00Z,64.09,37.84
2026-03-18T22:14:00Z,72.51,27.32
2026-03-18T22:15:00Z,87.42,11.68
2026-03-18T22:16:00Z,89.67,11.16
2026-03-18T22:17:00Z,90.87,8.99
2026-03-18T22:18:00Z,90.68,10.16
2026-03-18T22:19:00Z,93.53,6.84
2026-03-18T22:20:00Z,91.00,8.71
2026-03-18T22:21:00Z,84.82,15.19
2026-03-18T22:22:00Z,81.18,22.37
2026-03-18T22:23:00Z,83.46,17.27
2026-03-18T22:24:00Z,70.36,32.70
2026-03-18T22:25:00Z,66.45,34.63
2026-03-18T22:26:00Z,77.57,21.44
2026-03-18T22:27:00Z,75.66,24.06
2026-03-18T22:28:00Z,69.08,32.86
2026-03-18T22:29:00Z,61.79,40.95
2026-03-18T22:30:00Z,49.10,50.41
2026-03-18T22:31:00Z,49.10,51.35
2026-03-18T22:32:00Z,54.65,44.45
2026-03-18T22:33:00Z,45.93,55.07
2026-03-18T22:34:00Z,39.24,62.92
2026-03-18T22:35:00Z,26.25,74.39
2026-03-18T22:36:00Z,1.47,98.14
