# event_ticker=KXATPMATCH-25AUG17YUNTSE
# final_score=6-7(2) 6-3 7-6(4)
# score_resolution=7-6 3-6 6-7
# match_winner=Yunchaokete Bu
# fav_player=Chun Hsin Tseng
# dog_player=Yunchaokete Bu
# kalshi_date=2025-08-17
timestamp,Chun Hsin Tseng,Yunchaokete Bu
2025-08-17T23:20:00Z,19.83,80.17
2025-08-17T23:21:00Z,22.35,81.48
2025-08-17T23:22:00Z,17.18,82.05
2025-08-17T23:23:00Z,29.22,75.10
2025-08-17T23:24:00Z,25.55,74.50
2025-08-17T23:25:00Z,23.00,83.08
2025-08-17T23:26:00Z,23.98,75.34
2025-08-17T23:27:00Z,22.13,79.12
2025-08-17T23:28:00Z,30.36,70.50
2025-08-17T23:29:00Z,31.77,70.50
2025-08-17T23:30:00Z,30.55,71.00
2025-08-17T23:31:00Z,29.33,68.04
2025-08-17T23:32:00Z,32.24,71.42
2025-08-17T23:33:00Z,36.78,71.42
2025-08-17T23:34:00Z,36.97,66.00
2025-08-17T23:35:00Z,33.64,66.95
2025-08-17T23:36:00Z,34.43,64.74
2025-08-17T23:37:00Z,32.79,67.24
2025-08-17T23:38:00Z,34.34,68.65
2025-08-17T23:39:00Z,34.29,67.10
2025-08-17T23:40:00Z,29.00,76.00
2025-08-17T23:41:00Z,26.11,74.55
2025-08-17T23:42:00Z,45.94,62.91
2025-08-17T23:43:00Z,48.61,51.44
2025-08-17T23:44:00Z,52.55,50.00
2025-08-17T23:45:00Z,59.32,42.78
2025-08-17T23:46:00Z,54.53,46.30
2025-08-17T23:47:00Z,56.00,44.00
2025-08-17T23:48:00Z,54.07,47.85
2025-08-17T23:49:00Z,52.55,49.14
2025-08-17T23:50:00Z,52.55,44.46
2025-08-17T23:51:00Z,54.00,44.46
2025-08-17T23:52:00Z,54.00,47.22
2025-08-17T23:54:00Z,54.00,47.22
2025-08-17T23:56:00Z,54.00,46.00
2025-08-17T23:58:00Z,53.96,49.60
2025-08-17T23:59:00Z,50.00,50.01
2025-08-18T00:00:00Z,51.00,50.71
2025-08-18T00:01:00Z,44.78,54.96
2025-08-18T00:02:00Z,44.64,57.74
2025-08-18T00:03:00Z,47.00,49.95
2025-08-18T00:04:00Z,47.00,47.00
2025-08-18T00:05:00Z,55.00,44.60
2025-08-18T00:06:00Z,53.10,47.00
2025-08-18T00:07:00Z,51.00,47.00
2025-08-18T00:08:00Z,51.00,47.00
2025-08-18T00:09:00Z,55.66,48.00
2025-08-18T00:10:00Z,55.66,41.68
2025-08-18T00:11:00Z,57.48,42.00
2025-08-18T00:12:00Z,57.48,48.00
2025-08-18T00:13:00Z,55.00,48.82
2025-08-18T00:14:00Z,55.67,46.00
2025-08-18T00:15:00Z,55.63,46.00
2025-08-18T00:16:00Z,57.79,47.00
2025-08-18T00:17:00Z,54.71,49.77
2025-08-18T00:18:00Z,38.89,60.28
2025-08-18T00:19:00Z,38.89,67.04
2025-08-18T00:20:00Z,44.74,67.04
2025-08-18T00:21:00Z,37.95,61.91
2025-08-18T00:22:00Z,32.81,69.34
2025-08-18T00:23:00Z,29.69,73.02
2025-08-18T00:24:00Z,29.69,71.00
2025-08-18T00:25:00Z,29.00,71.86
2025-08-18T00:26:00Z,29.00,72.00
2025-08-18T00:27:00Z,23.52,72.00
2025-08-18T00:28:00Z,26.00,76.64
2025-08-18T00:29:00Z,28.00,76.64
2025-08-18T00:30:00Z,29.35,72.00
2025-08-18T00:31:00Z,33.11,70.45
2025-08-18T00:32:00Z,31.00,69.00
2025-08-18T00:33:00Z,28.83,73.00
2025-08-18T00:34:00Z,24.20,73.00
2025-08-18T00:35:00Z,24.20,75.34
2025-08-18T00:36:00Z,29.47,75.34
2025-08-18T00:37:00Z,33.00,68.99
2025-08-18T00:38:00Z,35.71,68.71
2025-08-18T00:39:00Z,33.48,68.50
2025-08-18T00:40:00Z,35.90,65.45
2025-08-18T00:41:00Z,36.00,63.94
2025-08-18T00:42:00Z,33.00,67.27
2025-08-18T00:43:00Z,27.00,72.38
2025-08-18T00:44:00Z,31.29,68.00
2025-08-18T00:45:00Z,27.00,73.42
2025-08-18T00:46:00Z,26.87,76.98
2025-08-18T00:47:00Z,30.06,70.61
2025-08-18T00:48:00Z,37.00,64.00
2025-08-18T00:49:00Z,37.00,60.00
2025-08-18T00:50:00Z,37.42,59.21
2025-08-18T00:51:00Z,35.00,59.21
2025-08-18T00:52:00Z,35.00,69.00
2025-08-18T00:53:00Z,28.98,72.08
2025-08-18T00:54:00Z,26.76,77.92
2025-08-18T00:55:00Z,33.55,77.92
2025-08-18T00:56:00Z,33.55,66.00
2025-08-18T00:57:00Z,40.91,62.64
2025-08-18T00:59:00Z,32.48,67.00
2025-08-18T01:00:00Z,36.00,68.43
2025-08-18T01:01:00Z,30.18,75.29
2025-08-18T01:02:00Z,35.38,68.49
2025-08-18T01:03:00Z,30.00,68.49
2025-08-18T01:04:00Z,22.40,74.63
2025-08-18T01:05:00Z,31.01,71.00
2025-08-18T01:06:00Z,38.35,68.14
2025-08-18T01:07:00Z,43.00,60.00
2025-08-18T01:08:00Z,43.00,60.00
2025-08-18T01:09:00Z,38.80,60.00
2025-08-18T01:10:00Z,37.48,65.00
2025-08-18T01:11:00Z,38.90,66.00
2025-08-18T01:12:00Z,36.00,66.79
2025-08-18T01:13:00Z,36.00,66.79
2025-08-18T01:14:00Z,36.55,63.63
2025-08-18T01:15:00Z,48.26,58.00
2025-08-18T01:16:00Z,46.41,55.04
2025-08-18T01:18:00Z,43.66,56.00
2025-08-18T01:19:00Z,39.44,59.00
2025-08-18T01:20:00Z,36.34,61.57
2025-08-18T01:21:00Z,38.11,62.00
2025-08-18T01:22:00Z,41.13,61.75
2025-08-18T01:23:00Z,49.54,54.09
2025-08-18T01:24:00Z,50.00,54.09
2025-08-18T01:25:00Z,51.64,54.00
2025-08-18T01:26:00Z,44.78,57.96
2025-08-18T01:27:00Z,38.38,60.23
2025-08-18T01:28:00Z,42.02,58.00
2025-08-18T01:29:00Z,36.77,60.09
2025-08-18T01:30:00Z,29.73,70.72
2025-08-18T01:31:00Z,32.81,68.94
2025-08-18T01:32:00Z,13.53,83.55
2025-08-18T01:33:00Z,28.02,80.47
2025-08-18T01:34:00Z,18.95,83.27
2025-08-18T01:35:00Z,16.88,80.75
2025-08-18T01:36:00Z,4.44,95.43
