# event_ticker=KXATPMATCH-25SEP26SHACAZ
# final_score=0-6 7-6(5) 7-5
# score_resolution=0-6 7-6 7-5
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Juncheng Shang
# kalshi_date=2025-09-26
timestamp,Arthur Cazaux,Juncheng Shang
2025-09-26T05:23:00Z,48.00,55.79
2025-09-26T05:24:00Z,48.00,66.20
2025-09-26T05:25:00Z,34.00,68.00
2025-09-26T05:26:00Z,33.64,70.84
2025-09-26T05:27:00Z,32.00,70.36
2025-09-26T05:29:00Z,29.00,72.00
2025-09-26T05:30:00Z,29.00,70.00
2025-09-26T05:31:00Z,30.32,70.00
2025-09-26T05:32:00Z,26.69,74.00
2025-09-26T05:34:00Z,25.11,74.96
2025-09-26T05:35:00Z,22.12,78.47
2025-09-26T05:36:00Z,20.92,81.00
2025-09-26T05:37:00Z,20.45,80.99
2025-09-26T05:38:00Z,20.00,79.58
2025-09-26T05:39:00Z,23.00,81.66
2025-09-26T05:40:00Z,23.00,82.00
2025-09-26T05:41:00Z,21.00,82.00
2025-09-26T05:42:00Z,19.67,83.67
2025-09-26T05:43:00Z,16.25,83.00
2025-09-26T05:44:00Z,18.77,83.00
2025-09-26T05:45:00Z,18.00,84.00
2025-09-26T05:46:00Z,18.00,82.71
2025-09-26T05:47:00Z,19.00,82.00
2025-09-26T05:48:00Z,17.00,81.00
2025-09-26T05:49:00Z,17.00,84.00
2025-09-26T05:50:00Z,17.00,83.06
2025-09-26T05:51:00Z,19.00,81.44
2025-09-26T05:52:00Z,17.50,83.22
2025-09-26T05:53:00Z,17.50,83.60
2025-09-26T05:54:00Z,16.30,84.00
2025-09-26T05:55:00Z,16.30,84.00
2025-09-26T05:56:00Z,17.00,84.00
2025-09-26T05:57:00Z,17.00,84.00
2025-09-26T05:58:00Z,17.00,84.00
2025-09-26T05:59:00Z,18.00,85.60
2025-09-26T06:00:00Z,16.28,84.92
2025-09-26T06:01:00Z,16.28,82.00
2025-09-26T06:02:00Z,22.00,78.90
2025-09-26T06:03:00Z,21.00,79.00
2025-09-26T06:04:00Z,17.00,85.59
2025-09-26T06:05:00Z,16.00,84.61
2025-09-26T06:06:00Z,13.00,88.01
2025-09-26T06:07:00Z,5.00,96.12
2025-09-26T06:08:00Z,5.00,95.00
2025-09-26T06:09:00Z,5.00,95.00
2025-09-26T06:10:00Z,6.00,95.00
2025-09-26T06:11:00Z,4.00,97.00
2025-09-26T06:12:00Z,4.00,97.99
2025-09-26T06:14:00Z,5.34,94.11
2025-09-26T06:15:00Z,3.92,95.00
2025-09-26T06:16:00Z,3.92,96.93
2025-09-26T06:17:00Z,6.01,97.85
2025-09-26T06:18:00Z,6.00,96.00
2025-09-26T06:19:00Z,6.00,95.92
2025-09-26T06:20:00Z,6.79,95.92
2025-09-26T06:21:00Z,14.29,83.93
2025-09-26T06:22:00Z,21.00,79.81
2025-09-26T06:23:00Z,23.00,81.75
2025-09-26T06:24:00Z,18.00,81.75
2025-09-26T06:25:00Z,15.64,87.43
2025-09-26T06:26:00Z,14.50,82.11
2025-09-26T06:27:00Z,25.00,80.00
2025-09-26T06:28:00Z,25.00,77.00
2025-09-26T06:29:00Z,23.00,77.11
2025-09-26T06:30:00Z,23.00,77.52
2025-09-26T06:31:00Z,23.94,77.16
2025-09-26T06:32:00Z,21.30,76.12
2025-09-26T06:33:00Z,21.30,79.53
2025-09-26T06:34:00Z,19.49,80.15
2025-09-26T06:35:00Z,23.00,80.07
2025-09-26T06:36:00Z,23.36,79.57
2025-09-26T06:38:00Z,21.04,79.89
2025-09-26T06:39:00Z,21.04,76.09
2025-09-26T06:40:00Z,21.04,73.75
2025-09-26T06:41:00Z,27.92,74.00
2025-09-26T06:42:00Z,23.00,77.00
2025-09-26T06:43:00Z,20.99,75.57
2025-09-26T06:44:00Z,25.02,78.00
2025-09-26T06:45:00Z,25.82,80.00
2025-09-26T06:46:00Z,22.00,80.00
2025-09-26T06:47:00Z,21.35,79.17
2025-09-26T06:48:00Z,23.30,78.07
2025-09-26T06:49:00Z,27.59,77.00
2025-09-26T06:50:00Z,27.05,74.00
2025-09-26T06:51:00Z,27.00,74.00
2025-09-26T06:52:00Z,32.00,74.00
2025-09-26T06:53:00Z,31.21,66.80
2025-09-26T06:54:00Z,30.85,71.73
2025-09-26T06:55:00Z,22.62,87.86
2025-09-26T06:56:00Z,20.10,85.79
2025-09-26T06:57:00Z,13.21,87.66
2025-09-26T06:58:00Z,12.70,89.39
2025-09-26T06:59:00Z,17.64,90.02
2025-09-26T07:00:00Z,24.72,75.60
2025-09-26T07:01:00Z,27.00,74.87
2025-09-26T07:02:00Z,24.10,87.81
2025-09-26T07:03:00Z,15.63,80.10
2025-09-26T07:04:00Z,27.93,75.73
2025-09-26T07:05:00Z,28.56,73.00
2025-09-26T07:06:00Z,40.02,69.00
2025-09-26T07:07:00Z,45.68,48.55
2025-09-26T07:08:00Z,48.00,52.84
2025-09-26T07:09:00Z,47.27,50.25
2025-09-26T07:10:00Z,51.32,53.05
2025-09-26T07:11:00Z,37.44,51.82
2025-09-26T07:12:00Z,45.00,57.00
2025-09-26T07:13:00Z,41.66,59.15
2025-09-26T07:14:00Z,45.00,59.15
2025-09-26T07:15:00Z,48.98,53.35
2025-09-26T07:16:00Z,12.31,56.66
2025-09-26T07:18:00Z,43.00,56.66
2025-09-26T07:19:00Z,47.09,60.60
2025-09-26T07:20:00Z,47.63,55.73
2025-09-26T07:21:00Z,49.02,51.00
2025-09-26T07:22:00Z,51.25,52.29
2025-09-26T07:23:00Z,53.33,56.71
2025-09-26T07:24:00Z,48.89,49.40
2025-09-26T07:25:00Z,48.78,62.59
2025-09-26T07:26:00Z,48.78,52.52
2025-09-26T07:27:00Z,48.78,67.21
2025-09-26T07:28:00Z,48.78,66.67
2025-09-26T07:29:00Z,48.78,50.00
2025-09-26T07:30:00Z,50.95,65.22
2025-09-26T07:31:00Z,51.19,65.04
2025-09-26T07:32:00Z,53.53,57.27
2025-09-26T07:33:00Z,51.37,55.77
2025-09-26T07:34:00Z,45.73,57.75
2025-09-26T07:35:00Z,36.11,62.31
2025-09-26T07:36:00Z,36.11,59.05
2025-09-26T07:37:00Z,45.00,65.99
2025-09-26T07:38:00Z,45.00,79.00
2025-09-26T07:39:00Z,49.00,50.00
2025-09-26T07:40:00Z,49.00,71.49
2025-09-26T07:41:00Z,49.00,70.00
2025-09-26T07:42:00Z,40.51,70.00
2025-09-26T07:43:00Z,24.47,55.40
2025-09-26T07:44:00Z,44.00,69.83
2025-09-26T07:45:00Z,44.00,85.00
2025-09-26T07:46:00Z,25.90,83.72
2025-09-26T07:47:00Z,33.13,82.77
2025-09-26T07:48:00Z,45.99,70.00
2025-09-26T07:49:00Z,50.97,49.67
2025-09-26T07:50:00Z,67.02,46.44
2025-09-26T07:51:00Z,82.23,17.72
2025-09-26T07:52:00Z,92.54,6.40
2025-09-26T07:53:00Z,90.57,8.83
2025-09-26T07:54:00Z,80.25,13.00
2025-09-26T07:55:00Z,78.68,15.00
2025-09-26T07:56:00Z,96.81,14.93
2025-09-26T07:57:00Z,75.00,38.81
2025-09-26T07:58:00Z,75.00,35.83
2025-09-26T07:59:00Z,87.11,11.20
2025-09-26T08:00:00Z,78.00,20.27
2025-09-26T08:01:00Z,98.06,6.52
2025-09-26T08:02:00Z,99.00,10.43
2025-09-26T08:03:00Z,96.19,1.32
2025-09-26T08:04:00Z,99.00,1.32
2025-09-26T08:05:00Z,99.00,1.32
2025-09-26T08:07:00Z,99.00,1.32
2025-09-26T08:10:00Z,99.00,1.32
