# event_ticker=KXATPMATCH-25NOV02DZUFEA
# final_score=6-4 6-2
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Jacob Fearnley
# kalshi_date=2025-11-02
timestamp,Damir Dzumhur,Jacob Fearnley
2025-11-03T00:49:00Z,34.00,
2025-11-03T00:52:00Z,34.00,67.00
2025-11-03T00:55:00Z,34.00,67.84
2025-11-03T01:01:00Z,34.00,67.84
2025-11-03T01:03:00Z,34.00,67.84
2025-11-03T01:16:00Z,34.00,67.00
2025-11-03T01:26:00Z,34.00,67.70
2025-11-03T01:33:00Z,34.00,67.70
2025-11-03T01:34:00Z,34.00,67.00
2025-11-03T01:36:00Z,34.00,67.07
2025-11-03T01:50:00Z,34.00,68.00
2025-11-03T01:56:00Z,34.00,68.00
2025-11-03T02:02:00Z,34.00,68.00
2025-11-03T02:04:00Z,33.00,68.00
2025-11-03T02:08:00Z,33.00,68.00
2025-11-03T02:14:00Z,33.00,68.00
2025-11-03T02:23:00Z,33.00,68.00
2025-11-03T02:25:00Z,33.00,68.00
2025-11-03T02:27:00Z,33.00,68.00
2025-11-03T02:28:00Z,33.00,68.00
2025-11-03T02:29:00Z,33.00,68.00
2025-11-03T02:30:00Z,33.00,68.00
2025-11-03T02:31:00Z,33.00,68.00
2025-11-03T02:36:00Z,33.00,68.00
2025-11-03T02:40:00Z,33.00,68.00
2025-11-03T02:42:00Z,33.00,68.00
2025-11-03T02:46:00Z,33.00,68.00
2025-11-03T02:51:00Z,33.00,68.00
2025-11-03T02:54:00Z,33.74,68.00
2025-11-03T02:55:00Z,33.74,67.00
2025-11-03T02:56:00Z,34.00,67.00
2025-11-03T02:58:00Z,34.00,67.00
2025-11-03T03:00:00Z,34.00,67.00
2025-11-03T03:03:00Z,34.00,67.00
2025-11-03T03:08:00Z,34.00,67.00
2025-11-03T03:09:00Z,34.00,67.00
2025-11-03T03:10:00Z,34.00,67.00
2025-11-03T03:16:00Z,34.00,67.56
2025-11-03T03:17:00Z,34.00,68.00
2025-11-03T03:19:00Z,33.00,68.00
2025-11-03T03:21:00Z,33.00,68.00
2025-11-03T03:23:00Z,33.00,68.00
2025-11-03T03:26:00Z,33.00,68.00
2025-11-03T03:27:00Z,33.00,68.00
2025-11-03T03:29:00Z,33.00,68.00
2025-11-03T03:31:00Z,33.00,68.00
2025-11-03T03:32:00Z,33.00,68.00
2025-11-03T03:38:00Z,33.00,68.00
2025-11-03T03:40:00Z,33.00,68.00
2025-11-03T03:42:00Z,33.00,68.00
2025-11-03T03:49:00Z,33.00,68.00
2025-11-03T03:50:00Z,33.00,68.00
2025-11-03T03:54:00Z,33.00,68.00
2025-11-03T03:55:00Z,33.00,68.00
2025-11-03T03:56:00Z,33.00,68.00
2025-11-03T03:58:00Z,33.00,68.00
2025-11-03T04:00:00Z,33.00,68.00
2025-11-03T04:01:00Z,33.00,67.00
2025-11-03T04:02:00Z,33.00,67.00
2025-11-03T04:03:00Z,33.00,67.00
2025-11-03T04:04:00Z,33.00,67.00
2025-11-03T04:05:00Z,33.00,67.00
2025-11-03T04:07:00Z,33.00,67.87
2025-11-03T04:08:00Z,33.00,68.00
2025-11-03T04:10:00Z,33.00,68.00
2025-11-03T04:11:00Z,33.00,68.00
2025-11-03T04:14:00Z,33.31,68.00
2025-11-03T04:19:00Z,32.89,67.00
2025-11-03T04:20:00Z,32.89,67.44
2025-11-03T04:23:00Z,32.89,68.00
2025-11-03T04:26:00Z,32.89,68.00
2025-11-03T04:28:00Z,34.00,68.00
2025-11-03T04:29:00Z,34.00,67.00
2025-11-03T04:32:00Z,34.00,68.00
2025-11-03T04:33:00Z,34.00,68.00
2025-11-03T04:35:00Z,34.00,66.00
2025-11-03T04:36:00Z,34.00,67.13
2025-11-03T04:37:00Z,34.00,67.31
2025-11-03T04:38:00Z,34.00,68.00
2025-11-03T04:41:00Z,34.00,68.00
2025-11-03T04:42:00Z,34.00,68.00
2025-11-03T04:43:00Z,34.00,68.00
2025-11-03T04:44:00Z,34.00,68.00
2025-11-03T04:49:00Z,34.00,68.00
2025-11-03T04:50:00Z,34.00,68.00
2025-11-03T04:51:00Z,34.00,68.00
2025-11-03T04:54:00Z,34.00,68.00
2025-11-03T04:55:00Z,34.00,68.00
2025-11-03T04:56:00Z,34.00,68.00
2025-11-03T04:57:00Z,34.00,68.00
2025-11-03T04:58:00Z,34.00,68.00
2025-11-03T04:59:00Z,34.00,68.00
2025-11-03T05:00:00Z,34.00,68.00
2025-11-03T05:02:00Z,34.00,67.16
2025-11-03T05:03:00Z,33.96,67.16
2025-11-03T05:04:00Z,33.96,67.00
2025-11-03T05:05:00Z,34.20,67.00
2025-11-03T05:06:00Z,34.00,67.00
2025-11-03T05:07:00Z,34.00,67.00
2025-11-03T05:08:00Z,34.00,67.00
2025-11-03T05:09:00Z,34.94,67.00
2025-11-03T05:10:00Z,34.00,67.00
2025-11-03T05:11:00Z,34.00,67.00
2025-11-03T05:12:00Z,34.00,67.00
2025-11-03T05:13:00Z,34.17,67.00
2025-11-03T05:14:00Z,34.00,67.00
2025-11-03T05:15:00Z,34.93,67.00
2025-11-03T05:16:00Z,34.93,67.00
2025-11-03T05:17:00Z,35.00,67.00
2025-11-03T05:18:00Z,35.00,67.00
2025-11-03T05:20:00Z,35.00,67.00
2025-11-03T05:23:00Z,35.00,67.00
2025-11-03T05:24:00Z,35.00,67.00
2025-11-03T05:25:00Z,35.00,67.00
2025-11-03T05:26:00Z,35.00,67.00
2025-11-03T05:27:00Z,35.00,67.00
2025-11-03T05:28:00Z,35.00,67.00
2025-11-03T05:29:00Z,35.00,67.00
2025-11-03T05:30:00Z,35.00,67.00
2025-11-03T05:31:00Z,35.00,67.00
2025-11-03T05:32:00Z,35.00,67.00
2025-11-03T05:33:00Z,35.00,67.00
2025-11-03T05:34:00Z,35.00,67.00
2025-11-03T05:35:00Z,35.00,67.00
2025-11-03T05:36:00Z,35.00,67.00
2025-11-03T05:37:00Z,35.00,67.00
2025-11-03T05:38:00Z,35.00,67.00
2025-11-03T05:39:00Z,35.00,67.00
2025-11-03T05:40:00Z,35.00,67.00
2025-11-03T05:41:00Z,35.00,67.00
2025-11-03T05:42:00Z,34.00,67.00
2025-11-03T05:44:00Z,34.00,67.00
2025-11-03T05:45:00Z,34.00,67.00
2025-11-03T05:46:00Z,34.00,67.00
2025-11-03T05:47:00Z,34.00,67.00
2025-11-03T05:50:00Z,34.00,67.00
2025-11-03T05:51:00Z,34.00,67.00
2025-11-03T05:52:00Z,34.00,66.60
2025-11-03T05:53:00Z,34.00,67.00
2025-11-03T05:56:00Z,34.00,67.00
2025-11-03T05:57:00Z,34.00,67.00
2025-11-03T05:58:00Z,34.00,67.00
2025-11-03T05:59:00Z,34.00,67.00
2025-11-03T06:00:00Z,34.00,67.00
2025-11-03T06:01:00Z,34.00,67.00
2025-11-03T06:02:00Z,34.00,67.00
2025-11-03T06:03:00Z,34.00,67.00
2025-11-03T06:04:00Z,34.00,67.00
2025-11-03T06:05:00Z,34.00,67.54
2025-11-03T06:06:00Z,34.00,68.00
2025-11-03T06:07:00Z,34.00,68.00
2025-11-03T06:08:00Z,33.00,68.00
2025-11-03T06:09:00Z,34.00,68.00
2025-11-03T06:10:00Z,34.00,67.00
2025-11-03T06:11:00Z,34.00,67.00
2025-11-03T06:12:00Z,34.00,67.00
2025-11-03T06:13:00Z,33.80,67.00
2025-11-03T06:14:00Z,34.00,67.00
2025-11-03T06:15:00Z,34.00,67.00
2025-11-03T06:16:00Z,34.00,67.00
2025-11-03T06:17:00Z,34.00,67.18
2025-11-03T06:19:00Z,34.00,68.00
2025-11-03T06:20:00Z,34.00,68.00
2025-11-03T06:22:00Z,34.00,67.10
2025-11-03T06:23:00Z,34.00,67.00
2025-11-03T06:24:00Z,34.00,67.00
2025-11-03T06:25:00Z,34.00,67.00
2025-11-03T06:27:00Z,34.00,67.00
2025-11-03T06:28:00Z,34.00,67.00
2025-11-03T06:29:00Z,34.00,67.00
2025-11-03T06:30:00Z,34.00,67.00
2025-11-03T06:31:00Z,34.00,67.00
2025-11-03T06:32:00Z,34.00,67.00
2025-11-03T06:33:00Z,34.00,67.00
2025-11-03T06:34:00Z,34.00,67.00
2025-11-03T06:35:00Z,33.50,67.00
2025-11-03T06:36:00Z,33.50,67.00
