# event_ticker=KXATPCHALLENGERMATCH-26FEB19CINNAG
# final_score=6-4 6-4
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Sumit Nagal
# kalshi_date=2026-02-19
timestamp,Federico Cina,Sumit Nagal
2026-02-19T05:20:00Z,58.00,44.00
2026-02-19T05:23:00Z,58.00,44.00
2026-02-19T05:25:00Z,58.00,43.00
2026-02-19T05:27:00Z,58.00,43.00
2026-02-19T05:29:00Z,58.00,43.02
2026-02-19T05:33:00Z,58.00,44.00
2026-02-19T05:36:00Z,58.00,44.00
2026-02-19T05:38:00Z,58.00,44.00
2026-02-19T05:39:00Z,58.00,44.00
2026-02-19T05:41:00Z,58.00,43.00
2026-02-19T05:48:00Z,58.00,43.00
2026-02-19T05:49:00Z,58.00,43.00
2026-02-19T05:50:00Z,58.00,43.00
2026-02-19T05:52:00Z,58.00,43.00
2026-02-19T05:54:00Z,58.00,43.00
2026-02-19T05:56:00Z,58.00,43.00
2026-02-19T05:58:00Z,58.00,43.00
2026-02-19T06:00:00Z,58.00,43.00
2026-02-19T06:01:00Z,58.00,43.00
2026-02-19T06:03:00Z,58.00,43.00
2026-02-19T06:06:00Z,58.00,43.00
2026-02-19T06:10:00Z,58.00,43.00
2026-02-19T06:11:00Z,58.00,43.00
2026-02-19T06:13:00Z,58.00,42.93
2026-02-19T06:15:00Z,58.00,42.93
2026-02-19T06:18:00Z,58.00,44.27
2026-02-19T06:19:00Z,56.00,44.27
2026-02-19T06:20:00Z,56.00,46.00
2026-02-19T06:22:00Z,58.00,46.00
2026-02-19T06:23:00Z,58.00,46.00
2026-02-19T06:24:00Z,58.00,46.00
2026-02-19T06:25:00Z,58.00,46.00
2026-02-19T06:27:00Z,58.00,46.00
2026-02-19T06:28:00Z,58.00,45.00
2026-02-19T06:29:00Z,58.00,45.95
2026-02-19T06:30:00Z,56.00,46.00
2026-02-19T06:31:00Z,56.00,46.00
2026-02-19T06:32:00Z,56.00,46.00
2026-02-19T06:34:00Z,56.00,46.00
2026-02-19T06:35:00Z,56.00,46.00
2026-02-19T06:36:00Z,56.00,46.00
2026-02-19T06:39:00Z,56.00,42.00
2026-02-19T06:40:00Z,56.00,46.00
2026-02-19T06:42:00Z,58.00,46.00
2026-02-19T06:46:00Z,58.00,46.00
2026-02-19T06:47:00Z,58.00,46.00
2026-02-19T06:48:00Z,58.00,46.00
2026-02-19T06:49:00Z,58.00,46.00
2026-02-19T06:51:00Z,58.00,46.00
2026-02-19T06:52:00Z,58.00,46.00
2026-02-19T06:53:00Z,58.00,45.00
2026-02-19T06:54:00Z,58.00,45.00
2026-02-19T06:56:00Z,58.00,45.00
2026-02-19T06:57:00Z,58.00,45.00
2026-02-19T06:58:00Z,58.00,45.72
2026-02-19T07:00:00Z,58.00,46.64
2026-02-19T07:01:00Z,57.00,46.00
2026-02-19T07:02:00Z,57.00,46.00
2026-02-19T07:03:00Z,57.00,46.00
2026-02-19T07:04:00Z,57.00,46.00
2026-02-19T07:05:00Z,57.00,46.00
2026-02-19T07:06:00Z,54.88,46.00
2026-02-19T07:07:00Z,57.00,46.00
2026-02-19T07:08:00Z,57.00,46.00
2026-02-19T07:09:00Z,58.00,46.00
2026-02-19T07:10:00Z,58.00,46.00
2026-02-19T07:11:00Z,54.26,46.00
2026-02-19T07:12:00Z,57.00,46.00
2026-02-19T07:13:00Z,57.00,46.00
2026-02-19T07:14:00Z,57.00,46.00
2026-02-19T07:15:00Z,54.66,46.00
2026-02-19T07:16:00Z,53.00,47.00
2026-02-19T07:17:00Z,57.00,46.00
2026-02-19T07:18:00Z,55.00,43.70
2026-02-19T07:19:00Z,54.34,43.70
2026-02-19T07:20:00Z,55.00,43.70
2026-02-19T07:21:00Z,55.00,43.70
2026-02-19T07:22:00Z,55.00,43.70
2026-02-19T07:23:00Z,55.66,46.04
2026-02-19T07:24:00Z,56.00,46.00
2026-02-19T07:25:00Z,56.00,46.00
2026-02-19T07:26:00Z,56.28,46.00
2026-02-19T07:27:00Z,56.28,46.00
2026-02-19T07:28:00Z,56.28,46.00
2026-02-19T07:29:00Z,56.28,46.00
2026-02-19T07:30:00Z,56.28,46.00
2026-02-19T07:31:00Z,57.00,46.00
2026-02-19T07:32:00Z,57.00,46.00
2026-02-19T07:33:00Z,57.00,46.00
2026-02-19T07:34:00Z,57.00,46.00
2026-02-19T07:35:00Z,57.00,46.00
2026-02-19T07:36:00Z,57.00,46.00
2026-02-19T07:37:00Z,57.00,46.00
2026-02-19T07:39:00Z,57.00,45.00
2026-02-19T07:40:00Z,57.00,45.00
2026-02-19T07:41:00Z,57.00,45.57
2026-02-19T07:42:00Z,57.00,45.00
2026-02-19T07:43:00Z,57.00,45.00
2026-02-19T07:45:00Z,57.00,45.00
2026-02-19T07:47:00Z,57.83,45.00
2026-02-19T07:48:00Z,58.00,45.00
2026-02-19T07:49:00Z,58.00,45.00
2026-02-19T07:50:00Z,58.00,45.00
2026-02-19T07:51:00Z,57.00,45.00
2026-02-19T07:52:00Z,57.01,45.00
2026-02-19T07:53:00Z,58.00,46.00
2026-02-19T07:54:00Z,58.00,45.17
2026-02-19T07:55:00Z,58.00,46.00
2026-02-19T07:56:00Z,58.00,43.95
2026-02-19T07:57:00Z,56.07,45.27
2026-02-19T07:58:00Z,54.87,46.00
2026-02-19T07:59:00Z,58.00,46.00
2026-02-19T08:00:00Z,58.01,45.71
2026-02-19T10:01:00Z,84.69,4.69
2026-02-19T10:02:00Z,98.55,4.63
2026-02-19T10:03:00Z,94.29,10.70
2026-02-19T10:04:00Z,98.00,7.80
2026-02-19T10:05:00Z,96.79,2.82
2026-02-19T10:06:00Z,97.31,5.32
2026-02-19T10:07:00Z,98.59,1.37
2026-02-19T10:08:00Z,99.00,1.00
2026-02-19T10:09:00Z,99.00,1.00
2026-02-19T10:10:00Z,99.00,1.00
2026-02-19T10:12:00Z,99.00,1.00
2026-02-19T10:13:00Z,99.00,1.00
2026-02-19T10:14:00Z,99.00,1.00
