# event_ticker=KXATPCHALLENGERMATCH-26FEB19CINNAG
# final_score=6-4 6-4
# match_winner=Federico Cina
# fav_player=Federico Cina
# dog_player=Sumit Nagal
# kalshi_date=2026-02-19
timestamp,Federico Cina,Sumit Nagal
2026-02-19T00:51:00Z,56.00,
2026-02-19T01:34:00Z,56.00,47.00
2026-02-19T01:47:00Z,57.00,47.00
2026-02-19T02:16:00Z,57.00,47.00
2026-02-19T02:39:00Z,57.00,47.00
2026-02-19T02:42:00Z,57.00,47.00
2026-02-19T02:57:00Z,57.00,46.00
2026-02-19T02:58:00Z,57.00,46.00
2026-02-19T03:02:00Z,57.00,46.00
2026-02-19T03:03:00Z,57.00,46.00
2026-02-19T03:04:00Z,57.98,43.00
2026-02-19T03:05:00Z,57.00,43.00
2026-02-19T03:12:00Z,58.00,43.00
2026-02-19T03:14:00Z,58.00,43.00
2026-02-19T03:15:00Z,58.00,43.00
2026-02-19T03:17:00Z,57.00,43.00
2026-02-19T03:27:00Z,57.00,43.00
2026-02-19T03:30:00Z,57.00,43.00
2026-02-19T03:40:00Z,57.00,43.00
2026-02-19T03:41:00Z,57.00,43.00
2026-02-19T03:46:00Z,57.00,43.98
2026-02-19T03:51:00Z,57.00,45.00
2026-02-19T03:54:00Z,57.00,45.89
2026-02-19T03:56:00Z,57.00,45.89
2026-02-19T03:57:00Z,57.14,45.89
2026-02-19T04:03:00Z,58.00,45.89
2026-02-19T04:05:00Z,58.00,45.89
2026-02-19T04:07:00Z,58.00,45.89
2026-02-19T04:09:00Z,58.00,45.00
2026-02-19T04:11:00Z,58.00,42.00
2026-02-19T04:15:00Z,59.00,42.00
2026-02-19T04:17:00Z,58.00,42.00
2026-02-19T04:24:00Z,58.00,42.00
2026-02-19T04:30:00Z,59.00,44.00
2026-02-19T04:32:00Z,58.00,44.00
2026-02-19T04:35:00Z,58.00,44.00
2026-02-19T04:36:00Z,58.00,44.00
2026-02-19T04:40:00Z,58.00,44.00
2026-02-19T04:48:00Z,58.00,44.00
2026-02-19T04:52:00Z,58.00,44.00
2026-02-19T04:54:00Z,58.00,44.00
2026-02-19T04:57:00Z,58.58,44.00
2026-02-19T05:03:00Z,58.58,44.00
2026-02-19T05:04:00Z,58.58,44.00
2026-02-19T05:06:00Z,58.58,44.00
2026-02-19T05:14:00Z,58.00,44.00
2026-02-19T05:17:00Z,58.00,44.00
