# event_ticker=KXATPCHALLENGERMATCH-26MAR30VILABO
# final_score=6-7(5) 6-1 6-3
# score_resolution=6-7 6-1 6-3
# match_winner=Gonzalo Villanueva
# fav_player=Gonzalo Villanueva
# dog_player=Valerio Aboian
# kalshi_date=2026-03-30
timestamp,Gonzalo Villanueva,Valerio Aboian
2026-03-30T08:01:00Z,56.00,46.00
2026-03-30T08:03:00Z,54.00,46.00
2026-03-30T08:50:00Z,56.00,46.00
2026-03-30T08:51:00Z,56.00,44.00
2026-03-30T10:01:00Z,59.00,44.00
2026-03-30T10:43:00Z,59.00,44.00
2026-03-30T13:04:00Z,57.00,44.00
2026-03-30T14:53:00Z,56.00,44.00
2026-03-30T16:00:00Z,56.00,43.00
2026-03-30T16:14:00Z,56.00,43.00
2026-03-30T16:38:00Z,56.00,43.00
2026-03-30T16:46:00Z,59.00,43.00
2026-03-30T16:47:00Z,59.00,43.00
2026-03-30T17:17:00Z,58.00,43.00
2026-03-30T17:43:00Z,58.00,44.00
2026-03-30T17:48:00Z,58.00,44.00
2026-03-30T17:49:00Z,59.22,44.00
2026-03-30T17:53:00Z,59.22,43.92
2026-03-30T17:54:00Z,58.00,43.92
2026-03-30T18:03:00Z,58.00,43.92
2026-03-30T18:04:00Z,58.00,43.00
2026-03-30T18:10:00Z,58.00,44.00
2026-03-30T18:19:00Z,58.00,44.00
2026-03-30T18:33:00Z,58.00,44.00
2026-03-30T18:38:00Z,58.00,43.00
2026-03-30T18:47:00Z,59.00,43.00
2026-03-30T18:48:00Z,59.00,43.00
2026-03-30T18:58:00Z,58.00,43.52
2026-03-30T19:04:00Z,58.00,43.52
2026-03-30T19:09:00Z,58.00,43.52
2026-03-30T19:12:00Z,58.00,43.65
2026-03-30T19:15:00Z,58.00,43.65
2026-03-30T19:18:00Z,58.00,43.00
2026-03-30T19:21:00Z,58.00,43.00
2026-03-30T19:30:00Z,58.38,43.00
2026-03-30T19:35:00Z,58.00,43.00
2026-03-30T19:37:00Z,56.18,43.11
2026-03-30T19:38:00Z,58.89,43.82
2026-03-30T19:39:00Z,58.89,43.00
2026-03-30T19:44:00Z,59.00,43.00
2026-03-30T19:45:00Z,59.00,43.61
2026-03-30T19:46:00Z,59.00,43.00
2026-03-30T19:47:00Z,59.53,43.83
2026-03-30T19:49:00Z,56.13,45.00
2026-03-30T19:50:00Z,55.35,44.00
2026-03-30T19:51:00Z,52.64,49.00
2026-03-30T19:52:00Z,52.12,49.89
2026-03-30T19:53:00Z,51.50,50.55
2026-03-30T19:54:00Z,52.73,51.77
2026-03-30T19:55:00Z,44.98,52.24
2026-03-30T19:56:00Z,47.34,54.47
2026-03-30T19:57:00Z,52.94,54.47
2026-03-30T19:58:00Z,50.00,55.00
2026-03-30T19:59:00Z,51.26,51.00
2026-03-30T20:00:00Z,53.44,50.50
2026-03-30T20:01:00Z,55.92,46.17
2026-03-30T20:02:00Z,57.79,47.84
2026-03-30T20:03:00Z,52.18,53.16
2026-03-30T20:04:00Z,56.56,43.00
2026-03-30T20:05:00Z,62.36,47.66
2026-03-30T20:06:00Z,63.23,43.29
2026-03-30T20:07:00Z,66.44,40.00
2026-03-30T20:08:00Z,68.06,30.02
2026-03-30T20:09:00Z,71.99,32.00
2026-03-30T20:10:00Z,70.32,29.00
2026-03-30T20:11:00Z,65.71,39.04
2026-03-30T20:12:00Z,60.29,39.83
2026-03-30T20:13:00Z,60.29,44.72
2026-03-30T20:14:00Z,57.96,44.72
2026-03-30T20:15:00Z,53.76,48.21
2026-03-30T20:16:00Z,52.73,49.35
2026-03-30T20:17:00Z,51.21,50.00
2026-03-30T20:18:00Z,53.20,48.68
2026-03-30T20:19:00Z,49.19,54.09
2026-03-30T20:20:00Z,48.84,54.86
2026-03-30T20:21:00Z,53.30,48.00
2026-03-30T20:22:00Z,52.38,51.66
2026-03-30T20:23:00Z,54.01,48.95
2026-03-30T20:24:00Z,52.57,49.82
2026-03-30T20:25:00Z,49.45,54.74
2026-03-30T20:26:00Z,53.98,46.89
2026-03-30T20:27:00Z,55.00,44.67
2026-03-30T20:28:00Z,56.00,45.76
2026-03-30T20:29:00Z,60.14,45.36
2026-03-30T20:30:00Z,64.39,37.39
2026-03-30T20:31:00Z,63.00,35.45
2026-03-30T20:32:00Z,56.48,44.33
2026-03-30T20:33:00Z,51.80,50.00
2026-03-30T20:34:00Z,51.47,49.77
2026-03-30T20:35:00Z,49.33,47.56
2026-03-30T20:36:00Z,50.72,48.80
2026-03-30T20:37:00Z,50.55,54.96
2026-03-30T20:38:00Z,47.72,59.99
2026-03-30T20:39:00Z,52.40,49.55
2026-03-30T20:40:00Z,56.91,45.11
2026-03-30T20:41:00Z,54.02,46.52
2026-03-30T20:42:00Z,57.32,45.39
2026-03-30T20:43:00Z,51.54,48.94
2026-03-30T20:44:00Z,49.93,51.64
2026-03-30T20:45:00Z,49.83,52.00
2026-03-30T20:46:00Z,48.12,54.58
2026-03-30T20:47:00Z,41.48,62.88
2026-03-30T20:48:00Z,50.04,54.65
2026-03-30T20:49:00Z,52.45,56.84
2026-03-30T20:50:00Z,53.26,49.23
2026-03-30T20:51:00Z,57.23,46.03
2026-03-30T20:52:00Z,56.18,49.24
2026-03-30T20:53:00Z,56.19,46.81
2026-03-30T20:54:00Z,64.38,41.72
2026-03-30T20:55:00Z,60.51,41.95
2026-03-30T20:56:00Z,61.91,39.22
2026-03-30T20:57:00Z,59.02,43.81
2026-03-30T20:58:00Z,50.96,50.73
2026-03-30T20:59:00Z,50.42,50.98
2026-03-30T21:00:00Z,48.21,52.87
2026-03-30T21:01:00Z,48.88,51.43
2026-03-30T21:02:00Z,49.38,52.73
2026-03-30T21:03:00Z,53.67,50.23
2026-03-30T21:04:00Z,59.18,42.96
2026-03-30T21:05:00Z,54.70,46.60
2026-03-30T21:06:00Z,57.25,46.19
2026-03-30T21:07:00Z,58.29,45.52
2026-03-30T21:08:00Z,53.17,47.34
2026-03-30T21:09:00Z,58.91,42.66
2026-03-30T21:10:00Z,59.76,41.20
2026-03-30T21:11:00Z,49.15,50.50
2026-03-30T21:12:00Z,45.06,57.12
2026-03-30T21:13:00Z,47.47,54.41
2026-03-30T21:14:00Z,53.46,50.95
2026-03-30T21:15:00Z,42.27,61.88
2026-03-30T21:16:00Z,42.22,56.93
2026-03-30T21:17:00Z,44.70,56.88
2026-03-30T21:18:00Z,42.49,52.66
2026-03-30T21:19:00Z,51.15,49.29
2026-03-30T21:20:00Z,40.04,57.88
2026-03-30T21:21:00Z,38.53,58.67
2026-03-30T21:22:00Z,33.41,65.06
2026-03-30T21:23:00Z,34.58,63.99
2026-03-30T21:24:00Z,34.92,63.69
2026-03-30T21:25:00Z,34.71,69.45
2026-03-30T21:26:00Z,35.60,65.95
2026-03-30T21:27:00Z,37.12,65.64
2026-03-30T21:28:00Z,39.42,62.03
2026-03-30T21:29:00Z,37.84,63.18
2026-03-30T21:30:00Z,35.42,69.21
2026-03-30T21:31:00Z,34.26,67.02
2026-03-30T21:32:00Z,34.42,65.71
2026-03-30T21:33:00Z,31.68,66.89
2026-03-30T21:34:00Z,32.41,72.29
2026-03-30T21:35:00Z,21.57,78.57
2026-03-30T21:36:00Z,25.05,77.00
2026-03-30T21:37:00Z,32.57,72.56
2026-03-30T21:38:00Z,26.30,72.10
2026-03-30T21:39:00Z,34.94,67.18
2026-03-30T21:40:00Z,38.13,63.71
2026-03-30T21:41:00Z,39.61,63.00
2026-03-30T21:42:00Z,36.92,64.33
2026-03-30T21:43:00Z,38.50,63.26
2026-03-30T21:44:00Z,45.03,62.71
2026-03-30T21:45:00Z,52.51,47.40
2026-03-30T21:46:00Z,50.89,50.07
2026-03-30T21:47:00Z,54.53,45.52
2026-03-30T21:48:00Z,56.89,40.80
2026-03-30T21:49:00Z,66.00,40.35
2026-03-30T21:50:00Z,58.64,39.30
2026-03-30T21:51:00Z,59.82,40.35
2026-03-30T21:52:00Z,60.33,38.71
2026-03-30T21:53:00Z,63.74,37.17
2026-03-30T21:54:00Z,63.04,37.01
2026-03-30T21:55:00Z,62.74,39.44
2026-03-30T21:56:00Z,59.06,41.95
2026-03-30T21:57:00Z,63.59,36.14
2026-03-30T21:58:00Z,65.48,34.22
2026-03-30T21:59:00Z,66.85,32.54
2026-03-30T22:00:00Z,67.81,34.01
2026-03-30T22:01:00Z,68.56,30.22
2026-03-30T22:02:00Z,66.18,34.83
2026-03-30T22:03:00Z,64.95,34.97
2026-03-30T22:04:00Z,64.66,36.00
2026-03-30T22:05:00Z,65.04,35.76
2026-03-30T22:06:00Z,64.55,35.53
2026-03-30T22:07:00Z,64.94,36.64
2026-03-30T22:08:00Z,62.40,41.09
2026-03-30T22:09:00Z,64.17,39.94
2026-03-30T22:10:00Z,63.31,34.47
2026-03-30T22:11:00Z,77.74,25.18
2026-03-30T22:12:00Z,72.37,28.80
2026-03-30T22:13:00Z,81.51,18.64
2026-03-30T22:14:00Z,83.60,16.94
2026-03-30T22:15:00Z,82.26,17.11
2026-03-30T22:16:00Z,83.23,19.63
2026-03-30T22:17:00Z,88.94,12.22
2026-03-30T22:18:00Z,89.90,10.57
2026-03-30T22:19:00Z,87.31,11.80
2026-03-30T22:20:00Z,82.67,15.21
2026-03-30T22:21:00Z,85.94,15.42
2026-03-30T22:22:00Z,89.41,11.59
2026-03-30T22:23:00Z,94.63,4.43
2026-03-30T22:24:00Z,95.37,4.72
2026-03-30T22:25:00Z,95.44,5.98
2026-03-30T22:26:00Z,94.56,6.20
2026-03-30T22:27:00Z,97.23,3.72
2026-03-30T22:28:00Z,96.17,3.86
2026-03-30T22:29:00Z,94.25,4.82
2026-03-30T22:30:00Z,93.65,7.11
2026-03-30T22:31:00Z,94.84,5.79
2026-03-30T22:32:00Z,89.68,11.71
2026-03-30T22:33:00Z,86.50,14.23
2026-03-30T22:34:00Z,83.38,18.74
2026-03-30T22:35:00Z,80.28,19.67
2026-03-30T22:36:00Z,80.93,19.98
2026-03-30T22:37:00Z,86.24,15.45
2026-03-30T22:38:00Z,88.52,15.23
2026-03-30T22:39:00Z,89.52,10.64
2026-03-30T22:40:00Z,88.84,12.25
2026-03-30T22:41:00Z,89.29,11.94
2026-03-30T22:42:00Z,93.63,6.99
2026-03-30T22:43:00Z,94.33,6.20
2026-03-30T22:44:00Z,91.03,9.88
2026-03-30T22:45:00Z,92.69,6.46
2026-03-30T22:46:00Z,91.48,8.71
2026-03-30T22:47:00Z,88.12,14.48
2026-03-30T22:48:00Z,84.64,15.00
2026-03-30T22:49:00Z,85.59,14.63
2026-03-30T22:50:00Z,90.59,9.84
2026-03-30T22:51:00Z,93.94,6.94
2026-03-30T22:52:00Z,95.19,4.96
2026-03-30T22:53:00Z,93.58,7.08
2026-03-30T22:54:00Z,94.44,6.39
2026-03-30T22:55:00Z,98.62,1.84
2026-03-30T22:56:00Z,99.00,1.00
2026-03-30T22:57:00Z,99.00,1.00
