# event_ticker=KXATPMATCH-26FEB26VACNAK
# final_score=2-6 6-2 6-3
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Valentin Vacherot
# kalshi_date=2026-02-26
timestamp,Brandon Nakashima,Valentin Vacherot
2026-02-26T17:07:00Z,,44.00
2026-02-26T17:09:00Z,,44.00
2026-02-26T17:20:00Z,58.00,44.00
2026-02-26T17:25:00Z,58.00,44.00
2026-02-26T17:26:00Z,58.00,44.00
2026-02-26T17:29:00Z,58.00,44.00
2026-02-26T17:30:00Z,58.00,44.00
2026-02-26T17:32:00Z,58.00,44.00
2026-02-26T17:34:00Z,58.68,43.00
2026-02-26T17:35:00Z,58.00,43.00
2026-02-26T17:36:00Z,58.00,43.00
2026-02-26T17:37:00Z,58.00,43.00
2026-02-26T17:38:00Z,57.25,43.00
2026-02-26T17:39:00Z,58.00,43.00
2026-02-26T17:40:00Z,58.00,43.00
2026-02-26T17:41:00Z,58.00,43.00
2026-02-26T17:43:00Z,58.00,43.00
2026-02-26T17:44:00Z,58.00,43.00
2026-02-26T17:45:00Z,58.00,43.00
2026-02-26T17:46:00Z,58.00,43.00
2026-02-26T17:47:00Z,58.00,43.00
2026-02-26T17:48:00Z,58.00,43.00
2026-02-26T17:49:00Z,58.00,43.00
2026-02-26T17:50:00Z,58.00,43.00
2026-02-26T17:51:00Z,58.00,43.00
2026-02-26T17:53:00Z,58.00,43.00
2026-02-26T17:56:00Z,58.00,44.00
2026-02-26T17:57:00Z,58.00,44.00
2026-02-26T17:58:00Z,58.00,44.00
2026-02-26T17:59:00Z,58.00,44.00
2026-02-26T18:00:00Z,58.00,44.00
2026-02-26T18:03:00Z,58.00,44.00
2026-02-26T18:04:00Z,58.00,44.00
2026-02-26T18:05:00Z,58.00,44.00
2026-02-26T18:06:00Z,58.00,44.00
2026-02-26T18:07:00Z,57.97,44.00
2026-02-26T18:08:00Z,58.00,44.00
2026-02-26T18:10:00Z,58.00,44.00
2026-02-26T18:11:00Z,58.00,44.00
2026-02-26T18:12:00Z,58.00,44.00
2026-02-26T18:14:00Z,58.00,44.00
2026-02-26T18:15:00Z,58.00,44.00
2026-02-26T18:16:00Z,58.00,44.00
2026-02-26T18:18:00Z,58.00,44.00
2026-02-26T18:20:00Z,58.00,44.00
2026-02-26T18:21:00Z,58.00,44.00
2026-02-26T18:26:00Z,58.00,44.00
2026-02-26T18:29:00Z,58.00,44.00
2026-02-26T18:32:00Z,58.00,44.00
2026-02-26T18:33:00Z,58.00,44.00
2026-02-26T18:34:00Z,58.00,44.00
2026-02-26T18:37:00Z,58.00,44.00
2026-02-26T18:39:00Z,58.00,44.00
2026-02-26T18:41:00Z,57.94,44.00
2026-02-26T18:42:00Z,57.94,44.00
2026-02-26T18:44:00Z,58.00,44.00
2026-02-26T18:46:00Z,58.00,44.00
2026-02-26T18:47:00Z,58.00,44.00
2026-02-26T18:51:00Z,58.00,44.00
2026-02-26T18:52:00Z,58.00,43.00
2026-02-26T18:56:00Z,58.00,44.00
2026-02-26T19:00:00Z,58.00,44.00
2026-02-26T19:01:00Z,58.00,44.00
2026-02-26T19:04:00Z,58.00,44.00
2026-02-26T19:05:00Z,58.00,44.00
2026-02-26T19:06:00Z,58.00,44.00
2026-02-26T19:09:00Z,58.00,44.00
2026-02-26T19:11:00Z,58.00,44.00
2026-02-26T19:17:00Z,58.00,44.00
2026-02-26T19:18:00Z,58.00,44.00
2026-02-26T19:20:00Z,58.00,44.00
2026-02-26T19:22:00Z,58.00,44.00
