# event_ticker=KXATPMATCH-25OCT28AUGCOM
# final_score=6-7(2) 6-3 6-3
# score_resolution=6-7 6-3 6-3
# match_winner=Felix Auger-Aliassime
# fav_player=Felix Auger-Aliassime
# dog_player=Francisco Comesana
# kalshi_date=2025-10-28
timestamp,Felix Auger-Aliassime,Francisco Comesana
2025-10-27T22:24:00Z,,21.00
2025-10-27T22:36:00Z,,21.00
2025-10-27T23:00:00Z,81.00,21.00
2025-10-27T23:03:00Z,81.00,21.00
2025-10-27T23:25:00Z,81.00,21.00
2025-10-27T23:27:00Z,81.00,21.00
2025-10-27T23:28:00Z,81.00,21.00
2025-10-28T00:09:00Z,81.00,21.00
2025-10-28T00:11:00Z,81.00,21.00
2025-10-28T00:29:00Z,80.12,21.00
2025-10-28T01:14:00Z,81.00,21.00
2025-10-28T01:19:00Z,81.00,21.00
2025-10-28T01:23:00Z,81.00,21.00
2025-10-28T01:42:00Z,81.00,21.00
2025-10-28T01:46:00Z,81.00,21.00
2025-10-28T01:56:00Z,81.00,21.00
2025-10-28T01:58:00Z,81.00,21.00
2025-10-28T01:59:00Z,81.00,21.00
2025-10-28T02:12:00Z,81.00,21.00
2025-10-28T02:27:00Z,81.00,21.00
2025-10-28T02:34:00Z,81.00,21.00
2025-10-28T02:38:00Z,81.00,21.00
2025-10-28T02:42:00Z,80.00,21.00
2025-10-28T02:44:00Z,81.00,21.00
2025-10-28T02:51:00Z,81.00,21.00
2025-10-28T03:01:00Z,80.00,21.00
2025-10-28T03:10:00Z,80.00,21.00
2025-10-28T03:11:00Z,80.00,21.00
2025-10-28T03:13:00Z,80.00,21.00
2025-10-28T03:21:00Z,80.00,21.00
2025-10-28T03:23:00Z,80.00,21.00
2025-10-28T03:28:00Z,80.00,21.00
2025-10-28T03:36:00Z,80.00,21.00
2025-10-28T03:37:00Z,80.00,21.00
2025-10-28T03:45:00Z,80.00,21.00
2025-10-28T03:49:00Z,80.00,21.00
2025-10-28T03:53:00Z,80.00,21.00
2025-10-28T03:54:00Z,80.00,21.00
2025-10-28T04:02:00Z,80.00,21.00
2025-10-28T04:08:00Z,80.00,21.00
2025-10-28T04:09:00Z,80.00,21.00
2025-10-28T04:21:00Z,80.00,21.00
2025-10-28T04:23:00Z,80.00,21.00
2025-10-28T04:37:00Z,79.00,21.00
2025-10-28T04:48:00Z,80.00,21.00
2025-10-28T05:00:00Z,80.00,21.00
2025-10-28T05:01:00Z,80.00,21.00
2025-10-28T05:03:00Z,80.30,21.00
2025-10-28T05:15:00Z,81.00,21.00
2025-10-28T05:19:00Z,81.00,21.00
2025-10-28T05:30:00Z,81.00,21.00
2025-10-28T05:32:00Z,81.00,21.00
2025-10-28T05:37:00Z,81.00,21.00
2025-10-28T05:40:00Z,81.00,21.00
2025-10-28T05:41:00Z,81.00,21.00
2025-10-28T05:42:00Z,81.00,21.00
2025-10-28T05:44:00Z,81.00,21.00
2025-10-28T05:50:00Z,81.00,21.00
