# event_ticker=KXATPCHALLENGERMATCH-26FEB13GENMER
# final_score=6-1 6-4
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Tom Gentzsch
# kalshi_date=2026-02-13
timestamp,Daniel Merida,Tom Gentzsch
2026-02-13T03:32:00Z,77.00,23.00
2026-02-13T03:45:00Z,77.00,23.00
2026-02-13T04:04:00Z,77.00,23.00
2026-02-13T04:21:00Z,77.00,23.00
2026-02-13T04:25:00Z,77.00,23.00
2026-02-13T04:39:00Z,77.00,23.00
2026-02-13T05:10:00Z,77.00,26.00
2026-02-13T05:17:00Z,77.00,26.00
2026-02-13T05:42:00Z,77.00,25.00
2026-02-13T05:52:00Z,77.00,25.00
2026-02-13T05:57:00Z,77.00,23.00
2026-02-13T06:14:00Z,77.00,23.00
2026-02-13T06:21:00Z,77.00,25.00
2026-02-13T06:23:00Z,77.00,25.00
2026-02-13T07:37:00Z,76.55,25.00
2026-02-13T07:48:00Z,77.00,25.00
2026-02-13T07:50:00Z,77.00,25.00
2026-02-13T08:47:00Z,77.00,25.00
2026-02-13T09:18:00Z,77.00,27.00
2026-02-13T10:16:00Z,75.00,27.00
2026-02-13T10:26:00Z,75.00,27.00
2026-02-13T10:53:00Z,75.00,27.00
2026-02-13T11:13:00Z,74.00,27.00
2026-02-13T11:27:00Z,74.00,27.00
2026-02-13T12:07:00Z,74.62,27.00
2026-02-13T12:18:00Z,75.00,27.00
2026-02-13T12:32:00Z,75.00,27.00
2026-02-13T12:35:00Z,75.00,27.00
2026-02-13T12:51:00Z,72.00,27.00
2026-02-13T12:56:00Z,72.00,26.00
2026-02-13T13:02:00Z,72.00,26.00
2026-02-13T13:06:00Z,75.00,26.00
2026-02-13T13:08:00Z,75.00,26.00
2026-02-13T13:13:00Z,75.00,26.00
2026-02-13T13:17:00Z,75.00,26.00
2026-02-13T13:18:00Z,75.00,26.00
2026-02-13T13:20:00Z,74.00,26.00
2026-02-13T13:22:00Z,74.00,26.79
2026-02-13T13:23:00Z,74.00,27.73
2026-02-13T13:28:00Z,74.00,28.00
2026-02-13T13:37:00Z,74.00,27.00
2026-02-13T13:40:00Z,74.00,27.00
2026-02-13T13:43:00Z,74.00,25.00
2026-02-13T13:44:00Z,74.00,27.73
2026-02-13T13:45:00Z,74.00,28.00
2026-02-13T13:47:00Z,74.00,28.00
2026-02-13T13:48:00Z,74.00,28.00
2026-02-13T13:53:00Z,74.00,28.00
2026-02-13T14:00:00Z,74.91,28.00
2026-02-13T14:01:00Z,75.00,28.00
2026-02-13T14:08:00Z,75.00,28.00
2026-02-13T14:20:00Z,75.00,28.00
2026-02-13T14:23:00Z,75.00,28.00
2026-02-13T14:25:00Z,75.00,28.00
2026-02-13T14:28:00Z,75.00,28.00
2026-02-13T14:31:00Z,75.00,28.00
2026-02-13T14:33:00Z,75.00,28.00
2026-02-13T14:35:00Z,75.00,28.00
2026-02-13T14:36:00Z,75.00,28.00
2026-02-13T14:39:00Z,74.00,28.00
2026-02-13T14:40:00Z,74.00,28.00
2026-02-13T14:44:00Z,74.00,28.00
2026-02-13T14:46:00Z,75.00,28.00
2026-02-13T14:50:00Z,75.00,28.00
2026-02-13T14:51:00Z,75.00,28.00
2026-02-13T14:52:00Z,75.00,28.00
2026-02-13T14:55:00Z,75.00,28.00
2026-02-13T14:56:00Z,75.00,28.00
2026-02-13T15:02:00Z,75.00,28.00
2026-02-13T15:05:00Z,75.00,28.00
2026-02-13T15:07:00Z,75.00,28.00
2026-02-13T15:09:00Z,75.00,28.00
2026-02-13T15:10:00Z,75.00,28.00
2026-02-13T15:11:00Z,75.00,28.00
2026-02-13T15:13:00Z,75.00,28.00
2026-02-13T15:14:00Z,73.00,28.00
2026-02-13T15:15:00Z,76.00,28.00
2026-02-13T15:16:00Z,76.00,28.00
2026-02-13T15:17:00Z,76.00,28.00
2026-02-13T15:18:00Z,76.00,28.00
2026-02-13T15:19:00Z,74.29,24.49
2026-02-13T15:20:00Z,77.00,24.94
2026-02-13T15:21:00Z,78.43,25.23
2026-02-13T15:22:00Z,79.00,22.13
2026-02-13T15:23:00Z,82.25,19.06
2026-02-13T15:24:00Z,87.68,12.88
2026-02-13T15:25:00Z,87.15,13.66
2026-02-13T15:26:00Z,88.96,13.10
2026-02-13T15:27:00Z,91.00,10.98
2026-02-13T15:28:00Z,90.95,11.06
2026-02-13T15:29:00Z,89.94,11.98
2026-02-13T15:30:00Z,90.00,12.23
2026-02-13T15:31:00Z,90.00,11.49
2026-02-13T15:32:00Z,89.61,12.02
2026-02-13T15:33:00Z,91.00,11.00
2026-02-13T15:34:00Z,91.00,10.02
2026-02-13T15:35:00Z,91.00,10.14
2026-02-13T15:36:00Z,91.92,8.45
2026-02-13T15:37:00Z,91.00,9.00
2026-02-13T15:38:00Z,90.50,8.51
2026-02-13T15:39:00Z,94.75,7.24
2026-02-13T15:40:00Z,95.03,6.00
2026-02-13T15:41:00Z,94.14,6.89
2026-02-13T15:42:00Z,93.34,7.05
2026-02-13T15:43:00Z,93.34,7.15
2026-02-13T15:44:00Z,94.00,7.06
2026-02-13T15:45:00Z,93.78,8.64
2026-02-13T15:46:00Z,91.12,9.00
2026-02-13T15:47:00Z,90.98,9.79
2026-02-13T15:48:00Z,89.01,11.24
2026-02-13T15:49:00Z,90.75,11.16
2026-02-13T15:50:00Z,90.80,9.63
2026-02-13T15:51:00Z,92.50,7.31
2026-02-13T15:52:00Z,93.00,8.03
2026-02-13T15:53:00Z,94.57,6.05
2026-02-13T15:54:00Z,94.00,7.91
2026-02-13T15:55:00Z,94.49,7.00
2026-02-13T15:56:00Z,89.84,8.19
2026-02-13T15:57:00Z,89.84,10.00
2026-02-13T15:58:00Z,91.33,9.43
2026-02-13T15:59:00Z,88.50,12.58
2026-02-13T16:00:00Z,88.17,10.68
2026-02-13T16:01:00Z,87.42,12.94
2026-02-13T16:02:00Z,87.08,15.51
2026-02-13T16:03:00Z,88.88,12.87
2026-02-13T16:04:00Z,91.63,11.94
2026-02-13T16:05:00Z,85.11,15.81
2026-02-13T16:06:00Z,80.68,20.54
2026-02-13T16:07:00Z,80.52,21.43
2026-02-13T16:08:00Z,79.99,20.59
2026-02-13T16:09:00Z,80.00,22.13
2026-02-13T16:10:00Z,79.15,20.98
2026-02-13T16:11:00Z,81.07,21.11
2026-02-13T16:12:00Z,78.39,24.65
2026-02-13T16:13:00Z,75.13,24.62
2026-02-13T16:14:00Z,75.14,24.40
2026-02-13T16:15:00Z,75.16,25.80
2026-02-13T16:16:00Z,77.04,25.16
2026-02-13T16:17:00Z,79.05,22.15
2026-02-13T16:18:00Z,74.54,24.39
2026-02-13T16:19:00Z,79.62,21.37
2026-02-13T16:20:00Z,83.60,17.03
2026-02-13T16:21:00Z,87.00,13.86
2026-02-13T16:22:00Z,87.01,14.26
2026-02-13T16:23:00Z,88.00,13.80
2026-02-13T16:24:00Z,83.54,17.94
2026-02-13T16:25:00Z,81.07,18.21
2026-02-13T16:26:00Z,87.19,14.12
2026-02-13T16:27:00Z,88.36,12.98
2026-02-13T16:28:00Z,92.07,7.74
2026-02-13T16:29:00Z,98.37,3.41
2026-02-13T16:30:00Z,98.88,2.60
2026-02-13T16:31:00Z,98.60,1.13
2026-02-13T16:32:00Z,99.00,1.13
2026-02-13T16:33:00Z,99.00,1.00
2026-02-13T16:34:00Z,99.00,1.00
2026-02-13T16:35:00Z,99.00,1.00
2026-02-13T16:36:00Z,99.00,1.00
2026-02-13T16:38:00Z,99.00,1.00
2026-02-13T16:39:00Z,99.00,1.00
2026-02-13T16:41:00Z,99.00,1.00
