# event_ticker=KXATPMATCH-26FEB23NAKYME
# final_score=6-3 6-4
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Elias Ymer
# kalshi_date=2026-02-23
timestamp,Brandon Nakashima,Elias Ymer
2026-02-23T13:48:00Z,85.00,16.00
2026-02-23T14:00:00Z,85.00,16.00
2026-02-23T14:59:00Z,85.00,16.00
2026-02-23T15:19:00Z,85.00,16.00
2026-02-23T15:29:00Z,85.00,16.00
2026-02-23T15:36:00Z,85.00,16.00
2026-02-23T15:55:00Z,85.00,16.00
2026-02-23T15:56:00Z,85.00,16.00
2026-02-23T15:57:00Z,85.00,16.00
2026-02-23T16:00:00Z,85.00,16.00
2026-02-23T16:27:00Z,85.00,16.00
2026-02-23T16:35:00Z,85.00,16.00
2026-02-23T16:43:00Z,85.00,16.00
2026-02-23T16:44:00Z,85.00,16.00
2026-02-23T16:53:00Z,85.00,16.00
2026-02-23T17:24:00Z,85.00,16.00
2026-02-23T17:33:00Z,85.00,16.00
2026-02-23T17:38:00Z,85.00,16.00
2026-02-23T17:43:00Z,85.00,16.00
2026-02-23T17:46:00Z,85.00,16.00
2026-02-23T18:10:00Z,85.00,16.00
2026-02-23T18:24:00Z,85.00,15.00
2026-02-23T18:34:00Z,85.00,15.00
2026-02-23T18:35:00Z,85.00,15.00
2026-02-23T18:42:00Z,84.00,15.00
2026-02-23T18:44:00Z,84.00,16.00
2026-02-23T18:54:00Z,84.00,15.00
2026-02-23T18:55:00Z,84.00,15.00
2026-02-23T19:02:00Z,84.00,15.00
2026-02-23T19:40:00Z,84.00,15.00
2026-02-23T19:54:00Z,84.00,15.00
2026-02-23T19:57:00Z,84.00,15.00
2026-02-23T19:59:00Z,84.00,15.00
2026-02-23T20:04:00Z,84.00,15.00
2026-02-23T20:08:00Z,84.00,15.00
2026-02-23T20:17:00Z,84.00,16.00
2026-02-23T20:18:00Z,84.00,16.00
2026-02-23T20:32:00Z,84.00,16.00
2026-02-23T20:37:00Z,84.00,16.00
2026-02-23T20:43:00Z,84.00,16.00
2026-02-23T20:50:00Z,84.00,16.00
2026-02-23T21:03:00Z,84.00,16.00
2026-02-23T21:11:00Z,84.00,16.00
2026-02-23T21:28:00Z,84.00,16.00
2026-02-23T21:48:00Z,84.00,16.00
2026-02-23T21:49:00Z,84.00,16.00
2026-02-23T21:51:00Z,85.00,16.00
2026-02-23T21:54:00Z,85.00,15.00
2026-02-23T21:56:00Z,85.00,15.00
2026-02-23T21:57:00Z,86.00,15.00
2026-02-23T22:03:00Z,86.00,15.00
2026-02-23T22:07:00Z,86.00,15.00
2026-02-23T22:22:00Z,86.00,15.00
2026-02-23T22:26:00Z,86.00,15.00
2026-02-23T22:28:00Z,86.00,15.00
2026-02-23T22:33:00Z,85.00,15.00
2026-02-23T22:34:00Z,85.00,15.00
2026-02-23T22:35:00Z,86.00,15.00
2026-02-23T22:37:00Z,86.00,15.00
2026-02-23T22:44:00Z,86.00,15.00
2026-02-23T22:46:00Z,86.00,15.00
2026-02-23T22:48:00Z,86.00,16.00
2026-02-23T23:12:00Z,86.00,15.00
2026-02-23T23:16:00Z,86.00,15.00
2026-02-23T23:23:00Z,86.00,15.00
2026-02-23T23:29:00Z,86.00,16.00
2026-02-23T23:30:00Z,86.00,16.00
2026-02-23T23:38:00Z,86.00,16.00
2026-02-23T23:55:00Z,86.00,16.00
2026-02-24T00:01:00Z,86.00,16.00
2026-02-24T00:02:00Z,86.00,16.00
2026-02-24T00:03:00Z,86.00,16.00
2026-02-24T00:08:00Z,86.00,16.00
2026-02-24T00:12:00Z,86.00,16.00
2026-02-24T00:13:00Z,86.00,16.00
2026-02-24T00:14:00Z,86.00,16.00
2026-02-24T00:22:00Z,86.00,16.00
2026-02-24T00:26:00Z,86.00,16.00
2026-02-24T00:28:00Z,86.00,15.00
2026-02-24T00:32:00Z,86.00,16.00
2026-02-24T00:36:00Z,86.00,16.00
2026-02-24T00:39:00Z,86.00,16.00
2026-02-24T00:40:00Z,86.00,16.00
2026-02-24T00:47:00Z,86.00,16.00
2026-02-24T00:53:00Z,86.00,16.00
2026-02-24T00:56:00Z,86.00,15.00
2026-02-24T00:57:00Z,86.00,16.00
2026-02-24T01:00:00Z,86.00,16.00
2026-02-24T01:03:00Z,86.00,16.00
2026-02-24T01:06:00Z,86.00,16.00
2026-02-24T01:10:00Z,86.00,16.00
2026-02-24T01:11:00Z,85.00,15.00
2026-02-24T01:12:00Z,85.00,16.00
2026-02-24T01:15:00Z,86.00,16.00
2026-02-24T01:16:00Z,87.00,16.00
2026-02-24T01:17:00Z,86.00,16.00
2026-02-24T01:18:00Z,86.00,16.00
2026-02-24T01:19:00Z,86.00,16.00
2026-02-24T01:20:00Z,86.00,16.00
2026-02-24T01:21:00Z,86.01,16.00
2026-02-24T01:22:00Z,86.00,15.00
2026-02-24T01:23:00Z,87.00,15.00
2026-02-24T01:25:00Z,86.00,15.00
2026-02-24T01:27:00Z,86.00,15.00
2026-02-24T01:28:00Z,87.00,15.00
2026-02-24T01:29:00Z,87.00,15.27
2026-02-24T01:30:00Z,87.00,16.00
2026-02-24T01:31:00Z,86.00,16.00
2026-02-24T01:32:00Z,85.99,16.00
2026-02-24T01:33:00Z,83.93,16.40
2026-02-24T01:34:00Z,82.00,19.50
2026-02-24T01:35:00Z,84.30,19.80
2026-02-24T01:36:00Z,84.30,15.00
2026-02-24T01:37:00Z,89.25,13.46
2026-02-24T01:38:00Z,88.75,12.18
2026-02-24T01:39:00Z,84.73,16.03
2026-02-24T01:40:00Z,89.77,12.30
2026-02-24T01:41:00Z,92.02,8.02
2026-02-24T01:42:00Z,92.00,9.63
2026-02-24T01:43:00Z,90.46,10.35
2026-02-24T01:44:00Z,91.23,9.00
2026-02-24T01:45:00Z,91.00,11.00
2026-02-24T01:46:00Z,91.00,9.00
2026-02-24T01:47:00Z,92.00,9.00
2026-02-24T01:48:00Z,91.00,10.12
2026-02-24T01:49:00Z,90.00,11.00
2026-02-24T01:50:00Z,90.00,11.48
2026-02-24T01:51:00Z,90.98,10.49
2026-02-24T01:52:00Z,91.00,10.00
2026-02-24T01:53:00Z,91.00,10.00
2026-02-24T01:54:00Z,91.00,9.00
2026-02-24T01:55:00Z,90.01,10.02
2026-02-24T01:56:00Z,90.00,11.00
2026-02-24T01:57:00Z,90.00,11.63
2026-02-24T01:58:00Z,89.21,12.00
2026-02-24T01:59:00Z,90.00,11.00
2026-02-24T02:00:00Z,90.00,10.00
2026-02-24T02:01:00Z,90.00,11.02
2026-02-24T02:02:00Z,90.00,11.00
2026-02-24T02:03:00Z,90.00,10.00
2026-02-24T02:04:00Z,89.01,11.99
