# event_ticker=KXATPCHALLENGERMATCH-26APR28GUEFAR
# final_score=6-3 6-7(2) 6-4
# score_resolution=6-3 6-7 6-4
# match_winner=Jaime Faria
# fav_player=Jaime Faria
# dog_player=Andrea Guerrieri
# kalshi_date=2026-04-28
timestamp,Andrea Guerrieri,Jaime Faria
2026-04-28T05:00:00Z,,66.00
2026-04-28T05:27:00Z,35.00,66.00
2026-04-28T06:20:00Z,35.00,67.79
2026-04-28T06:26:00Z,32.00,67.79
2026-04-28T08:13:00Z,32.00,69.00
2026-04-28T08:30:00Z,32.00,68.00
2026-04-28T08:31:00Z,32.00,68.00
2026-04-28T10:16:00Z,32.00,68.00
2026-04-28T10:32:00Z,32.00,68.00
2026-04-28T10:44:00Z,32.00,68.00
2026-04-28T10:46:00Z,32.00,69.00
2026-04-28T11:37:00Z,32.00,69.00
2026-04-28T12:21:00Z,33.00,69.00
2026-04-28T12:22:00Z,33.00,69.00
2026-04-28T12:23:00Z,31.00,69.00
2026-04-28T12:29:00Z,33.00,69.00
2026-04-28T13:01:00Z,33.00,68.58
2026-04-28T13:07:00Z,31.00,69.00
2026-04-28T13:14:00Z,33.00,69.00
2026-04-28T13:15:00Z,33.00,69.00
2026-04-28T13:29:00Z,33.00,69.00
2026-04-28T13:30:00Z,33.00,69.00
2026-04-28T13:31:00Z,33.82,69.00
2026-04-28T13:32:00Z,33.82,69.00
2026-04-28T13:37:00Z,33.82,69.00
2026-04-28T13:39:00Z,33.82,69.00
2026-04-28T13:46:00Z,33.00,69.00
2026-04-28T13:48:00Z,33.00,69.33
2026-04-28T13:49:00Z,33.00,69.00
2026-04-28T13:51:00Z,33.00,69.00
2026-04-28T13:53:00Z,33.01,67.78
2026-04-28T13:54:00Z,34.33,67.78
2026-04-28T13:55:00Z,35.17,65.67
2026-04-28T13:56:00Z,34.17,66.00
2026-04-28T13:57:00Z,33.46,67.84
2026-04-28T13:58:00Z,32.86,68.26
2026-04-28T13:59:00Z,32.00,65.44
2026-04-28T14:00:00Z,30.15,70.39
2026-04-28T14:01:00Z,27.87,70.81
2026-04-28T14:02:00Z,24.00,76.03
2026-04-28T14:03:00Z,22.89,77.83
2026-04-28T14:04:00Z,23.00,76.09
2026-04-28T14:05:00Z,22.13,80.11
2026-04-28T14:06:00Z,21.14,77.00
2026-04-28T14:07:00Z,31.07,68.99
2026-04-28T14:08:00Z,30.22,70.00
2026-04-28T14:09:00Z,30.59,70.00
2026-04-28T14:10:00Z,33.92,70.00
2026-04-28T14:11:00Z,33.92,63.00
2026-04-28T14:12:00Z,40.23,62.89
2026-04-28T14:13:00Z,37.38,63.61
2026-04-28T14:14:00Z,33.00,66.70
2026-04-28T14:15:00Z,32.49,67.00
2026-04-28T14:16:00Z,36.51,65.21
2026-04-28T14:17:00Z,30.13,69.90
2026-04-28T14:18:00Z,30.17,69.17
2026-04-28T14:19:00Z,22.16,77.34
2026-04-28T14:20:00Z,21.00,77.61
2026-04-28T14:21:00Z,24.00,75.25
2026-04-28T14:22:00Z,19.67,80.00
2026-04-28T14:23:00Z,22.00,80.00
2026-04-28T14:24:00Z,20.00,79.40
2026-04-28T14:25:00Z,19.60,80.00
2026-04-28T14:26:00Z,22.00,79.50
2026-04-28T14:27:00Z,23.00,77.88
2026-04-28T14:28:00Z,23.00,78.00
2026-04-28T14:29:00Z,20.39,80.88
2026-04-28T14:30:00Z,20.43,80.14
2026-04-28T14:31:00Z,20.43,82.00
2026-04-28T14:32:00Z,20.43,80.36
2026-04-28T14:33:00Z,16.61,82.64
2026-04-28T14:34:00Z,15.00,86.00
2026-04-28T14:35:00Z,14.25,86.00
2026-04-28T14:36:00Z,14.25,86.00
2026-04-28T14:37:00Z,14.00,86.00
2026-04-28T14:38:00Z,14.00,86.00
2026-04-28T14:39:00Z,17.06,85.00
2026-04-28T14:40:00Z,17.63,84.73
2026-04-28T14:41:00Z,17.63,87.39
2026-04-28T14:42:00Z,11.11,89.05
2026-04-28T14:43:00Z,9.60,90.97
2026-04-28T14:44:00Z,5.88,94.90
2026-04-28T14:45:00Z,5.03,94.03
2026-04-28T14:46:00Z,4.78,96.42
2026-04-28T14:47:00Z,2.99,96.92
2026-04-28T14:48:00Z,2.00,98.00
2026-04-28T14:49:00Z,2.75,97.00
2026-04-28T14:50:00Z,1.00,98.90
2026-04-28T14:51:00Z,1.00,98.90
2026-04-28T14:52:00Z,2.00,98.85
2026-04-28T14:53:00Z,2.00,97.77
2026-04-28T14:54:00Z,2.03,98.00
2026-04-28T14:55:00Z,3.00,96.39
2026-04-28T14:56:00Z,2.90,97.79
2026-04-28T14:57:00Z,3.00,97.00
2026-04-28T14:58:00Z,3.00,98.00
2026-04-28T14:59:00Z,3.00,97.00
2026-04-28T15:00:00Z,3.00,97.00
2026-04-28T15:01:00Z,2.88,97.74
2026-04-28T15:02:00Z,2.88,98.01
2026-04-28T15:03:00Z,2.88,99.00
2026-04-28T15:04:00Z,1.30,99.00
2026-04-28T15:05:00Z,1.03,99.00
2026-04-28T15:06:00Z,2.68,98.03
2026-04-28T15:07:00Z,2.00,97.02
2026-04-28T15:08:00Z,3.00,96.91
2026-04-28T15:09:00Z,3.37,96.00
2026-04-28T15:10:00Z,3.26,96.68
2026-04-28T15:11:00Z,3.92,95.53
2026-04-28T15:12:00Z,7.43,93.05
2026-04-28T15:13:00Z,6.90,93.66
2026-04-28T15:14:00Z,6.90,92.67
2026-04-28T15:15:00Z,7.19,92.79
2026-04-28T15:16:00Z,7.33,91.77
2026-04-28T15:17:00Z,8.62,91.38
2026-04-28T15:18:00Z,8.05,91.37
2026-04-28T15:19:00Z,5.79,97.21
2026-04-28T15:20:00Z,3.22,96.44
2026-04-28T15:21:00Z,7.03,94.75
2026-04-28T15:22:00Z,11.00,90.00
2026-04-28T15:23:00Z,12.21,90.13
2026-04-28T15:24:00Z,15.84,83.74
2026-04-28T15:25:00Z,19.15,81.89
2026-04-28T15:26:00Z,20.42,78.88
2026-04-28T15:27:00Z,27.84,74.49
2026-04-28T15:28:00Z,33.22,66.15
2026-04-28T15:29:00Z,29.45,66.79
2026-04-28T15:30:00Z,25.98,74.25
2026-04-28T15:31:00Z,26.27,74.58
2026-04-28T15:32:00Z,21.36,78.50
