# event_ticker=KXATPCHALLENGERMATCH-26APR28GUEFAR
# final_score=6-3 6-7(2) 6-4
# score_resolution=6-3 6-7 6-4
# match_winner=Jaime Faria
# fav_player=Jaime Faria
# dog_player=Andrea Guerrieri
# kalshi_date=2026-04-28
timestamp,Andrea Guerrieri,Jaime Faria
2026-04-28T15:33:00Z,20.71,78.12
2026-04-28T15:34:00Z,26.71,76.72
2026-04-28T15:35:00Z,26.67,71.91
2026-04-28T15:36:00Z,29.11,69.75
2026-04-28T15:37:00Z,34.43,63.98
2026-04-28T15:38:00Z,42.55,58.05
2026-04-28T15:39:00Z,43.69,58.00
2026-04-28T15:40:00Z,43.98,57.78
2026-04-28T15:41:00Z,43.01,59.01
2026-04-28T15:42:00Z,43.93,58.78
2026-04-28T15:43:00Z,43.39,57.11
2026-04-28T15:44:00Z,44.19,59.21
2026-04-28T15:45:00Z,41.88,58.01
2026-04-28T15:46:00Z,49.31,51.00
2026-04-28T15:47:00Z,53.22,47.89
2026-04-28T15:48:00Z,52.39,53.15
2026-04-28T15:49:00Z,49.46,49.03
2026-04-28T15:50:00Z,46.38,51.94
2026-04-28T15:51:00Z,37.43,62.70
2026-04-28T15:52:00Z,44.05,55.14
2026-04-28T15:53:00Z,43.84,55.72
2026-04-28T15:54:00Z,49.73,52.78
2026-04-28T15:55:00Z,50.69,56.12
2026-04-28T15:56:00Z,49.23,57.03
2026-04-28T15:57:00Z,50.52,52.41
2026-04-28T15:58:00Z,49.29,53.35
2026-04-28T15:59:00Z,50.23,52.09
2026-04-28T16:00:00Z,52.08,50.88
2026-04-28T16:01:00Z,54.23,49.16
2026-04-28T16:02:00Z,47.59,55.60
2026-04-28T16:03:00Z,42.88,57.57
2026-04-28T16:04:00Z,45.21,55.92
2026-04-28T16:05:00Z,48.85,52.23
2026-04-28T16:06:00Z,50.42,50.79
2026-04-28T16:07:00Z,50.77,51.43
2026-04-28T16:08:00Z,48.02,51.54
2026-04-28T16:09:00Z,48.78,54.64
2026-04-28T16:10:00Z,45.60,56.61
2026-04-28T16:11:00Z,48.09,53.53
2026-04-28T16:12:00Z,52.45,47.28
2026-04-28T16:13:00Z,54.06,47.20
2026-04-28T16:14:00Z,52.52,49.69
2026-04-28T16:15:00Z,44.72,55.09
2026-04-28T16:16:00Z,37.29,63.95
2026-04-28T16:17:00Z,21.43,78.70
2026-04-28T16:18:00Z,8.76,92.56
2026-04-28T16:19:00Z,8.11,91.78
2026-04-28T16:20:00Z,8.96,93.77
2026-04-28T16:21:00Z,6.95,92.25
2026-04-28T16:22:00Z,9.49,90.61
2026-04-28T16:23:00Z,6.40,94.99
2026-04-28T16:24:00Z,1.00,99.00
2026-04-28T16:25:00Z,1.00,99.00
2026-04-28T16:26:00Z,1.00,99.00
2026-04-28T16:27:00Z,1.00,99.00
