# event_ticker=KXATPMATCH-25OCT28SHAFON
# final_score=5-7 6-4 6-3
# match_winner=Joao Fonseca
# fav_player=Joao Fonseca
# dog_player=Denis Shapovalov
# kalshi_date=2025-10-28
timestamp,Joao Fonseca,Denis Shapovalov
2025-10-28T01:18:00Z,59.00,
2025-10-28T01:27:00Z,59.00,42.00
2025-10-28T02:08:00Z,59.00,42.00
2025-10-28T02:21:00Z,59.00,42.00
2025-10-28T02:28:00Z,59.00,42.00
2025-10-28T02:37:00Z,59.00,42.00
2025-10-28T02:42:00Z,59.00,42.00
2025-10-28T02:43:00Z,59.00,42.00
2025-10-28T02:52:00Z,59.00,42.00
2025-10-28T03:02:00Z,59.00,42.00
2025-10-28T03:12:00Z,59.00,42.00
2025-10-28T03:23:00Z,59.00,42.00
2025-10-28T03:28:00Z,59.00,42.00
2025-10-28T03:29:00Z,59.00,42.00
2025-10-28T03:35:00Z,59.00,42.00
2025-10-28T03:41:00Z,59.00,42.00
2025-10-28T04:07:00Z,59.00,42.00
2025-10-28T04:25:00Z,59.00,42.00
2025-10-28T04:48:00Z,59.00,42.00
2025-10-28T04:51:00Z,59.00,42.00
2025-10-28T04:58:00Z,59.00,42.00
2025-10-28T05:14:00Z,59.00,42.00
2025-10-28T05:19:00Z,59.00,42.00
2025-10-28T05:30:00Z,59.00,42.00
2025-10-28T05:41:00Z,59.00,42.00
2025-10-28T05:43:00Z,59.00,42.00
2025-10-28T05:47:00Z,59.00,42.00
2025-10-28T06:00:00Z,59.66,42.00
2025-10-28T06:18:00Z,60.00,42.00
2025-10-28T06:23:00Z,60.00,42.00
2025-10-28T06:33:00Z,60.00,40.00
2025-10-28T06:50:00Z,60.00,40.00
2025-10-28T07:01:00Z,60.00,42.00
2025-10-28T07:02:00Z,59.00,42.00
2025-10-28T07:03:00Z,59.00,42.00
2025-10-28T07:09:00Z,59.00,42.00
2025-10-28T07:12:00Z,59.00,42.00
2025-10-28T07:18:00Z,59.00,42.00
2025-10-28T07:19:00Z,59.00,42.00
2025-10-28T07:20:00Z,59.00,42.00
2025-10-28T07:22:00Z,59.00,42.00
2025-10-28T07:25:00Z,59.00,42.00
2025-10-28T07:33:00Z,59.00,42.00
2025-10-28T07:44:00Z,60.00,42.00
2025-10-28T07:48:00Z,60.00,42.00
2025-10-28T08:10:00Z,60.00,42.00
2025-10-28T08:13:00Z,59.00,42.00
2025-10-28T08:25:00Z,60.00,42.00
2025-10-28T08:39:00Z,60.00,41.00
2025-10-28T08:43:00Z,60.00,41.00
2025-10-28T09:04:00Z,60.00,41.00
2025-10-28T09:18:00Z,60.00,41.00
2025-10-28T09:21:00Z,60.00,41.00
2025-10-28T09:23:00Z,60.00,41.00
2025-10-28T09:27:00Z,60.00,41.00
2025-10-28T09:34:00Z,60.00,41.00
2025-10-28T09:38:00Z,60.00,41.00
2025-10-28T09:48:00Z,60.00,41.00
2025-10-28T09:57:00Z,60.00,41.00
2025-10-28T10:05:00Z,60.00,41.00
2025-10-28T10:09:00Z,60.00,41.00
2025-10-28T10:14:00Z,60.00,41.00
2025-10-28T10:23:00Z,60.00,41.00
2025-10-28T10:27:00Z,60.00,41.00
2025-10-28T10:31:00Z,60.00,41.00
2025-10-28T10:37:00Z,60.00,41.00
2025-10-28T10:40:00Z,60.00,41.00
2025-10-28T10:44:00Z,60.00,41.00
2025-10-28T10:46:00Z,60.00,41.00
2025-10-28T10:58:00Z,60.00,40.00
2025-10-28T10:59:00Z,60.00,40.00
2025-10-28T11:01:00Z,60.00,40.00
2025-10-28T11:02:00Z,59.00,39.00
2025-10-28T11:03:00Z,60.00,40.00
2025-10-28T11:07:00Z,60.00,40.00
2025-10-28T11:10:00Z,60.00,40.00
2025-10-28T11:15:00Z,62.00,40.00
2025-10-28T11:20:00Z,61.00,40.00
2025-10-28T11:21:00Z,61.00,40.00
2025-10-28T11:26:00Z,61.00,40.00
2025-10-28T11:30:00Z,60.00,40.00
2025-10-28T11:31:00Z,60.40,40.00
2025-10-28T11:35:00Z,61.00,40.00
2025-10-28T11:37:00Z,61.00,40.00
2025-10-28T11:38:00Z,61.00,40.00
2025-10-28T11:40:00Z,61.00,40.00
2025-10-28T11:41:00Z,61.00,40.00
2025-10-28T11:42:00Z,61.00,41.00
2025-10-28T11:43:00Z,61.00,41.00
2025-10-28T11:44:00Z,61.00,41.00
2025-10-28T11:48:00Z,60.00,41.00
2025-10-28T11:54:00Z,61.00,41.00
2025-10-28T11:55:00Z,61.00,41.00
2025-10-28T11:58:00Z,61.00,41.00
2025-10-28T12:02:00Z,61.00,41.00
2025-10-28T12:06:00Z,61.00,41.00
2025-10-28T12:11:00Z,61.00,41.00
2025-10-28T12:13:00Z,61.00,41.00
2025-10-28T12:15:00Z,61.00,41.00
2025-10-28T12:17:00Z,61.00,41.00
2025-10-28T12:19:00Z,61.00,41.00
2025-10-28T12:20:00Z,61.00,41.00
2025-10-28T12:21:00Z,61.00,41.00
2025-10-28T12:22:00Z,61.00,41.00
2025-10-28T12:24:00Z,61.00,41.00
2025-10-28T12:25:00Z,61.00,41.00
2025-10-28T12:27:00Z,61.00,41.00
2025-10-28T12:28:00Z,61.00,41.00
2025-10-28T12:30:00Z,61.00,41.00
2025-10-28T12:32:00Z,61.00,41.00
2025-10-28T12:33:00Z,61.00,41.00
2025-10-28T12:34:00Z,61.00,41.00
2025-10-28T12:36:00Z,62.00,41.00
2025-10-28T12:38:00Z,62.00,41.00
2025-10-28T12:41:00Z,62.00,41.00
2025-10-28T12:42:00Z,62.00,41.00
2025-10-28T12:43:00Z,62.04,41.00
2025-10-28T12:44:00Z,62.00,41.00
2025-10-28T12:45:00Z,62.00,40.98
2025-10-28T12:46:00Z,62.00,40.00
2025-10-28T12:47:00Z,61.61,39.73
