# event_ticker=KXATPCHALLENGERMATCH-26MAR28GOJFIC
# final_score=7-6(5) 6-2
# score_resolution=6-7 2-6
# match_winner=Borna Gojo
# fav_player=Juan Pablo Ficovich
# dog_player=Borna Gojo
# kalshi_date=2026-03-28
timestamp,Juan Pablo Ficovich,Borna Gojo
2026-03-28T11:26:00Z,,78.00
2026-03-28T11:36:00Z,,75.00
2026-03-28T11:39:00Z,25.00,75.00
2026-03-28T11:41:00Z,25.00,74.00
2026-03-28T11:47:00Z,24.00,74.00
2026-03-28T11:48:00Z,24.00,76.00
2026-03-28T12:47:00Z,24.00,74.00
2026-03-28T12:59:00Z,24.00,74.00
2026-03-28T13:01:00Z,24.00,73.00
2026-03-28T13:03:00Z,24.00,73.00
2026-03-28T13:04:00Z,24.00,73.00
2026-03-28T13:06:00Z,24.00,73.50
2026-03-28T13:08:00Z,24.00,73.00
2026-03-28T13:09:00Z,24.00,73.50
2026-03-28T13:11:00Z,24.00,74.00
2026-03-28T13:20:00Z,28.00,74.00
2026-03-28T13:25:00Z,28.00,74.00
2026-03-28T13:33:00Z,28.00,74.00
2026-03-28T13:41:00Z,28.00,73.00
2026-03-28T13:46:00Z,26.00,73.50
2026-03-28T13:51:00Z,26.00,73.50
2026-03-28T13:56:00Z,26.00,73.50
2026-03-28T14:01:00Z,26.00,73.50
2026-03-28T14:04:00Z,26.00,74.00
2026-03-28T14:06:00Z,26.00,73.50
2026-03-28T14:07:00Z,26.00,74.00
2026-03-28T14:08:00Z,26.00,73.00
2026-03-28T14:11:00Z,26.00,73.50
2026-03-28T14:16:00Z,26.00,74.00
2026-03-28T14:30:00Z,26.00,74.00
2026-03-28T14:33:00Z,26.00,74.00
2026-03-28T14:34:00Z,28.00,74.00
2026-03-28T14:42:00Z,28.00,74.00
2026-03-28T14:44:00Z,28.00,74.00
2026-03-28T14:50:00Z,28.00,73.67
2026-03-28T14:51:00Z,28.00,73.00
2026-03-28T14:53:00Z,28.00,73.00
2026-03-28T14:54:00Z,28.00,74.00
2026-03-28T15:11:00Z,28.00,74.00
2026-03-28T15:13:00Z,28.00,73.50
2026-03-28T15:14:00Z,26.31,74.00
2026-03-28T15:15:00Z,26.31,73.00
2026-03-28T15:19:00Z,26.31,74.00
2026-03-28T15:27:00Z,26.31,74.00
2026-03-28T15:35:00Z,28.00,74.00
2026-03-28T15:41:00Z,28.00,74.00
2026-03-28T16:06:00Z,28.00,74.00
2026-03-28T16:08:00Z,28.00,73.00
2026-03-28T16:29:00Z,28.00,73.00
2026-03-28T17:16:00Z,28.00,73.00
2026-03-28T19:01:00Z,28.00,72.00
2026-03-28T19:11:00Z,28.00,74.00
2026-03-28T19:18:00Z,28.00,74.00
2026-03-28T19:32:00Z,28.00,74.00
2026-03-28T19:40:00Z,28.00,74.00
2026-03-28T20:33:00Z,27.00,74.00
2026-03-28T21:08:00Z,27.00,74.00
2026-03-28T21:23:00Z,27.00,74.00
2026-03-28T21:26:00Z,27.00,74.00
2026-03-28T21:43:00Z,27.00,74.00
2026-03-28T21:47:00Z,27.00,74.00
2026-03-28T21:49:00Z,27.00,74.00
2026-03-28T21:50:00Z,27.00,74.00
2026-03-28T21:51:00Z,27.00,74.00
2026-03-28T22:11:00Z,27.00,74.00
2026-03-28T22:13:00Z,27.00,74.00
2026-03-28T22:14:00Z,26.00,74.00
2026-03-28T22:18:00Z,26.00,76.00
2026-03-28T22:20:00Z,26.00,76.00
2026-03-28T22:22:00Z,26.00,76.00
2026-03-28T22:27:00Z,26.00,76.00
2026-03-28T22:30:00Z,26.00,76.00
2026-03-28T22:32:00Z,26.00,76.00
2026-03-28T22:34:00Z,26.00,75.00
2026-03-28T22:36:00Z,26.00,76.00
2026-03-28T22:37:00Z,26.00,76.00
2026-03-28T22:38:00Z,26.00,76.00
2026-03-28T22:40:00Z,26.00,76.00
2026-03-28T22:43:00Z,26.00,76.00
2026-03-28T22:47:00Z,26.00,76.00
2026-03-28T22:48:00Z,26.00,76.00
2026-03-28T22:49:00Z,26.00,76.00
2026-03-28T22:50:00Z,26.00,76.00
2026-03-28T22:52:00Z,26.00,76.00
2026-03-28T22:54:00Z,26.00,76.00
2026-03-28T22:55:00Z,26.00,76.00
2026-03-28T22:57:00Z,26.00,76.00
2026-03-28T22:58:00Z,26.00,76.00
2026-03-28T22:59:00Z,26.00,75.00
2026-03-28T23:00:00Z,26.00,75.00
2026-03-28T23:03:00Z,26.00,75.00
2026-03-28T23:05:00Z,26.00,76.00
2026-03-28T23:06:00Z,26.00,76.00
2026-03-28T23:07:00Z,26.00,76.00
2026-03-28T23:08:00Z,26.00,76.00
2026-03-28T23:09:00Z,22.26,77.85
2026-03-28T23:10:00Z,21.00,77.85
2026-03-28T23:11:00Z,22.75,77.96
2026-03-28T23:12:00Z,23.34,77.65
2026-03-28T23:13:00Z,25.70,76.00
2026-03-28T23:14:00Z,26.74,75.52
2026-03-28T23:15:00Z,26.00,75.78
2026-03-28T23:16:00Z,24.55,77.78
2026-03-28T23:17:00Z,22.93,78.00
2026-03-28T23:18:00Z,24.88,77.00
2026-03-28T23:19:00Z,27.03,75.74
2026-03-28T23:20:00Z,28.74,72.67
2026-03-28T23:21:00Z,26.97,74.00
2026-03-28T23:22:00Z,25.00,75.90
2026-03-28T23:23:00Z,25.08,75.06
2026-03-28T23:24:00Z,24.95,76.00
2026-03-28T23:25:00Z,21.21,77.96
2026-03-28T23:26:00Z,14.26,83.95
2026-03-28T23:27:00Z,11.42,88.39
2026-03-28T23:28:00Z,14.79,85.69
2026-03-28T23:29:00Z,16.41,84.74
2026-03-28T23:30:00Z,18.76,82.00
2026-03-28T23:31:00Z,17.62,82.34
2026-03-28T23:32:00Z,22.36,76.09
2026-03-28T23:33:00Z,23.94,77.00
2026-03-28T23:34:00Z,24.56,73.91
2026-03-28T23:35:00Z,29.86,72.04
2026-03-28T23:36:00Z,27.87,73.15
2026-03-28T23:37:00Z,27.82,72.09
2026-03-28T23:38:00Z,28.79,74.00
2026-03-28T23:39:00Z,30.24,72.20
2026-03-28T23:40:00Z,27.75,72.93
2026-03-28T23:41:00Z,28.00,72.93
2026-03-28T23:42:00Z,31.12,69.63
2026-03-28T23:43:00Z,33.77,67.49
2026-03-28T23:44:00Z,28.87,69.50
2026-03-28T23:45:00Z,33.00,67.81
2026-03-28T23:46:00Z,31.65,69.17
2026-03-28T23:47:00Z,28.07,72.78
2026-03-28T23:48:00Z,29.50,74.17
2026-03-28T23:49:00Z,32.45,70.67
2026-03-28T23:50:00Z,33.40,68.27
2026-03-28T23:51:00Z,40.23,59.56
2026-03-28T23:52:00Z,43.31,57.49
2026-03-28T23:53:00Z,41.22,60.95
2026-03-28T23:54:00Z,32.65,65.99
2026-03-28T23:55:00Z,24.69,74.59
2026-03-28T23:56:00Z,21.99,78.72
2026-03-28T23:57:00Z,19.54,82.80
2026-03-28T23:58:00Z,19.06,82.50
2026-03-28T23:59:00Z,27.88,73.34
2026-03-29T00:00:00Z,22.71,73.77
2026-03-29T00:01:00Z,14.60,85.90
2026-03-29T00:02:00Z,14.79,85.00
2026-03-29T00:03:00Z,15.00,85.32
2026-03-29T00:04:00Z,15.00,86.00
2026-03-29T00:05:00Z,15.00,85.02
2026-03-29T00:06:00Z,15.17,84.94
2026-03-29T00:07:00Z,13.04,87.31
2026-03-29T00:08:00Z,8.98,90.61
2026-03-29T00:09:00Z,6.45,93.04
2026-03-29T00:10:00Z,7.42,92.21
2026-03-29T00:11:00Z,8.43,93.71
2026-03-29T00:12:00Z,9.04,91.35
2026-03-29T00:13:00Z,9.93,91.74
2026-03-29T00:14:00Z,10.33,89.30
2026-03-29T00:15:00Z,11.02,90.05
2026-03-29T00:16:00Z,11.77,90.74
2026-03-29T00:17:00Z,7.16,92.72
2026-03-29T00:18:00Z,7.61,93.57
2026-03-29T00:19:00Z,7.47,92.93
2026-03-29T00:20:00Z,7.93,92.00
2026-03-29T00:21:00Z,3.72,96.15
2026-03-29T00:22:00Z,2.32,97.79
2026-03-29T00:23:00Z,2.45,97.66
2026-03-29T00:24:00Z,2.41,97.47
2026-03-29T00:25:00Z,2.86,97.98
2026-03-29T00:26:00Z,3.40,96.27
2026-03-29T00:27:00Z,4.35,98.25
2026-03-29T00:28:00Z,1.09,97.97
2026-03-29T00:29:00Z,2.84,98.00
2026-03-29T00:30:00Z,2.93,97.31
2026-03-29T00:31:00Z,1.56,98.29
2026-03-29T00:32:00Z,1.42,98.12
2026-03-29T00:33:00Z,1.00,99.00
2026-03-29T00:34:00Z,1.00,99.00
2026-03-29T00:35:00Z,1.00,99.00
2026-03-29T00:36:00Z,1.02,99.00
2026-03-29T00:37:00Z,1.38,99.00
2026-03-29T00:38:00Z,2.21,98.62
2026-03-29T00:39:00Z,1.90,98.91
2026-03-29T00:40:00Z,1.00,99.00
2026-03-29T00:43:00Z,1.00,99.00
