# event_ticker=KXATPCHALLENGERMATCH-26FEB19FEROLI
# final_score=6-1 6-7(5) 7-5
# score_resolution=6-1 6-7 7-5
# match_winner=Bruno Fernandez
# fav_player=Bruno Fernandez
# dog_player=Genaro Alberto Olivieri
# kalshi_date=2026-02-19
timestamp,Bruno Fernandez,Genaro Alberto Olivieri
2026-02-19T11:05:00Z,15.58,87.00
2026-02-19T11:10:00Z,15.75,87.00
2026-02-19T11:37:00Z,15.75,87.00
2026-02-19T11:40:00Z,15.75,87.00
2026-02-19T11:47:00Z,15.75,87.00
2026-02-19T11:49:00Z,15.75,87.00
2026-02-19T12:08:00Z,16.00,87.00
2026-02-19T12:09:00Z,16.00,87.00
2026-02-19T12:11:00Z,16.00,87.00
2026-02-19T12:15:00Z,16.00,87.00
2026-02-19T12:20:00Z,16.00,87.00
2026-02-19T12:23:00Z,16.00,87.00
2026-02-19T12:24:00Z,16.00,87.00
2026-02-19T12:26:00Z,16.00,87.00
2026-02-19T12:27:00Z,16.00,87.00
2026-02-19T12:28:00Z,16.00,87.00
2026-02-19T12:29:00Z,16.00,87.00
2026-02-19T12:35:00Z,16.00,87.00
2026-02-19T12:36:00Z,16.00,87.00
2026-02-19T12:37:00Z,16.27,87.00
2026-02-19T12:38:00Z,16.00,87.00
2026-02-19T12:40:00Z,16.00,87.00
2026-02-19T12:41:00Z,16.00,87.00
2026-02-19T12:44:00Z,16.00,87.00
2026-02-19T12:45:00Z,16.00,87.00
2026-02-19T12:46:00Z,17.00,87.00
2026-02-19T12:49:00Z,17.00,87.00
2026-02-19T12:50:00Z,17.00,86.00
2026-02-19T12:55:00Z,17.00,86.00
2026-02-19T12:56:00Z,17.00,86.00
2026-02-19T12:57:00Z,17.00,86.00
2026-02-19T12:58:00Z,17.00,86.00
2026-02-19T13:00:00Z,17.00,86.00
2026-02-19T13:02:00Z,17.00,86.00
2026-02-19T13:04:00Z,16.00,86.00
2026-02-19T13:05:00Z,17.93,87.69
2026-02-19T13:06:00Z,17.00,85.00
2026-02-19T13:07:00Z,17.00,85.00
2026-02-19T13:08:00Z,18.00,85.00
2026-02-19T13:09:00Z,18.86,83.13
2026-02-19T13:10:00Z,22.13,83.13
2026-02-19T13:11:00Z,13.76,86.00
2026-02-19T13:12:00Z,14.26,84.00
2026-02-19T13:13:00Z,14.46,84.48
2026-02-19T13:14:00Z,16.04,84.96
2026-02-19T13:15:00Z,16.75,85.71
2026-02-19T13:16:00Z,19.07,85.71
2026-02-19T13:17:00Z,24.67,79.71
2026-02-19T13:18:00Z,27.49,75.80
2026-02-19T13:19:00Z,31.75,71.12
2026-02-19T13:20:00Z,36.60,69.23
2026-02-19T13:21:00Z,36.37,62.35
2026-02-19T13:22:00Z,40.32,59.56
2026-02-19T13:23:00Z,41.99,58.93
2026-02-19T13:24:00Z,40.28,60.71
2026-02-19T13:25:00Z,41.55,60.01
2026-02-19T13:26:00Z,40.54,62.70
2026-02-19T13:27:00Z,47.10,57.20
2026-02-19T13:28:00Z,47.00,54.60
2026-02-19T13:29:00Z,50.46,50.99
2026-02-19T13:30:00Z,52.48,46.46
2026-02-19T13:31:00Z,54.00,47.19
2026-02-19T13:32:00Z,53.25,47.36
2026-02-19T13:33:00Z,48.35,52.28
2026-02-19T13:34:00Z,47.34,53.81
2026-02-19T13:35:00Z,47.80,54.51
2026-02-19T13:36:00Z,43.97,56.92
2026-02-19T13:37:00Z,43.80,58.53
2026-02-19T13:38:00Z,49.67,50.08
2026-02-19T13:39:00Z,53.86,48.00
2026-02-19T13:40:00Z,53.62,46.83
2026-02-19T13:41:00Z,53.18,47.55
2026-02-19T13:42:00Z,60.20,43.61
2026-02-19T13:43:00Z,62.00,39.00
2026-02-19T13:44:00Z,64.42,33.45
2026-02-19T13:45:00Z,60.17,42.39
2026-02-19T13:46:00Z,54.28,47.20
2026-02-19T13:47:00Z,60.50,41.79
2026-02-19T13:48:00Z,60.95,40.72
2026-02-19T13:49:00Z,60.50,40.00
2026-02-19T13:50:00Z,58.83,40.90
2026-02-19T13:51:00Z,54.54,45.83
2026-02-19T13:52:00Z,55.70,45.23
2026-02-19T13:53:00Z,54.11,48.40
2026-02-19T13:54:00Z,56.55,48.15
2026-02-19T13:55:00Z,56.57,45.05
2026-02-19T13:56:00Z,57.85,46.09
2026-02-19T13:57:00Z,44.95,54.35
2026-02-19T13:58:00Z,53.73,50.08
2026-02-19T13:59:00Z,59.10,41.30
2026-02-19T14:00:00Z,59.78,42.89
2026-02-19T14:01:00Z,53.05,48.58
2026-02-19T14:02:00Z,51.51,50.13
2026-02-19T14:03:00Z,51.93,51.11
2026-02-19T14:04:00Z,57.20,45.01
2026-02-19T14:05:00Z,61.45,39.83
2026-02-19T14:06:00Z,61.21,39.63
2026-02-19T14:07:00Z,60.18,39.84
2026-02-19T14:08:00Z,57.66,40.66
2026-02-19T14:09:00Z,52.46,49.56
2026-02-19T14:10:00Z,47.84,51.64
2026-02-19T14:11:00Z,38.45,61.06
2026-02-19T14:12:00Z,48.63,58.37
2026-02-19T14:13:00Z,56.34,44.31
2026-02-19T14:14:00Z,49.99,50.01
2026-02-19T14:15:00Z,52.91,56.65
2026-02-19T14:16:00Z,55.18,44.50
2026-02-19T14:17:00Z,61.99,38.84
2026-02-19T14:18:00Z,68.26,35.73
2026-02-19T14:19:00Z,67.79,33.73
2026-02-19T14:20:00Z,53.74,46.77
2026-02-19T14:21:00Z,54.90,48.41
2026-02-19T14:22:00Z,57.56,40.45
2026-02-19T14:23:00Z,54.75,51.48
2026-02-19T14:24:00Z,53.93,49.35
2026-02-19T14:25:00Z,64.88,38.17
2026-02-19T14:26:00Z,66.48,32.55
2026-02-19T14:27:00Z,69.85,32.40
2026-02-19T14:28:00Z,57.39,44.31
2026-02-19T14:29:00Z,56.73,47.63
2026-02-19T14:30:00Z,42.80,48.01
2026-02-19T14:31:00Z,47.75,53.86
2026-02-19T14:32:00Z,40.16,57.26
2026-02-19T14:33:00Z,36.30,65.33
2026-02-19T14:34:00Z,34.71,63.65
2026-02-19T14:35:00Z,38.37,58.63
2026-02-19T14:36:00Z,26.23,70.78
2026-02-19T14:37:00Z,36.59,65.65
2026-02-19T14:38:00Z,44.02,60.69
2026-02-19T14:39:00Z,25.88,74.44
2026-02-19T14:40:00Z,24.23,76.94
2026-02-19T14:41:00Z,24.29,76.60
2026-02-19T14:42:00Z,24.45,76.38
2026-02-19T14:43:00Z,24.09,77.00
2026-02-19T14:44:00Z,25.00,76.92
2026-02-19T14:45:00Z,26.76,71.83
2026-02-19T14:46:00Z,26.99,73.70
2026-02-19T14:47:00Z,27.00,72.01
2026-02-19T14:48:00Z,27.98,75.00
2026-02-19T14:49:00Z,26.06,75.00
2026-02-19T14:50:00Z,27.21,73.93
2026-02-19T14:51:00Z,26.20,73.24
2026-02-19T14:52:00Z,27.01,74.63
2026-02-19T14:53:00Z,19.68,78.76
2026-02-19T14:54:00Z,18.93,81.94
2026-02-19T14:55:00Z,20.14,81.63
2026-02-19T14:56:00Z,18.97,83.20
2026-02-19T14:57:00Z,18.64,84.44
2026-02-19T14:58:00Z,23.22,79.06
2026-02-19T14:59:00Z,27.88,71.34
2026-02-19T15:00:00Z,23.66,78.93
2026-02-19T15:01:00Z,18.95,81.36
2026-02-19T15:02:00Z,23.74,79.07
2026-02-19T15:03:00Z,26.97,74.69
2026-02-19T15:04:00Z,28.59,72.96
2026-02-19T15:05:00Z,31.03,71.61
2026-02-19T15:06:00Z,25.91,76.50
2026-02-19T15:07:00Z,30.81,71.55
2026-02-19T15:08:00Z,30.91,73.59
2026-02-19T15:09:00Z,30.07,71.27
2026-02-19T15:10:00Z,35.46,70.84
2026-02-19T15:11:00Z,31.55,74.71
2026-02-19T15:12:00Z,28.06,74.31
2026-02-19T15:13:00Z,25.14,76.89
2026-02-19T15:14:00Z,23.79,78.64
2026-02-19T15:15:00Z,19.64,79.94
2026-02-19T15:16:00Z,28.23,74.45
2026-02-19T15:17:00Z,34.32,67.39
2026-02-19T15:18:00Z,37.29,67.20
2026-02-19T15:19:00Z,26.11,74.46
2026-02-19T15:20:00Z,25.90,75.00
2026-02-19T15:21:00Z,34.36,69.59
2026-02-19T15:22:00Z,39.02,63.29
2026-02-19T15:23:00Z,62.81,40.74
2026-02-19T15:24:00Z,63.97,36.08
2026-02-19T15:25:00Z,51.06,50.58
2026-02-19T15:26:00Z,76.40,25.50
2026-02-19T15:27:00Z,82.50,20.57
2026-02-19T15:28:00Z,84.26,19.48
2026-02-19T15:29:00Z,67.24,33.90
2026-02-19T15:30:00Z,66.30,34.74
2026-02-19T15:31:00Z,38.80,52.63
2026-02-19T15:32:00Z,27.88,72.07
2026-02-19T15:33:00Z,25.85,73.57
2026-02-19T15:34:00Z,34.98,70.33
2026-02-19T15:35:00Z,35.01,64.44
2026-02-19T15:36:00Z,63.62,35.57
2026-02-19T15:37:00Z,75.59,25.27
2026-02-19T15:38:00Z,81.91,23.17
2026-02-19T15:39:00Z,94.53,5.32
2026-02-19T15:40:00Z,92.49,6.89
2026-02-19T15:41:00Z,73.81,29.82
2026-02-19T15:42:00Z,77.04,27.19
2026-02-19T15:43:00Z,55.24,44.44
2026-02-19T15:44:00Z,80.15,24.51
2026-02-19T15:45:00Z,98.71,3.30
2026-02-19T15:46:00Z,99.00,1.00
2026-02-19T15:47:00Z,99.00,1.00
