# event_ticker=KXATPCHALLENGERMATCH-26APR07ZHOHUS
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Yi Zhou
# fav_player=Giles Hussey
# dog_player=Yi Zhou
# kalshi_date=2026-04-07
timestamp,Giles Hussey,Yi Zhou
2026-04-06T19:18:00Z,,70.00
2026-04-06T19:58:00Z,,67.00
2026-04-06T23:33:00Z,,70.00
2026-04-06T23:41:00Z,,70.00
2026-04-06T23:59:00Z,32.00,70.00
2026-04-07T00:02:00Z,32.00,70.00
2026-04-07T00:28:00Z,32.00,70.00
2026-04-07T00:41:00Z,32.00,70.00
2026-04-07T01:21:00Z,32.00,70.00
2026-04-07T01:32:00Z,32.00,70.00
2026-04-07T02:36:00Z,31.00,70.00
2026-04-07T02:45:00Z,31.00,70.00
2026-04-07T03:04:00Z,31.00,70.44
2026-04-07T03:43:00Z,31.00,70.00
2026-04-07T03:50:00Z,31.00,70.00
2026-04-07T03:56:00Z,31.82,70.00
2026-04-07T04:02:00Z,31.82,71.00
2026-04-07T04:07:00Z,31.00,71.00
2026-04-07T04:08:00Z,31.00,71.00
2026-04-07T04:10:00Z,30.00,71.00
2026-04-07T04:11:00Z,31.00,71.00
2026-04-07T04:15:00Z,31.00,71.00
2026-04-07T04:19:00Z,31.00,71.00
2026-04-07T04:20:00Z,31.00,71.00
2026-04-07T04:25:00Z,31.00,71.00
2026-04-07T04:29:00Z,31.00,71.00
2026-04-07T04:31:00Z,31.00,71.00
2026-04-07T04:32:00Z,31.00,71.00
2026-04-07T04:36:00Z,31.00,71.00
2026-04-07T04:40:00Z,31.00,71.00
2026-04-07T04:41:00Z,31.00,71.00
2026-04-07T04:42:00Z,31.00,71.00
2026-04-07T04:43:00Z,31.00,72.00
2026-04-07T04:44:00Z,31.00,72.00
2026-04-07T04:45:00Z,30.00,72.00
2026-04-07T04:46:00Z,30.00,72.00
2026-04-07T04:47:00Z,29.00,71.00
2026-04-07T04:48:00Z,30.00,71.00
2026-04-07T04:51:00Z,30.00,71.00
2026-04-07T04:53:00Z,30.00,72.00
2026-04-07T04:55:00Z,30.00,72.00
2026-04-07T04:56:00Z,28.76,72.00
2026-04-07T04:57:00Z,29.00,72.00
2026-04-07T04:58:00Z,29.00,72.00
2026-04-07T04:59:00Z,30.00,72.00
2026-04-07T05:00:00Z,30.00,72.00
2026-04-07T05:01:00Z,30.00,72.00
2026-04-07T05:02:00Z,30.00,72.00
2026-04-07T05:03:00Z,30.00,72.00
2026-04-07T05:05:00Z,30.00,72.00
2026-04-07T05:06:00Z,30.00,72.00
2026-04-07T05:07:00Z,30.00,72.00
2026-04-07T05:10:00Z,30.00,72.00
2026-04-07T05:11:00Z,29.87,72.00
2026-04-07T05:12:00Z,29.87,72.00
2026-04-07T05:16:00Z,30.00,72.00
2026-04-07T05:18:00Z,30.00,72.00
2026-04-07T05:19:00Z,30.00,72.00
2026-04-07T05:20:00Z,30.00,72.00
2026-04-07T05:24:00Z,30.00,72.00
2026-04-07T05:26:00Z,30.00,72.00
2026-04-07T05:28:00Z,30.00,72.00
2026-04-07T05:29:00Z,30.00,72.00
2026-04-07T05:32:00Z,30.00,72.00
2026-04-07T05:33:00Z,30.00,72.00
2026-04-07T05:34:00Z,30.00,72.00
2026-04-07T05:35:00Z,30.00,72.00
2026-04-07T05:44:00Z,30.00,72.00
2026-04-07T05:45:00Z,30.00,72.00
2026-04-07T05:46:00Z,30.00,72.00
2026-04-07T05:48:00Z,30.00,72.00
2026-04-07T05:52:00Z,30.00,72.00
2026-04-07T05:56:00Z,30.00,72.00
2026-04-07T05:57:00Z,30.00,72.00
2026-04-07T05:58:00Z,30.00,72.00
2026-04-07T06:00:00Z,30.00,72.00
2026-04-07T06:02:00Z,30.00,72.00
2026-04-07T06:03:00Z,30.00,72.00
2026-04-07T06:05:00Z,30.00,72.00
2026-04-07T06:06:00Z,30.00,72.00
2026-04-07T06:08:00Z,30.00,72.00
2026-04-07T06:09:00Z,30.00,72.00
2026-04-07T06:11:00Z,30.00,72.00
2026-04-07T06:12:00Z,30.00,72.00
2026-04-07T06:13:00Z,30.00,72.00
2026-04-07T06:14:00Z,30.93,72.00
2026-04-07T06:16:00Z,30.93,72.00
2026-04-07T06:18:00Z,30.97,72.00
2026-04-07T06:19:00Z,30.97,72.00
2026-04-07T06:20:00Z,30.97,72.00
2026-04-07T06:21:00Z,30.97,72.00
2026-04-07T06:23:00Z,30.00,72.00
2026-04-07T06:24:00Z,30.00,72.00
2026-04-07T06:25:00Z,30.00,72.00
2026-04-07T06:26:00Z,30.97,71.85
2026-04-07T06:27:00Z,30.97,72.01
2026-04-07T06:29:00Z,30.97,72.00
2026-04-07T06:30:00Z,30.00,72.00
2026-04-07T06:35:00Z,30.00,72.00
2026-04-07T06:36:00Z,30.00,72.00
2026-04-07T06:37:00Z,30.00,72.00
2026-04-07T06:38:00Z,30.04,70.41
2026-04-07T06:41:00Z,31.00,71.00
2026-04-07T06:42:00Z,31.00,71.00
2026-04-07T06:43:00Z,31.00,71.00
2026-04-07T06:44:00Z,31.00,69.00
2026-04-07T06:46:00Z,31.00,67.23
2026-04-07T06:47:00Z,29.00,70.00
2026-04-07T06:50:00Z,31.00,70.16
2026-04-07T06:51:00Z,31.00,71.00
2026-04-07T06:52:00Z,31.00,71.08
2026-04-07T06:53:00Z,31.00,71.00
2026-04-07T06:54:00Z,31.00,70.96
2026-04-07T06:55:00Z,31.00,71.00
2026-04-07T06:56:00Z,29.13,71.25
2026-04-07T06:57:00Z,24.12,75.32
2026-04-07T06:58:00Z,22.68,80.91
2026-04-07T06:59:00Z,14.50,85.37
2026-04-07T07:00:00Z,17.33,84.90
2026-04-07T07:01:00Z,23.37,75.16
2026-04-07T07:02:00Z,20.19,81.00
2026-04-07T07:03:00Z,21.52,83.34
2026-04-07T07:04:00Z,24.54,76.87
2026-04-07T07:05:00Z,25.38,76.07
2026-04-07T07:06:00Z,21.91,79.49
2026-04-07T07:07:00Z,22.24,77.08
2026-04-07T07:08:00Z,29.62,72.64
2026-04-07T07:09:00Z,27.92,73.15
2026-04-07T07:10:00Z,27.33,75.01
2026-04-07T07:11:00Z,28.36,71.50
2026-04-07T07:12:00Z,26.06,73.22
2026-04-07T07:13:00Z,26.00,75.00
2026-04-07T07:14:00Z,26.73,74.67
2026-04-07T07:15:00Z,30.16,68.43
2026-04-07T07:16:00Z,28.97,71.99
2026-04-07T07:17:00Z,28.57,71.02
2026-04-07T07:18:00Z,26.16,73.88
2026-04-07T07:19:00Z,26.00,74.11
2026-04-07T07:20:00Z,24.68,74.81
2026-04-07T07:21:00Z,23.26,76.21
2026-04-07T07:22:00Z,22.09,78.15
2026-04-07T07:23:00Z,26.87,77.21
2026-04-07T07:24:00Z,28.37,73.19
2026-04-07T07:25:00Z,26.28,75.24
2026-04-07T07:26:00Z,30.05,69.98
2026-04-07T07:27:00Z,28.59,73.12
2026-04-07T07:28:00Z,27.94,72.13
2026-04-07T07:29:00Z,24.91,73.55
2026-04-07T07:30:00Z,29.45,71.49
2026-04-07T07:31:00Z,24.20,76.08
2026-04-07T07:32:00Z,22.98,78.55
2026-04-07T07:33:00Z,16.17,85.44
2026-04-07T07:34:00Z,9.31,89.41
2026-04-07T07:35:00Z,14.58,87.67
2026-04-07T07:36:00Z,10.94,87.23
2026-04-07T07:37:00Z,10.38,89.31
2026-04-07T07:38:00Z,10.45,91.78
2026-04-07T07:39:00Z,8.79,93.91
2026-04-07T07:40:00Z,6.46,94.48
2026-04-07T07:41:00Z,5.15,95.14
2026-04-07T07:42:00Z,6.88,94.98
2026-04-07T07:43:00Z,10.72,91.62
