# event_ticker=KXATPMATCH-25AUG22VANMPE
# final_score=6-4 7-5
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2025-08-22
timestamp,Botic Van de Zandschulp,Giovanni Mpetshi Perricard
2025-08-22T20:46:00Z,75.00,75.00
2025-08-22T20:47:00Z,75.00,73.00
2025-08-22T20:51:00Z,75.00,59.00
2025-08-22T20:52:00Z,75.00,59.00
2025-08-22T20:54:00Z,75.00,59.00
2025-08-22T20:55:00Z,75.00,59.00
2025-08-22T20:58:00Z,43.00,59.00
2025-08-22T20:59:00Z,43.00,59.00
2025-08-22T21:00:00Z,41.00,59.00
2025-08-22T21:02:00Z,41.00,59.00
2025-08-22T21:03:00Z,41.00,59.00
2025-08-22T21:04:00Z,41.00,59.00
2025-08-22T21:09:00Z,41.00,58.00
2025-08-22T21:15:00Z,41.00,58.00
2025-08-22T21:17:00Z,43.00,58.06
2025-08-22T21:18:00Z,41.03,59.00
2025-08-22T21:19:00Z,41.03,59.00
2025-08-22T21:21:00Z,41.15,59.00
2025-08-22T21:22:00Z,41.15,59.00
2025-08-22T21:23:00Z,42.00,59.00
2025-08-22T21:24:00Z,42.00,59.00
2025-08-22T21:26:00Z,42.00,59.00
2025-08-22T21:29:00Z,42.00,59.00
2025-08-22T21:30:00Z,41.97,59.00
2025-08-22T21:33:00Z,41.97,59.00
2025-08-22T21:34:00Z,42.00,59.00
2025-08-22T21:36:00Z,42.00,59.00
2025-08-22T21:38:00Z,42.00,59.00
2025-08-22T21:39:00Z,42.00,59.00
2025-08-22T21:40:00Z,42.00,60.58
2025-08-22T21:41:00Z,42.00,60.58
2025-08-22T21:43:00Z,42.00,61.20
2025-08-22T21:44:00Z,41.00,61.20
2025-08-22T21:48:00Z,41.58,62.94
2025-08-22T21:49:00Z,41.21,62.94
2025-08-22T21:50:00Z,41.21,62.00
2025-08-22T21:51:00Z,41.21,62.46
2025-08-22T21:52:00Z,43.17,59.06
2025-08-22T21:54:00Z,44.00,59.06
2025-08-22T21:55:00Z,45.00,62.00
2025-08-22T21:56:00Z,40.00,62.00
2025-08-22T21:57:00Z,40.00,62.00
2025-08-22T21:58:00Z,40.00,62.00
2025-08-22T21:59:00Z,44.00,62.00
2025-08-22T22:00:00Z,44.00,62.00
2025-08-22T22:01:00Z,44.00,62.00
2025-08-22T22:03:00Z,44.00,62.00
2025-08-22T22:04:00Z,44.00,62.00
2025-08-22T22:05:00Z,44.00,62.00
2025-08-22T22:07:00Z,44.00,62.00
2025-08-22T22:08:00Z,44.00,62.00
2025-08-22T22:09:00Z,44.00,62.00
2025-08-22T22:10:00Z,44.00,62.00
2025-08-22T22:11:00Z,44.00,62.00
2025-08-22T22:12:00Z,44.00,62.00
2025-08-22T22:13:00Z,44.00,62.00
2025-08-22T22:14:00Z,44.00,62.00
2025-08-22T22:15:00Z,44.00,61.00
2025-08-22T22:17:00Z,44.00,61.00
2025-08-22T22:18:00Z,44.00,61.00
2025-08-22T22:19:00Z,44.00,61.00
2025-08-22T22:20:00Z,42.00,61.00
2025-08-22T22:21:00Z,42.00,61.00
2025-08-22T22:22:00Z,42.00,60.91
2025-08-22T22:23:00Z,42.00,61.00
2025-08-22T22:24:00Z,42.00,61.00
2025-08-22T22:25:00Z,42.00,61.00
2025-08-22T22:26:00Z,42.00,60.00
2025-08-22T22:27:00Z,42.00,60.00
2025-08-22T22:28:00Z,43.00,60.00
2025-08-22T22:30:00Z,43.00,60.00
2025-08-22T22:31:00Z,43.00,60.00
2025-08-22T22:32:00Z,43.00,60.00
2025-08-22T22:33:00Z,43.00,60.00
2025-08-22T22:34:00Z,43.00,60.95
2025-08-22T22:35:00Z,42.00,60.95
2025-08-22T22:36:00Z,42.00,61.00
2025-08-22T22:37:00Z,42.00,61.00
2025-08-22T22:38:00Z,42.00,61.00
2025-08-22T22:39:00Z,41.00,61.00
2025-08-22T22:40:00Z,41.00,62.00
2025-08-22T22:42:00Z,41.00,62.00
2025-08-22T22:43:00Z,41.00,62.00
2025-08-22T22:44:00Z,41.00,62.00
2025-08-22T22:45:00Z,41.00,62.00
2025-08-22T22:48:00Z,43.98,62.00
2025-08-22T22:49:00Z,44.99,67.03
2025-08-22T22:50:00Z,46.00,67.03
2025-08-22T22:51:00Z,45.00,67.03
2025-08-22T22:52:00Z,36.27,73.59
2025-08-22T22:53:00Z,45.00,73.59
2025-08-22T22:54:00Z,45.00,73.59
2025-08-22T22:55:00Z,11.62,73.40
2025-08-22T22:56:00Z,11.62,74.00
2025-08-22T22:57:00Z,11.62,74.00
2025-08-22T22:58:00Z,44.00,75.05
2025-08-22T22:59:00Z,37.86,73.11
2025-08-22T23:00:00Z,45.00,73.11
2025-08-22T23:01:00Z,41.67,69.00
2025-08-22T23:02:00Z,44.74,69.00
2025-08-22T23:03:00Z,44.83,69.00
2025-08-22T23:04:00Z,40.31,69.00
2025-08-22T23:05:00Z,37.00,68.00
2025-08-22T23:07:00Z,45.90,68.94
2025-08-22T23:08:00Z,44.06,68.96
2025-08-22T23:09:00Z,43.31,69.27
2025-08-22T23:10:00Z,49.24,50.22
2025-08-22T23:11:00Z,60.21,50.28
2025-08-22T23:12:00Z,53.85,50.00
2025-08-22T23:13:00Z,63.91,49.89
2025-08-22T23:14:00Z,72.00,2.45
2025-08-22T23:15:00Z,75.93,47.00
2025-08-22T23:16:00Z,60.23,45.58
2025-08-22T23:17:00Z,72.00,46.93
2025-08-22T23:18:00Z,70.23,46.93
2025-08-22T23:19:00Z,53.00,45.70
2025-08-22T23:20:00Z,72.78,47.00
2025-08-22T23:21:00Z,72.78,46.90
