# event_ticker=KXATPMATCH-25AUG22VANMPE
# final_score=6-4 7-5
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2025-08-22
timestamp,Botic Van de Zandschulp,Giovanni Mpetshi Perricard
2025-08-22T23:22:00Z,70.64,46.90
2025-08-22T23:23:00Z,66.71,46.90
2025-08-22T23:24:00Z,71.93,37.00
2025-08-22T23:25:00Z,60.00,39.41
2025-08-22T23:26:00Z,71.00,33.50
2025-08-22T23:27:00Z,71.03,33.50
2025-08-22T23:28:00Z,71.00,33.50
2025-08-22T23:29:00Z,66.68,39.37
2025-08-22T23:30:00Z,64.00,39.86
2025-08-22T23:31:00Z,59.00,47.20
2025-08-22T23:32:00Z,59.00,38.92
2025-08-22T23:33:00Z,72.77,31.72
2025-08-22T23:34:00Z,72.77,26.75
2025-08-22T23:35:00Z,72.61,32.16
2025-08-22T23:36:00Z,72.00,34.64
2025-08-22T23:37:00Z,70.00,40.57
2025-08-22T23:38:00Z,59.00,38.00
2025-08-22T23:39:00Z,68.65,26.00
2025-08-22T23:40:00Z,67.04,26.00
2025-08-22T23:41:00Z,59.00,35.00
2025-08-22T23:42:00Z,59.00,35.00
2025-08-22T23:43:00Z,69.40,37.00
2025-08-22T23:44:00Z,70.00,33.45
2025-08-22T23:45:00Z,77.28,25.36
2025-08-22T23:46:00Z,78.84,33.00
2025-08-22T23:47:00Z,77.74,31.00
2025-08-22T23:48:00Z,77.74,36.55
2025-08-22T23:49:00Z,67.12,36.00
2025-08-22T23:51:00Z,74.00,38.00
2025-08-22T23:52:00Z,72.00,37.00
2025-08-22T23:53:00Z,67.50,40.15
2025-08-22T23:54:00Z,50.43,48.57
2025-08-22T23:55:00Z,50.43,49.00
2025-08-22T23:56:00Z,55.77,49.00
2025-08-22T23:57:00Z,54.08,40.32
2025-08-22T23:58:00Z,53.97,53.97
2025-08-22T23:59:00Z,42.06,53.00
2025-08-23T00:00:00Z,45.13,59.43
2025-08-23T00:01:00Z,48.96,56.94
2025-08-23T00:02:00Z,39.25,56.94
2025-08-23T00:03:00Z,38.00,64.12
2025-08-23T00:04:00Z,49.82,60.00
2025-08-23T00:05:00Z,45.00,62.83
2025-08-23T00:06:00Z,48.08,58.00
2025-08-23T00:07:00Z,48.08,58.00
2025-08-23T00:08:00Z,52.00,50.23
2025-08-23T00:09:00Z,64.16,42.87
2025-08-23T00:10:00Z,68.00,35.07
2025-08-23T00:11:00Z,68.00,48.00
2025-08-23T00:12:00Z,70.58,36.35
2025-08-23T00:13:00Z,69.00,36.35
2025-08-23T00:14:00Z,71.96,28.71
2025-08-23T00:15:00Z,71.88,28.00
2025-08-23T00:16:00Z,71.97,28.00
2025-08-23T00:17:00Z,79.75,28.00
2025-08-23T00:18:00Z,85.57,19.94
2025-08-23T00:19:00Z,96.09,1.97
2025-08-23T00:20:00Z,99.00,4.78
2025-08-23T00:21:00Z,93.86,6.31
2025-08-23T00:22:00Z,82.25,7.00
2025-08-23T00:23:00Z,82.25,5.46
2025-08-23T00:24:00Z,95.00,5.46
2025-08-23T00:25:00Z,95.00,3.00
2025-08-23T00:27:00Z,94.93,6.50
2025-08-23T00:28:00Z,98.61,2.46
2025-08-23T00:29:00Z,98.97,2.00
2025-08-23T00:30:00Z,99.00,2.00
