# event_ticker=KXATPMATCH-26JAN11HUMATM
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Ugo Humbert
# fav_player=Terence Atmane
# dog_player=Ugo Humbert
# kalshi_date=2026-01-11
timestamp,Terence Atmane,Ugo Humbert
2026-01-12T01:23:00Z,27.00,
2026-01-12T03:11:00Z,27.00,
2026-01-12T03:37:00Z,27.00,72.00
2026-01-12T03:47:00Z,27.00,72.00
2026-01-12T03:58:00Z,27.00,72.00
2026-01-12T04:01:00Z,27.00,72.00
2026-01-12T04:06:00Z,27.00,72.00
2026-01-12T04:12:00Z,27.00,72.00
2026-01-12T04:13:00Z,27.00,72.00
2026-01-12T04:18:00Z,27.00,72.00
2026-01-12T04:23:00Z,27.00,72.00
2026-01-12T04:26:00Z,27.00,72.00
2026-01-12T04:27:00Z,27.00,72.00
2026-01-12T04:32:00Z,27.00,72.00
2026-01-12T04:37:00Z,27.00,72.00
2026-01-12T04:40:00Z,27.00,72.00
2026-01-12T04:47:00Z,27.00,72.00
2026-01-12T04:54:00Z,27.00,71.00
2026-01-12T05:07:00Z,27.00,71.62
2026-01-12T05:08:00Z,27.00,72.00
2026-01-12T05:18:00Z,27.00,72.00
2026-01-12T05:27:00Z,30.00,72.00
2026-01-12T05:37:00Z,30.00,72.00
2026-01-12T05:45:00Z,30.00,72.00
2026-01-12T05:49:00Z,30.00,72.85
2026-01-12T05:52:00Z,30.00,73.00
2026-01-12T05:54:00Z,30.00,73.00
2026-01-12T06:05:00Z,29.00,73.00
2026-01-12T06:08:00Z,29.00,72.00
2026-01-12T06:33:00Z,29.00,72.00
2026-01-12T06:42:00Z,29.00,72.00
2026-01-12T06:45:00Z,29.00,72.00
2026-01-12T06:46:00Z,29.00,72.00
2026-01-12T06:47:00Z,29.00,72.00
2026-01-12T06:48:00Z,29.00,72.00
2026-01-12T06:49:00Z,29.75,72.00
2026-01-12T06:56:00Z,30.00,72.00
2026-01-12T06:58:00Z,30.00,72.00
2026-01-12T07:04:00Z,30.00,72.00
2026-01-12T07:05:00Z,28.92,72.00
2026-01-12T07:13:00Z,28.92,71.00
2026-01-12T07:14:00Z,28.92,70.00
2026-01-12T07:21:00Z,28.92,71.00
2026-01-12T07:26:00Z,28.92,71.00
2026-01-12T07:31:00Z,28.92,71.00
2026-01-12T07:34:00Z,28.92,71.00
2026-01-12T07:37:00Z,30.00,71.00
2026-01-12T07:39:00Z,30.00,71.00
2026-01-12T07:47:00Z,30.00,70.67
2026-01-12T07:54:00Z,31.00,72.00
2026-01-12T07:56:00Z,31.00,72.00
2026-01-12T08:01:00Z,31.00,72.00
2026-01-12T08:02:00Z,31.00,72.00
2026-01-12T08:08:00Z,29.00,72.00
2026-01-12T08:11:00Z,29.00,72.00
2026-01-12T08:12:00Z,29.00,72.00
2026-01-12T08:16:00Z,29.00,72.00
2026-01-12T08:21:00Z,29.00,72.00
2026-01-12T08:22:00Z,29.00,72.00
2026-01-12T08:25:00Z,29.00,72.00
2026-01-12T08:31:00Z,29.00,72.00
2026-01-12T08:32:00Z,29.00,72.00
2026-01-12T08:35:00Z,29.00,72.00
