# event_ticker=KXATPMATCH-25AUG08CORNAV
# final_score=6-3 7-5
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Borna Coric
# kalshi_date=2025-08-08
timestamp,Emilio Nava,Borna Coric
2025-08-08T18:23:00Z,82.00,18.00
2025-08-08T18:24:00Z,83.00,19.71
2025-08-08T18:25:00Z,83.00,18.75
2025-08-08T18:26:00Z,83.00,17.01
2025-08-08T18:27:00Z,81.66,22.00
2025-08-08T18:29:00Z,85.00,18.00
2025-08-08T18:30:00Z,85.00,18.00
2025-08-08T18:31:00Z,85.00,18.00
2025-08-08T18:32:00Z,85.00,19.00
2025-08-08T18:33:00Z,83.00,20.00
2025-08-08T18:34:00Z,83.00,18.90
2025-08-08T18:35:00Z,85.00,26.00
2025-08-08T18:36:00Z,85.00,21.00
2025-08-08T18:37:00Z,85.00,20.00
2025-08-08T18:38:00Z,85.00,20.00
2025-08-08T18:39:00Z,84.00,18.00
2025-08-08T18:40:00Z,84.00,15.00
2025-08-08T18:42:00Z,84.00,18.00
2025-08-08T18:43:00Z,84.00,17.01
2025-08-08T18:44:00Z,86.00,16.03
2025-08-08T18:45:00Z,86.00,18.00
2025-08-08T18:46:00Z,84.00,19.00
2025-08-08T18:47:00Z,84.00,17.40
2025-08-08T18:48:00Z,84.00,19.00
2025-08-08T18:49:00Z,86.00,17.00
2025-08-08T18:50:00Z,86.00,16.00
2025-08-08T18:51:00Z,86.00,16.00
2025-08-08T18:53:00Z,85.39,16.00
2025-08-08T18:54:00Z,86.09,16.00
2025-08-08T18:55:00Z,87.37,15.35
2025-08-08T18:56:00Z,89.78,10.96
2025-08-08T18:57:00Z,86.88,10.96
2025-08-08T18:58:00Z,86.88,16.81
2025-08-08T18:59:00Z,85.00,16.81
2025-08-08T19:00:00Z,85.00,16.58
2025-08-08T19:01:00Z,85.58,17.00
2025-08-08T19:02:00Z,85.06,14.42
2025-08-08T19:03:00Z,86.47,13.59
2025-08-08T19:04:00Z,86.12,16.00
2025-08-08T19:05:00Z,85.55,15.29
2025-08-08T19:07:00Z,84.00,19.48
2025-08-08T19:08:00Z,84.00,19.48
2025-08-08T19:11:00Z,87.00,19.48
2025-08-08T19:12:00Z,87.00,16.00
2025-08-08T19:13:00Z,87.00,17.50
2025-08-08T19:14:00Z,84.00,19.00
2025-08-08T19:15:00Z,84.00,19.06
2025-08-08T19:16:00Z,82.99,20.04
2025-08-08T19:17:00Z,83.00,18.63
2025-08-08T19:18:00Z,85.00,18.63
2025-08-08T19:19:00Z,84.17,19.00
2025-08-08T19:20:00Z,82.15,18.78
2025-08-08T19:21:00Z,86.00,15.00
2025-08-08T19:22:00Z,83.25,18.45
2025-08-08T19:23:00Z,83.25,18.01
2025-08-08T19:24:00Z,84.00,20.00
2025-08-08T19:25:00Z,86.81,16.40
2025-08-08T19:26:00Z,86.81,11.00
2025-08-08T19:27:00Z,88.00,13.25
2025-08-08T19:28:00Z,89.00,14.38
2025-08-08T19:29:00Z,86.00,16.14
2025-08-08T19:30:00Z,89.00,14.00
2025-08-08T19:31:00Z,91.11,6.63
2025-08-08T19:32:00Z,88.83,10.57
2025-08-08T19:33:00Z,92.39,9.38
2025-08-08T19:34:00Z,87.47,12.98
2025-08-08T19:35:00Z,85.00,16.69
2025-08-08T19:36:00Z,83.02,17.00
2025-08-08T19:37:00Z,86.00,17.44
2025-08-08T19:38:00Z,86.00,19.48
2025-08-08T19:39:00Z,83.08,19.87
2025-08-08T19:40:00Z,84.00,16.00
2025-08-08T19:41:00Z,87.35,16.61
2025-08-08T19:42:00Z,90.43,9.97
2025-08-08T19:43:00Z,96.68,3.96
2025-08-08T19:44:00Z,98.93,2.23
2025-08-08T19:45:00Z,99.00,2.19
2025-08-08T19:46:00Z,99.00,2.00
2025-08-08T19:47:00Z,99.00,2.00
2025-08-08T19:48:00Z,99.00,2.00
2025-08-08T19:49:00Z,99.00,2.00
