# event_ticker=KXATPMATCH-26MAR29KOPMED
# final_score=6-7(4) 7-5 6-2
# score_resolution=7-6 5-7 2-6
# match_winner=Vit Kopriva
# fav_player=Hamad Medjedovic
# dog_player=Vit Kopriva
# kalshi_date=2026-03-29
timestamp,Hamad Medjedovic,Vit Kopriva
2026-03-31T22:19:00Z,56.00,
2026-03-31T23:20:00Z,55.00,
2026-04-01T00:17:00Z,55.00,
2026-04-01T00:42:00Z,57.00,
2026-04-01T00:52:00Z,54.79,
2026-04-01T00:58:00Z,54.00,
2026-04-01T01:27:00Z,55.00,
2026-04-01T01:28:00Z,56.91,
2026-04-01T01:51:00Z,57.00,
2026-04-01T01:52:00Z,57.00,
2026-04-01T02:09:00Z,57.00,45.00
2026-04-01T02:10:00Z,57.00,45.00
2026-04-01T02:11:00Z,57.00,45.00
2026-04-01T02:43:00Z,57.00,45.00
2026-04-01T02:50:00Z,57.00,45.00
2026-04-01T02:51:00Z,57.00,45.00
2026-04-01T03:07:00Z,57.00,45.00
2026-04-01T03:08:00Z,57.00,45.00
2026-04-01T03:29:00Z,57.00,44.00
2026-04-01T03:34:00Z,57.00,44.00
2026-04-01T03:40:00Z,57.00,44.00
2026-04-01T03:43:00Z,57.00,44.00
2026-04-01T03:45:00Z,57.00,45.00
2026-04-01T03:51:00Z,57.00,45.00
2026-04-01T03:53:00Z,57.00,45.00
2026-04-01T04:04:00Z,57.00,45.00
2026-04-01T04:06:00Z,57.00,45.00
2026-04-01T04:10:00Z,57.00,45.00
2026-04-01T04:12:00Z,57.00,45.00
2026-04-01T04:14:00Z,57.00,45.00
2026-04-01T04:15:00Z,57.00,44.00
2026-04-01T04:17:00Z,57.81,44.00
2026-04-01T04:20:00Z,58.00,44.00
2026-04-01T04:21:00Z,58.00,42.66
2026-04-01T04:22:00Z,58.81,42.66
2026-04-01T04:23:00Z,59.00,42.66
2026-04-01T04:24:00Z,59.00,42.66
2026-04-01T04:25:00Z,59.00,42.66
2026-04-01T04:26:00Z,59.00,42.66
2026-04-01T04:27:00Z,59.00,42.66
2026-04-01T04:29:00Z,59.00,42.66
2026-04-01T04:30:00Z,59.00,42.66
2026-04-01T04:34:00Z,59.00,42.66
2026-04-01T04:36:00Z,59.00,42.66
2026-04-01T04:45:00Z,59.00,42.66
2026-04-01T04:48:00Z,59.00,42.66
2026-04-01T04:49:00Z,59.00,43.00
2026-04-01T04:51:00Z,59.00,43.00
2026-04-01T04:52:00Z,59.00,43.00
2026-04-01T04:53:00Z,59.00,41.38
2026-04-01T04:54:00Z,59.00,41.38
2026-04-01T04:56:00Z,59.44,42.00
2026-04-01T04:57:00Z,59.00,42.00
2026-04-01T04:59:00Z,62.41,42.00
2026-04-01T05:00:00Z,58.00,42.00
2026-04-01T05:01:00Z,59.00,42.00
2026-04-01T05:03:00Z,59.00,43.00
2026-04-01T05:04:00Z,58.00,43.00
2026-04-01T05:05:00Z,59.00,43.00
2026-04-01T05:07:00Z,59.00,43.00
2026-04-01T05:08:00Z,59.00,43.00
2026-04-01T05:09:00Z,59.00,43.00
2026-04-01T05:11:00Z,59.00,43.00
2026-04-01T05:14:00Z,59.00,41.00
2026-04-01T05:15:00Z,59.00,41.00
2026-04-01T05:16:00Z,59.00,42.00
2026-04-01T05:17:00Z,59.00,43.00
2026-04-01T05:18:00Z,59.00,43.00
2026-04-01T05:19:00Z,59.00,43.00
2026-04-01T05:20:00Z,59.00,43.00
2026-04-01T05:22:00Z,59.00,43.00
2026-04-01T05:23:00Z,59.00,43.00
2026-04-01T05:24:00Z,59.00,43.00
2026-04-01T05:25:00Z,59.00,43.00
2026-04-01T05:28:00Z,58.66,43.00
2026-04-01T05:29:00Z,59.00,43.00
2026-04-01T05:30:00Z,59.00,43.00
2026-04-01T05:31:00Z,59.00,43.00
2026-04-01T05:32:00Z,59.00,43.00
2026-04-01T05:33:00Z,59.00,43.00
2026-04-01T05:35:00Z,59.00,43.00
2026-04-01T05:36:00Z,59.00,43.00
2026-04-01T05:39:00Z,59.00,43.00
2026-04-01T05:40:00Z,59.00,43.00
2026-04-01T05:41:00Z,59.00,43.00
2026-04-01T05:42:00Z,59.00,42.00
2026-04-01T05:43:00Z,59.00,42.00
2026-04-01T05:44:00Z,59.00,42.00
2026-04-01T05:45:00Z,59.00,43.00
2026-04-01T05:46:00Z,58.50,43.00
2026-04-01T05:47:00Z,59.00,43.00
2026-04-01T05:48:00Z,59.00,43.00
2026-04-01T05:50:00Z,59.00,43.00
2026-04-01T05:51:00Z,59.00,43.00
2026-04-01T05:52:00Z,59.00,43.00
2026-04-01T05:53:00Z,59.00,43.00
